Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 475,0.8333,1.0000,0.9091,0.8500,0.7083,0.7727,0.7500,0.7500,0.7500,0,0.0000,0,0
Ex 476,0.7273,0.7273,0.7273,0.7667,0.7667,0.7667,0.6000,0.4286,0.5000,0,0.2500,0,0
Ex 477,0.3333,1.0000,0.5000,0.7143,0.6250,0.6667,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 479,0.5000,1.0000,0.6667,0.5333,0.4706,0.5000,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 480,0.4286,1.0000,0.6000,0.9412,0.9412,0.9412,0.0000,0.0000,0.0000,0,0.6667,0,0
Ex 482,0.7143,1.0000,0.8333,1.0000,0.8462,0.9167,1.0000,0.7500,0.8571,0,0.4000,0,0
Ex 487,0.4000,1.0000,0.5714,0.8571,0.4615,0.6000,1.0000,1.0000,1.0000,0,0.5000,1,0
Ex 488,0.6667,1.0000,0.8000,0.8667,0.5417,0.6667,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 491,0.3846,1.0000,0.5556,0.6250,0.5263,0.5714,0.5000,1.0000,0.6667,0,0.0000,0,0
Ex 492,0.7500,1.0000,0.8571,0.6667,0.7273,0.6957,0.6667,0.6667,0.6667,0,0.0000,0,0
Ex 493,1.0000,0.8000,0.8889,0.7500,0.8571,0.8000,1.0000,0.7500,0.8571,0,0.0000,0,0
Ex 494,1.0000,0.8000,0.8889,0.9333,0.9333,0.9333,0.5000,0.2000,0.2857,0,0.5000,0,0
Ex 498,0.6250,1.0000,0.7692,0.7647,0.5909,0.6667,1.0000,1.0000,1.0000,0,0.2000,1,0
Ex 499,0.5556,1.0000,0.7143,0.8824,0.7143,0.7895,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 500,0.7500,1.0000,0.8571,1.0000,0.8077,0.8936,1.0000,0.6000,0.7500,0,0.1667,0,0
AVERAGE,0.7049,0.9076,0.7701,0.8248,0.7416,0.7739,0.77,0.6376,0.67,0.1456,0.1764,0.2532,0.0
