Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 369,0.2727,0.7500,0.4000,0.5238,0.6875,0.5946,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 370,0.5714,0.8000,0.6667,0.9412,0.8889,0.9143,1.0000,0.4000,0.5714,0,0.5000,0,0
Ex 371,0.8000,1.0000,0.8889,0.7333,0.7097,0.7213,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 372,1.0000,0.4286,0.6000,0.5385,0.5833,0.5600,0.5000,0.1250,0.2000,0,0.3333,0,0
Ex 373,0.4615,0.8571,0.6000,0.3333,0.1379,0.1951,0.6000,0.4286,0.5000,0,0.0000,0,0
Ex 374,0.8750,0.8750,0.8750,0.0000,0.0000,0.0000,0.8333,0.8333,0.8333,0,0.0000,0,0
Ex 375,1.0000,1.0000,1.0000,0.9444,0.9189,0.9315,1.0000,1.0000,1.0000,1,0.5714,1,0
Ex 376,1.0000,0.6667,0.8000,0.8077,0.7778,0.7925,0.5714,0.4000,0.4706,0,0.1250,0,0
Ex 377,1.0000,1.0000,1.0000,1.0000,0.7143,0.8333,1.0000,1.0000,1.0000,1,0.6667,1,0
Ex 378,0.5000,0.4000,0.4444,0.7143,0.7143,0.7143,1.0000,0.1667,0.2857,0,0.0000,0,0
Ex 379,1.0000,0.6000,0.7500,0.9474,0.8571,0.9000,1.0000,0.3333,0.5000,0,0.3333,0,0
Ex 380,1.0000,1.0000,1.0000,0.9412,0.8889,0.9143,1.0000,1.0000,1.0000,1,0.2500,1,0
Ex 381,1.0000,1.0000,1.0000,0.5714,0.8000,0.6667,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 382,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 383,0.8000,1.0000,0.8889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 384,0.7143,0.8333,0.7692,0.7917,0.8261,0.8085,1.0000,0.8333,0.9091,0,0.0000,0,0
Ex 385,0.6000,1.0000,0.7500,0.7647,0.8125,0.7879,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 387,0.8333,1.0000,0.9091,1.0000,0.8333,0.9091,1.0000,1.0000,1.0000,0,0.2000,1,0
Ex 388,1.0000,1.0000,1.0000,0.8056,0.9062,0.8529,1.0000,1.0000,1.0000,1,0.2857,1,0
Ex 389,0.6000,0.7500,0.6667,1.0000,0.8125,0.8966,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 390,0.8000,0.8000,0.8000,0.5263,0.7692,0.6250,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 391,0.7500,1.0000,0.8571,0.8235,0.9333,0.8750,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 392,0.5714,1.0000,0.7273,0.7407,0.9524,0.8333,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 393,0.6000,0.6000,0.6000,0.5000,0.6667,0.5714,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 394,0.6667,0.5000,0.5714,0.9286,0.9286,0.9286,1.0000,0.5000,0.6667,0,0.5000,0,0
Ex 395,0.4000,0.6667,0.5000,0.7000,1.0000,0.8235,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 396,1.0000,0.2857,0.4444,0.7273,1.0000,0.8421,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 397,0.3636,1.0000,0.5333,0.8182,0.5000,0.6207,1.0000,0.6667,0.8000,0,0.2500,0,0
Ex 398,0.7143,0.8333,0.7692,0.8571,0.8571,0.8571,1.0000,0.7500,0.8571,0,0.4000,0,0
Ex 399,0.8333,0.8333,0.8333,0.9200,0.9200,0.9200,0.8000,0.6667,0.7273,0,0.4000,0,0
Ex 400,0.4545,0.8333,0.5882,0.8696,0.8000,0.8333,1.0000,0.6000,0.7500,0,0.4000,0,0
Ex 401,0.8000,1.0000,0.8889,1.0000,0.8148,0.8980,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 403,0.8333,0.8333,0.8333,0.0000,0.0000,0.0000,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 404,0.8333,1.0000,0.9091,0.9091,0.8000,0.8511,1.0000,0.7500,0.8571,0,0.2000,0,0
Ex 405,0.8000,0.5000,0.6154,0.9286,0.7222,0.8125,0.6667,0.2500,0.3636,0,0.0000,0,0
Ex 406,0.7826,1.0000,0.8780,0.8841,0.8592,0.8714,0.5000,0.6667,0.5714,0,0.2778,0,0
Ex 407,1.0000,1.0000,1.0000,1.0000,0.8462,0.9167,1.0000,1.0000,1.0000,1,0.3333,1,0
Ex 408,1.0000,1.0000,1.0000,1.0000,0.8000,0.8889,1.0000,1.0000,1.0000,1,0.2500,1,0
Ex 409,1.0000,1.0000,1.0000,0.7308,0.8636,0.7917,1.0000,1.0000,1.0000,1,0.1667,1,0
Ex 410,1.0000,0.5000,0.6667,0.9524,0.9524,0.9524,1.0000,1.0000,1.0000,0,0.7500,1,0
Ex 411,0.3000,1.0000,0.4615,0.8889,0.5926,0.7111,1.0000,0.5000,0.6667,0,0.3333,0,0
Ex 412,0.6000,0.7500,0.6667,1.0000,0.6923,0.8182,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 413,0.7500,0.7500,0.7500,0.6875,0.6875,0.6875,0.5000,0.3333,0.4000,0,0.3333,0,0
Ex 414,0.8571,1.0000,0.9231,0.8889,0.6154,0.7273,1.0000,0.8333,0.9091,0,0.0000,0,0
Ex 415,0.5000,0.3333,0.4000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,1.0000,0,0
Ex 416,1.0000,0.7000,0.8235,0.9706,0.8684,0.9167,1.0000,0.3846,0.5556,0,0.5714,0,0
Ex 417,1.0000,0.6250,0.7692,0.8333,0.9615,0.8929,0.6000,0.3750,0.4615,0,0.6000,0,0
Ex 418,0.6000,0.7500,0.6667,0.9474,0.8571,0.9000,0.0000,0.0000,0.0000,0,0.6667,0,0
Ex 419,0.5000,1.0000,0.6667,0.7576,0.7576,0.7576,0.7500,0.7500,0.7500,0,0.0000,0,0
Ex 420,0.8000,0.6667,0.7273,0.8909,0.9245,0.9074,0.8750,0.4667,0.6087,0,0.2500,0,0
Ex 421,1.0000,1.0000,1.0000,0.7500,0.8077,0.7778,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 422,1.0000,1.0000,1.0000,0.9375,0.9375,0.9375,0.6667,1.0000,0.8000,1,0.4000,0,0
Ex 423,0.6667,0.8571,0.7500,0.5818,0.7805,0.6667,0.6000,0.5000,0.5455,0,0.0000,0,0
Ex 424,0.6667,1.0000,0.8000,0.8519,0.7667,0.8070,1.0000,1.0000,1.0000,0,0.2500,1,0
Ex 425,1.0000,1.0000,1.0000,0.8718,0.8500,0.8608,0.7778,1.0000,0.8750,1,0.2857,0,0
Ex 426,0.7143,1.0000,0.8333,0.8077,1.0000,0.8936,1.0000,1.0000,1.0000,0,0.2000,1,0
Ex 427,0.6250,0.8333,0.7143,0.7500,0.7778,0.7636,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 428,0.3077,0.8000,0.4444,0.5714,0.5714,0.5714,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 429,0.5714,1.0000,0.7273,0.8421,1.0000,0.9143,1.0000,1.0000,1.0000,0,0.5000,1,0
Ex 430,0.6667,0.6667,0.6667,0.9615,0.8621,0.9091,1.0000,0.4286,0.6000,0,0.0000,0,0
Ex 431,0.4444,0.6667,0.5333,0.6522,0.8824,0.7500,0.6000,0.5000,0.5455,0,0.2500,0,0
Ex 432,0.8333,1.0000,0.9091,0.8636,0.7917,0.8261,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 433,0.6667,1.0000,0.8000,1.0000,0.7917,0.8837,1.0000,1.0000,1.0000,0,0.2500,1,0
Ex 434,1.0000,0.8000,0.8889,0.9565,0.9167,0.9362,1.0000,1.0000,1.0000,0,0.2500,1,0
Ex 435,1.0000,0.8333,0.9091,0.8182,0.8182,0.8182,0.5000,0.6000,0.5455,0,0.0000,0,0
Ex 436,0.6667,0.6667,0.6667,0.5000,0.5000,0.5000,0.2000,0.1250,0.1538,0,0.0000,0,0
Ex 437,1.0000,1.0000,1.0000,0.8800,0.8800,0.8800,0.7500,1.0000,0.8571,1,0.2000,0,0
Ex 438,1.0000,0.6667,0.8000,0.8889,0.7619,0.8205,1.0000,0.4000,0.5714,0,0.2500,0,0
Ex 439,0.4444,0.8000,0.5714,0.5000,0.4118,0.4516,0.6667,0.5000,0.5714,0,0.0000,0,0
Ex 440,0.4444,0.6667,0.5333,0.7647,0.8966,0.8254,0.8000,0.5714,0.6667,0,0.0000,0,0
Ex 441,0.5000,1.0000,0.6667,0.6875,0.8462,0.7586,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 442,0.6667,0.5714,0.6154,0.6667,0.6957,0.6809,1.0000,0.3000,0.4615,0,0.0000,0,0
Ex 443,0.3333,0.4286,0.3750,0.7778,0.5385,0.6364,0.0000,0.0000,0.0000,0,0.3333,0,0
Ex 444,1.0000,1.0000,1.0000,0.8889,0.8571,0.8727,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 445,0.6923,0.6923,0.6923,0.6486,0.6154,0.6316,1.0000,0.3333,0.5000,0,0.1111,0,0
Ex 446,0.7500,0.6667,0.7059,0.8182,0.7297,0.7714,1.0000,0.2727,0.4286,0,0.1667,0,0
Ex 447,0.7143,1.0000,0.8333,0.7941,0.8182,0.8060,1.0000,0.7500,0.8571,0,0.2000,0,0
Ex 448,0.5333,0.8889,0.6667,0.7619,0.8649,0.8101,1.0000,0.7778,0.8750,0,0.2500,0,0
Ex 449,1.0000,0.6667,0.8000,0.8571,0.7826,0.8182,0.7500,0.6000,0.6667,0,0.0000,0,0
Ex 450,0.8333,1.0000,0.9091,0.8182,0.7826,0.8000,1.0000,0.8333,0.9091,0,0.0000,0,0
Ex 451,0.8333,1.0000,0.9091,0.8000,0.8889,0.8421,1.0000,0.7500,0.8571,0,0.2000,0,0
Ex 452,0.7500,1.0000,0.8571,0.6364,0.6087,0.6222,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 453,0.5000,0.6667,0.5714,0.8750,0.7000,0.7778,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 454,0.7143,0.7143,0.7143,0.7895,0.8333,0.8108,0.5000,0.3333,0.4000,0,0.2000,0,0
Ex 455,0.5000,1.0000,0.6667,0.4167,0.4545,0.4348,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 456,0.5833,1.0000,0.7368,0.9643,0.8710,0.9153,1.0000,0.5000,0.6667,0,0.2857,0,0
Ex 457,0.8750,1.0000,0.9333,1.0000,0.8929,0.9434,1.0000,1.0000,1.0000,0,0.5714,1,0
Ex 458,1.0000,0.8000,0.8889,0.8800,0.9565,0.9167,1.0000,0.7500,0.8571,0,0.2500,0,0
Ex 459,1.0000,1.0000,1.0000,0.8667,0.8125,0.8387,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 460,1.0000,0.6667,0.8000,0.9000,0.9000,0.9000,1.0000,1.0000,1.0000,0,0.5000,1,0
Ex 461,1.0000,0.6667,0.8000,0.8462,0.8800,0.8627,0.3333,0.2000,0.2500,0,0.0000,0,0
Ex 462,0.7500,0.7500,0.7500,0.8095,0.8095,0.8095,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 463,0.7500,1.0000,0.8571,0.9286,0.6842,0.7879,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 464,0.7500,0.7500,0.7500,1.0000,0.9231,0.9600,1.0000,0.4000,0.5714,0,0.6667,0,0
Ex 465,0.7500,1.0000,0.8571,0.8667,0.8125,0.8387,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 466,1.0000,0.7500,0.8571,0.9333,0.9333,0.9333,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 467,1.0000,0.7778,0.8750,0.8214,0.9200,0.8679,0.7143,0.5556,0.6250,0,0.4286,0,0
Ex 468,0.7500,1.0000,0.8571,0.6250,0.4762,0.5405,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 469,0.7143,1.0000,0.8333,0.9048,0.7308,0.8085,1.0000,0.7500,0.8571,0,0.0000,0,0
Ex 470,0.7500,0.8571,0.8000,0.0000,0.0000,0.0000,1.0000,0.7143,0.8333,0,0.0000,0,0
Ex 471,0.7500,1.0000,0.8571,0.8750,0.8235,0.8485,0.5000,0.5000,0.5000,0,0.0000,0,0
Ex 472,0.6000,1.0000,0.7500,0.8462,0.7333,0.7857,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 473,1.0000,1.0000,1.0000,0.9524,0.9091,0.9302,0.6667,1.0000,0.8000,1,0.2500,0,0
