Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 305,0.5714,1.0000,0.7273,0.7778,0.8235,0.8000,0.7500,1.0000,0.8571,0,0.2500,0,0
Ex 306,1.0000,0.5455,0.7059,0.8235,0.8000,0.8116,0.6000,0.4286,0.5000,0,0.0000,0,0
Ex 307,0.7500,1.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 308,1.0000,1.0000,1.0000,0.9565,0.8462,0.8980,0.6000,0.6000,0.6000,1,0.4000,0,0
Ex 310,1.0000,1.0000,1.0000,1.0000,0.9333,0.9655,0.0000,0.0000,0.0000,1,0.5000,0,0
Ex 311,0.6000,1.0000,0.7500,1.0000,0.9412,0.9697,1.0000,0.6667,0.8000,0,0.6667,0,0
Ex 312,1.0000,1.0000,1.0000,0.8889,0.8889,0.8889,1.0000,1.0000,1.0000,1,0.3333,1,0
Ex 313,1.0000,0.8571,0.9231,0.6500,0.7647,0.7027,0.8000,0.6667,0.7273,0,0.0000,0,0
Ex 314,0.8000,1.0000,0.8889,1.0000,0.7500,0.8571,0.8000,0.8000,0.8000,0,0.2500,0,0
Ex 316,0.6667,0.8000,0.7273,0.7647,0.8667,0.8125,1.0000,0.5000,0.6667,0,0.2500,0,0
Ex 317,0.5000,0.5000,0.5000,0.7500,1.0000,0.8571,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 319,0.5000,1.0000,0.6667,1.0000,0.7000,0.8235,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 320,1.0000,1.0000,1.0000,1.0000,0.8750,0.9333,1.0000,1.0000,1.0000,1,0.4000,1,0
Ex 321,0.5000,1.0000,0.6667,0.7500,0.4615,0.5714,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 322,0.8571,0.8571,0.8571,0.9524,0.8000,0.8696,0.8000,0.5714,0.6667,0,0.3333,0,0
Ex 323,1.0000,1.0000,1.0000,0.7000,0.7000,0.7000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 324,0.2857,1.0000,0.4444,0.6667,0.6000,0.6316,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 325,0.6667,1.0000,0.8000,1.0000,0.8571,0.9231,1.0000,1.0000,1.0000,0,0.5000,1,0
Ex 326,0.7500,1.0000,0.8571,1.0000,0.7368,0.8485,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 327,0.8000,1.0000,0.8889,1.0000,0.7727,0.8718,1.0000,0.5000,0.6667,0,0.2500,0,0
Ex 329,0.8000,1.0000,0.8889,0.8750,0.9333,0.9032,1.0000,0.6667,0.8000,0,0.7500,0,0
Ex 330,1.0000,0.6000,0.7500,0.7333,0.5238,0.6111,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 331,0.4286,0.7500,0.5455,0.6667,0.5556,0.6061,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 332,0.8571,0.8571,0.8571,0.9375,0.7143,0.8108,0.6667,0.5714,0.6154,0,0.0000,0,0
Ex 334,1.0000,1.0000,1.0000,1.0000,0.8667,0.9286,1.0000,1.0000,1.0000,1,0.6667,1,0
Ex 337,1.0000,1.0000,1.0000,0.7368,0.8235,0.7778,1.0000,1.0000,1.0000,1,0.4000,1,0
Ex 339,0.4000,0.6667,0.5000,0.4000,0.5714,0.4706,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 340,0.8000,0.8889,0.8421,0.8571,0.8889,0.8727,0.5714,0.5000,0.5333,0,0.3750,0,0
Ex 341,0.4286,1.0000,0.6000,0.9000,0.6429,0.7500,0.5000,1.0000,0.6667,0,0.0000,0,0
Ex 343,0.6000,0.6000,0.6000,0.6875,0.8462,0.7586,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 344,0.7143,0.6250,0.6667,0.7647,0.5909,0.6667,1.0000,0.3750,0.5455,0,0.0000,0,0
Ex 345,0.7500,0.7500,0.7500,0.7895,0.6818,0.7317,0.3333,0.1429,0.2000,0,0.1667,0,0
Ex 346,0.4000,1.0000,0.5714,0.4545,0.4545,0.4545,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 349,0.6000,1.0000,0.7500,0.9545,0.9130,0.9333,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 350,0.7000,1.0000,0.8235,0.9688,0.7949,0.8732,1.0000,0.4000,0.5714,0,0.1429,0,0
Ex 353,0.8000,0.8000,0.8000,0.6087,0.7000,0.6512,0.5000,0.5000,0.5000,0,0.0000,0,0
Ex 355,1.0000,0.8000,0.8889,0.9412,0.8889,0.9143,0.7500,0.6000,0.6667,0,0.2500,0,0
Ex 356,0.6667,1.0000,0.8000,1.0000,0.7000,0.8235,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 359,0.7500,1.0000,0.8571,0.8750,0.8750,0.8750,1.0000,0.6667,0.8000,0,0.3333,0,0
Ex 360,0.5000,0.6667,0.5714,0.5000,0.4545,0.4762,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 362,1.0000,1.0000,1.0000,0.9474,0.9474,0.9474,1.0000,1.0000,1.0000,1,0.3333,1,0
Ex 364,1.0000,1.0000,1.0000,0.7857,0.8462,0.8148,0.6667,0.6667,0.6667,1,0.5000,0,0
Ex 365,1.0000,1.0000,1.0000,0.9412,0.8889,0.9143,1.0000,1.0000,1.0000,1,0.2500,1,0
Ex 366,1.0000,1.0000,1.0000,0.9286,0.7647,0.8387,0.4000,1.0000,0.5714,1,0.2500,0,0
Ex 369,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 371,0.8000,1.0000,0.8889,1.0000,0.9032,0.9492,1.0000,1.0000,1.0000,0,0.5000,1,0
Ex 372,0.7500,0.4286,0.5455,0.4286,0.5000,0.4615,0.5000,0.1250,0.2000,0,0.3333,0,0
Ex 373,1.0000,0.8571,0.9231,0.6500,0.4483,0.5306,0.5714,0.5714,0.5714,0,0.0000,0,0
Ex 374,0.8571,0.7500,0.8000,0.7391,0.7083,0.7234,0.2500,0.1667,0.2000,0,0.3333,0,0
Ex 375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 377,0.6000,1.0000,0.7500,0.8571,0.8571,0.8571,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 378,0.6667,0.4000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 379,1.0000,0.6000,0.7500,0.0000,0.0000,0.0000,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 381,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,1.0000,0.8000,1,0.0000,0,0
Ex 382,0.7500,1.0000,0.8571,0.8667,0.7222,0.7879,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 385,0.5000,1.0000,0.6667,0.8889,0.5000,0.6400,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 386,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5000,0.6667,1,1.0000,0,0
Ex 387,1.0000,1.0000,1.0000,1.0000,0.8750,0.9333,1.0000,1.0000,1.0000,1,0.4000,1,0
Ex 388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 389,1.0000,1.0000,1.0000,0.9000,0.9000,0.9000,0.7500,1.0000,0.8571,1,0.2500,0,0
Ex 390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 391,1.0000,1.0000,1.0000,0.9333,0.9333,0.9333,1.0000,1.0000,1.0000,1,0.3333,1,0
Ex 392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 393,0.8333,1.0000,0.9091,0.8571,0.7500,0.8000,1.0000,1.0000,1.0000,0,0.6000,1,0
Ex 395,0.3333,0.6667,0.4444,1.0000,0.8571,0.9231,1.0000,0.5000,0.6667,0,0.5000,0,0
Ex 396,0.4444,0.5714,0.5000,0.8000,1.0000,0.8889,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 397,0.5000,1.0000,0.6667,0.7692,0.5556,0.6452,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 399,0.8333,0.8333,0.8333,1.0000,0.8000,0.8889,1.0000,0.5000,0.6667,0,0.4000,0,0
Ex 400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 401,1.0000,1.0000,1.0000,0.9583,0.8519,0.9020,1.0000,0.8000,0.8889,1,0.0000,0,0
Ex 402,0.8000,0.8889,0.8421,0.8333,0.8824,0.8571,0.1667,0.3333,0.2222,0,0.1250,0,0
Ex 403,1.0000,0.6667,0.8000,0.8333,0.1923,0.3125,0.4000,0.3333,0.3636,0,0.0000,0,0
Ex 404,0.8000,0.8000,0.8000,0.9444,0.8500,0.8947,1.0000,0.5000,0.6667,0,0.5000,0,0
Ex 407,1.0000,1.0000,1.0000,0.9091,0.7692,0.8333,1.0000,1.0000,1.0000,1,0.3333,1,0
Ex 408,1.0000,1.0000,1.0000,0.8824,1.0000,0.9375,1.0000,1.0000,1.0000,1,0.5000,1,0
Ex 409,1.0000,1.0000,1.0000,0.7692,0.9091,0.8333,1.0000,1.0000,1.0000,1,0.1667,1,0
Ex 410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 411,0.2857,0.6667,0.4000,1.0000,0.9412,0.9697,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 414,1.0000,1.0000,1.0000,0.9545,0.8077,0.8750,1.0000,0.8333,0.9091,1,0.5000,0,0
Ex 415,0.5000,0.6667,0.5714,1.0000,0.9231,0.9600,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 416,0.6667,0.4000,0.5000,0.8182,0.7826,0.8000,0.5000,0.0769,0.1333,0,0.5000,0,0
Ex 417,1.0000,0.6250,0.7692,0.8667,1.0000,0.9286,0.6000,0.3750,0.4615,0,0.6000,0,0
Ex 418,0.6667,1.0000,0.8000,0.9167,0.7586,0.8302,0.6667,1.0000,0.8000,0,0.2500,0,0
Ex 423,0.8571,0.8571,0.8571,0.7561,0.7561,0.7561,0.3333,0.3333,0.3333,0,0.0000,0,0
Ex 425,1.0000,1.0000,1.0000,0.8718,0.8500,0.8608,0.7778,1.0000,0.8750,1,0.4286,0,0
Ex 430,0.6667,0.6667,0.6667,0.9643,0.9310,0.9474,1.0000,0.4286,0.6000,0,0.2500,0,0
Ex 431,0.8000,0.6667,0.7273,0.9375,0.9375,0.9375,1.0000,0.5000,0.6667,0,0.7500,0,0
Ex 433,1.0000,0.7500,0.8571,1.0000,0.9000,0.9474,1.0000,0.5000,0.6667,0,0.3333,0,0
Ex 435,0.7143,0.8333,0.7692,0.8333,0.8621,0.8475,1.0000,0.6000,0.7500,0,0.2000,0,0
Ex 438,0.8333,0.8333,0.8333,1.0000,0.7500,0.8571,1.0000,0.4000,0.5714,0,0.2000,0,0
Ex 439,0.8000,0.8000,0.8000,0.5000,0.6471,0.5641,0.5000,0.5000,0.5000,0,0.0000,0,0
Ex 440,0.5455,1.0000,0.7059,0.7143,0.4878,0.5797,0.8000,0.5714,0.6667,0,0.1667,0,0
Ex 441,0.5000,1.0000,0.6667,0.8462,0.8462,0.8462,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 442,0.4000,0.5714,0.4706,0.8333,0.6522,0.7317,1.0000,0.3000,0.4615,0,0.0000,0,0
Ex 447,0.5714,0.8000,0.6667,0.9231,0.8889,0.9057,1.0000,0.5000,0.6667,0,0.5000,0,0
Ex 448,0.6364,0.7778,0.7000,0.8824,0.9091,0.8955,1.0000,0.5556,0.7143,0,0.2857,0,0
Ex 449,0.8571,1.0000,0.9231,0.9310,0.9000,0.9153,0.6667,0.8000,0.7273,0,0.5000,0,0
Ex 451,0.8000,0.8000,0.8000,0.9200,0.9200,0.9200,0.6667,0.5000,0.5714,0,0.2500,0,0
Ex 452,0.7500,1.0000,0.8571,1.0000,0.9130,0.9545,1.0000,0.5000,0.6667,0,0.3333,0,0
Ex 453,0.5000,0.6667,0.5714,1.0000,0.7000,0.8235,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 454,0.8333,0.7143,0.7692,0.7500,0.8333,0.7895,0.4000,0.3333,0.3636,0,0.2000,0,0
Ex 455,0.8000,1.0000,0.8889,0.7778,0.6364,0.7000,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 459,0.8000,1.0000,0.8889,0.8667,0.8125,0.8387,1.0000,0.8000,0.8889,0,0.2500,0,0
Ex 460,0.6000,1.0000,0.7500,1.0000,0.7857,0.8800,0.3333,1.0000,0.5000,0,0.0000,0,0
Ex 461,0.8333,0.8333,0.8333,0.8000,0.8571,0.8276,0.7500,0.6000,0.6667,0,0.0000,0,0
Ex 462,0.7500,0.7500,0.7500,0.8095,0.8095,0.8095,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 463,0.7500,1.0000,0.8571,1.0000,0.6842,0.8125,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 464,0.8000,1.0000,0.8889,0.8750,0.9333,0.9032,1.0000,0.8000,0.8889,0,0.5000,0,0
Ex 465,0.7500,1.0000,0.8571,0.9286,0.8125,0.8667,0.5000,0.5000,0.5000,0,0.0000,0,0
Ex 468,0.6000,1.0000,0.7500,0.6875,0.5238,0.5946,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 469,1.0000,1.0000,1.0000,1.0000,0.8462,0.9167,1.0000,0.7500,0.8571,1,0.2000,0,0
Ex 470,0.8571,0.8571,0.8571,0.8077,0.7778,0.7925,0.8333,0.7143,0.7692,0,0.1667,0,0
Ex 471,0.7500,1.0000,0.8571,1.0000,0.8235,0.9032,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 472,0.5000,1.0000,0.6667,0.8333,0.6667,0.7407,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 473,1.0000,1.0000,1.0000,0.9524,0.9091,0.9302,0.5000,0.5000,0.5000,1,0.2500,0,0
Ex 474,0.5000,0.7500,0.6000,0.6250,0.5556,0.5882,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 476,0.9000,0.8182,0.8571,0.8857,0.8611,0.8732,0.6250,0.7143,0.6667,0,0.2222,0,0
Ex 477,0.6667,1.0000,0.8000,0.5556,0.6250,0.5882,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 478,1.0000,1.0000,1.0000,0.9130,0.8750,0.8936,1.0000,0.8000,0.8889,1,0.4000,0,0
Ex 479,0.4286,1.0000,0.6000,0.6667,0.5882,0.6250,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 480,0.6000,1.0000,0.7500,0.9412,0.9412,0.9412,0.0000,0.0000,0.0000,0,0.6667,0,0
Ex 481,0.6667,0.6667,0.6667,0.7778,0.8750,0.8235,1.0000,0.2500,0.4000,0,0.2500,0,0
Ex 483,0.8333,1.0000,0.9091,0.8421,0.8000,0.8205,0.7500,0.7500,0.7500,0,0.0000,0,0
Ex 487,0.4000,1.0000,0.5714,0.5556,0.3846,0.4545,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 491,0.6250,1.0000,0.7692,0.7647,0.6842,0.7222,0.5000,1.0000,0.6667,0,0.0000,0,0
Ex 492,0.7500,1.0000,0.8571,0.8000,0.7273,0.7619,0.6667,0.6667,0.6667,0,0.0000,0,0
Ex 493,1.0000,0.8000,0.8889,0.7826,0.8571,0.8182,1.0000,0.7500,0.8571,0,0.0000,0,0
Ex 494,1.0000,0.8000,0.8889,0.9333,0.9333,0.9333,0.3333,0.2000,0.2500,0,0.5000,0,0
Ex 498,0.6250,1.0000,0.7692,0.7895,0.6818,0.7317,1.0000,1.0000,1.0000,0,0.2000,1,0
Ex 499,0.5556,1.0000,0.7143,0.8750,0.6667,0.7568,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 500,1.0000,1.0000,1.0000,1.0000,0.8077,0.8936,1.0000,1.0000,1.0000,1,0.1667,1,0
AVERAGE,0.7248,0.8372,0.7582,0.7645,0.707,0.729,0.7146,0.5957,0.6251,0.1897,0.1828,0.2586,0.0
