Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 291,0.7500,0.7500,0.7500,0.7143,0.3571,0.4762,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 292,0.5000,1.0000,0.6667,0.8333,0.4545,0.5882,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 293,1.0000,1.0000,1.0000,0.8333,0.2941,0.4348,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 294,0.8000,1.0000,0.8889,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 295,0.6000,1.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 296,0.8000,0.6667,0.7273,0.0000,0.0000,0.0000,0.5000,0.1667,0.2500,0,0.0000,0,0
Ex 297,0.7500,0.6000,0.6667,0.5000,0.2222,0.3077,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 298,0.6000,1.0000,0.7500,0.0000,0.0000,0.0000,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 299,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 300,0.6667,0.5000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 301,0.6667,1.0000,0.8000,0.6000,0.1364,0.2222,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 302,1.0000,1.0000,1.0000,0.7500,0.2812,0.4091,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 303,1.0000,0.8333,0.9091,0.0000,0.0000,0.0000,0.8000,0.8000,0.8000,0,0.0000,0,0
Ex 304,0.5000,0.6667,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 305,0.7500,0.7500,0.7500,0.5000,0.1538,0.2353,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 306,1.0000,0.5455,0.7059,0.8667,0.3714,0.5200,0.5000,0.4286,0.4615,0,0.0000,0,0
Ex 307,1.0000,0.6667,0.8000,0.0000,0.0000,0.0000,0.3333,1.0000,0.5000,0,0.0000,0,0
Ex 308,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6000,0.6000,0.6000,1,0.0000,0,0
Ex 309,0.6000,0.6000,0.6000,0.0000,0.0000,0.0000,0.5000,0.2000,0.2857,0,0.0000,0,0
Ex 310,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0,0
Ex 311,0.7500,1.0000,0.8571,0.0000,0.0000,0.0000,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 312,1.0000,1.0000,1.0000,0.8000,0.4444,0.5714,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 313,1.0000,0.7143,0.8333,0.5000,0.1429,0.2222,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 314,1.0000,1.0000,1.0000,1.0000,0.1875,0.3158,0.8000,0.8000,0.8000,1,0.0000,0,0
Ex 315,0.6667,1.0000,0.8000,0.5000,0.1200,0.1935,0.6667,0.5000,0.5714,0,0.0000,0,0
Ex 316,0.8000,0.8000,0.8000,0.0000,0.0000,0.0000,1.0000,0.7500,0.8571,0,0.0000,0,0
Ex 317,0.4000,1.0000,0.5714,0.8000,0.3333,0.4706,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 318,0.4286,1.0000,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 319,0.3333,1.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 320,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 321,0.5000,1.0000,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 322,0.8750,1.0000,0.9333,0.5000,0.1071,0.1765,0.8333,0.7143,0.7692,0,0.0000,0,0
Ex 323,0.7500,1.0000,0.8571,0.7143,0.5000,0.5882,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 324,0.5000,1.0000,0.6667,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 325,0.6667,1.0000,0.8000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 326,0.6667,0.6667,0.6667,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 327,0.8000,1.0000,0.8889,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 328,1.0000,0.6667,0.8000,0.7143,0.1562,0.2564,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 329,0.6000,0.7500,0.6667,0.6667,0.1818,0.2857,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 330,1.0000,0.6000,0.7500,0.5000,0.0952,0.1600,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 331,0.5000,0.7500,0.6000,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 332,1.0000,1.0000,1.0000,0.6667,0.1739,0.2759,0.6667,0.5714,0.6154,1,0.0000,0,0
Ex 333,0.6667,0.6667,0.6667,0.8750,0.2333,0.3684,0.8000,0.5714,0.6667,0,0.2500,0,0
Ex 334,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 335,0.6667,1.0000,0.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 336,1.0000,0.8000,0.8889,0.7500,0.1111,0.1935,1.0000,0.7500,0.8571,0,0.0000,0,0
Ex 337,1.0000,0.8000,0.8889,0.0000,0.0000,0.0000,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 338,1.0000,0.6000,0.7500,0.8000,0.2105,0.3333,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 339,0.5000,0.6667,0.5714,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 340,0.7273,0.8889,0.8000,0.5000,0.1154,0.1875,0.7500,0.3750,0.5000,0,0.0000,0,0
Ex 341,0.6000,1.0000,0.7500,0.5833,0.5000,0.5385,0.5000,1.0000,0.6667,0,0.0000,0,0
Ex 342,0.7500,1.0000,0.8571,0.8000,0.4000,0.5333,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 343,0.7500,0.6000,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 344,0.6250,0.6250,0.6250,0.6667,0.1818,0.2857,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 345,0.6667,0.7500,0.7059,0.2500,0.0455,0.0769,0.4000,0.2857,0.3333,0,0.0000,0,0
Ex 346,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 347,0.7500,0.5000,0.6000,0.2857,0.1600,0.2051,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 348,0.2500,0.5000,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 349,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 350,0.7000,1.0000,0.8235,0.7500,0.1538,0.2553,1.0000,0.6000,0.7500,0,0.1429,0,0
Ex 351,1.0000,0.6000,0.7500,0.4000,0.2500,0.3077,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 352,1.0000,1.0000,1.0000,0.7500,0.1154,0.2000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 353,0.7143,1.0000,0.8333,0.5000,0.1739,0.2581,0.6000,0.7500,0.6667,0,0.0000,0,0
Ex 354,0.5000,0.6667,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 355,0.8000,0.8000,0.8000,0.0000,0.0000,0.0000,0.6667,0.4000,0.5000,0,0.0000,0,0
Ex 356,0.4000,1.0000,0.5714,0.6667,0.2000,0.3077,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 357,1.0000,0.8571,0.9231,0.3333,0.0323,0.0588,0.8000,0.6667,0.7273,0,0.0000,0,0
Ex 358,0.3333,1.0000,0.5000,0.8333,0.2500,0.3846,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 359,0.6000,1.0000,0.7500,0.0000,0.0000,0.0000,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 360,0.5000,1.0000,0.6667,0.6667,0.2500,0.3636,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 361,0.8000,1.0000,0.8889,0.3750,0.1250,0.1875,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 362,1.0000,1.0000,1.0000,0.8333,0.2632,0.4000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 363,0.8000,1.0000,0.8889,0.7692,0.3125,0.4444,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 364,0.8000,1.0000,0.8889,0.0000,0.0000,0.0000,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 365,1.0000,1.0000,1.0000,0.7500,0.1667,0.2727,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 366,1.0000,1.0000,1.0000,0.6667,0.1176,0.2000,0.5000,1.0000,0.6667,1,0.0000,0,0
Ex 367,0.6000,1.0000,0.7500,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 368,1.0000,0.8750,0.9333,0.6364,0.3182,0.4242,0.8750,0.7778,0.8235,0,0.0000,0,0
Ex 369,0.5000,0.7500,0.6000,1.0000,0.3125,0.4762,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 370,1.0000,1.0000,1.0000,0.7143,0.2381,0.3571,0.8333,1.0000,0.9091,1,0.0000,0,0
Ex 371,1.0000,0.7500,0.8571,0.0000,0.0000,0.0000,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 372,1.0000,0.5714,0.7273,0.0000,0.0000,0.0000,0.6000,0.3750,0.4615,0,0.0000,0,0
Ex 373,0.8571,0.8571,0.8571,0.3846,0.1724,0.2381,0.6000,0.4286,0.5000,0,0.0000,0,0
Ex 374,0.8571,0.7500,0.8000,0.8182,0.3750,0.5143,0.8000,0.6667,0.7273,0,0.1667,0,0
Ex 375,1.0000,0.5714,0.7273,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 376,1.0000,0.7500,0.8571,0.7143,0.1667,0.2703,0.6667,0.6000,0.6316,0,0.0000,0,0
Ex 377,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 378,0.6667,0.4000,0.5000,0.0000,0.0000,0.0000,1.0000,0.1667,0.2857,0,0.0000,0,0
Ex 379,1.0000,0.6000,0.7500,0.0000,0.0000,0.0000,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 380,0.8000,1.0000,0.8889,0.8000,0.2222,0.3478,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 381,0.7500,1.0000,0.8571,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 382,0.7500,1.0000,0.8571,0.6667,0.2222,0.3333,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 383,0.6667,1.0000,0.8000,0.6667,0.1818,0.2857,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 384,1.0000,0.6667,0.8000,0.6667,0.2000,0.3077,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 385,0.7500,1.0000,0.8571,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 386,1.0000,1.0000,1.0000,1.0000,0.3529,0.5217,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 387,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 388,1.0000,0.7143,0.8333,0.4000,0.1905,0.2581,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 389,1.0000,1.0000,1.0000,0.8000,0.2000,0.3200,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 390,0.8333,1.0000,0.9091,0.2857,0.1250,0.1739,0.5000,1.0000,0.6667,0,0.0000,0,0
Ex 391,0.7500,1.0000,0.8571,0.5714,0.2667,0.3636,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 392,0.8000,1.0000,0.8889,0.7500,0.1429,0.2400,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 393,0.8000,0.8000,0.8000,0.5000,0.1429,0.2222,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 394,1.0000,0.7500,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 395,0.7500,1.0000,0.8571,0.0000,0.0000,0.0000,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 396,0.4444,0.5714,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 397,0.6667,1.0000,0.8000,0.0000,0.0000,0.0000,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 398,1.0000,0.8333,0.9091,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 399,0.6667,1.0000,0.8000,1.0000,0.1071,0.1935,0.8000,0.6667,0.7273,0,0.1667,0,0
Ex 400,0.7143,0.8333,0.7692,0.8000,0.1600,0.2667,1.0000,0.6000,0.7500,0,0.0000,0,0
Ex 401,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.2000,0.3333,1,0.0000,0,0
Ex 402,0.6923,1.0000,0.8182,0.3333,0.0270,0.0500,0.5000,0.6667,0.5714,0,0.0000,0,0
Ex 403,0.8333,0.8333,0.8333,0.8182,0.2903,0.4286,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 404,0.7500,0.6000,0.6667,0.0000,0.0000,0.0000,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 405,0.8571,0.7500,0.8000,0.5714,0.1600,0.2500,0.6667,0.5000,0.5714,0,0.0000,0,0
Ex 406,1.0000,0.1667,0.2857,0.6000,0.2308,0.3333,0.5000,0.1111,0.1818,0,0.0000,0,0
Ex 407,1.0000,1.0000,1.0000,1.0000,0.3077,0.4706,1.0000,1.0000,1.0000,1,0.3333,1,0
Ex 408,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 409,1.0000,1.0000,1.0000,0.6667,0.2727,0.3871,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 410,1.0000,0.6250,0.7692,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 411,0.4000,0.6667,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 412,0.7500,0.7500,0.7500,0.0000,0.0000,0.0000,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 413,0.7500,0.7500,0.7500,0.0000,0.0000,0.0000,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 414,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.8333,0.9091,1,0.0000,0,0
Ex 415,0.3333,0.6667,0.4444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 416,0.5714,0.4000,0.4706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 417,1.0000,0.6250,0.7692,0.0000,0.0000,0.0000,0.4000,0.2500,0.3077,0,0.0000,0,0
Ex 418,0.8000,1.0000,0.8889,0.5000,0.0690,0.1212,0.5000,1.0000,0.6667,0,0.0000,0,0
Ex 419,1.0000,0.6000,0.7500,0.0000,0.0000,0.0000,0.5000,0.2500,0.3333,0,0.0000,0,0
Ex 420,0.7273,0.6667,0.6957,0.6000,0.1875,0.2857,0.8333,0.3333,0.4762,0,0.0000,0,0
Ex 421,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.6667,0.8000,1,0.0000,0,0
Ex 422,1.0000,0.6000,0.7500,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 423,1.0000,0.5714,0.7273,0.8000,0.1481,0.2500,0.6667,0.3333,0.4444,0,0.0000,0,0
Ex 424,1.0000,1.0000,1.0000,0.8333,0.1667,0.2778,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 425,0.5714,0.5714,0.5714,0.0000,0.0000,0.0000,1.0000,0.4286,0.6000,0,0.0000,0,0
Ex 426,1.0000,0.8000,0.8889,0.8333,0.5263,0.6452,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 427,1.0000,0.8333,0.9091,0.7778,0.2692,0.4000,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 428,0.5000,0.8000,0.6154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 429,0.8000,1.0000,0.8889,1.0000,0.2500,0.4000,1.0000,1.0000,1.0000,0,0.2500,1,0
Ex 430,0.6667,0.3333,0.4444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 431,0.6667,0.6667,0.6667,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 432,0.8333,1.0000,0.9091,0.7500,0.1250,0.2143,1.0000,0.8333,0.9091,0,0.0000,0,0
Ex 433,1.0000,0.7500,0.8571,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 434,1.0000,1.0000,1.0000,1.0000,0.2333,0.3784,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 435,0.8571,1.0000,0.9231,0.6154,0.2286,0.3333,0.8333,1.0000,0.9091,0,0.0000,0,0
Ex 436,1.0000,0.6667,0.8000,0.5000,0.0645,0.1143,0.2000,0.1250,0.1538,0,0.0000,0,0
Ex 437,0.8333,1.0000,0.9091,0.6667,0.1600,0.2581,0.7500,1.0000,0.8571,0,0.0000,0,0
Ex 438,0.8333,0.8333,0.8333,1.0000,0.1429,0.2500,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 439,0.7500,0.6000,0.6667,0.4444,0.2857,0.3478,0.5000,0.2500,0.3333,0,0.0000,0,0
Ex 440,0.5714,0.6667,0.6154,1.0000,0.1379,0.2424,1.0000,0.2857,0.4444,0,0.2500,0,0
Ex 441,0.4286,1.0000,0.6000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 442,0.5714,0.5714,0.5714,0.0000,0.0000,0.0000,1.0000,0.3000,0.4615,0,0.0000,0,0
Ex 443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 444,1.0000,0.8000,0.8889,0.8571,0.5217,0.6486,1.0000,0.8000,0.8889,0,0.0000,0,0
Ex 445,1.0000,0.3077,0.4706,0.6667,0.3000,0.4138,1.0000,0.1667,0.2857,0,0.0000,0,0
Ex 446,0.7500,0.6667,0.7059,0.8333,0.1316,0.2273,1.0000,0.3636,0.5333,0,0.0000,0,0
Ex 447,0.6667,0.8000,0.7273,0.6000,0.1111,0.1875,0.6667,0.5000,0.5714,0,0.0000,0,0
Ex 448,1.0000,1.0000,1.0000,0.5385,0.1628,0.2500,0.8889,0.8889,0.8889,1,0.0000,0,0
Ex 449,1.0000,1.0000,1.0000,0.5000,0.1667,0.2500,0.7143,1.0000,0.8333,1,0.0000,0,0
Ex 450,0.8333,1.0000,0.9091,0.3750,0.1304,0.1935,1.0000,0.8333,0.9091,0,0.0000,0,0
Ex 451,0.7143,1.0000,0.8333,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 452,0.5000,1.0000,0.6667,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 453,0.5000,0.6667,0.5714,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 454,0.7143,0.7143,0.7143,0.0000,0.0000,0.0000,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 455,0.5714,1.0000,0.7273,0.4444,0.3636,0.4000,0.3333,0.3333,0.3333,0,0.0000,0,0
Ex 456,1.0000,0.5714,0.7273,0.5455,0.3750,0.4444,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 457,0.8750,1.0000,0.9333,0.0000,0.0000,0.0000,0.8000,0.6667,0.7273,0,0.0000,0,0
Ex 458,1.0000,0.8000,0.8889,0.7500,0.1304,0.2222,0.7500,0.7500,0.7500,0,0.0000,0,0
Ex 459,0.8000,1.0000,0.8889,0.6000,0.1875,0.2857,1.0000,0.8000,0.8889,0,0.0000,0,0
Ex 460,0.7500,1.0000,0.8571,0.0000,0.0000,0.0000,0.3333,1.0000,0.5000,0,0.0000,0,0
Ex 461,1.0000,0.6667,0.8000,0.7500,0.1304,0.2222,1.0000,0.6000,0.7500,0,0.0000,0,0
Ex 462,0.7500,0.7500,0.7500,0.0000,0.0000,0.0000,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 463,0.7500,1.0000,0.8571,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 464,0.7500,0.7500,0.7500,0.0000,0.0000,0.0000,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 465,0.6667,0.6667,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 466,0.7500,0.7500,0.7500,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 467,0.8571,0.6667,0.7500,0.7500,0.1429,0.2400,1.0000,0.5556,0.7143,0,0.0000,0,0
Ex 468,0.7500,1.0000,0.8571,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0,0.0000,0,0
Ex 469,1.0000,0.8000,0.8889,0.0000,0.0000,0.0000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 470,0.8333,0.7143,0.7692,0.0000,0.0000,0.0000,1.0000,0.5714,0.7273,0,0.0000,0,0
Ex 471,0.7500,1.0000,0.8571,0.0000,0.0000,0.0000,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 472,0.6000,1.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
