exercise_id,entity_1,entity_2,x_text,x_dep,x_type,label
17,Worker processing product,Raw materials involved in product processing,0.46833816170692444,1.0,0.7331107258796692,0
17,Worker processing product,Workshop raw material management,0.5928056240081787,0.25,0.6872269809246063,0
17,Raw materials involved in product processing,Workshop raw material management,0.5488228797912598,1.0,0.7958410680294037,0
18,Equipment,Usage Record,0.8483679294586182,0.333,0.8853516482022625,1
18,Equipment,Maintenance Record,0.8483679294586182,0.333,0.8853516482022625,1
18,Usage Record,Maintenance Record,0.8483679294586182,1.0,0.7359983026981354,0
19,Customer,Order,0.9038798809051514,0.25,0.9950547536867305,1
19,Customer,Dish,0.606315553188324,0.25,0.9950547536867305,0
19,Customer,Order Details,0.5979506373405457,0.25,0.9950547536867305,0
19,Order,Dish,0.700476884841919,0.333,0.6658435165882111,0
19,Order,Order Details,0.5590109825134277,1.0,0.8758178651332855,1
19,Dish,Order Details,0.7067639231681824,0.25,0.6259373426437378,1
20,Supplier,Ingredient,0.793573796749115,0.25,0.7091606110334396,0
20,Supplier,Purchase Record,0.5475404262542725,0.25,0.624556727707386,1
20,Ingredient,Purchase Record,0.5960484743118286,0.25,0.5013477886095643,1
21,Employee,Shift,0.892815113067627,0.25,0.6537103950977325,0
21,Employee,Schedule,0.892815113067627,0.5,0.6302400827407837,1
21,Shift,Schedule,0.892815113067627,0.167,0.6558060050010681,1
22,Document,Document Management Personnel,0.8374179601669312,1.0,0.815563440322876,0
22,Document,Approval Record,0.8477060794830322,0.25,0.6557968109846115,1
22,Document,Archiving Record,0.8477060794830322,0.25,0.9999999958776927,1
22,Document,Query Record,0.8477060794830322,0.25,0.6172954738140106,1
22,Document Management Personnel,Approval Record,0.7551863193511963,0.25,0.6126524284482002,1
22,Document Management Personnel,Archiving Record,0.7625910639762878,0.25,0.9999999958776927,1
22,Document Management Personnel,Query Record,0.7320927381515503,0.25,0.5895110368728638,1
22,Approval Record,Archiving Record,0.8477060794830322,1.0,0.9999999958776927,0
22,Approval Record,Query Record,0.8477060794830322,1.0,0.6829933226108551,0
22,Archiving Record,Query Record,0.8477060794830322,1.0,0.9999999958776927,0
23,Donor,Recipient,0.8675842881202698,0.5,0.5370495669980353,0
23,Donor,Donated Item,0.8675842881202698,0.25,0.8106299042701721,0
23,Donor,Donation Record,0.8675842881202698,0.333,0.9999999958776927,1
23,Donor,Donation Record Details,0.6358762383460999,0.25,0.7649490535259247,0
23,Recipient,Donated Item,0.8675842881202698,0.333,0.197375320224904,0
23,Recipient,Donation Record,0.8675842881202698,0.5,0.9999999958776927,1
23,Recipient,Donation Record Details,0.6088873147964478,0.25,0.197375320224904,0
23,Donated Item,Donation Record,0.8675842881202698,0.5,0.9999999958776927,0
23,Donated Item,Donation Record Details,0.6441644430160522,0.25,0.7978599071502686,1
23,Donation Record,Donation Record Details,0.6397949457168579,1.0,0.9999999958776927,1
24,Agricultural and sideline products,Employee,0.6339837312698364,0.25,0.5268025379627943,0
24,Agricultural and sideline products,Department,0.6455395817756653,0.25,0.9999999958776927,0
24,Agricultural and sideline products,Purchase record,0.6685110330581665,0.25,0.5203688591718674,1
24,Agricultural and sideline products,Processing record,0.7331110835075378,0.25,0.47628792375326157,1
24,Agricultural and sideline products,Sales record,0.6597936749458313,0.25,0.5463194772601128,1
24,Employee,Department,0.6835779547691345,0.333,0.9999999958776927,1
24,Employee,Purchase record,0.47974997758865356,0.25,0.5494314506649971,1
24,Employee,Processing record,0.4807910919189453,0.25,0.5962586998939514,1
24,Employee,Sales record,0.4829206168651581,0.25,0.6423608362674713,1
24,Department,Purchase record,0.47614219784736633,0.25,0.9999999958776927,0
24,Department,Processing record,0.47422030568122864,0.25,0.9999999958776927,0
24,Department,Sales record,0.483290433883667,0.25,0.9999999958776927,0
24,Purchase record,Processing record,0.5091347098350525,1.0,0.7504266500473022,0
24,Purchase record,Sales record,0.44566744565963745,1.0,0.8464175760746002,0
24,Processing record,Sales record,0.5440630912780762,1.0,0.7418741285800934,0
25,Tobacco products,Department,0.693983793258667,0.25,0.9999999958776927,0
25,Tobacco products,Employee,0.6885114908218384,0.25,0.6109887063503265,0
25,Tobacco products,Production Record,0.6955956220626831,0.25,0.5906786695122719,1
25,Tobacco products,Production Record Details,0.7128498554229736,0.25,0.5659618079662323,0
25,Department,Employee,0.5425533056259155,0.25,0.9999999958776927,1
25,Department,Production Record,0.5051180124282837,0.25,0.9999999958776927,0
25,Department,Production Record Details,0.5128625631332397,0.25,0.9999999958776927,0
25,Employee,Production Record,0.5215723514556885,0.25,0.6484856605529785,1
25,Employee,Production Record Details,0.5277102589607239,0.25,0.6082561388611794,1
25,Production Record,Production Record Details,0.403453528881073,1.0,0.9568536281585693,1
26,Textile,Department,0.6041769981384277,0.25,0.9999999958776927,0
26,Textile,Employee,0.636663019657135,0.25,0.6117256656289101,0
26,Textile,Inventory,0.7874321937561035,0.25,0.6547075659036636,1
26,Textile,Production Relationship,0.5999438762664795,0.25,0.6099651828408241,1
26,Textile,Sales Relationship,0.6418594121932983,0.25,0.5719363838434219,1
26,Textile,Performance Evaluation,0.6921399235725403,0.25,0.5773176997900009,0
26,Department,Employee,0.3446139097213745,0.25,0.9999999958776927,1
26,Department,Inventory,0.45580917596817017,0.25,0.9999999958776927,0
26,Department,Production Relationship,0.41184866428375244,0.25,0.9999999958776927,0
26,Department,Sales Relationship,0.38532695174217224,0.25,0.9999999958776927,0
26,Department,Performance Evaluation,0.5265222787857056,0.333,0.9999999958776927,0
26,Employee,Inventory,0.5168104767799377,0.25,0.6318933963775635,0
26,Employee,Production Relationship,0.44884076714515686,0.25,0.6850969195365906,1
26,Employee,Sales Relationship,0.43528008460998535,0.25,0.6590034365653992,1
26,Employee,Performance Evaluation,0.5171583294868469,0.25,0.6054576560854912,1
26,Inventory,Production Relationship,0.49226272106170654,0.25,0.7047361433506012,0
26,Inventory,Sales Relationship,0.4855969250202179,0.25,0.6790819317102432,0
26,Inventory,Performance Evaluation,0.569111168384552,0.25,0.5880027636885643,0
26,Production Relationship,Sales Relationship,0.4009547233581543,1.0,0.8212591111660004,0
26,Production Relationship,Performance Evaluation,0.4902145266532898,0.25,0.6164845004677773,0
26,Sales Relationship,Performance Evaluation,0.45194506645202637,0.25,0.5864248499274254,0
27,Department,Employee,0.40973806381225586,0.25,0.9999999958776927,1
27,Department,Clothing,0.5198562145233154,0.25,0.9999999958776927,0
27,Department,Production Record,0.5618043541908264,0.25,0.9999999958776927,0
27,Department,Sales Record,0.5144363045692444,0.25,0.9999999958776927,0
27,Employee,Clothing,0.5292622447013855,0.25,0.641622319817543,0
27,Employee,Production Record,0.5822539925575256,0.25,0.6484856605529785,1
27,Employee,Sales Record,0.540291428565979,0.25,0.6423608362674713,1
27,Clothing,Production Record,0.6036320924758911,0.25,0.5826504155993462,1
27,Clothing,Sales Record,0.616370677947998,0.25,0.567416712641716,1
27,Production Record,Sales Record,0.5278541445732117,1.0,0.8341675698757172,0
28,Timber,Department,0.6047991514205933,0.25,0.9999999958776927,0
28,Timber,Employee,0.6101020574569702,0.25,0.5959791019558907,0
28,Timber,Timber Procurement,0.6076822280883789,1.0,0.8852388858795166,1
28,Timber,Timber Processing,0.8375595808029175,1.0,0.8884367942810059,1
28,Department,Employee,0.41637182235717773,0.25,0.9999999958776927,1
28,Department,Timber Procurement,0.6602698564529419,0.25,0.9999999958776927,0
28,Department,Timber Processing,0.7344242334365845,0.25,0.9999999958776927,0
28,Employee,Timber Procurement,0.67475426197052,0.25,0.5602231547236443,1
28,Employee,Timber Processing,0.7447179555892944,0.25,0.5654678344726562,1
28,Timber Procurement,Timber Processing,0.7231026887893677,1.0,0.9106232225894928,0
29,furniture,department,0.6177927255630493,0.25,0.9999999958776927,0
29,furniture,employee,0.6473803520202637,0.25,0.6427283436059952,0
29,furniture,production,0.8422878980636597,0.5,0.6697297841310501,0
29,furniture,sales,0.8422878980636597,0.25,0.6683240234851837,0
29,department,employee,0.4005788266658783,0.25,0.9999999958776927,1
29,department,production,0.4967469871044159,0.25,0.9999999958776927,0
29,department,sales,0.48968976736068726,0.25,0.9999999958776927,0
29,employee,production,0.5203573107719421,0.25,0.6926947236061096,0
29,employee,sales,0.5191835165023804,0.25,0.6847055554389954,0
29,production,sales,0.8422878980636597,0.333,0.8110249638557434,0
30,Raw Material Table,Product Table,0.40574121475219727,1.0,0.7753535509109497,1
30,Raw Material Table,Production Record Table,0.44976377487182617,1.0,0.7493294030427933,0
30,Raw Material Table,Inventory Record Table,0.5035018920898438,1.0,0.6988731622695923,0
30,Raw Material Table,Sales Record Table,0.4622160792350769,1.0,0.6857073158025742,0
30,Raw Material Table,Employee Department Table,0.49257928133010864,1.0,0.6427292823791504,0
30,Product Table,Production Record Table,0.5133045315742493,1.0,0.7743447721004486,1
30,Product Table,Inventory Record Table,0.5136083960533142,1.0,0.7802534103393555,1
30,Product Table,Sales Record Table,0.43832486867904663,1.0,0.798348993062973,1
30,Product Table,Employee Department Table,0.5040854811668396,1.0,0.7218576967716217,0
30,Production Record Table,Inventory Record Table,0.5445948839187622,1.0,0.8375421166419983,0
30,Production Record Table,Sales Record Table,0.48301321268081665,1.0,0.8510281145572662,0
30,Production Record Table,Employee Department Table,0.5601662397384644,1.0,0.7243354320526123,1
30,Inventory Record Table,Sales Record Table,0.47795867919921875,1.0,0.8147116005420685,0
30,Inventory Record Table,Employee Department Table,0.5474438667297363,1.0,0.6915133595466614,1
30,Sales Record Table,Employee Department Table,0.462555468082428,1.0,0.7597661018371582,1
31,Moving Team,Mover,0.5132520198822021,0.2,0.7783129513263702,1
31,Moving Team,Moving Task,0.5432306528091431,1.0,0.740907609462738,1
31,Mover,Moving Task,0.5716445446014404,0.25,0.7399645000696182,0
32,Rental Location,Vehicle,0.686729907989502,0.5,0.6489956378936768,1
32,Rental Location,Customer,0.7074760794639587,0.143,0.9950547536867305,0
32,Rental Location,Rental Task,0.7074760794639587,1.0,0.8728709816932678,0
32,Vehicle,Customer,0.6122868061065674,0.25,0.9950547536867305,0
32,Vehicle,Rental Task,0.7190783023834229,0.25,0.6494294852018356,1
32,Customer,Rental Task,0.6655789613723755,0.25,0.9950547536867305,1
33,Electronic Product,Sales Team,0.785054087638855,0.25,0.7025242149829865,0
33,Electronic Product,Sales Personnel,0.7668750286102295,0.25,0.6857710480690002,0
33,Electronic Product,Customer,0.701309323310852,0.25,0.9950547536867305,0
33,Electronic Product,Sales Task,0.7913256883621216,0.25,0.6865482479333878,0
33,Electronic Product,Sales Task Customer,0.7965525388717651,0.25,0.6189711689949036,0
33,Electronic Product,Sales Task Product,0.7704342007637024,1.0,0.7261466681957245,1
33,Sales Team,Sales Personnel,0.5906627178192139,1.0,0.8744245767593384,1
33,Sales Team,Customer,0.6122657060623169,0.25,0.9950547536867305,0
33,Sales Team,Sales Task,0.6315128803253174,1.0,0.8448048830032349,0
33,Sales Team,Sales Task Customer,0.5926809310913086,1.0,0.7892178893089294,0
33,Sales Team,Sales Task Product,0.6337916851043701,1.0,0.7836811244487762,0
33,Sales Personnel,Customer,0.5845295190811157,0.25,0.9950547536867305,0
33,Sales Personnel,Sales Task,0.6025644540786743,1.0,0.8412052094936371,0
33,Sales Personnel,Sales Task Customer,0.5748295783996582,1.0,0.8241311311721802,0
33,Sales Personnel,Sales Task Product,0.6209816932678223,1.0,0.7672808766365051,0
33,Customer,Sales Task,0.6854695677757263,0.25,0.9950547536867305,0
33,Customer,Sales Task Customer,0.5280189514160156,1.0,0.9950547536867305,1
33,Customer,Sales Task Product,0.6227536201477051,0.25,0.9950547536867305,0
33,Sales Task,Sales Task Customer,0.5791361331939697,1.0,0.8892430663108826,1
33,Sales Task,Sales Task Product,0.6096302270889282,1.0,0.9226930737495422,1
33,Sales Task Customer,Sales Task Product,0.560753583908081,1.0,0.8709589242935181,0
34,equipment,project,0.6248581409454346,0.2,0.9999999958776927,0
34,equipment,equipment usage record,0.7097662687301636,1.0,0.8853516482022625,1
34,project,equipment usage record,0.7097662687301636,0.25,0.9999999958776927,1
35,Customer,Project,0.9014074802398682,0.25,0.9999999958776927,0
35,Customer,Customer Project Relationship,0.5547775030136108,1.0,0.9950547536867305,1
35,Project,Customer Project Relationship,0.5838935971260071,1.0,0.9999999958776927,1
36,Contract,Project,0.8650407791137695,0.25,0.9999999958776927,1
36,Contract,Project Includes Contract,0.5589430928230286,1.0,0.9640275800758169,1
36,Contract,Contract Change Record,0.5777996778488159,1.0,0.9640275800758169,1
36,Project,Project Includes Contract,0.5621503591537476,1.0,0.9999999958776927,1
36,Project,Contract Change Record,0.5828857421875,0.25,0.9999999958776927,0
36,Project Includes Contract,Contract Change Record,0.6208821535110474,1.0,0.6418336629867554,0
37,Civil Engineering Project,Inspector,0.66167813539505,0.25,0.9999999958776927,0
37,Civil Engineering Project,Project Quality Inspection,0.8905256986618042,1.0,0.9999999958776927,1
37,Inspector,Project Quality Inspection,0.6872345209121704,0.25,0.197375320224904,1
38,Designer,Customer,0.5512388348579407,0.25,0.9999999958776927,0
38,Designer,Project,0.6403437852859497,0.2,0.5194938532959158,1
38,Customer,Project,0.4539806544780731,0.25,0.9999999958776927,1
39,Civil Engineering Project,Building,0.6308962106704712,0.25,0.8877829514804204,1
39,Civil Engineering Project,Sales Personnel,0.7058249711990356,0.25,0.9999999958776927,0
39,Civil Engineering Project,Project Manager,0.8517538905143738,1.0,0.9999999958776927,1
39,Civil Engineering Project,Building Sale,0.6395314931869507,0.25,0.9999999958776927,0
39,Building,Sales Personnel,0.6150000691413879,0.25,0.9999999958776927,0
39,Building,Project Manager,0.635382890701294,0.25,0.9999999958776927,0
39,Building,Building Sale,0.42750710248947144,1.0,0.9999999958776927,1
39,Sales Personnel,Project Manager,0.6291699409484863,0.25,0.9999999958776927,0
39,Sales Personnel,Building Sale,0.5314115285873413,1.0,0.9999999958776927,1
39,Project Manager,Building Sale,0.6577954292297363,0.25,0.9999999958776927,0
40,Property Information,Salesperson,0.8044158220291138,0.25,0.6102194115519524,0
40,Property Information,Customer Information,0.8044158220291138,1.0,0.7352218776941299,0
40,Property Information,Sales Contract,0.8044158220291138,0.167,0.9999999958776927,1
40,Property Information,Salesperson Sold Property,0.6725459694862366,1.0,0.74758680164814,0
40,Salesperson,Customer Information,0.8044158220291138,0.25,0.7274796813726425,0
40,Salesperson,Sales Contract,0.8044158220291138,0.2,0.9999999958776927,0
40,Salesperson,Salesperson Sold Property,0.6091717481613159,1.0,0.8304831385612488,1
40,Customer Information,Sales Contract,0.8044158220291138,0.167,0.9999999958776927,1
40,Customer Information,Salesperson Sold Property,0.7024105191230774,0.333,0.6278101354837418,0
40,Sales Contract,Salesperson Sold Property,0.6199709177017212,0.333,0.9999999958776927,1
41,Community,Property Manager,0.6708475947380066,0.2,0.9999999958776927,1
41,Community,Resident,0.5915509462356567,0.333,0.9999999958776927,1
41,Community,Repair Order,0.3975464105606079,0.25,0.5572499148547649,1
41,Community,Repair Staff,0.4103987514972687,0.25,0.9999999958776927,0
41,Community,Management,0.4948941171169281,0.25,0.9999999958776927,1
41,Community,Residence,0.4375764727592468,0.25,0.6400750577449799,1
41,Community,Execution,0.2776504158973694,0.25,0.9999999958776927,0
41,Property Manager,Resident,0.6192148923873901,0.25,0.9999999958776927,0
41,Property Manager,Repair Order,0.580429196357727,0.25,0.9999999958776927,0
41,Property Manager,Repair Staff,0.6105519533157349,0.25,0.9999999958776927,0
41,Property Manager,Management,0.6089270114898682,0.25,0.9999999958776927,1
41,Property Manager,Residence,0.6217620968818665,0.25,0.9999999958776927,0
41,Property Manager,Execution,0.5426869988441467,0.25,0.9999999958776927,0
41,Resident,Repair Order,0.36621958017349243,0.25,0.9999999958776927,1
41,Resident,Repair Staff,0.4117750823497772,0.25,0.9999999958776927,0
41,Resident,Management,0.4491425156593323,0.25,0.9999999958776927,0
41,Resident,Residence,0.3720799684524536,0.25,0.9999999958776927,1
41,Resident,Execution,0.24997924268245697,0.25,0.9999999958776927,0
41,Repair Order,Repair Staff,0.30671700835227966,1.0,0.9468060128462683,1
41,Repair Order,Management,0.3587014675140381,0.25,0.9999816679925603,0
41,Repair Order,Residence,0.3852669894695282,0.25,0.9468060128462683,0
41,Repair Order,Execution,0.1914127916097641,0.25,0.9999999958776927,1
41,Repair Staff,Management,0.3890132009983063,0.25,0.999329299739067,0
41,Repair Staff,Residence,0.4337069094181061,0.25,0.5524329319596291,0
41,Repair Staff,Execution,0.2688942551612854,0.25,0.9999999958776927,1
41,Management,Residence,0.5419970154762268,0.25,0.26794919243112275,0
41,Management,Execution,0.33975014090538025,0.25,0.9999999958776927,0
41,Residence,Execution,0.30210644006729126,0.25,0.9999999958776927,0
42,Community,Property Manager,0.6171211004257202,0.167,0.9999999958776927,1
42,Community,Resident,0.36606013774871826,0.333,0.9999999958776927,1
42,Community,Maintenance Record,0.6106611490249634,0.25,0.9999999958776927,1
42,Community,Maintenance Personnel,0.6715587377548218,0.2,0.9999999958776927,0
42,Community,Building,0.7052522897720337,0.083,0.9999999958776927,0
42,Community,Worker handles maintenance records,0.6128042340278625,0.25,0.9999999958776927,0
42,Property Manager,Resident,0.5845338702201843,0.25,0.9999999958776927,0
42,Property Manager,Maintenance Record,0.7125973701477051,0.25,0.9999999958776927,0
42,Property Manager,Maintenance Personnel,0.6550487875938416,0.25,0.9999999958776927,0
42,Property Manager,Building,0.5696204900741577,0.25,0.9999999958776927,0
42,Property Manager,Worker handles maintenance records,0.7127647995948792,0.25,0.9999999958776927,0
42,Resident,Maintenance Record,0.5594258308410645,0.25,0.9999999958776927,1
42,Resident,Maintenance Personnel,0.6715587377548218,0.25,0.9999999958776927,0
42,Resident,Building,0.7052522897720337,0.143,0.7941920563444974,1
42,Resident,Worker handles maintenance records,0.5603843927383423,0.25,0.9999999958776927,0
42,Maintenance Record,Maintenance Personnel,0.5777045488357544,1.0,0.9999999958776927,0
42,Maintenance Record,Building,0.6022202372550964,0.25,0.9999999958776927,0
42,Maintenance Record,Worker handles maintenance records,0.5592371225357056,1.0,0.8861512541770935,0
42,Maintenance Personnel,Building,0.5646257400512695,0.25,0.9999999958776927,0
42,Maintenance Personnel,Worker handles maintenance records,0.5751218795776367,1.0,0.9999999958776927,1
42,Building,Worker handles maintenance records,0.6130678057670593,0.25,0.9999999958776927,0
43,Loan Application,Loan Approval,0.7503834962844849,1.0,0.9999999958776927,1
43,Loan Application,Approval officer,0.6496031284332275,0.25,0.9999999958776927,0
43,Loan Approval,Approval officer,0.6236639022827148,1.0,0.9999944784700996,1
44,Property,Analysis report,0.712581992149353,0.25,0.9999999958776927,1
45,Warehouse,Good,0.8070301413536072,0.5,0.9999999958776927,0
45,Warehouse,Warehouse Good Record,0.6415283679962158,1.0,0.9640275800758169,1
45,Warehouse,Inventory,0.8070301413536072,0.333,0.9640275800758169,1
45,Warehouse,Outgoing record,0.6436029672622681,0.25,0.9640275800758169,1
45,Good,Warehouse Good Record,0.4930398464202881,1.0,0.9999999958776927,1
45,Good,Inventory,0.8070301413536072,0.25,0.9999999958776927,1
45,Good,Outgoing record,0.2695683240890503,0.25,0.9999999958776927,1
45,Warehouse Good Record,Inventory,0.7009143829345703,0.25,0.6954363584518433,0
45,Warehouse Good Record,Outgoing record,0.5997426509857178,1.0,0.6519008427858353,0
45,Inventory,Outgoing record,0.5962899923324585,0.25,0.6033496111631393,0
46,Member,Shopping Record,0.8660593032836914,0.333,0.5652150735259056,1
46,Member,Point Redemption Record,0.8660593032836914,0.5,0.5728250741958618,1
46,Shopping Record,Point Redemption Record,0.8660593032836914,1.0,0.7147459834814072,0
47,Reporter,News Article,0.6498342156410217,0.25,0.7108786702156067,0
47,Reporter,Editor,0.7805052995681763,0.167,0.6985356211662292,0
47,Reporter,Publisher,0.8262410163879395,0.333,0.7336491942405701,0
47,Reporter,Article Reporter Table,0.6139161586761475,1.0,0.7876058220863342,1
47,Reporter,Article Editor Table,0.6345881223678589,0.25,0.6023607775568962,0
