Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 275,0.7125,0.9500,0.8142,0.7350,0.8215,0.7758,0.8759,0.8759,0.8759,0.0000,0.3103,0.8759,0.0000
Ex 276,0.7600,0.7600,0.7600,0.5707,0.7691,0.6551,0.5255,0.5255,0.5255,0.0000,0.2327,0.0000,0.0000
Ex 277,0.9500,0.6786,0.7916,0.6551,0.8040,0.7220,0.3503,0.2920,0.3185,0.0000,0.5586,0.0000,0.0000
Ex 278,0.6334,0.6334,0.6334,0.7448,0.7979,0.7705,0.8759,0.4379,0.5839,0.0000,0.4655,0.0000,0.0000
Ex 279,0.6334,0.9500,0.7600,0.8276,0.7448,0.7840,0.0000,0.0000,0.0000,0.0000,0.4655,0.0000,0.0000
Ex 280,0.9500,0.6786,0.7916,0.6052,0.8069,0.6917,0.5839,0.5839,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 281,0.5700,0.9500,0.7125,0.4928,0.5986,0.5406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 282,0.9500,0.9500,0.9500,0.8215,0.8728,0.8463,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
Ex 283,0.5700,0.9500,0.7125,0.9310,0.8069,0.8646,0.0000,0.0000,0.0000,0.0000,0.6207,0.0000,0.0000
Ex 284,0.4750,0.4750,0.4750,0.4232,0.9310,0.5819,0.8759,0.2920,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 285,0.6334,0.6334,0.6334,0.4655,0.5819,0.5172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 286,0.9500,0.9500,0.9500,0.7241,0.8689,0.7900,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 287,0.7600,0.7600,0.7600,0.4655,0.5689,0.5121,0.5839,0.4379,0.5004,0.0000,0.0000,0.0000,0.0000
Ex 288,0.9500,0.7600,0.8445,0.4841,0.7120,0.5762,0.3503,0.4379,0.3893,0.0000,0.0000,0.0000,0.0000
Ex 289,0.7125,0.9500,0.8142,0.6650,0.7758,0.7161,0.4379,0.4379,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 290,0.6334,0.9500,0.7600,0.5014,0.7241,0.5925,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 291,0.5700,0.7125,0.6334,0.5014,0.4655,0.4827,0.8759,0.2920,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 292,0.7125,0.9500,0.8142,0.2586,0.4232,0.3210,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 293,0.9500,0.9500,0.9500,0.6860,0.7667,0.7241,0.6570,0.8759,0.7507,0.9500,0.2327,0.0000,0.0000
Ex 294,0.9500,0.9500,0.9500,0.7194,0.7913,0.7536,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 295,0.7125,0.9500,0.8142,0.8646,0.7565,0.8069,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 296,0.6334,0.6334,0.6334,0.8793,0.7913,0.8330,0.4379,0.1460,0.2190,0.0000,0.0000,0.0000,0.0000
Ex 297,0.5700,0.5700,0.5700,0.3103,0.4655,0.3724,0.8759,0.2190,0.3503,0.0000,0.0000,0.0000,0.0000
Ex 298,0.9500,0.9500,0.9500,0.8646,0.9310,0.8965,0.8759,0.8759,0.8759,0.9500,0.6207,0.8759,0.0000
Ex 299,0.9500,0.6334,0.7600,0.8096,0.8096,0.8096,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 300,0.7600,0.9500,0.8445,0.5586,0.6983,0.6207,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 301,0.7600,0.9500,0.8445,0.3531,0.4655,0.4016,0.4379,0.2920,0.3503,0.0000,0.0000,0.0000,0.0000
Ex 302,0.7916,0.9500,0.8636,0.7105,0.8437,0.7715,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 303,0.7125,0.9500,0.8142,0.8437,0.8182,0.8307,0.7007,0.7007,0.7007,0.0000,0.4655,0.0000,0.0000
Ex 304,0.9500,0.9500,0.9500,0.3724,0.3991,0.3852,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 305,0.9500,0.9500,0.9500,0.5667,0.7667,0.6517,0.5255,0.8759,0.6570,0.9500,0.2327,0.0000,0.0000
Ex 306,0.8709,0.9500,0.9087,0.6456,0.7024,0.6729,0.4777,0.7507,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 307,0.9500,0.9500,0.9500,0.8877,0.8121,0.8482,0.1752,0.8759,0.2920,0.9500,0.3103,0.0000,0.0000
Ex 308,0.9500,0.7600,0.8445,0.8330,0.6594,0.7362,0.5839,0.3503,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 309,0.4072,0.5700,0.4750,0.7565,0.7120,0.7335,0.4379,0.1752,0.2503,0.0000,0.0000,0.0000,0.0000
Ex 310,0.9500,0.9500,0.9500,0.9310,0.8069,0.8646,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 311,0.4750,0.9500,0.6334,0.8276,0.8762,0.8512,0.8759,0.8759,0.8759,0.0000,0.6207,0.8759,0.0000
Ex 312,0.9500,0.9500,0.9500,0.7448,0.8276,0.7840,0.8759,0.8759,0.8759,0.9500,0.3103,0.8759,0.0000
Ex 313,0.7125,0.8142,0.7600,0.3643,0.4928,0.4189,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 314,0.7600,0.9500,0.8445,0.6572,0.6983,0.6771,0.8759,0.7007,0.7787,0.0000,0.0000,0.0000,0.0000
Ex 315,0.6334,0.9500,0.7600,0.3920,0.2979,0.3385,0.8759,0.6570,0.7507,0.0000,0.0000,0.0000,0.0000
Ex 316,0.6786,0.9500,0.7916,0.5371,0.6983,0.6072,0.8759,0.6570,0.7507,0.0000,0.0000,0.0000,0.0000
Ex 317,0.6334,0.9500,0.7600,0.7878,0.8535,0.8193,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 318,0.5700,0.9500,0.7125,0.9310,0.6207,0.7448,0.8759,0.4379,0.5839,0.0000,0.6207,0.0000,0.0000
Ex 319,0.9500,0.9500,0.9500,0.6517,0.6517,0.6517,0.4379,0.8759,0.5839,0.9500,0.0000,0.0000,0.0000
Ex 320,0.7916,0.9500,0.8636,0.8887,0.8146,0.8500,0.8759,0.8759,0.8759,0.0000,0.3724,0.8759,0.0000
Ex 321,0.3454,0.7600,0.4750,0.5430,0.5430,0.5430,0.4379,0.4379,0.4379,0.0000,0.2327,0.0000,0.0000
Ex 322,0.9500,0.6786,0.7916,0.8379,0.7979,0.8174,0.8759,0.3756,0.5255,0.0000,0.3724,0.0000,0.0000
Ex 323,0.9500,0.9500,0.9500,0.4900,0.9310,0.6421,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 324,0.9500,0.9500,0.9500,0.4928,0.8379,0.6207,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 325,0.9500,0.9500,0.9500,0.7758,0.6650,0.7161,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 326,0.7125,0.9500,0.8142,0.8762,0.7840,0.8276,0.5839,0.8759,0.7007,0.0000,0.0000,0.0000,0.0000
Ex 327,0.9500,0.7125,0.8142,0.6860,0.6860,0.6860,0.5839,0.4379,0.5004,0.0000,0.0000,0.0000,0.0000
Ex 328,0.8142,0.9500,0.8769,0.7979,0.7979,0.7979,0.5004,0.8759,0.6370,0.0000,0.1552,0.0000,0.0000
Ex 329,0.7600,0.9500,0.8445,0.6517,0.8689,0.7448,0.8759,0.8759,0.8759,0.0000,0.2327,0.8759,0.0000
Ex 330,0.9500,0.7600,0.8445,0.6724,0.5043,0.5762,0.5839,0.4379,0.5004,0.0000,0.0000,0.0000,0.0000
Ex 331,0.9500,0.9500,0.9500,0.6594,0.7194,0.6881,0.2503,0.8759,0.3893,0.9500,0.0000,0.0000,0.0000
Ex 332,0.9500,0.8142,0.8769,0.6804,0.8424,0.7527,0.5255,0.3756,0.4379,0.0000,0.1552,0.0000,0.0000
Ex 333,0.7916,0.7916,0.7916,0.6917,0.7565,0.7226,0.6257,0.6257,0.6257,0.0000,0.0000,0.0000,0.0000
Ex 334,0.9500,0.9500,0.9500,0.9310,0.8069,0.8646,0.8759,0.8759,0.8759,0.9500,0.6207,0.8759,0.0000
Ex 335,0.4750,0.9500,0.6334,0.6827,0.8535,0.7586,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 336,0.9500,0.9500,0.9500,0.8746,0.8746,0.8746,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
Ex 337,0.7600,0.7600,0.7600,0.5262,0.9310,0.6724,0.8759,0.5255,0.6570,0.0000,0.0000,0.0000,0.0000
Ex 338,0.9500,0.9500,0.9500,0.8489,0.9310,0.8880,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
Ex 339,0.3800,0.6334,0.4750,0.4296,0.7979,0.5586,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 340,0.9500,0.6334,0.7600,0.5896,0.8844,0.7076,0.2920,0.2190,0.2503,0.0000,0.1552,0.0000,0.0000
Ex 341,0.6334,0.6334,0.6334,0.5014,0.7241,0.5925,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 342,0.9500,0.9500,0.9500,0.5729,0.7448,0.6477,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 343,0.9500,0.7600,0.8445,0.5925,0.8689,0.7046,0.5839,0.4379,0.5004,0.0000,0.2327,0.0000,0.0000
Ex 344,0.4318,0.5938,0.5000,0.5430,0.5925,0.5667,0.8759,0.2190,0.3503,0.0000,0.0000,0.0000,0.0000
Ex 345,0.9500,0.7125,0.8142,0.6896,0.8867,0.7758,0.5839,0.5004,0.5390,0.0000,0.3103,0.0000,0.0000
Ex 346,0.3166,0.9500,0.4750,0.3991,0.5078,0.4469,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 347,0.6966,0.8709,0.7741,0.5486,0.7144,0.6207,0.7299,0.3981,0.5153,0.0000,0.0847,0.0000,0.0000
Ex 348,0.4750,0.9500,0.6334,0.3103,0.3991,0.3491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 349,0.9500,0.9500,0.9500,0.8463,0.8096,0.8276,0.8759,0.8759,0.8759,0.9500,0.3103,0.8759,0.0000
Ex 350,0.8312,0.9500,0.8866,0.8408,0.6684,0.7448,0.8759,0.5255,0.6570,0.0000,0.0000,0.0000,0.0000
Ex 351,0.5938,0.9500,0.7307,0.4876,0.8535,0.6207,0.8759,0.3503,0.5004,0.0000,0.0000,0.0000,0.0000
Ex 352,0.9500,0.9500,0.9500,0.8096,0.7161,0.7600,0.8759,0.8759,0.8759,0.9500,0.1862,0.8759,0.0000
Ex 353,0.4750,0.7600,0.5846,0.5762,0.6052,0.5904,0.4379,0.2190,0.2920,0.0000,0.0000,0.0000,0.0000
Ex 354,0.4750,0.6334,0.5428,0.6650,0.6650,0.6650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 355,0.7916,0.9500,0.8636,0.5986,0.7618,0.6703,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 356,0.4750,0.9500,0.6334,0.8276,0.7448,0.7840,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 357,0.6334,0.8142,0.7125,0.6207,0.6607,0.6400,0.6570,0.4379,0.5255,0.0000,0.1552,0.0000,0.0000
Ex 358,0.1584,0.9500,0.2714,0.5319,0.3724,0.4382,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 359,0.7125,0.9500,0.8142,0.6517,0.8146,0.7241,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 360,0.2714,0.6334,0.3800,0.2793,0.2327,0.2539,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 361,0.2923,0.9500,0.4471,0.5652,0.6594,0.6087,0.5839,0.8759,0.7007,0.0000,0.0000,0.0000,0.0000
Ex 362,0.7125,0.9500,0.8142,0.8820,0.8820,0.8820,0.8759,0.8759,0.8759,0.0000,0.3103,0.8759,0.0000
Ex 363,0.9500,0.9500,0.9500,0.7856,0.7856,0.7856,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 364,0.9500,0.9500,0.9500,0.7979,0.8594,0.8276,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 365,0.9500,0.9500,0.9500,0.8820,0.9310,0.9058,0.8759,0.8759,0.8759,0.9500,0.6983,0.8759,0.0000
Ex 366,0.9500,0.9500,0.9500,0.7840,0.8762,0.8276,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 367,0.7125,0.9500,0.8142,0.8762,0.7840,0.8276,0.8759,0.8759,0.8759,0.0000,0.3103,0.8759,0.0000
Ex 368,0.8312,0.8312,0.8312,0.6607,0.9310,0.7729,0.8759,0.6812,0.7663,0.0000,0.0000,0.0000,0.0000
Ex 369,0.3166,0.7125,0.4384,0.4048,0.5819,0.4775,0.2920,0.2920,0.2920,0.0000,0.0000,0.0000,0.0000
Ex 370,0.9500,0.9500,0.9500,0.6318,0.8424,0.7220,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 371,0.9500,0.9500,0.9500,0.6551,0.5707,0.6100,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 372,0.9500,0.4072,0.5700,0.2940,0.4655,0.3603,0.1752,0.1093,0.1348,0.0000,0.0000,0.0000,0.0000
Ex 373,0.6334,0.5428,0.5846,0.4138,0.3724,0.3920,0.4379,0.1253,0.1947,0.0000,0.0000,0.0000,0.0000
Ex 374,0.8445,0.9500,0.8941,0.5172,0.6006,0.5558,0.7507,0.8759,0.8086,0.0000,0.0000,0.0000,0.0000
Ex 375,0.9500,0.9500,0.9500,0.7194,0.8555,0.7815,0.7507,0.8759,0.8086,0.9500,0.0000,0.0000,0.0000
Ex 376,0.9500,0.6334,0.7600,0.6125,0.8620,0.7161,0.4379,0.3503,0.3893,0.0000,0.0000,0.0000,0.0000
Ex 377,0.9500,0.9500,0.9500,0.5078,0.7979,0.6207,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 378,0.4750,0.3800,0.4222,0.6983,0.7979,0.7448,0.8759,0.1460,0.2503,0.0000,0.0000,0.0000,0.0000
Ex 379,0.9500,0.5700,0.7125,0.8793,0.7536,0.8116,0.8759,0.2920,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 380,0.7600,0.9500,0.8445,0.7618,0.9310,0.8379,0.8759,0.8759,0.8759,0.0000,0.2327,0.8759,0.0000
Ex 381,0.9500,0.9500,0.9500,0.3834,0.6517,0.4827,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 382,0.9500,0.9500,0.9500,0.6477,0.8276,0.7267,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 383,0.7600,0.9500,0.8445,0.8193,0.9310,0.8716,0.8759,0.8759,0.8759,0.0000,0.2327,0.8759,0.0000
Ex 384,0.6786,0.7916,0.7307,0.7758,0.8096,0.7923,0.8759,0.7299,0.7961,0.0000,0.0000,0.0000,0.0000
Ex 385,0.5700,0.9500,0.7125,0.6370,0.7565,0.6917,0.6570,0.8759,0.7507,0.0000,0.3103,0.0000,0.0000
Ex 386,0.9500,0.9500,0.9500,0.9310,0.8215,0.8728,0.4379,0.8759,0.5839,0.9500,0.3103,0.0000,0.0000
Ex 387,0.7916,0.9500,0.8636,0.7647,0.8922,0.8236,0.8759,0.8759,0.8759,0.0000,0.3724,0.8759,0.0000
Ex 388,0.9500,0.9500,0.9500,0.5214,0.8146,0.6358,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 389,0.7125,0.7125,0.7125,0.8215,0.8728,0.8463,0.8759,0.2920,0.4379,0.0000,0.6207,0.0000,0.0000
Ex 390,0.9500,0.9500,0.9500,0.4655,0.8146,0.5925,0.4379,0.8759,0.5839,0.9500,0.0000,0.0000,0.0000
Ex 391,0.7125,0.9500,0.8142,0.7667,0.8689,0.8146,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 392,0.6334,0.9500,0.7600,0.6650,0.8867,0.7600,0.5839,0.8759,0.7007,0.0000,0.0000,0.0000,0.0000
Ex 393,0.6786,0.9500,0.7916,0.3531,0.6400,0.4552,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 394,0.9500,0.9500,0.9500,0.8922,0.8922,0.8922,0.8759,0.8759,0.8759,0.9500,0.6983,0.8759,0.0000
Ex 395,0.3800,0.6334,0.4750,0.6517,0.9310,0.7667,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 396,0.7600,0.5428,0.6334,0.6477,0.9310,0.7639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 397,0.3800,0.9500,0.5428,0.3808,0.4655,0.4189,0.5839,0.5839,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 398,0.7916,0.7916,0.7916,0.7120,0.7565,0.7335,0.8759,0.4379,0.5839,0.0000,0.1862,0.0000,0.0000
Ex 399,0.9500,0.7916,0.8636,0.7586,0.8193,0.7878,0.7007,0.5839,0.6370,0.0000,0.3724,0.0000,0.0000
Ex 400,0.5278,0.7916,0.6334,0.7758,0.7448,0.7600,0.8759,0.5255,0.6570,0.0000,0.1862,0.0000,0.0000
Ex 401,0.7600,0.9500,0.8445,0.8620,0.8620,0.8620,0.8759,0.8759,0.8759,0.0000,0.2327,0.8759,0.0000
Ex 402,0.9500,0.8445,0.8941,0.7144,0.8779,0.7878,0.3503,0.5839,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 403,0.7916,0.7916,0.7916,0.8689,0.8408,0.8547,0.8759,0.5839,0.7007,0.0000,0.1862,0.0000,0.0000
Ex 404,0.5428,0.7600,0.6334,0.8689,0.6517,0.7448,0.8759,0.2190,0.3503,0.0000,0.2327,0.0000,0.0000
Ex 405,0.8142,0.7125,0.7600,0.6207,0.8193,0.7063,0.5004,0.4379,0.4671,0.0000,0.1552,0.0000,0.0000
Ex 406,0.8550,0.9500,0.9000,0.6955,0.8129,0.7496,0.4379,0.5839,0.5004,0.0000,0.2069,0.0000,0.0000
Ex 407,0.9500,0.9500,0.9500,0.7878,0.7878,0.7878,0.8759,0.8759,0.8759,0.9500,0.3103,0.8759,0.0000
Ex 408,0.9500,0.9500,0.9500,0.6724,0.8069,0.7335,0.8759,0.8759,0.8759,0.9500,0.2327,0.8759,0.0000
Ex 409,0.9500,0.9500,0.9500,0.6087,0.7194,0.6594,0.8759,0.8759,0.8759,0.9500,0.1552,0.8759,0.0000
Ex 410,0.9500,0.9500,0.9500,0.7913,0.8555,0.8221,0.6570,0.8759,0.7507,0.9500,0.2327,0.0000,0.0000
Ex 411,0.2375,0.6334,0.3454,0.8793,0.9310,0.9043,0.0000,0.0000,0.0000,0.0000,0.4655,0.0000,0.0000
Ex 412,0.7600,0.9500,0.8445,0.5729,0.8762,0.6929,0.8759,0.2920,0.4379,0.0000,0.0000,0.0000,0.0000
Ex 413,0.7125,0.7125,0.7125,0.8762,0.9310,0.9028,0.4379,0.2920,0.3503,0.0000,0.6207,0.0000,0.0000
Ex 414,0.9500,0.9500,0.9500,0.7840,0.5729,0.6620,0.8759,0.7299,0.7961,0.9500,0.0000,0.0000,0.0000
Ex 415,0.4750,0.6334,0.5428,0.9310,0.8594,0.8938,0.0000,0.0000,0.0000,0.0000,0.4655,0.0000,0.0000
Ex 416,0.8142,0.5700,0.6706,0.8779,0.8535,0.8654,0.7299,0.3369,0.4610,0.0000,0.4655,0.0000,0.0000
Ex 417,0.9500,0.5938,0.7307,0.7273,0.8951,0.8026,0.4379,0.3285,0.3756,0.0000,0.3724,0.0000,0.0000
Ex 418,0.7125,0.7125,0.7125,0.8424,0.8424,0.8424,0.0000,0.0000,0.0000,0.0000,0.3103,0.0000,0.0000
Ex 419,0.5938,0.9500,0.7307,0.7335,0.7335,0.7335,0.7007,0.8759,0.7787,0.0000,0.0000,0.0000,0.0000
Ex 420,0.7773,0.7125,0.7435,0.7705,0.8125,0.7910,0.8759,0.4671,0.6093,0.0000,0.0000,0.0000,0.0000
Ex 421,0.9500,0.9500,0.9500,0.6207,0.6445,0.6323,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 422,0.9500,0.9500,0.9500,0.8746,0.9020,0.8880,0.5839,0.8759,0.7007,0.9500,0.5586,0.0000,0.0000
Ex 423,0.6334,0.8142,0.7125,0.6072,0.6812,0.6421,0.5839,0.5839,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 424,0.7600,0.9500,0.8445,0.8646,0.8069,0.8348,0.8759,0.8759,0.8759,0.0000,0.4655,0.8759,0.0000
Ex 425,0.8312,0.9500,0.8866,0.6872,0.7215,0.7039,0.6812,0.8759,0.7663,0.0000,0.1331,0.0000,0.0000
Ex 426,0.7916,0.9500,0.8636,0.7241,0.9310,0.8146,0.8759,0.8759,0.8759,0.0000,0.1862,0.8759,0.0000
Ex 427,0.8142,0.9500,0.8769,0.6983,0.8379,0.7618,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 428,0.4750,0.7600,0.5846,0.3103,0.3991,0.3491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 429,0.6334,0.9500,0.7600,0.6650,0.8728,0.7549,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 430,0.7916,0.7916,0.7916,0.8304,0.8304,0.8304,0.7299,0.6257,0.6738,0.0000,0.1862,0.0000,0.0000
Ex 431,0.7916,0.7916,0.7916,0.5986,0.7979,0.6840,0.7007,0.5839,0.6370,0.0000,0.0000,0.0000,0.0000
Ex 432,0.7916,0.9500,0.8636,0.6741,0.8146,0.7378,0.8759,0.5839,0.7007,0.0000,0.0000,0.0000,0.0000
Ex 433,0.5700,0.7125,0.6334,0.6207,0.7448,0.6771,0.8759,0.6570,0.7507,0.0000,0.0000,0.0000,0.0000
Ex 434,0.9500,0.9500,0.9500,0.8646,0.8069,0.8348,0.6570,0.8759,0.7507,0.9500,0.0000,0.0000,0.0000
Ex 435,0.7125,0.9500,0.8142,0.7565,0.6917,0.7226,0.7007,0.7007,0.7007,0.0000,0.1552,0.0000,0.0000
Ex 436,0.7916,0.5278,0.6334,0.4928,0.5586,0.5237,0.2920,0.1093,0.1591,0.0000,0.0000,0.0000,0.0000
Ex 437,0.7916,0.9500,0.8636,0.7979,0.8938,0.8432,0.5255,0.8759,0.6570,0.0000,0.5586,0.0000,0.0000
Ex 438,0.9500,0.7916,0.8636,0.8922,0.7647,0.8236,0.8759,0.4379,0.5839,0.0000,0.3724,0.0000,0.0000
Ex 439,0.4072,0.5700,0.4750,0.4434,0.6650,0.5319,0.4379,0.2190,0.2920,0.0000,0.0000,0.0000,0.0000
Ex 440,0.9500,0.6334,0.7600,0.5729,0.7705,0.6572,0.5839,0.5004,0.5390,0.0000,0.0000,0.0000,0.0000
Ex 441,0.7125,0.9500,0.8142,0.4928,0.6445,0.5586,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 442,0.5938,0.6786,0.6334,0.5430,0.3949,0.4573,0.8759,0.3503,0.5004,0.0000,0.0000,0.0000,0.0000
Ex 443,0.9500,0.5428,0.6909,0.7800,0.7595,0.7697,0.2190,0.2190,0.2190,0.0000,0.0000,0.0000,0.0000
Ex 444,0.9500,0.9500,0.9500,0.8379,0.8978,0.8667,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
