Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 333,0.7916,0.7916,0.7916,0.6306,0.6109,0.6207,0.6257,0.6257,0.6257,0.0000,0.0000,0.0000,0.0000
Ex 334,0.9500,0.9500,0.9500,0.9310,0.8069,0.8646,0.8759,0.8759,0.8759,0.9500,0.6207,0.8759,0.0000
Ex 335,0.6334,0.9500,0.7600,0.5925,0.5430,0.5667,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 336,0.9500,0.9500,0.9500,0.8746,0.8746,0.8746,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
Ex 337,0.7600,0.7600,0.7600,0.6400,0.7878,0.7063,0.8759,0.5255,0.6570,0.0000,0.2327,0.0000,0.0000
Ex 338,0.9500,0.9500,0.9500,0.9020,0.9310,0.9162,0.8759,0.8759,0.8759,0.9500,0.7448,0.8759,0.0000
Ex 339,0.5700,0.9500,0.7125,0.4073,0.6517,0.5014,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 340,0.9500,0.7389,0.8312,0.5652,0.6331,0.5972,0.3756,0.3285,0.3503,0.0000,0.0000,0.0000,0.0000
Ex 341,0.5700,0.9500,0.7125,0.5172,0.6650,0.5819,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 342,0.9500,0.9500,0.9500,0.8463,0.9310,0.8867,0.8759,0.8759,0.8759,0.9500,0.6207,0.8759,0.0000
Ex 343,0.9500,0.7600,0.8445,0.5586,0.7448,0.6384,0.5839,0.4379,0.5004,0.0000,0.0000,0.0000,0.0000
Ex 344,0.4222,0.4750,0.4471,0.5586,0.4928,0.5237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 345,0.9500,0.8312,0.8866,0.6983,0.8146,0.7520,0.6257,0.6257,0.6257,0.0000,0.1331,0.0000,0.0000
Ex 346,0.3166,0.9500,0.4750,0.3880,0.4232,0.4048,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 347,0.7773,0.7125,0.7435,0.6465,0.7053,0.6746,0.5004,0.3185,0.3893,0.0000,0.3103,0.0000,0.0000
Ex 348,0.3166,0.4750,0.3800,0.2327,0.1862,0.2069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 349,0.9500,0.9500,0.9500,0.8535,0.8905,0.8716,0.8759,0.8759,0.8759,0.9500,0.3103,0.8759,0.0000
Ex 350,0.6650,0.9500,0.7823,0.9020,0.7401,0.8129,0.8759,0.5255,0.6570,0.0000,0.1331,0.0000,0.0000
Ex 351,0.6786,0.9500,0.7916,0.5819,0.7758,0.6650,0.5839,0.3503,0.4379,0.0000,0.3724,0.0000,0.0000
Ex 352,0.9500,0.9500,0.9500,0.7820,0.7520,0.7667,0.8759,0.8759,0.8759,0.9500,0.1862,0.8759,0.0000
Ex 353,0.6334,0.7600,0.6909,0.6024,0.5390,0.5689,0.4379,0.2190,0.2920,0.0000,0.0000,0.0000,0.0000
Ex 354,0.9500,0.9500,0.9500,0.5319,0.6771,0.5958,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 355,0.9500,0.9500,0.9500,0.7913,0.7194,0.7536,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 356,0.4750,0.9500,0.6334,0.6983,0.5586,0.6207,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 357,0.9500,0.8142,0.8769,0.8689,0.8408,0.8547,0.8759,0.5839,0.7007,0.0000,0.3103,0.0000,0.0000
Ex 358,0.2714,0.9500,0.4222,0.6517,0.3259,0.4345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 359,0.7125,0.9500,0.8142,0.7667,0.8146,0.7900,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 360,0.9500,0.9500,0.9500,0.5172,0.5819,0.5476,0.5839,0.8759,0.7007,0.9500,0.0000,0.0000,0.0000
Ex 361,0.4222,0.9500,0.5846,0.7161,0.7758,0.7448,0.5839,0.8759,0.7007,0.0000,0.2327,0.0000,0.0000
Ex 362,0.9500,0.9500,0.9500,0.8820,0.8820,0.8820,0.8759,0.8759,0.8759,0.9500,0.3103,0.8759,0.0000
Ex 363,0.9500,0.9500,0.9500,0.8709,0.8437,0.8571,0.8759,0.8759,0.8759,0.9500,0.2327,0.8759,0.0000
Ex 364,0.9500,0.9500,0.9500,0.6827,0.7878,0.7315,0.8759,0.8759,0.8759,0.9500,0.2327,0.8759,0.0000
Ex 365,0.9500,0.9500,0.9500,0.8330,0.8793,0.8555,0.8759,0.8759,0.8759,0.9500,0.2327,0.8759,0.0000
Ex 366,0.9500,0.9500,0.9500,0.8215,0.8215,0.8215,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 367,0.7125,0.9500,0.8142,0.9310,0.7840,0.8512,0.8759,0.8759,0.8759,0.0000,0.3103,0.8759,0.0000
Ex 368,0.9500,0.8312,0.8866,0.7520,0.8500,0.7979,0.8759,0.6812,0.7663,0.0000,0.2660,0.0000,0.0000
Ex 369,0.4072,0.7125,0.5182,0.4965,0.4655,0.4805,0.4379,0.2920,0.3503,0.0000,0.0000,0.0000,0.0000
Ex 370,0.7916,0.9500,0.8636,0.6983,0.7979,0.7448,0.8759,0.8759,0.8759,0.0000,0.1862,0.8759,0.0000
Ex 371,0.9500,0.9500,0.9500,0.8978,0.8109,0.8521,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 372,0.7600,0.5428,0.6334,0.3103,0.4655,0.3724,0.5255,0.3285,0.4041,0.0000,0.0000,0.0000,0.0000
Ex 373,0.7916,0.6786,0.7307,0.5586,0.4857,0.5196,0.6570,0.3756,0.4777,0.0000,0.0000,0.0000,0.0000
Ex 374,0.9500,0.7125,0.8142,0.6331,0.6594,0.6460,0.7007,0.5839,0.6370,0.0000,0.0000,0.0000,0.0000
Ex 375,0.9500,0.9500,0.9500,0.8116,0.8555,0.8330,0.8759,0.8759,0.8759,0.9500,0.1331,0.8759,0.0000
Ex 376,0.9500,0.6334,0.7600,0.6465,0.8620,0.7389,0.5004,0.3503,0.4123,0.0000,0.1163,0.0000,0.0000
Ex 377,0.9500,0.9500,0.9500,0.5586,0.7979,0.6572,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 378,0.4750,0.3800,0.4222,0.6207,0.7979,0.6983,0.8759,0.1460,0.2503,0.0000,0.0000,0.0000,0.0000
Ex 379,0.7125,0.5700,0.6334,0.8762,0.7093,0.7840,0.8759,0.2920,0.4379,0.0000,0.3103,0.0000,0.0000
Ex 380,0.9500,0.9500,0.9500,0.8379,0.9310,0.8820,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 381,0.9500,0.9500,0.9500,0.4965,0.7448,0.5958,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 382,0.9500,0.9500,0.9500,0.7241,0.7241,0.7241,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 383,0.6334,0.9500,0.7600,0.8500,0.8887,0.8689,0.8759,0.8759,0.8759,0.0000,0.4655,0.8759,0.0000
Ex 384,0.9500,0.7916,0.8636,0.8040,0.7691,0.7862,0.8759,0.7299,0.7961,0.0000,0.1862,0.0000,0.0000
Ex 385,0.5700,0.9500,0.7125,0.7979,0.6983,0.7448,0.8759,0.5839,0.7007,0.0000,0.0000,0.0000,0.0000
Ex 386,0.9500,0.9500,0.9500,0.9310,0.8215,0.8728,0.5839,0.8759,0.7007,0.9500,0.3103,0.0000,0.0000
Ex 387,0.9500,0.9500,0.9500,0.8938,0.9310,0.9120,0.8759,0.8759,0.8759,0.9500,0.7448,0.8759,0.0000
Ex 388,0.9500,0.9500,0.9500,0.7758,0.8728,0.8215,0.8759,0.8759,0.8759,0.9500,0.2660,0.8759,0.0000
Ex 389,0.9500,0.9500,0.9500,0.7618,0.8379,0.7979,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 390,0.7916,0.9500,0.8636,0.6370,0.7565,0.6917,0.5839,0.8759,0.7007,0.0000,0.0000,0.0000,0.0000
Ex 391,0.9500,0.9500,0.9500,0.8146,0.8689,0.8408,0.8759,0.5839,0.7007,0.9500,0.6207,0.0000,0.0000
Ex 392,0.9500,0.9500,0.9500,0.5819,0.6650,0.6207,0.5839,0.8759,0.7007,0.9500,0.0000,0.0000,0.0000
Ex 393,0.5278,0.9500,0.6786,0.5586,0.6983,0.6207,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 394,0.9500,0.9500,0.9500,0.8500,0.8146,0.8319,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 395,0.5700,0.9500,0.7125,0.7878,0.8535,0.8193,0.8759,0.8759,0.8759,0.0000,0.3103,0.8759,0.0000
Ex 396,0.5278,0.6786,0.5938,0.7286,0.9310,0.8174,0.5839,0.8759,0.7007,0.0000,0.1862,0.0000,0.0000
Ex 397,0.5428,0.9500,0.6909,0.6860,0.7241,0.7046,0.8759,0.5839,0.7007,0.0000,0.2327,0.0000,0.0000
Ex 398,0.8142,0.9500,0.8769,0.6594,0.8793,0.7536,0.4379,0.2190,0.2920,0.0000,0.4655,0.0000,0.0000
Ex 399,0.6334,0.9500,0.7600,0.7758,0.6650,0.7161,0.8759,0.7299,0.7961,0.0000,0.0000,0.0000,0.0000
Ex 400,0.9500,0.6334,0.7600,0.8844,0.8040,0.8424,0.8759,0.5255,0.6570,0.0000,0.2327,0.0000,0.0000
Ex 401,0.6334,0.9500,0.7600,0.8965,0.8965,0.8965,0.8759,0.7007,0.7787,0.0000,0.4655,0.0000,0.0000
Ex 402,0.7600,0.8445,0.8000,0.7758,0.7979,0.7867,0.5839,0.5839,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 403,0.7916,0.7916,0.7916,0.8689,0.8408,0.8547,0.8759,0.5839,0.7007,0.0000,0.1862,0.0000,0.0000
Ex 404,0.6334,0.7600,0.6909,0.9310,0.7448,0.8276,0.8759,0.2190,0.3503,0.0000,0.2327,0.0000,0.0000
Ex 405,0.8142,0.7125,0.7600,0.7647,0.8565,0.8080,0.5839,0.4379,0.5004,0.0000,0.4655,0.0000,0.0000
Ex 406,0.7435,0.9500,0.8341,0.7887,0.7999,0.7942,0.4777,0.5839,0.5255,0.0000,0.3103,0.0000,0.0000
Ex 407,0.9500,0.9500,0.9500,0.7979,0.8594,0.8276,0.8759,0.8759,0.8759,0.9500,0.3103,0.8759,0.0000
Ex 408,0.9500,0.9500,0.9500,0.7758,0.9310,0.8463,0.8759,0.8759,0.8759,0.9500,0.4655,0.8759,0.0000
Ex 409,0.9500,0.7916,0.8636,0.6207,0.6860,0.6517,0.7007,0.5839,0.6370,0.0000,0.0000,0.0000,0.0000
Ex 410,0.9500,0.9500,0.9500,0.9058,0.9058,0.9058,0.3285,0.8759,0.4777,0.9500,0.8146,0.0000,0.0000
Ex 411,0.2850,0.9500,0.4384,0.7448,0.4138,0.5319,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 412,0.9500,0.9500,0.9500,0.7840,0.8762,0.8276,0.5839,0.5839,0.5839,0.9500,0.2327,0.0000,0.0000
Ex 413,0.7125,0.7125,0.7125,0.9310,0.9310,0.9310,0.8759,0.2920,0.4379,0.0000,0.9310,0.0000,0.0000
Ex 414,0.9500,0.9500,0.9500,0.9310,0.8951,0.9128,0.8759,0.7299,0.7961,0.9500,0.7758,0.0000,0.0000
Ex 415,0.7125,0.9500,0.8142,0.8728,0.7758,0.8215,0.4379,0.8759,0.5839,0.0000,0.3103,0.0000,0.0000
Ex 416,0.9500,0.7600,0.8445,0.7448,0.6340,0.6848,0.5475,0.3369,0.4172,0.0000,0.3491,0.0000,0.0000
Ex 417,0.9500,0.7125,0.8142,0.7393,0.8978,0.8109,0.5004,0.4379,0.4671,0.0000,0.3103,0.0000,0.0000
Ex 418,0.9500,0.9500,0.9500,0.7878,0.7063,0.7448,0.5839,0.8759,0.7007,0.9500,0.4655,0.0000,0.0000
Ex 419,0.7916,0.9500,0.8636,0.7509,0.7053,0.7273,0.7007,0.8759,0.7787,0.0000,0.0000,0.0000,0.0000
Ex 420,0.6531,0.8709,0.7464,0.7586,0.6302,0.6885,0.8759,0.4087,0.5575,0.0000,0.1692,0.0000,0.0000
Ex 421,0.9500,0.9500,0.9500,0.8620,0.8951,0.8783,0.8759,0.8759,0.8759,0.9500,0.3103,0.8759,0.0000
Ex 422,0.9500,0.9500,0.9500,0.8746,0.9020,0.8880,0.7007,0.8759,0.7787,0.9500,0.5586,0.0000,0.0000
Ex 423,0.8142,0.8142,0.8142,0.6923,0.6585,0.6749,0.6570,0.4379,0.5255,0.0000,0.0000,0.0000,0.0000
Ex 424,0.9500,0.9500,0.9500,0.8348,0.8069,0.8206,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 425,0.9500,0.9500,0.9500,0.8085,0.7680,0.7878,0.6570,0.7507,0.7007,0.9500,0.3991,0.0000,0.0000
Ex 426,0.9500,0.9500,0.9500,0.8096,0.8867,0.8463,0.8759,0.8759,0.8759,0.9500,0.1862,0.8759,0.0000
Ex 427,0.9500,0.9500,0.9500,0.8146,0.8689,0.8408,0.8759,0.8759,0.8759,0.9500,0.3103,0.8759,0.0000
Ex 428,0.4750,0.7600,0.5846,0.3103,0.2660,0.2865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 429,0.7600,0.9500,0.8445,0.7758,0.8728,0.8215,0.8759,0.8759,0.8759,0.0000,0.4655,0.8759,0.0000
Ex 430,0.6334,0.6334,0.6334,0.8965,0.8348,0.8646,0.8759,0.3756,0.5255,0.0000,0.2327,0.0000,0.0000
Ex 431,0.7600,0.6334,0.6909,0.6827,0.6400,0.6607,0.8759,0.4379,0.5839,0.0000,0.0000,0.0000,0.0000
Ex 432,0.7916,0.9500,0.8636,0.7878,0.8535,0.8193,0.8759,0.7299,0.7961,0.0000,0.1862,0.0000,0.0000
Ex 433,0.7125,0.7125,0.7125,0.9310,0.8379,0.8820,0.8759,0.4379,0.5839,0.0000,0.3103,0.0000,0.0000
Ex 434,0.9500,0.9500,0.9500,0.8938,0.7448,0.8125,0.8759,0.8759,0.8759,0.9500,0.0000,0.8759,0.0000
Ex 435,0.8142,0.9500,0.8769,0.8620,0.6650,0.7509,0.8759,0.8759,0.8759,0.0000,0.0000,0.8759,0.0000
Ex 436,0.8142,0.6334,0.7125,0.7758,0.4655,0.5819,0.4379,0.1093,0.1752,0.0000,0.0000,0.0000,0.0000
Ex 437,0.7916,0.9500,0.8636,0.8951,0.9310,0.9128,0.8759,0.8759,0.8759,0.0000,0.7448,0.8759,0.0000
Ex 438,0.9500,0.7916,0.8636,0.8887,0.6983,0.7820,0.8759,0.4379,0.5839,0.0000,0.1862,0.0000,0.0000
Ex 439,0.9500,0.7600,0.8445,0.5819,0.7350,0.6495,0.6570,0.6570,0.6570,0.0000,0.2327,0.0000,0.0000
Ex 440,0.6334,0.6334,0.6334,0.7931,0.7383,0.7647,0.8759,0.2503,0.3893,0.0000,0.0000,0.0000,0.0000
Ex 441,0.7125,0.9500,0.8142,0.7878,0.7878,0.7878,0.8759,0.8759,0.8759,0.0000,0.3103,0.8759,0.0000
Ex 442,0.5428,0.5428,0.5428,0.7536,0.6881,0.7194,0.8759,0.2628,0.4041,0.0000,0.4655,0.0000,0.0000
Ex 443,0.9500,0.5428,0.6909,0.7500,0.7105,0.7297,0.5839,0.2190,0.3185,0.0000,0.0000,0.0000,0.0000
Ex 444,0.9500,0.9500,0.9500,0.8379,0.8978,0.8667,0.8759,0.8759,0.8759,0.9500,0.3724,0.8759,0.0000
