Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1
Ex 280,1.0000,0.4286,0.6000,0.8462,0.8462,0.8462,0.0000,0.0000,0.0000
Ex 281,1.0000,1.0000,1.0000,0.4444,0.2857,0.3478,1.0000,1.0000,1.0000
Ex 282,1.0000,1.0000,1.0000,0.6875,0.6875,0.6875,1.0000,0.7500,0.8571
Ex 283,1.0000,1.0000,1.0000,1.0000,0.8667,0.9286,0.0000,0.0000,0.0000
Ex 284,0.6667,0.5000,0.5714,0.7143,1.0000,0.8333,1.0000,0.3333,0.5000
Ex 285,0.6667,0.6667,0.6667,0.4375,0.7000,0.5385,1.0000,0.5000,0.6667
Ex 286,1.0000,0.7500,0.8571,0.9167,1.0000,0.9565,1.0000,0.6667,0.8000
Ex 287,0.2500,0.2000,0.2222,0.6000,0.6000,0.6000,0.0000,0.0000,0.0000
Ex 288,0.6000,0.6000,0.6000,0.9167,0.9167,0.9167,0.0000,0.0000,0.0000
Ex 289,1.0000,1.0000,1.0000,0.8571,1.0000,0.9231,0.5000,0.5000,0.5000
Ex 290,1.0000,1.0000,1.0000,0.8889,0.8889,0.8889,1.0000,1.0000,1.0000
Ex 291,1.0000,0.7500,0.8571,0.4667,0.5000,0.4828,0.5000,0.3333,0.4000
Ex 292,0.5000,0.6667,0.5714,0.3333,0.3333,0.3333,0.0000,0.0000,0.0000
Ex 293,0.2500,0.2500,0.2500,1.0000,0.8000,0.8889,0.0000,0.0000,0.0000
Ex 294,1.0000,1.0000,1.0000,1.0000,0.8500,0.9189,0.5000,0.3333,0.4000
Ex 295,1.0000,1.0000,1.0000,0.9286,0.8125,0.8667,1.0000,1.0000,1.0000
Ex 296,0.6000,0.5000,0.5455,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 297,1.0000,0.6000,0.7500,1.0000,0.7778,0.8750,0.0000,0.0000,0.0000
Ex 298,0.7500,1.0000,0.8571,0.8333,0.7692,0.8000,1.0000,1.0000,1.0000
Ex 299,1.0000,0.6667,0.8000,0.7826,0.7826,0.7826,1.0000,0.5000,0.6667
Ex 300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 301,0.6000,0.7500,0.6667,0.7059,0.6316,0.6667,1.0000,0.3333,0.5000
Ex 302,1.0000,1.0000,1.0000,0.8438,0.8438,0.8438,1.0000,1.0000,1.0000
Ex 303,1.0000,0.6667,0.8000,0.9333,0.6087,0.7368,1.0000,0.4000,0.5714
Ex 304,1.0000,1.0000,1.0000,0.7143,0.7143,0.7143,1.0000,1.0000,1.0000
Ex 305,0.7500,0.7500,0.7500,0.8667,0.8667,0.8667,0.6667,0.6667,0.6667
Ex 306,1.0000,0.4545,0.6250,0.9643,0.8710,0.9153,0.2500,0.1429,0.1818
Ex 307,0.3333,0.3333,0.3333,1.0000,0.9286,0.9630,0.0000,0.0000,0.0000
Ex 308,0.6000,0.6000,0.6000,0.8889,0.8889,0.8889,0.0000,0.0000,0.0000
Ex 309,0.2500,0.2000,0.2222,0.8889,0.8889,0.8889,0.0000,0.0000,0.0000
Ex 310,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Ex 311,1.0000,1.0000,1.0000,1.0000,0.9412,0.9697,1.0000,1.0000,1.0000
Ex 312,1.0000,1.0000,1.0000,0.8571,0.6667,0.7500,1.0000,1.0000,1.0000
Ex 313,1.0000,0.5714,0.7273,0.5833,0.6364,0.6087,0.6667,0.3333,0.4444
Ex 314,0.8000,1.0000,0.8889,0.7692,0.6250,0.6897,1.0000,0.6000,0.7500
Ex 315,0.2500,0.2500,0.2500,1.0000,0.2857,0.4444,0.0000,0.0000,0.0000
Ex 316,0.7500,0.6000,0.6667,0.6250,0.4167,0.5000,1.0000,0.2500,0.4000
Ex 317,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 318,0.6667,0.6667,0.6667,1.0000,0.8750,0.9333,0.0000,0.0000,0.0000
Ex 319,1.0000,1.0000,1.0000,0.9091,1.0000,0.9524,1.0000,1.0000,1.0000
Ex 320,1.0000,0.8000,0.8889,1.0000,1.0000,1.0000,1.0000,0.5000,0.6667
Ex 321,0.1429,0.2000,0.1667,0.7500,0.5000,0.6000,0.0000,0.0000,0.0000
Ex 322,1.0000,0.5714,0.7273,0.8235,0.7778,0.8000,1.0000,0.2857,0.4444
Ex 323,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 324,0.2500,0.5000,0.3333,0.6000,0.7500,0.6667,0.0000,0.0000,0.0000
Ex 325,1.0000,1.0000,1.0000,1.0000,0.8571,0.9231,1.0000,1.0000,1.0000
Ex 326,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Ex 327,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7500,0.8571
Ex 328,0.7500,0.5000,0.6000,0.7500,0.6667,0.7059,1.0000,0.5000,0.6667
Ex 329,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000,1.0000,0.3333,0.5000
Ex 330,1.0000,0.8000,0.8889,0.6667,0.5833,0.6222,0.6667,0.5000,0.5714
Ex 331,0.7500,0.7500,0.7500,0.4615,0.3750,0.4138,0.0000,0.0000,0.0000
Ex 332,1.0000,0.8571,0.9231,0.6842,0.6190,0.6500,0.8000,0.5714,0.6667
Ex 333,0.6667,0.6667,0.6667,0.9286,0.9286,0.9286,1.0000,0.5714,0.7273
Ex 334,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.8000
Ex 335,0.5000,1.0000,0.6667,0.8182,0.7500,0.7826,1.0000,1.0000,1.0000
Ex 336,1.0000,0.8000,0.8889,0.9259,0.9259,0.9259,1.0000,0.7500,0.8571
Ex 337,0.7500,0.6000,0.6667,1.0000,1.0000,1.0000,1.0000,0.2000,0.3333
Ex 338,1.0000,1.0000,1.0000,0.9688,1.0000,0.9841,1.0000,0.6000,0.7500
Ex 339,1.0000,0.6667,0.8000,0.3636,0.5714,0.4444,1.0000,0.5000,0.6667
Ex 340,1.0000,0.7778,0.8750,0.6500,0.5200,0.5778,0.8000,0.5000,0.6154
Ex 341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 342,1.0000,1.0000,1.0000,0.6667,0.6000,0.6316,1.0000,1.0000,1.0000
Ex 343,0.7500,0.6000,0.6667,0.8000,0.9231,0.8571,0.5000,0.2500,0.3333
Ex 344,0.8000,0.5000,0.6154,0.7143,0.8333,0.7692,1.0000,0.2500,0.4000
Ex 345,1.0000,0.6250,0.7692,0.6071,0.8947,0.7234,0.6000,0.4286,0.5000
Ex 346,0.3333,1.0000,0.5000,0.5000,0.3636,0.4211,0.0000,0.0000,0.0000
Ex 347,0.7500,0.2500,0.3750,0.4000,0.8000,0.5333,0.0000,0.0000,0.0000
Ex 348,0.3333,0.5000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 349,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Ex 350,1.0000,0.8571,0.9231,1.0000,1.0000,1.0000,1.0000,0.8000,0.8889
Ex 351,1.0000,0.6000,0.7500,0.8571,1.0000,0.9231,1.0000,0.4000,0.5714
Ex 352,1.0000,0.8000,0.8889,0.9444,0.7727,0.8500,1.0000,0.5000,0.6667
Ex 353,0.6667,0.8000,0.7273,0.8125,0.6842,0.7429,1.0000,0.5000,0.6667
Ex 354,1.0000,1.0000,1.0000,0.7500,0.8182,0.7826,1.0000,1.0000,1.0000
Ex 355,0.6667,0.8000,0.7273,0.7143,0.5556,0.6250,0.0000,0.0000,0.0000
Ex 356,0.5000,0.5000,0.5000,0.8000,0.8000,0.8000,0.0000,0.0000,0.0000
Ex 357,0.6000,0.4286,0.5000,0.7647,0.6842,0.7222,0.0000,0.0000,0.0000
Ex 358,0.2500,0.5000,0.3333,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 359,0.7500,1.0000,0.8571,0.6875,0.6875,0.6875,1.0000,0.6667,0.8000
Ex 360,1.0000,1.0000,1.0000,0.5882,0.6250,0.6061,1.0000,1.0000,1.0000
Ex 361,0.7500,0.7500,0.7500,0.5769,0.7895,0.6667,0.5000,0.5000,0.5000
Ex 362,1.0000,1.0000,1.0000,0.9500,1.0000,0.9744,1.0000,0.6667,0.8000
Ex 363,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 364,1.0000,1.0000,1.0000,0.7857,0.8462,0.8148,1.0000,1.0000,1.0000
Ex 365,1.0000,1.0000,1.0000,0.8947,0.9444,0.9189,0.7500,1.0000,0.8571
Ex 366,1.0000,1.0000,1.0000,0.9375,0.8824,0.9091,0.6667,1.0000,0.8000
Ex 367,0.7500,1.0000,0.8571,1.0000,0.8947,0.9444,1.0000,1.0000,1.0000
Ex 368,0.7500,0.3750,0.5000,0.8182,0.8182,0.8182,1.0000,0.1111,0.2000
Ex 369,0.7500,0.7500,0.7500,0.3333,0.3125,0.3226,0.5000,0.3333,0.4000
Ex 370,0.7500,0.6000,0.6667,0.9091,0.8333,0.8696,1.0000,0.4000,0.5714
Ex 371,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Ex 372,0.7500,0.4286,0.5455,0.4286,0.5000,0.4615,0.3333,0.1250,0.1818
Ex 373,0.7500,0.4286,0.5455,0.4615,0.3529,0.4000,0.5000,0.1429,0.2222
Ex 374,1.0000,0.7500,0.8571,0.7083,0.7083,0.7083,1.0000,0.8333,0.9091
Ex 375,1.0000,1.0000,1.0000,0.8293,0.9189,0.8718,1.0000,1.0000,1.0000
Ex 376,1.0000,0.5000,0.6667,0.8696,0.9524,0.9091,0.5000,0.2000,0.2857
Ex 377,1.0000,1.0000,1.0000,1.0000,0.7143,0.8333,1.0000,1.0000,1.0000
Ex 378,0.7500,0.6000,0.6667,0.6667,0.8000,0.7273,0.5000,0.1667,0.2500
Ex 379,1.0000,0.6000,0.7500,0.9474,0.8571,0.9000,1.0000,0.3333,0.5000
Ex 380,0.7500,0.7500,0.7500,0.9231,0.8571,0.8889,1.0000,0.6667,0.8000
Ex 381,1.0000,1.0000,1.0000,0.7500,0.6000,0.6667,1.0000,1.0000,1.0000
Ex 382,0.6667,0.6667,0.6667,0.8571,0.8571,0.8571,1.0000,0.3333,0.5000
Ex 383,0.7500,0.7500,0.7500,0.9444,0.9444,0.9444,1.0000,0.3333,0.5000
Ex 384,0.6667,0.3333,0.4444,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 385,0.7500,1.0000,0.8571,0.6000,0.3750,0.4615,1.0000,0.6667,0.8000
Ex 386,1.0000,1.0000,1.0000,0.8889,0.9412,0.9143,1.0000,1.0000,1.0000
Ex 387,1.0000,0.8000,0.8889,0.9524,1.0000,0.9756,1.0000,0.7500,0.8571
Ex 388,0.8333,0.7143,0.7692,0.8636,0.8636,0.8636,1.0000,0.5000,0.6667
Ex 389,1.0000,1.0000,1.0000,0.8947,0.8500,0.8718,1.0000,0.6667,0.8000
Ex 390,1.0000,0.6000,0.7500,0.8333,1.0000,0.9091,0.0000,0.0000,0.0000
Ex 391,1.0000,1.0000,1.0000,0.8750,0.9333,0.9032,1.0000,0.6667,0.8000
Ex 392,1.0000,1.0000,1.0000,0.6000,0.5714,0.5854,0.5000,0.5000,0.5000
Ex 393,0.8000,0.8000,0.8000,1.0000,0.5714,0.7273,0.5000,0.5000,0.5000
Ex 394,1.0000,0.7500,0.8571,0.9500,1.0000,0.9744,1.0000,1.0000,1.0000
Ex 395,0.5000,0.6667,0.5714,1.0000,0.7143,0.8333,0.0000,0.0000,0.0000
Ex 396,0.4000,0.2857,0.3333,0.8000,1.0000,0.8889,0.0000,0.0000,0.0000
Ex 397,0.6667,1.0000,0.8000,0.4615,0.3333,0.3871,1.0000,1.0000,1.0000
Ex 398,0.8571,1.0000,0.9231,0.8571,1.0000,0.9231,1.0000,0.7500,0.8571
Ex 399,0.7500,1.0000,0.8571,0.9615,0.8929,0.9259,0.7500,0.5000,0.6000
Ex 400,0.8000,0.6667,0.7273,1.0000,0.9524,0.9756,1.0000,0.4000,0.5714
Ex 401,0.8000,1.0000,0.8889,1.0000,0.9259,0.9615,1.0000,0.4000,0.5714
Ex 402,0.7500,0.6667,0.7059,0.8571,0.9600,0.9057,0.5000,0.3333,0.4000
Ex 403,1.0000,0.8333,0.9091,0.9375,1.0000,0.9677,1.0000,0.6667,0.8000
Ex 404,0.6667,0.4000,0.5000,1.0000,0.8333,0.9091,0.0000,0.0000,0.0000
Ex 405,0.8000,0.5000,0.6154,0.9333,0.7778,0.8485,0.5000,0.1250,0.2000
Ex 406,1.0000,0.3889,0.5600,0.7917,0.7308,0.7600,0.5000,0.2222,0.3077
Ex 407,1.0000,1.0000,1.0000,0.7500,0.6923,0.7200,1.0000,1.0000,1.0000
Ex 408,1.0000,0.7500,0.8571,1.0000,1.0000,1.0000,1.0000,0.5000,0.6667
Ex 409,1.0000,0.6667,0.8000,0.5556,0.6250,0.5882,0.6667,0.3333,0.4444
Ex 410,0.6250,0.6250,0.6250,1.0000,1.0000,1.0000,0.5000,0.3333,0.4000
Ex 411,0.3333,0.3333,0.3333,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 412,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000,1.0000,0.3333,0.5000
Ex 413,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000,1.0000,0.3333,0.5000
Ex 414,1.0000,0.5000,0.6667,0.9091,0.6250,0.7407,1.0000,0.3333,0.5000
Ex 415,0.3333,0.3333,0.3333,0.6000,0.6000,0.6000,0.0000,0.0000,0.0000
Ex 416,0.5714,0.4000,0.4706,1.0000,0.8636,0.9268,1.0000,0.1538,0.2667
Ex 417,1.0000,0.6250,0.7692,1.0000,1.0000,1.0000,0.6000,0.3750,0.4615
Ex 418,0.8000,1.0000,0.8889,0.9655,0.9655,0.9655,1.0000,1.0000,1.0000
Ex 419,1.0000,1.0000,1.0000,0.9615,0.7576,0.8475,0.6667,0.5000,0.5714
Ex 420,0.8000,0.6667,0.7273,0.9216,0.8868,0.9038,0.8333,0.3333,0.4762
Ex 421,1.0000,1.0000,1.0000,0.5556,0.5769,0.5660,1.0000,1.0000,1.0000
Ex 422,1.0000,1.0000,1.0000,0.9688,0.9688,0.9688,0.7500,0.7500,0.7500
Ex 423,0.8333,0.7143,0.7692,0.8372,0.9730,0.9000,0.5000,0.1667,0.2500
Ex 424,1.0000,1.0000,1.0000,0.9375,1.0000,0.9677,1.0000,0.7500,0.8571
Ex 425,1.0000,1.0000,1.0000,0.8750,0.8750,0.8750,0.7500,0.8571,0.8000
Ex 426,0.7500,0.6000,0.6667,0.7143,0.7143,0.7143,1.0000,0.1667,0.2857
Ex 427,1.0000,1.0000,1.0000,0.9310,0.9000,0.9153,0.8333,0.8333,0.8333
Ex 428,0.4286,0.6000,0.5000,0.7500,0.3750,0.5000,0.0000,0.0000,0.0000
Ex 429,1.0000,1.0000,1.0000,0.8824,0.9375,0.9091,1.0000,1.0000,1.0000
Ex 430,0.5000,0.5000,0.5000,0.8800,0.8800,0.8800,1.0000,0.1429,0.2500
Ex 431,0.8000,0.6667,0.7273,0.9231,0.7500,0.8276,1.0000,0.1667,0.2857
Ex 432,1.0000,0.8000,0.8889,0.9444,0.8095,0.8718,1.0000,0.3333,0.5000
Ex 433,1.0000,0.7500,0.8571,1.0000,0.9500,0.9744,1.0000,0.5000,0.6667
Ex 434,0.8000,0.8000,0.8000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 435,0.7143,0.8333,0.7692,0.9032,0.8485,0.8750,0.4000,0.4000,0.4000
Ex 436,0.5000,0.3333,0.4000,0.7143,0.2273,0.3448,0.5000,0.1250,0.2000
Ex 437,1.0000,0.8000,0.8889,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667
Ex 438,1.0000,0.6667,0.8000,1.0000,0.7500,0.8571,1.0000,0.2000,0.3333
Ex 439,0.7500,0.6000,0.6667,0.5455,0.4000,0.4615,1.0000,0.2500,0.4000
Ex 440,0.8000,0.6667,0.7273,0.9286,1.0000,0.9630,1.0000,0.4286,0.6000
Ex 441,1.0000,1.0000,1.0000,1.0000,0.9231,0.9600,0.5000,0.5000,0.5000
Ex 442,0.5000,0.5714,0.5333,0.7826,0.7826,0.7826,1.0000,0.1000,0.1818
Ex 443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 444,1.0000,0.8000,0.8889,0.9130,0.9545,0.9333,1.0000,0.4000,0.5714
Ex 445,1.0000,0.4615,0.6316,0.5185,0.5000,0.5091,1.0000,0.2778,0.4348
Ex 446,0.5714,0.4444,0.5000,0.6471,0.4583,0.5366,1.0000,0.0909,0.1667
Ex 447,0.5000,0.6000,0.5455,1.0000,0.9130,0.9545,1.0000,0.2500,0.4000
Ex 448,0.4444,0.4444,0.4444,0.8696,0.8696,0.8696,0.0000,0.0000,0.0000
Ex 449,1.0000,0.8333,0.9091,0.8750,1.0000,0.9333,0.5000,0.6000,0.5455
Ex 450,1.0000,1.0000,1.0000,1.0000,0.9565,0.9778,1.0000,0.6667,0.8000
Ex 451,1.0000,0.8000,0.8889,1.0000,0.9200,0.9583,0.3333,0.2500,0.2857
Ex 452,1.0000,1.0000,1.0000,0.8571,0.7826,0.8182,1.0000,1.0000,1.0000
Ex 453,0.5000,0.6667,0.5714,0.8750,0.7000,0.7778,1.0000,0.5000,0.6667
Ex 454,1.0000,0.5714,0.7273,0.6667,0.8571,0.7500,0.0000,0.0000,0.0000
Ex 455,0.8000,1.0000,0.8889,0.5714,0.3636,0.4444,0.0000,0.0000,0.0000
Ex 456,0.6667,0.5714,0.6154,1.0000,1.0000,1.0000,1.0000,0.1667,0.2857
Ex 457,1.0000,0.8571,0.9231,0.8750,0.8750,0.8750,1.0000,0.6667,0.8000
Ex 458,1.0000,0.8000,0.8889,0.8462,0.9565,0.8980,1.0000,0.7500,0.8571
Ex 459,1.0000,1.0000,1.0000,0.8000,1.0000,0.8889,1.0000,0.8000,0.8889
Ex 460,0.6667,0.6667,0.6667,0.8889,0.8000,0.8421,1.0000,1.0000,1.0000
Ex 461,1.0000,0.5000,0.6667,0.7917,0.9500,0.8636,0.5000,0.2000,0.2857
Ex 462,0.7500,0.7500,0.7500,0.9091,0.9524,0.9302,1.0000,0.3333,0.5000
Ex 463,0.7500,1.0000,0.8571,1.0000,0.7368,0.8485,1.0000,1.0000,1.0000
Ex 464,1.0000,1.0000,1.0000,0.9167,0.7333,0.8148,1.0000,1.0000,1.0000
Ex 465,0.7500,1.0000,0.8571,0.8000,0.7500,0.7742,1.0000,0.5000,0.6667
Ex 466,1.0000,0.7500,0.8571,0.9375,1.0000,0.9677,1.0000,1.0000,1.0000
Ex 467,1.0000,0.4444,0.6154,0.8125,0.9286,0.8667,1.0000,0.3333,0.5000
Ex 468,0.7500,1.0000,0.8571,0.5714,0.3810,0.4571,0.0000,0.0000,0.0000
Ex 469,1.0000,1.0000,1.0000,1.0000,0.7692,0.8696,1.0000,0.7500,0.8571
Ex 470,1.0000,0.7143,0.8333,0.7083,0.7391,0.7234,0.6667,0.2857,0.4000
Ex 471,0.7500,1.0000,0.8571,1.0000,0.8824,0.9375,1.0000,0.5000,0.6667
Ex 472,0.3333,0.3333,0.3333,0.8000,0.8000,0.8000,0.0000,0.0000,0.0000
Ex 473,1.0000,1.0000,1.0000,0.9565,1.0000,0.9778,0.5000,0.5000,0.5000
Ex 474,1.0000,1.0000,1.0000,0.7500,0.6429,0.6923,0.7500,1.0000,0.8571
Ex 475,1.0000,0.6000,0.7500,0.7857,0.7333,0.7586,0.6667,0.5000,0.5714
Ex 476,1.0000,0.4545,0.6250,1.0000,0.8571,0.9231,0.6667,0.2857,0.4000
Ex 477,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Ex 478,0.8333,1.0000,0.9091,0.7917,0.7917,0.7917,1.0000,0.6000,0.7500
Ex 479,1.0000,1.0000,1.0000,0.7647,0.7647,0.7647,1.0000,1.0000,1.0000
Ex 480,0.6000,1.0000,0.7500,1.0000,0.9412,0.9697,0.0000,0.0000,0.0000
Ex 481,1.0000,0.8333,0.9091,1.0000,1.0000,1.0000,1.0000,0.7500,0.8571
Ex 482,1.0000,1.0000,1.0000,0.7391,0.6538,0.6939,1.0000,1.0000,1.0000
Ex 483,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Ex 484,0.7500,0.6000,0.6667,0.8182,0.8182,0.8182,0.0000,0.0000,0.0000
Ex 485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 486,0.6667,0.6667,0.6667,0.8889,0.8889,0.8889,1.0000,0.3333,0.5000
Ex 487,0.3333,0.5000,0.4000,0.2857,0.1818,0.2222,0.0000,0.0000,0.0000
Ex 488,1.0000,0.7500,0.8571,0.7333,0.5238,0.6111,0.5000,0.3333,0.4000
Ex 489,0.3333,0.2500,0.2857,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 490,0.7500,0.4286,0.5455,1.0000,0.9048,0.9500,0.0000,0.0000,0.0000
Ex 491,0.8333,1.0000,0.9091,0.6154,0.4211,0.5000,0.6667,1.0000,0.8000
Ex 492,0.6000,1.0000,0.7500,0.4444,0.3636,0.4000,0.6667,0.6667,0.6667
Ex 493,1.0000,0.8000,0.8889,0.8500,0.8095,0.8293,1.0000,0.7500,0.8571
Ex 494,1.0000,0.8000,0.8889,0.9355,0.9667,0.9508,0.3333,0.2000,0.2500
Ex 495,0.8333,0.7143,0.7692,0.8788,0.9667,0.9206,1.0000,0.3333,0.5000
Ex 496,1.0000,0.7500,0.8571,0.8438,0.9310,0.8852,1.0000,0.5000,0.6667
Ex 497,0.7500,1.0000,0.8571,0.7857,0.7333,0.7586,1.0000,0.5000,0.6667
Ex 498,0.5000,0.6000,0.5455,0.8889,0.5714,0.6957,0.0000,0.0000,0.0000
Ex 499,0.6000,0.6000,0.6000,1.0000,0.7333,0.8462,0.0000,0.0000,0.0000
Ex 500,0.8333,0.8333,0.8333,1.0000,0.9412,0.9697,1.0000,0.2000,0.3333
AVERAGE,0.8062,0.7394,0.7575,0.8171,0.7777,0.7901,0.6936,0.4672,0.5283
