Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1
Ex 274,1.0000,1.0000,1.0000,0.7500,0.7059,0.7273,1.0000,1.0000,1.0000
Ex 275,0.6000,1.0000,0.7500,0.7692,0.5882,0.6667,1.0000,0.5000,0.6667
Ex 276,0.6667,0.8000,0.7273,0.6000,0.5217,0.5581,1.0000,0.2000,0.3333
Ex 277,0.8333,0.7143,0.7692,0.4167,0.4545,0.4348,0.0000,0.0000,0.0000
Ex 278,0.4000,0.6667,0.5000,1.0000,0.9286,0.9630,1.0000,0.5000,0.6667
Ex 279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 280,0.8333,0.7143,0.7692,0.8235,0.8235,0.8235,1.0000,0.6667,0.8000
Ex 281,0.7500,1.0000,0.8571,0.7500,0.4286,0.5455,0.0000,0.0000,0.0000
Ex 282,1.0000,0.6000,0.7500,0.6667,0.8000,0.7273,1.0000,0.5000,0.6667
Ex 283,0.5000,0.6667,0.5714,1.0000,0.9091,0.9524,0.0000,0.0000,0.0000
Ex 284,0.5000,0.2500,0.3333,0.3333,0.3333,0.3333,0.0000,0.0000,0.0000
Ex 285,0.1667,0.3333,0.2222,0.3333,0.2500,0.2857,0.0000,0.0000,0.0000
Ex 286,0.6000,0.7500,0.6667,0.9000,0.6923,0.7826,0.0000,0.0000,0.0000
Ex 287,0.2000,0.2000,0.2000,0.7500,0.6000,0.6667,0.0000,0.0000,0.0000
Ex 288,0.6000,0.6000,0.6000,1.0000,0.5833,0.7368,0.0000,0.0000,0.0000
Ex 289,0.7500,1.0000,0.8571,0.6667,0.6667,0.6667,0.5000,0.5000,0.5000
Ex 290,0.5000,1.0000,0.6667,1.0000,0.7778,0.8750,1.0000,1.0000,1.0000
Ex 291,0.7500,0.7500,0.7500,0.3333,0.5000,0.4000,0.5000,0.3333,0.4000
Ex 292,0.1429,0.3333,0.2000,0.2500,0.3333,0.2857,0.0000,0.0000,0.0000
Ex 293,0.2500,0.2500,0.2500,0.5000,0.4000,0.4444,0.0000,0.0000,0.0000
Ex 294,0.8000,1.0000,0.8889,0.8824,0.7500,0.8108,1.0000,0.6667,0.8000
Ex 295,0.6000,1.0000,0.7500,1.0000,0.6875,0.8148,0.0000,0.0000,0.0000
Ex 296,0.6000,0.5000,0.5455,1.0000,0.7143,0.8333,0.0000,0.0000,0.0000
Ex 297,0.4000,0.4000,0.4000,0.5000,0.3333,0.4000,0.0000,0.0000,0.0000
Ex 298,0.6000,1.0000,0.7500,0.9091,0.7692,0.8333,0.5000,0.6667,0.5714
Ex 299,1.0000,1.0000,1.0000,0.8333,0.7407,0.7843,1.0000,1.0000,1.0000
Ex 300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 301,0.5000,1.0000,0.6667,0.5217,0.5455,0.5333,0.5000,0.3333,0.4000
Ex 302,1.0000,1.0000,1.0000,0.8621,0.7812,0.8197,1.0000,1.0000,1.0000
Ex 303,1.0000,0.6667,0.8000,0.8261,0.8261,0.8261,1.0000,0.4000,0.5714
Ex 304,0.5000,0.6667,0.5714,1.0000,0.8000,0.8889,0.0000,0.0000,0.0000
Ex 305,0.6000,0.7500,0.6667,0.7500,0.8000,0.7742,0.6667,0.6667,0.6667
Ex 306,1.0000,0.5455,0.7059,0.7742,0.6857,0.7273,0.4000,0.2857,0.3333
Ex 307,0.3333,0.3333,0.3333,0.6923,0.6429,0.6667,0.0000,0.0000,0.0000
Ex 308,0.6000,0.6000,0.6000,0.9333,0.7778,0.8485,0.0000,0.0000,0.0000
Ex 309,0.2500,0.2000,0.2222,0.8333,0.5556,0.6667,0.0000,0.0000,0.0000
Ex 310,1.0000,1.0000,1.0000,1.0000,0.8667,0.9286,0.0000,0.0000,0.0000
Ex 311,1.0000,1.0000,1.0000,0.7500,0.7059,0.7273,1.0000,0.6667,0.8000
Ex 312,1.0000,1.0000,1.0000,0.5385,0.7778,0.6364,1.0000,1.0000,1.0000
Ex 313,0.8000,0.5714,0.6667,0.2857,0.3333,0.3077,1.0000,0.3333,0.5000
Ex 314,0.8000,1.0000,0.8889,0.6923,0.5625,0.6207,0.6000,0.6000,0.6000
Ex 315,0.5000,0.5000,0.5000,0.8000,0.3333,0.4706,0.0000,0.0000,0.0000
Ex 316,0.6667,0.8000,0.7273,0.3529,0.4000,0.3750,1.0000,0.7500,0.8571
Ex 317,0.4000,1.0000,0.5714,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000
Ex 318,0.6000,1.0000,0.7500,1.0000,0.7500,0.8571,0.0000,0.0000,0.0000
Ex 319,0.2000,1.0000,0.3333,1.0000,0.7000,0.8235,0.0000,0.0000,0.0000
Ex 320,1.0000,0.8000,0.8889,0.9375,0.7500,0.8333,1.0000,0.5000,0.6667
Ex 321,0.1111,0.2000,0.1429,0.7500,0.5000,0.6000,0.0000,0.0000,0.0000
Ex 322,0.7143,0.7143,0.7143,1.0000,0.5238,0.6875,0.5000,0.1429,0.2222
Ex 323,0.6000,1.0000,0.7500,0.2941,0.5000,0.3704,1.0000,1.0000,1.0000
Ex 324,0.1000,0.5000,0.1667,0.2500,0.2500,0.2500,0.0000,0.0000,0.0000
Ex 325,0.6667,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Ex 326,0.6667,0.6667,0.6667,0.6923,0.5625,0.6207,0.0000,0.0000,0.0000
Ex 327,1.0000,0.7500,0.8571,0.5385,0.3684,0.4375,1.0000,0.5000,0.6667
Ex 328,0.6000,0.5000,0.5455,0.7200,0.6667,0.6923,0.0000,0.0000,0.0000
Ex 329,0.8000,1.0000,0.8889,0.8000,0.8000,0.8000,1.0000,0.6667,0.8000
Ex 330,1.0000,0.6000,0.7500,0.6471,0.5238,0.5789,1.0000,0.5000,0.6667
Ex 331,0.6667,0.5000,0.5714,0.6250,0.3846,0.4762,1.0000,0.5000,0.6667
Ex 332,0.8571,0.8571,0.8571,0.5385,0.3333,0.4118,0.7500,0.4286,0.5455
Ex 333,0.5000,0.5000,0.5000,0.8235,0.5385,0.6512,1.0000,0.4286,0.6000
Ex 334,1.0000,1.0000,1.0000,0.7692,0.6667,0.7143,1.0000,0.6667,0.8000
Ex 335,0.4000,1.0000,0.5714,0.7000,0.5833,0.6364,0.0000,0.0000,0.0000
Ex 336,1.0000,0.8000,0.8889,0.9259,0.9259,0.9259,1.0000,0.5000,0.6667
Ex 337,1.0000,0.8000,0.8889,0.5882,0.7692,0.6667,1.0000,0.6000,0.7500
Ex 338,0.8333,1.0000,0.9091,0.9259,0.8065,0.8621,1.0000,0.6000,0.7500
Ex 339,0.5000,0.6667,0.5714,0.2727,0.4286,0.3333,1.0000,0.5000,0.6667
Ex 340,0.6000,0.6667,0.6316,0.8000,0.7273,0.7619,1.0000,0.1250,0.2222
Ex 341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 342,0.7500,1.0000,0.8571,0.4286,0.6000,0.5000,1.0000,1.0000,1.0000
Ex 343,0.6000,0.6000,0.6000,0.6250,0.7692,0.6897,0.5000,0.2500,0.3333
Ex 344,0.5000,0.3750,0.4286,0.6250,0.4167,0.5000,1.0000,0.1250,0.2222
Ex 345,0.7143,0.6250,0.6667,0.5500,0.5789,0.5641,0.4000,0.2857,0.3333
Ex 346,0.4000,1.0000,0.5714,0.3333,0.2727,0.3000,0.0000,0.0000,0.0000
Ex 347,0.5556,0.4167,0.4762,0.1515,0.2174,0.1786,0.0000,0.0000,0.0000
Ex 348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 349,0.6000,1.0000,0.7500,1.0000,0.9565,0.9778,1.0000,0.5000,0.6667
Ex 350,0.6000,0.8571,0.7059,1.0000,0.7714,0.8710,1.0000,0.4000,0.5714
Ex 351,0.5000,0.4000,0.4444,0.2000,0.2500,0.2222,0.0000,0.0000,0.0000
Ex 352,1.0000,0.8000,0.8889,0.7000,0.6364,0.6667,1.0000,0.5000,0.6667
Ex 353,0.6667,0.8000,0.7273,0.6667,0.6316,0.6486,0.6667,0.5000,0.5714
Ex 354,0.5000,0.6667,0.5714,0.3750,0.4286,0.4000,0.0000,0.0000,0.0000
Ex 355,0.5000,0.4000,0.4444,0.8333,0.6250,0.7143,0.0000,0.0000,0.0000
Ex 356,0.4000,1.0000,0.5714,0.6250,0.5000,0.5556,1.0000,1.0000,1.0000
Ex 357,0.6667,0.5714,0.6154,0.7778,0.6087,0.6829,1.0000,0.1667,0.2857
Ex 358,0.2500,1.0000,0.4000,0.2500,0.1500,0.1875,1.0000,1.0000,1.0000
Ex 359,0.6000,1.0000,0.7500,0.5625,0.5625,0.5625,1.0000,0.3333,0.5000
Ex 360,0.5000,1.0000,0.6667,0.5625,0.5625,0.5625,1.0000,0.5000,0.6667
Ex 361,0.7500,0.7500,0.7500,0.3929,0.5789,0.4681,0.5000,0.5000,0.5000
Ex 362,1.0000,1.0000,1.0000,0.5357,0.7895,0.6383,1.0000,1.0000,1.0000
Ex 363,0.8000,1.0000,0.8889,0.5476,0.7188,0.6216,1.0000,1.0000,1.0000
Ex 364,0.8000,1.0000,0.8889,0.8462,0.8462,0.8462,1.0000,0.6667,0.8000
Ex 365,1.0000,1.0000,1.0000,0.9333,0.7778,0.8485,1.0000,1.0000,1.0000
Ex 366,1.0000,1.0000,1.0000,0.8125,0.7647,0.7879,0.6667,1.0000,0.8000
Ex 367,0.7500,1.0000,0.8571,1.0000,0.6316,0.7742,1.0000,1.0000,1.0000
Ex 368,0.7500,0.3750,0.5000,0.4615,0.5455,0.5000,1.0000,0.1111,0.2000
Ex 369,0.5000,0.7500,0.6000,0.3750,0.3750,0.3750,0.5000,0.3333,0.4000
Ex 370,0.5000,0.6000,0.5455,0.9167,0.9167,0.9167,1.0000,0.4000,0.5714
Ex 371,0.8000,1.0000,0.8889,0.8276,0.7742,0.8000,0.6667,0.6667,0.6667
Ex 372,0.8000,0.5714,0.6667,0.2500,0.2857,0.2667,0.5000,0.2500,0.3333
Ex 373,0.5556,0.7143,0.6250,0.2857,0.2400,0.2609,0.6667,0.2857,0.4000
Ex 374,0.6667,0.7500,0.7059,0.7895,0.7500,0.7692,1.0000,0.3333,0.5000
Ex 375,1.0000,0.8571,0.9231,0.7241,0.6774,0.7000,1.0000,0.8333,0.9091
Ex 376,1.0000,0.5000,0.6667,0.8421,0.7619,0.8000,0.5000,0.2000,0.2857
Ex 377,1.0000,1.0000,1.0000,0.7143,0.7143,0.7143,1.0000,1.0000,1.0000
Ex 378,0.6667,0.4000,0.5000,0.5714,0.5714,0.5714,0.5000,0.1667,0.2500
Ex 379,1.0000,0.6000,0.7500,0.8333,0.7143,0.7692,1.0000,0.3333,0.5000
Ex 380,0.8000,1.0000,0.8889,0.8889,0.8889,0.8889,1.0000,0.6667,0.8000
Ex 381,0.7500,1.0000,0.8571,0.6000,0.6000,0.6000,1.0000,0.5000,0.6667
Ex 382,0.6000,1.0000,0.7500,0.6923,0.5000,0.5806,1.0000,0.6667,0.8000
Ex 383,0.6000,0.7500,0.6667,0.7647,0.7222,0.7429,1.0000,0.3333,0.5000
Ex 384,0.3333,0.1667,0.2222,1.0000,0.8333,0.9091,0.0000,0.0000,0.0000
Ex 385,0.5000,0.6667,0.5714,1.0000,0.5556,0.7143,1.0000,0.3333,0.5000
Ex 386,1.0000,1.0000,1.0000,0.7000,0.8235,0.7568,1.0000,1.0000,1.0000
Ex 387,1.0000,0.8000,0.8889,1.0000,0.9000,0.9474,1.0000,0.7500,0.8571
Ex 388,0.8571,0.8571,0.8571,0.7586,0.8148,0.7857,1.0000,0.6667,0.8000
Ex 389,1.0000,1.0000,1.0000,0.9375,0.7500,0.8333,1.0000,0.6667,0.8000
Ex 390,0.7500,0.6000,0.6667,0.7000,0.7000,0.7000,0.0000,0.0000,0.0000
Ex 391,0.6667,0.6667,0.6667,0.9000,0.8182,0.8571,0.0000,0.0000,0.0000
Ex 392,0.6667,0.5000,0.5714,0.8182,0.6923,0.7500,1.0000,0.5000,0.6667
Ex 393,0.5000,0.4000,0.4444,1.0000,0.6000,0.7500,0.0000,0.0000,0.0000
Ex 394,1.0000,1.0000,1.0000,0.7097,0.9167,0.8000,0.6667,1.0000,0.8000
Ex 395,0.6000,1.0000,0.7500,0.9091,0.8333,0.8696,0.5000,0.5000,0.5000
Ex 396,0.4000,0.2857,0.3333,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 397,0.6667,1.0000,0.8000,0.4615,0.3333,0.3871,1.0000,0.6667,0.8000
Ex 398,1.0000,0.8333,0.9091,0.7333,0.7857,0.7586,1.0000,0.7500,0.8571
Ex 399,0.4444,0.6667,0.5333,0.7500,0.5714,0.6486,1.0000,0.3333,0.5000
Ex 400,0.6667,0.6667,0.6667,1.0000,0.9524,0.9756,1.0000,0.2000,0.3333
Ex 401,1.0000,1.0000,1.0000,0.8750,0.7778,0.8235,1.0000,0.2000,0.3333
Ex 402,0.5000,0.3333,0.4000,0.7143,0.6667,0.6897,0.0000,0.0000,0.0000
Ex 403,0.6000,0.5000,0.5455,0.8421,0.8000,0.8205,1.0000,0.1667,0.2857
Ex 404,0.7500,0.6000,0.6667,1.0000,0.8750,0.9333,1.0000,0.2500,0.4000
Ex 405,0.8000,0.5000,0.6154,0.8667,0.7222,0.7879,0.5000,0.1250,0.2000
Ex 406,0.6250,0.2778,0.3846,0.8889,0.8421,0.8649,0.0000,0.0000,0.0000
Ex 407,1.0000,1.0000,1.0000,0.6667,0.7692,0.7143,1.0000,1.0000,1.0000
Ex 408,1.0000,0.7500,0.8571,0.5833,0.5385,0.5600,1.0000,0.5000,0.6667
Ex 409,1.0000,0.5000,0.6667,0.6364,0.6364,0.6364,1.0000,0.3333,0.5000
Ex 410,0.8750,0.8750,0.8750,0.9677,0.9091,0.9375,1.0000,1.0000,1.0000
Ex 411,0.3333,0.6667,0.4444,0.9286,0.7647,0.8387,0.0000,0.0000,0.0000
Ex 412,0.6000,0.7500,0.6667,0.8000,0.6154,0.6957,1.0000,0.3333,0.5000
Ex 413,0.7500,0.7500,0.7500,1.0000,0.8750,0.9333,1.0000,0.3333,0.5000
Ex 414,1.0000,0.8333,0.9091,1.0000,0.8182,0.9000,1.0000,0.6667,0.8000
Ex 415,0.1667,0.3333,0.2222,1.0000,0.6667,0.8000,0.0000,0.0000,0.0000
Ex 416,0.5000,0.3000,0.3750,1.0000,0.7143,0.8333,0.0000,0.0000,0.0000
Ex 417,1.0000,0.5000,0.6667,0.8214,0.9583,0.8846,0.5000,0.2500,0.3333
Ex 418,0.5000,0.7500,0.6000,0.8947,0.8095,0.8500,0.0000,0.0000,0.0000
Ex 419,1.0000,1.0000,1.0000,0.9200,0.6970,0.7931,0.6667,0.5000,0.5714
Ex 420,0.9000,0.7500,0.8182,0.6667,0.8980,0.7652,1.0000,0.5333,0.6957
Ex 421,1.0000,1.0000,1.0000,0.5185,0.5385,0.5283,1.0000,1.0000,1.0000
Ex 422,1.0000,1.0000,1.0000,0.9677,0.9375,0.9524,0.7500,0.7500,0.7500
Ex 423,1.0000,0.5714,0.7273,0.7778,0.7778,0.7778,0.5000,0.1667,0.2500
Ex 424,0.7500,0.7500,0.7500,0.7500,0.8182,0.7826,1.0000,0.5000,0.6667
Ex 425,0.6667,0.8571,0.7500,0.6857,0.6667,0.6761,1.0000,0.5714,0.7273
Ex 426,0.7500,0.6000,0.6667,0.5714,0.8571,0.6857,1.0000,0.3333,0.5000
Ex 427,1.0000,0.8333,0.9091,0.5938,0.7308,0.6552,1.0000,0.6667,0.8000
Ex 428,0.5000,0.8000,0.6154,0.6000,0.4286,0.5000,0.0000,0.0000,0.0000
Ex 429,0.8000,1.0000,0.8889,0.7273,1.0000,0.8421,1.0000,0.6667,0.8000
Ex 430,0.5000,0.5000,0.5000,0.8500,0.6800,0.7556,1.0000,0.1429,0.2500
Ex 431,0.8000,0.6667,0.7273,0.8667,0.8125,0.8387,1.0000,0.3333,0.5000
Ex 432,0.8000,0.8000,0.8000,0.7895,0.7143,0.7500,1.0000,0.3333,0.5000
Ex 433,0.6000,0.7500,0.6667,0.8333,0.7500,0.7895,1.0000,0.5000,0.6667
Ex 434,0.8000,0.8000,0.8000,0.7895,0.6818,0.7317,1.0000,0.3333,0.5000
Ex 435,0.8333,0.8333,0.8333,0.7931,0.7931,0.7931,1.0000,0.8000,0.8889
Ex 436,0.7500,0.3333,0.4615,0.3333,0.1364,0.1935,0.0000,0.0000,0.0000
Ex 437,1.0000,0.8000,0.8889,0.8421,0.8000,0.8205,1.0000,0.6667,0.8000
Ex 438,1.0000,0.5000,0.6667,0.7857,0.6875,0.7333,1.0000,0.2000,0.3333
Ex 439,1.0000,0.8000,0.8889,0.3200,0.4211,0.3636,0.6667,0.5000,0.5714
Ex 440,0.3750,0.5000,0.4286,0.7222,0.5909,0.6500,0.0000,0.0000,0.0000
Ex 441,0.5000,1.0000,0.6667,0.5385,0.5385,0.5385,1.0000,0.5000,0.6667
Ex 442,0.5714,0.5714,0.5714,0.8125,0.5652,0.6667,1.0000,0.1000,0.1818
Ex 443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 444,0.8000,0.8000,0.8000,0.9000,0.8182,0.8571,1.0000,0.4000,0.5714
Ex 445,0.8571,0.4615,0.6000,0.4242,0.4375,0.4308,1.0000,0.2778,0.4348
Ex 446,0.7500,0.3333,0.4615,0.4444,0.2353,0.3077,1.0000,0.0909,0.1667
Ex 447,0.5000,0.6000,0.5455,1.0000,0.7826,0.8780,0.5000,0.2500,0.3333
Ex 448,0.6000,0.6667,0.6316,0.6923,0.5455,0.6102,0.6667,0.2222,0.3333
Ex 449,1.0000,1.0000,1.0000,0.7000,0.7000,0.7000,0.5556,1.0000,0.7143
Ex 450,0.8333,1.0000,0.9091,0.4643,0.5652,0.5098,0.8000,0.6667,0.7273
Ex 451,0.5556,1.0000,0.7143,0.9000,0.6667,0.7660,1.0000,0.2500,0.4000
Ex 452,0.5000,1.0000,0.6667,0.8421,0.6957,0.7619,1.0000,0.5000,0.6667
Ex 453,0.5000,0.6667,0.5714,0.7143,0.5000,0.5882,1.0000,0.5000,0.6667
Ex 454,1.0000,0.5714,0.7273,0.5882,0.7143,0.6452,0.5000,0.1667,0.2500
Ex 455,0.7500,0.7500,0.7500,0.4444,0.4444,0.4444,0.5000,0.3333,0.4000
Ex 456,0.6667,0.5714,0.6154,0.9412,0.8889,0.9143,1.0000,0.1667,0.2857
Ex 457,0.8000,0.5714,0.6667,0.8824,0.8824,0.8824,1.0000,0.3333,0.5000
Ex 458,1.0000,0.8000,0.8889,0.8421,0.6957,0.7619,1.0000,0.7500,0.8571
Ex 459,0.8000,1.0000,0.8889,0.7647,0.8125,0.7879,1.0000,0.8000,0.8889
Ex 460,0.6667,0.6667,0.6667,1.0000,0.8000,0.8889,1.0000,1.0000,1.0000
Ex 461,0.7500,0.5000,0.6000,0.8095,0.8500,0.8293,1.0000,0.2000,0.3333
Ex 462,0.7500,0.7500,0.7500,0.7619,0.7619,0.7619,1.0000,0.3333,0.5000
Ex 463,0.7500,1.0000,0.8571,0.9231,0.6316,0.7500,1.0000,1.0000,1.0000
Ex 464,0.7500,0.7500,0.7500,0.8571,0.9231,0.8889,0.6667,0.4000,0.5000
Ex 465,0.7500,1.0000,0.8571,0.9091,0.6250,0.7407,1.0000,0.5000,0.6667
Ex 466,0.6667,0.5000,0.5714,0.9167,0.9167,0.9167,1.0000,0.5000,0.6667
Ex 467,0.8000,0.4444,0.5714,0.9231,0.8571,0.8889,1.0000,0.3333,0.5000
Ex 468,0.7500,1.0000,0.8571,0.5714,0.3810,0.4571,0.0000,0.0000,0.0000
Ex 469,1.0000,0.8000,0.8889,1.0000,0.8500,0.9189,1.0000,0.5000,0.6667
Ex 470,0.7500,0.8571,0.8000,0.6800,0.6296,0.6538,0.6667,0.2857,0.4000
Ex 471,0.6000,1.0000,0.7500,0.8667,0.7647,0.8125,0.5000,0.5000,0.5000
Ex 472,0.3333,0.3333,0.3333,1.0000,0.4000,0.5714,0.0000,0.0000,0.0000
Ex 473,1.0000,1.0000,1.0000,0.6207,0.8182,0.7059,0.6667,1.0000,0.8000
Ex 474,0.5000,0.7500,0.6000,0.3333,0.3333,0.3333,0.0000,0.0000,0.0000
Ex 475,1.0000,0.8000,0.8889,0.8462,0.5789,0.6875,0.7500,0.7500,0.7500
Ex 476,1.0000,0.2727,0.4286,0.5000,0.4615,0.4800,1.0000,0.2857,0.4444
Ex 477,0.2500,0.5000,0.3333,0.6000,0.6000,0.6000,0.0000,0.0000,0.0000
Ex 478,0.8333,1.0000,0.9091,0.6207,0.7500,0.6792,0.7500,0.6000,0.6667
Ex 479,0.6000,1.0000,0.7500,0.5333,0.4706,0.5000,0.6667,0.6667,0.6667
Ex 480,0.5000,1.0000,0.6667,0.9412,0.9412,0.9412,0.0000,0.0000,0.0000
Ex 481,0.5714,0.6667,0.6154,0.7500,0.7500,0.7500,1.0000,0.2500,0.4000
Ex 482,0.7143,1.0000,0.8333,0.8636,0.7308,0.7917,1.0000,0.5000,0.6667
Ex 483,1.0000,0.6000,0.7500,0.6111,0.8462,0.7097,1.0000,0.5000,0.6667
Ex 484,0.6000,0.6000,0.6000,0.6667,0.7273,0.6957,0.0000,0.0000,0.0000
Ex 485,0.2857,0.3333,0.3077,0.5000,0.4286,0.4615,0.0000,0.0000,0.0000
Ex 486,0.5000,0.6667,0.5714,0.7143,0.5556,0.6250,0.0000,0.0000,0.0000
Ex 487,0.4000,1.0000,0.5714,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000
Ex 488,0.6667,1.0000,0.8000,0.6875,0.4583,0.5500,1.0000,1.0000,1.0000
Ex 489,0.2500,0.2500,0.2500,1.0000,0.5000,0.6667,0.0000,0.0000,0.0000
Ex 490,0.7500,0.4286,0.5455,0.9444,0.8095,0.8718,0.0000,0.0000,0.0000
Ex 491,0.4167,1.0000,0.5882,0.5385,0.3684,0.4375,0.6667,1.0000,0.8000
Ex 492,0.7500,1.0000,0.8571,0.3333,0.3636,0.3478,0.7500,1.0000,0.8571
Ex 493,1.0000,0.6000,0.7500,0.6667,0.7500,0.7059,1.0000,0.5000,0.6667
Ex 494,1.0000,0.8000,0.8889,0.8667,0.8667,0.8667,0.3333,0.2000,0.2500
Ex 495,0.8571,0.8571,0.8571,0.7838,0.8529,0.8169,0.5000,0.1667,0.2500
Ex 496,1.0000,0.7500,0.8571,0.8065,0.8621,0.8333,1.0000,0.5000,0.6667
Ex 497,0.6000,1.0000,0.7500,0.7500,0.6000,0.6667,1.0000,0.5000,0.6667
Ex 498,0.5000,0.6000,0.5455,0.6667,0.4286,0.5217,0.0000,0.0000,0.0000
Ex 499,0.5000,0.6000,0.5455,0.8182,0.6000,0.6923,0.0000,0.0000,0.0000
Ex 500,0.7143,0.8333,0.7692,0.8667,0.7647,0.8125,1.0000,0.2000,0.3333
AVERAGE,0.6834,0.7255,0.68,0.7051,0.6391,0.6626,0.648,0.3976,0.4639
