exercise_id,entity_1,entity_2,x_text,x_dep,x_cooccur,label
8,Equipment,Equipment Maintenance,0.857282280921936,0.5,0.5,1
8,Equipment,Maintenance Personnel,0.857282280921936,0.5,0.5,0
8,Equipment Maintenance,Maintenance Personnel,0.857282280921936,0.333,0.5,1
9,Candidate,Voter,0.8953626751899719,0.5,0.667,1
9,Candidate,Voting Record,0.8953626751899719,0.333,0.667,1
9,Voter,Voting Record,0.8953626751899719,0.5,0.667,1
10,Member,Meeting,0.8077755570411682,0.333,0.364,0
10,Member,Meeting Participation,0.626929521560669,0.25,0.364,0
10,Meeting,Meeting Participation,0.6484878659248352,0.5,0.091,1
11,Farm,Equipment,0.6493015289306641,0.25,0.2,1
11,Farm,Operator,0.5422473549842834,0.25,0.0,0
11,Farm,Maintenance Record,0.6617634296417236,0.25,0.0,0
11,Equipment,Operator,0.7922901511192322,0.1,0.4,0
11,Equipment,Maintenance Record,0.7922901511192322,0.125,0.4,1
11,Operator,Maintenance Record,0.7922901511192322,0.5,0.6,1
12,Warehouse,Product,0.8820781111717224,0.333,0.667,0
12,Warehouse,Product Circulation Record,0.6197428107261658,0.25,0.667,1
12,Product,Product Circulation Record,0.3734505772590637,0.5,0.333,1
13,Weather Station,Meteorological Data,0.9190487861633301,0.25,0.333,1
13,Weather Station,Subscription Data,0.7011981010437012,0.25,0.333,1
13,Meteorological Data,Subscription Data,0.7123037576675415,0.167,0.0,0
14,Irrigation System,Plot,0.8669761419296265,0.167,0.75,0
14,Irrigation System,Irrigation Record,0.7662817239761353,0.25,0.5,1
14,Plot,Irrigation Record,0.8187668323516846,0.25,0.75,1
15,Plot,Pest and disease,0.871307909488678,0.25,0.667,0
15,Plot,Employee,0.2222706377506256,0.25,0.0,0
15,Plot,Monitoring record,0.7598645687103271,0.25,0.5,1
15,Pest and disease,Employee,0.459453821182251,0.25,0.167,0
15,Pest and disease,Monitoring record,0.7598645687103271,0.333,0.667,1
15,Employee,Monitoring record,0.3912201225757599,0.25,0.167,0
16,Farm,Plot,0.8864257335662842,0.25,0.25,0
16,Farm,Planting Plan,0.8357753157615662,0.333,0.5,1
16,Plot,Planting Plan,0.8864257335662842,0.2,0.5,1
17,Worker,Workshop,0.472917377948761,0.25,0.286,0
17,Worker,Raw material,0.6537621021270752,0.167,0.143,0
17,Worker,Product,0.6537621021270752,0.111,0.286,0
17,Worker,Product processing task,0.4311155676841736,0.25,0.286,0
17,Worker,Worker processing product,0.39552849531173706,0.5,0.286,1
17,Worker,Raw materials involved in product processing,0.4413919448852539,0.25,0.429,0
17,Worker,Workshop raw material management,0.48816511034965515,0.25,0.429,0
17,Workshop,Raw material,0.7299153208732605,0.2,0.143,0
17,Workshop,Product,0.7930961847305298,0.111,0.143,0
17,Workshop,Product processing task,0.5148876309394836,0.25,0.143,0
17,Workshop,Worker processing product,0.5249955654144287,0.25,0.286,0
17,Workshop,Raw materials involved in product processing,0.5135085582733154,0.25,0.571,0
17,Workshop,Workshop raw material management,0.5073643326759338,0.5,0.429,1
17,Raw material,Product,0.6537621021270752,0.25,0.143,0
17,Raw material,Product processing task,0.3980700969696045,0.25,0.143,0
17,Raw material,Worker processing product,0.41130274534225464,0.25,0.143,0
17,Raw material,Raw materials involved in product processing,0.32626819610595703,1.0,0.286,1
17,Raw material,Workshop raw material management,0.45266252756118774,0.5,0.143,1
17,Product,Product processing task,0.42228958010673523,0.5,0.429,1
17,Product,Worker processing product,0.45278266072273254,0.5,0.429,0
17,Product,Raw materials involved in product processing,0.3963150382041931,0.5,0.571,0
17,Product,Workshop raw material management,0.5485790371894836,0.25,0.429,0
17,Product processing task,Worker processing product,0.4706515073776245,0.167,0.0,1
17,Product processing task,Raw materials involved in product processing,0.4695058763027191,0.25,0.0,1
17,Product processing task,Workshop raw material management,0.620447039604187,0.25,0.429,0
17,Worker processing product,Raw materials involved in product processing,0.46833816170692444,0.2,0.429,0
17,Worker processing product,Workshop raw material management,0.5928056240081787,0.25,0.571,0
17,Raw materials involved in product processing,Workshop raw material management,0.5488228797912598,1.0,0.857,0
18,Equipment,Usage Record,0.8483679294586182,0.333,0.75,1
18,Equipment,Maintenance Record,0.8483679294586182,0.333,0.75,1
18,Usage Record,Maintenance Record,0.8483679294586182,0.5,0.25,0
19,Customer,Order,0.9038798809051514,0.25,0.333,1
19,Customer,Dish,0.606315553188324,0.25,0.0,0
19,Customer,Order Details,0.5979506373405457,0.25,0.333,0
19,Order,Dish,0.700476884841919,0.333,0.667,0
19,Order,Order Details,0.5590109825134277,0.5,0.0,1
19,Dish,Order Details,0.7067639231681824,0.25,0.667,1
20,Supplier,Ingredient,0.793573796749115,0.25,0.5,0
20,Supplier,Purchase Record,0.5475404262542725,0.25,0.5,1
20,Ingredient,Purchase Record,0.5960484743118286,0.25,0.5,1
21,Employee,Shift,0.892815113067627,0.25,0.273,0
21,Employee,Schedule,0.892815113067627,0.5,0.182,1
21,Shift,Schedule,0.892815113067627,0.167,0.182,1
22,Document,Document Management Personnel,0.8374179601669312,0.5,1.0,0
22,Document,Approval Record,0.8477060794830322,0.25,0.667,1
22,Document,Archiving Record,0.8477060794830322,0.25,1.0,1
22,Document,Query Record,0.8477060794830322,0.25,1.0,1
22,Document Management Personnel,Approval Record,0.7551863193511963,0.25,0.667,1
22,Document Management Personnel,Archiving Record,0.7625910639762878,0.25,1.0,1
22,Document Management Personnel,Query Record,0.7320927381515503,0.25,1.0,1
22,Approval Record,Archiving Record,0.8477060794830322,0.25,0.667,0
22,Approval Record,Query Record,0.8477060794830322,0.5,0.667,0
22,Archiving Record,Query Record,0.8477060794830322,0.2,1.0,0
23,Donor,Recipient,0.8675842881202698,0.5,0.667,0
23,Donor,Donated Item,0.8675842881202698,0.25,0.667,0
23,Donor,Donation Record,0.8675842881202698,0.333,1.0,1
23,Donor,Donation Record Details,0.6358762383460999,0.25,1.0,0
23,Recipient,Donated Item,0.8675842881202698,0.333,0.667,0
23,Recipient,Donation Record,0.8675842881202698,0.5,0.667,1
23,Recipient,Donation Record Details,0.6088873147964478,0.25,0.667,0
23,Donated Item,Donation Record,0.8675842881202698,0.5,0.667,0
23,Donated Item,Donation Record Details,0.6441644430160522,0.25,0.667,1
23,Donation Record,Donation Record Details,0.6397949457168579,0.5,0.0,1
24,Agricultural and sideline products,Employee,0.6339837312698364,0.25,0.25,0
24,Agricultural and sideline products,Department,0.6455395817756653,0.25,0.25,0
24,Agricultural and sideline products,Purchase record,0.6685110330581665,0.25,0.625,1
24,Agricultural and sideline products,Processing record,0.7331110835075378,0.25,0.75,1
24,Agricultural and sideline products,Sales record,0.6597936749458313,0.25,0.75,1
24,Employee,Department,0.6835779547691345,0.333,0.125,1
24,Employee,Purchase record,0.47974997758865356,0.25,0.125,1
24,Employee,Processing record,0.4807910919189453,0.25,0.125,1
24,Employee,Sales record,0.4829206168651581,0.25,0.125,1
24,Department,Purchase record,0.47614219784736633,0.25,0.125,0
24,Department,Processing record,0.47422030568122864,0.25,0.125,0
24,Department,Sales record,0.483290433883667,0.25,0.125,0
24,Purchase record,Processing record,0.5091347098350525,0.167,0.0,0
24,Purchase record,Sales record,0.44566744565963745,0.167,0.0,0
24,Processing record,Sales record,0.5440630912780762,0.167,0.375,0
25,Tobacco products,Department,0.693983793258667,0.25,0.0,0
25,Tobacco products,Employee,0.6885114908218384,0.25,0.0,0
25,Tobacco products,Production Record,0.6955956220626831,0.25,0.625,1
25,Tobacco products,Production Record Details,0.7128498554229736,0.25,0.625,0
25,Department,Employee,0.5425533056259155,0.25,0.125,1
25,Department,Production Record,0.5051180124282837,0.25,0.0,0
25,Department,Production Record Details,0.5128625631332397,0.25,0.0,0
25,Employee,Production Record,0.5215723514556885,0.25,0.0,1
25,Employee,Production Record Details,0.5277102589607239,0.25,0.0,1
25,Production Record,Production Record Details,0.403453528881073,0.5,0.0,1
26,Textile,Department,0.6041769981384277,0.25,0.0,0
26,Textile,Employee,0.636663019657135,0.25,0.0,0
26,Textile,Inventory,0.7874321937561035,0.25,0.111,1
26,Textile,Production Relationship,0.5999438762664795,0.25,0.222,1
26,Textile,Sales Relationship,0.6418594121932983,0.25,0.111,1
26,Textile,Performance Evaluation,0.6921399235725403,0.25,0.0,0
26,Department,Employee,0.3446139097213745,0.25,0.0,1
26,Department,Inventory,0.45580917596817017,0.25,0.0,0
26,Department,Production Relationship,0.41184866428375244,0.25,0.0,0
26,Department,Sales Relationship,0.38532695174217224,0.25,0.0,0
26,Department,Performance Evaluation,0.5265222787857056,0.333,0.111,0
26,Employee,Inventory,0.5168104767799377,0.25,0.0,0
26,Employee,Production Relationship,0.44884076714515686,0.25,0.0,1
26,Employee,Sales Relationship,0.43528008460998535,0.25,0.0,1
26,Employee,Performance Evaluation,0.5171583294868469,0.25,0.111,1
26,Inventory,Production Relationship,0.49226272106170654,0.25,0.111,0
26,Inventory,Sales Relationship,0.4855969250202179,0.25,0.111,0
26,Inventory,Performance Evaluation,0.569111168384552,0.25,0.0,0
26,Production Relationship,Sales Relationship,0.4009547233581543,0.167,0.111,0
26,Production Relationship,Performance Evaluation,0.4902145266532898,0.25,0.0,0
26,Sales Relationship,Performance Evaluation,0.45194506645202637,0.25,0.0,0
27,Department,Employee,0.40973806381225586,0.25,0.0,1
27,Department,Clothing,0.5198562145233154,0.25,0.0,0
27,Department,Production Record,0.5618043541908264,0.25,0.0,0
27,Department,Sales Record,0.5144363045692444,0.25,0.0,0
27,Employee,Clothing,0.5292622447013855,0.25,0.0,0
27,Employee,Production Record,0.5822539925575256,0.25,0.0,1
27,Employee,Sales Record,0.540291428565979,0.25,0.0,1
27,Clothing,Production Record,0.6036320924758911,0.25,0.25,1
27,Clothing,Sales Record,0.616370677947998,0.25,0.125,1
27,Production Record,Sales Record,0.5278541445732117,0.167,0.125,0
28,Timber,Department,0.6047991514205933,0.25,0.0,0
28,Timber,Employee,0.6101020574569702,0.25,0.0,0
28,Timber,Timber Procurement,0.6076822280883789,0.5,0.25,1
28,Timber,Timber Processing,0.8375595808029175,0.333,0.375,1
28,Department,Employee,0.41637182235717773,0.25,0.0,1
28,Department,Timber Procurement,0.6602698564529419,0.25,0.0,0
28,Department,Timber Processing,0.7344242334365845,0.25,0.0,0
28,Employee,Timber Procurement,0.67475426197052,0.25,0.0,1
28,Employee,Timber Processing,0.7447179555892944,0.25,0.0,1
28,Timber Procurement,Timber Processing,0.7231026887893677,0.25,0.125,0
29,furniture,department,0.6177927255630493,0.25,0.0,0
29,furniture,employee,0.6473803520202637,0.25,0.0,0
29,furniture,production,0.8422878980636597,0.5,0.25,0
29,furniture,sales,0.8422878980636597,0.25,0.125,0
29,department,employee,0.4005788266658783,0.25,0.0,1
29,department,production,0.4967469871044159,0.25,0.0,0
29,department,sales,0.48968976736068726,0.25,0.0,0
29,employee,production,0.5203573107719421,0.25,0.0,0
29,employee,sales,0.5191835165023804,0.25,0.0,0
29,production,sales,0.8422878980636597,0.333,0.125,0
30,Raw Material Table,Product Table,0.40574121475219727,0.167,0.2,1
30,Raw Material Table,Production Record Table,0.44976377487182617,0.167,0.2,0
30,Raw Material Table,Inventory Record Table,0.5035018920898438,0.167,0.1,0
30,Raw Material Table,Sales Record Table,0.4622160792350769,0.167,0.1,0
30,Raw Material Table,Employee Department Table,0.49257928133010864,0.167,0.0,0
30,Product Table,Production Record Table,0.5133045315742493,0.167,0.6,1
30,Product Table,Inventory Record Table,0.5136083960533142,0.167,0.4,1
30,Product Table,Sales Record Table,0.43832486867904663,0.167,0.4,1
30,Product Table,Employee Department Table,0.5040854811668396,0.167,0.0,0
30,Production Record Table,Inventory Record Table,0.5445948839187622,0.143,0.1,0
30,Production Record Table,Sales Record Table,0.48301321268081665,0.125,0.1,0
30,Production Record Table,Employee Department Table,0.5601662397384644,0.167,0.1,1
30,Inventory Record Table,Sales Record Table,0.47795867919921875,0.143,0.1,0
30,Inventory Record Table,Employee Department Table,0.5474438667297363,0.167,0.1,1
30,Sales Record Table,Employee Department Table,0.462555468082428,0.167,0.1,1
31,Moving Team,Mover,0.5132520198822021,0.2,0.2,1
31,Moving Team,Moving Task,0.5432306528091431,0.25,0.0,1
31,Mover,Moving Task,0.5716445446014404,0.25,0.4,0
32,Rental Location,Vehicle,0.686729907989502,0.5,0.6,1
32,Rental Location,Customer,0.7074760794639587,0.143,0.6,0
32,Rental Location,Rental Task,0.7074760794639587,0.125,0.2,0
32,Vehicle,Customer,0.6122868061065674,0.25,0.2,0
32,Vehicle,Rental Task,0.7190783023834229,0.25,0.6,1
32,Customer,Rental Task,0.6655789613723755,0.25,0.6,1
33,Electronic Product,Sales Team,0.785054087638855,0.25,0.333,0
33,Electronic Product,Sales Personnel,0.7668750286102295,0.25,0.333,0
33,Electronic Product,Customer,0.701309323310852,0.25,0.167,0
33,Electronic Product,Sales Task,0.7913256883621216,0.25,0.333,0
33,Electronic Product,Sales Task Customer,0.7965525388717651,0.25,0.333,0
33,Electronic Product,Sales Task Product,0.7704342007637024,0.167,0.167,1
33,Sales Team,Sales Personnel,0.5906627178192139,0.25,0.167,1
33,Sales Team,Customer,0.6122657060623169,0.25,0.167,0
33,Sales Team,Sales Task,0.6315128803253174,0.25,0.0,0
33,Sales Team,Sales Task Customer,0.5926809310913086,0.25,0.0,0
33,Sales Team,Sales Task Product,0.6337916851043701,0.25,0.0,0
33,Sales Personnel,Customer,0.5845295190811157,0.25,0.167,0
33,Sales Personnel,Sales Task,0.6025644540786743,0.25,0.0,0
33,Sales Personnel,Sales Task Customer,0.5748295783996582,0.25,0.0,0
33,Sales Personnel,Sales Task Product,0.6209816932678223,0.25,0.0,0
33,Customer,Sales Task,0.6854695677757263,0.25,0.167,0
33,Customer,Sales Task Customer,0.5280189514160156,0.5,0.167,1
33,Customer,Sales Task Product,0.6227536201477051,0.25,0.167,0
33,Sales Task,Sales Task Customer,0.5791361331939697,0.5,0.167,1
33,Sales Task,Sales Task Product,0.6096302270889282,0.5,0.333,1
33,Sales Task Customer,Sales Task Product,0.560753583908081,0.25,0.167,0
34,equipment,project,0.6248581409454346,0.2,0.286,0
34,equipment,equipment usage record,0.7097662687301636,0.5,0.286,1
34,project,equipment usage record,0.7097662687301636,0.25,0.286,1
35,Customer,Project,0.9014074802398682,0.25,0.545,0
35,Customer,Customer Project Relationship,0.5547775030136108,0.5,0.545,1
35,Project,Customer Project Relationship,0.5838935971260071,0.5,0.545,1
36,Contract,Project,0.8650407791137695,0.25,0.545,1
36,Contract,Project Includes Contract,0.5589430928230286,0.5,0.545,1
36,Contract,Contract Change Record,0.5777996778488159,0.5,0.364,1
36,Project,Project Includes Contract,0.5621503591537476,0.333,0.545,1
36,Project,Contract Change Record,0.5828857421875,0.25,0.636,0
36,Project Includes Contract,Contract Change Record,0.6208821535110474,0.25,0.273,0
37,Civil Engineering Project,Inspector,0.66167813539505,0.25,0.385,0
37,Civil Engineering Project,Project Quality Inspection,0.8905256986618042,0.2,0.154,1
37,Inspector,Project Quality Inspection,0.6872345209121704,0.25,0.385,1
38,Designer,Customer,0.5512388348579407,0.25,0.0,0
38,Designer,Project,0.6403437852859497,0.2,0.2,1
38,Customer,Project,0.4539806544780731,0.25,0.0,1
39,Civil Engineering Project,Building,0.6308962106704712,0.25,0.2,1
39,Civil Engineering Project,Sales Personnel,0.7058249711990356,0.25,0.0,0
39,Civil Engineering Project,Project Manager,0.8517538905143738,0.143,0.2,1
39,Civil Engineering Project,Building Sale,0.6395314931869507,0.25,0.2,0
39,Building,Sales Personnel,0.6150000691413879,0.25,0.2,0
39,Building,Project Manager,0.635382890701294,0.25,0.2,0
39,Building,Building Sale,0.42750710248947144,0.5,0.2,1
39,Sales Personnel,Project Manager,0.6291699409484863,0.25,0.0,0
39,Sales Personnel,Building Sale,0.5314115285873413,1.0,0.4,1
39,Project Manager,Building Sale,0.6577954292297363,0.25,0.2,0
40,Property Information,Salesperson,0.8044158220291138,0.25,0.267,0
40,Property Information,Customer Information,0.8044158220291138,0.143,0.267,0
40,Property Information,Sales Contract,0.8044158220291138,0.167,0.6,1
40,Property Information,Salesperson Sold Property,0.6725459694862366,0.333,0.333,0
40,Salesperson,Customer Information,0.8044158220291138,0.25,0.267,0
40,Salesperson,Sales Contract,0.8044158220291138,0.2,0.4,0
40,Salesperson,Salesperson Sold Property,0.6091717481613159,0.5,0.2,1
40,Customer Information,Sales Contract,0.8044158220291138,0.167,0.667,1
40,Customer Information,Salesperson Sold Property,0.7024105191230774,0.333,0.6,0
40,Sales Contract,Salesperson Sold Property,0.6199709177017212,0.333,0.733,1
41,Community,Property Manager,0.6708475947380066,0.2,0.5,1
41,Community,Resident,0.5915509462356567,0.333,0.333,1
41,Community,Repair Order,0.3975464105606079,0.25,0.167,1
41,Community,Repair Staff,0.4103987514972687,0.25,0.167,0
41,Community,Management,0.4948941171169281,0.25,0.0,1
41,Community,Residence,0.4375764727592468,0.25,0.0,1
41,Community,Execution,0.2776504158973694,0.25,0.0,0
41,Property Manager,Resident,0.6192148923873901,0.25,0.167,0
41,Property Manager,Repair Order,0.580429196357727,0.25,0.167,0
41,Property Manager,Repair Staff,0.6105519533157349,0.25,0.167,0
41,Property Manager,Management,0.6089270114898682,0.25,0.167,1
41,Property Manager,Residence,0.6217620968818665,0.25,0.0,0
41,Property Manager,Execution,0.5426869988441467,0.25,0.0,0
41,Resident,Repair Order,0.36621958017349243,0.25,0.167,1
41,Resident,Repair Staff,0.4117750823497772,0.25,0.167,0
41,Resident,Management,0.4491425156593323,0.25,0.0,0
41,Resident,Residence,0.3720799684524536,0.25,0.0,1
41,Resident,Execution,0.24997924268245697,0.25,0.0,0
41,Repair Order,Repair Staff,0.30671700835227966,0.25,0.0,1
41,Repair Order,Management,0.3587014675140381,0.25,0.0,0
41,Repair Order,Residence,0.3852669894695282,0.25,0.0,0
41,Repair Order,Execution,0.1914127916097641,0.25,0.0,1
41,Repair Staff,Management,0.3890132009983063,0.25,0.0,0
41,Repair Staff,Residence,0.4337069094181061,0.25,0.0,0
41,Repair Staff,Execution,0.2688942551612854,0.25,0.0,1
41,Management,Residence,0.5419970154762268,0.25,0.0,0
41,Management,Execution,0.33975014090538025,0.25,0.0,0
41,Residence,Execution,0.30210644006729126,0.25,0.0,0
42,Community,Property Manager,0.6171211004257202,0.167,0.2,1
42,Community,Resident,0.36606013774871826,0.333,0.4,1
42,Community,Maintenance Record,0.6106611490249634,0.25,0.4,1
42,Community,Maintenance Personnel,0.6715587377548218,0.2,0.3,0
42,Community,Building,0.7052522897720337,0.083,0.1,0
42,Community,Worker handles maintenance records,0.6128042340278625,0.25,0.3,0
42,Property Manager,Resident,0.5845338702201843,0.25,0.1,0
42,Property Manager,Maintenance Record,0.7125973701477051,0.25,0.2,0
42,Property Manager,Maintenance Personnel,0.6550487875938416,0.25,0.1,0
42,Property Manager,Building,0.5696204900741577,0.25,0.0,0
42,Property Manager,Worker handles maintenance records,0.7127647995948792,0.25,0.1,0
42,Resident,Maintenance Record,0.5594258308410645,0.25,0.3,1
42,Resident,Maintenance Personnel,0.6715587377548218,0.25,0.2,0
42,Resident,Building,0.7052522897720337,0.143,0.1,1
42,Resident,Worker handles maintenance records,0.5603843927383423,0.25,0.2,0
42,Maintenance Record,Maintenance Personnel,0.5777045488357544,0.25,0.1,0
42,Maintenance Record,Building,0.6022202372550964,0.25,0.1,0
42,Maintenance Record,Worker handles maintenance records,0.5592371225357056,1.0,0.0,0
42,Maintenance Personnel,Building,0.5646257400512695,0.25,0.0,0
42,Maintenance Personnel,Worker handles maintenance records,0.5751218795776367,0.25,0.0,1
42,Building,Worker handles maintenance records,0.6130678057670593,0.25,0.0,0
43,Loan Application,Loan Approval,0.7503834962844849,0.25,0.5,1
43,Loan Application,Approval officer,0.6496031284332275,0.25,0.643,0
43,Loan Approval,Approval officer,0.6236639022827148,0.2,0.0,1
44,Property,Analysis report,0.712581992149353,0.25,0.5,1
45,Warehouse,Good,0.8070301413536072,0.5,0.333,0
45,Warehouse,Warehouse Good Record,0.6415283679962158,0.5,0.333,1
45,Warehouse,Inventory,0.8070301413536072,0.333,0.5,1
45,Warehouse,Outgoing record,0.6436029672622681,0.25,0.167,1
45,Good,Warehouse Good Record,0.4930398464202881,0.5,0.5,1
45,Good,Inventory,0.8070301413536072,0.25,0.333,1
45,Good,Outgoing record,0.2695683240890503,0.25,0.333,1
45,Warehouse Good Record,Inventory,0.7009143829345703,0.25,0.5,0
45,Warehouse Good Record,Outgoing record,0.5997426509857178,0.167,0.0,0
45,Inventory,Outgoing record,0.5962899923324585,0.25,0.167,0
46,Member,Shopping Record,0.8660593032836914,0.333,0.875,1
46,Member,Point Redemption Record,0.8660593032836914,0.5,0.875,1
46,Shopping Record,Point Redemption Record,0.8660593032836914,0.333,0.5,0
47,Reporter,News Article,0.6498342156410217,0.25,0.5,0
47,Reporter,Editor,0.7805052995681763,0.167,0.5,0
47,Reporter,Publisher,0.8262410163879395,0.333,0.25,0
47,Reporter,Article Reporter Table,0.6139161586761475,0.5,0.5,1
47,Reporter,Article Editor Table,0.6345881223678589,0.25,0.5,0
47,Reporter,Article Publisher Table,0.6825607419013977,0.25,0.5,0
47,News Article,Editor,0.6316434144973755,0.25,0.5,0
47,News Article,Publisher,0.6660457849502563,0.25,0.5,0
47,News Article,Article Reporter Table,0.6137082576751709,0.2,0.0,1
47,News Article,Article Editor Table,0.5875051617622375,0.2,0.0,1
47,News Article,Article Publisher Table,0.627315878868103,0.2,0.0,1
47,Editor,Publisher,0.8262410163879395,0.5,0.25,0
47,Editor,Article Reporter Table,0.6098213195800781,0.25,0.5,0
47,Editor,Article Editor Table,0.44298607110977173,0.5,0.5,1
47,Editor,Article Publisher Table,0.5569279789924622,0.25,0.5,0
47,Publisher,Article Reporter Table,0.6754636764526367,0.25,0.5,0
47,Publisher,Article Editor Table,0.5740661025047302,0.25,0.5,0
47,Publisher,Article Publisher Table,0.538313627243042,0.5,0.5,1
47,Article Reporter Table,Article Editor Table,0.5831592082977295,0.167,0.5,0
47,Article Reporter Table,Article Publisher Table,0.6216404438018799,0.167,0.25,0
47,Article Editor Table,Article Publisher Table,0.48572075366973877,0.167,0.25,0
48,Reporter,Editor,0.8103076219558716,0.167,0.167,0
48,Reporter,Publisher,0.705605149269104,0.25,0.0,0
48,Reporter,Manuscript,0.910347044467926,0.2,0.5,0
48,Reporter,Writing Record,0.6474218368530273,0.25,0.0,1
48,Reporter,Review Record,0.6665986776351929,0.25,0.333,0
48,Reporter,Publication Record,0.6843329668045044,0.25,0.167,0
48,Editor,Publisher,0.599280059337616,0.25,0.0,0
48,Editor,Manuscript,0.8103076219558716,0.2,0.167,0
48,Editor,Writing Record,0.5331968069076538,0.25,0.0,0
48,Editor,Review Record,0.5296663641929626,0.25,0.167,1
48,Editor,Publication Record,0.6083893775939941,0.25,0.0,0
48,Publisher,Manuscript,0.733333170413971,0.25,0.167,0
48,Publisher,Writing Record,0.6062859892845154,0.25,0.0,0
48,Publisher,Review Record,0.6170858144760132,0.25,0.0,0
48,Publisher,Publication Record,0.6068716049194336,0.25,0.0,1
48,Manuscript,Writing Record,0.5810195803642273,0.25,0.167,1
48,Manuscript,Review Record,0.5834867358207703,0.25,0.667,1
48,Manuscript,Publication Record,0.6143995523452759,0.25,0.333,1
48,Writing Record,Review Record,0.5136550068855286,0.167,0.0,0
48,Writing Record,Publication Record,0.5533319115638733,0.167,0.0,0
48,Review Record,Publication Record,0.50856614112854,0.167,0.333,0
49,Program,Host,0.8974322080612183,0.143,1.0,0
49,Program,Host Program Assignment,0.5105999708175659,0.5,1.0,1
49,Host,Host Program Assignment,0.5167527198791504,0.5,1.0,1
50,Movie,Copyright Holder,0.861745297908783,0.5,0.6,0
50,Movie,License Movie,0.5505397319793701,0.5,0.4,1
50,Copyright Holder,License Movie,0.6495116949081421,0.25,0.6,1
51,Reservoir and River,Monitoring Personnel,0.7378519773483276,0.25,0.579,0
51,Reservoir and River,Maintenance Personnel,0.7056092023849487,0.25,0.579,0
51,Reservoir and River,Resource Monitoring,0.7547497153282166,0.25,0.684,1
51,Reservoir and River,Resource Maintenance,0.6999685168266296,0.25,0.684,1
51,Monitoring Personnel,Maintenance Personnel,0.7956321835517883,0.5,0.316,0
51,Monitoring Personnel,Resource Monitoring,0.8066190481185913,0.25,0.368,1
51,Monitoring Personnel,Resource Maintenance,0.6400336027145386,0.25,0.579,0
51,Maintenance Personnel,Resource Monitoring,0.7956321835517883,0.5,0.526,0
51,Maintenance Personnel,Resource Maintenance,0.8400574326515198,0.167,0.368,1
51,Resource Monitoring,Resource Maintenance,0.6533735990524292,0.25,0.316,0
52,Land,Project,0.8731529116630554,0.2,0.571,0
