Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1
Ex 298,1.0000,1.0000,1.0000,0.8182,0.6923,0.7500,1.0000,1.0000,1.0000
Ex 299,1.0000,1.0000,1.0000,0.8846,0.8519,0.8679,1.0000,1.0000,1.0000
Ex 300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 301,0.6000,0.7500,0.6667,0.6316,0.6316,0.6316,0.0000,0.0000,0.0000
Ex 302,0.8333,1.0000,0.9091,0.8065,0.7812,0.7937,1.0000,1.0000,1.0000
Ex 303,0.8571,1.0000,0.9231,0.9000,0.8182,0.8571,1.0000,0.4000,0.5714
Ex 304,1.0000,1.0000,1.0000,0.8333,0.7143,0.7692,1.0000,1.0000,1.0000
Ex 305,0.7500,0.7500,0.7500,0.8667,0.8667,0.8667,0.6667,0.6667,0.6667
Ex 306,0.9167,1.0000,0.9565,0.7358,0.6842,0.7091,0.5556,0.7143,0.6250
Ex 307,0.2500,0.3333,0.2857,0.6429,0.6429,0.6429,0.0000,0.0000,0.0000
Ex 308,0.7500,0.6000,0.6667,0.9333,0.7778,0.8485,0.5000,0.2000,0.2857
Ex 309,0.3333,0.4000,0.3636,0.9000,0.7500,0.8182,0.0000,0.0000,0.0000
Ex 310,0.6667,1.0000,0.8000,1.0000,0.8667,0.9286,0.0000,0.0000,0.0000
Ex 311,0.6000,1.0000,0.7500,1.0000,0.9412,0.9697,1.0000,0.6667,0.8000
Ex 312,1.0000,1.0000,1.0000,0.8571,0.6667,0.7500,1.0000,1.0000,1.0000
Ex 313,0.6667,0.8571,0.7500,0.6111,0.6471,0.6286,0.0000,0.0000,0.0000
Ex 314,0.8000,1.0000,0.8889,0.8462,0.6875,0.7586,1.0000,0.6000,0.7500
Ex 315,0.2500,0.2500,0.2500,0.6667,0.8571,0.7500,0.0000,0.0000,0.0000
Ex 316,0.6667,0.8000,0.7273,0.6364,0.9333,0.7568,1.0000,0.5000,0.6667
Ex 317,0.2500,0.5000,0.3333,0.8571,1.0000,0.9231,0.0000,0.0000,0.0000
Ex 318,0.6667,0.6667,0.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 319,1.0000,1.0000,1.0000,1.0000,0.7000,0.8235,1.0000,1.0000,1.0000
Ex 320,1.0000,1.0000,1.0000,0.9500,0.7917,0.8636,1.0000,0.5000,0.6667
Ex 321,0.0714,0.2000,0.1053,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000
Ex 322,1.0000,0.4286,0.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 323,0.6667,0.6667,0.6667,1.0000,0.5000,0.6667,0.0000,0.0000,0.0000
Ex 324,0.1667,0.5000,0.2500,0.5000,0.7500,0.6000,0.0000,0.0000,0.0000
Ex 325,0.5000,1.0000,0.6667,0.8750,1.0000,0.9333,0.0000,0.0000,0.0000
Ex 326,0.6000,1.0000,0.7500,0.7778,0.7368,0.7568,1.0000,0.5000,0.6667
Ex 327,1.0000,1.0000,1.0000,0.8421,0.7273,0.7805,1.0000,0.5000,0.6667
Ex 328,0.8000,0.6667,0.7273,0.7353,0.7812,0.7576,1.0000,0.5000,0.6667
Ex 329,0.5000,0.7500,0.6000,0.8182,0.8182,0.8182,1.0000,0.3333,0.5000
Ex 330,1.0000,0.8000,0.8889,0.6667,0.5000,0.5714,0.6667,0.5000,0.5714
Ex 331,0.5714,1.0000,0.7273,0.5714,0.5455,0.5581,0.5000,0.5000,0.5000
Ex 332,1.0000,0.5714,0.7273,0.0000,0.0000,0.0000,1.0000,0.2857,0.4444
Ex 333,0.4286,0.5000,0.4615,0.6364,0.2800,0.3889,0.0000,0.0000,0.0000
Ex 334,1.0000,1.0000,1.0000,0.9231,0.8000,0.8571,1.0000,0.6667,0.8000
Ex 335,0.4000,1.0000,0.5714,0.8182,0.7500,0.7826,1.0000,1.0000,1.0000
Ex 336,1.0000,1.0000,1.0000,0.9394,0.9394,0.9394,1.0000,0.7500,0.8571
Ex 337,0.7500,0.6000,0.6667,0.8182,0.8182,0.8182,1.0000,0.2000,0.3333
Ex 338,0.7143,1.0000,0.8333,0.9600,0.7742,0.8571,1.0000,0.4000,0.5714
Ex 339,0.3333,0.6667,0.4444,0.4286,0.4286,0.4286,0.0000,0.0000,0.0000
Ex 340,1.0000,0.7778,0.8750,0.6538,0.7727,0.7083,0.6667,0.5000,0.5714
Ex 341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 342,0.7500,1.0000,0.8571,1.0000,0.6000,0.7500,1.0000,1.0000,1.0000
Ex 343,0.4286,0.6000,0.5000,0.7778,0.5385,0.6364,0.0000,0.0000,0.0000
Ex 344,0.5000,0.6250,0.5556,0.6316,0.5455,0.5854,1.0000,0.1250,0.2222
Ex 345,1.0000,0.7500,0.8571,0.6667,0.7619,0.7111,1.0000,0.4286,0.6000
Ex 346,0.3333,1.0000,0.5000,0.2500,0.0909,0.1333,1.0000,1.0000,1.0000
Ex 347,0.6875,0.9167,0.7857,0.5472,0.6905,0.6105,0.0000,0.0000,0.0000
Ex 348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 349,0.4286,1.0000,0.6000,0.6364,0.6087,0.6222,1.0000,1.0000,1.0000
Ex 350,0.6000,0.8571,0.7059,0.9615,0.7353,0.8333,0.0000,0.0000,0.0000
Ex 351,0.5000,0.6000,0.5455,0.6667,0.8571,0.7500,0.5000,0.2000,0.2857
Ex 352,1.0000,1.0000,1.0000,0.8182,0.6923,0.7500,0.0000,0.0000,0.0000
Ex 353,0.4286,0.6000,0.5000,0.5238,0.6875,0.5946,0.0000,0.0000,0.0000
Ex 354,0.5000,0.6667,0.5714,0.6250,0.7143,0.6667,0.0000,0.0000,0.0000
Ex 355,0.7143,1.0000,0.8333,0.6316,0.5455,0.5854,1.0000,0.2000,0.3333
Ex 356,0.3333,0.5000,0.4000,0.8000,0.8000,0.8000,0.0000,0.0000,0.0000
Ex 357,0.5714,0.5714,0.5714,0.9000,0.7826,0.8372,1.0000,0.1667,0.2857
Ex 358,0.4000,1.0000,0.5714,0.4444,0.2000,0.2759,0.0000,0.0000,0.0000
Ex 359,0.7500,1.0000,0.8571,0.7222,0.8125,0.7647,1.0000,0.6667,0.8000
Ex 360,0.3333,1.0000,0.5000,0.4000,0.3750,0.3871,1.0000,0.5000,0.6667
Ex 361,0.4286,0.7500,0.5455,0.5200,0.6842,0.5909,0.5000,0.5000,0.5000
Ex 362,1.0000,1.0000,1.0000,0.5789,0.5789,0.5789,1.0000,0.6667,0.8000
Ex 363,0.3333,0.5000,0.4000,0.9474,0.8571,0.9000,0.0000,0.0000,0.0000
Ex 364,0.8000,1.0000,0.8889,0.8462,0.8462,0.8462,1.0000,1.0000,1.0000
Ex 365,1.0000,1.0000,1.0000,1.0000,0.8889,0.9412,1.0000,1.0000,1.0000
Ex 366,1.0000,1.0000,1.0000,0.9286,0.7647,0.8387,1.0000,1.0000,1.0000
Ex 367,0.7500,1.0000,0.8571,1.0000,0.8421,0.9143,1.0000,1.0000,1.0000
Ex 368,0.8000,0.5000,0.6154,0.6667,0.5333,0.5926,1.0000,0.1111,0.2000
Ex 369,0.2500,0.7500,0.3750,0.5556,0.3125,0.4000,0.0000,0.0000,0.0000
Ex 370,0.5714,0.8000,0.6667,0.8571,0.8000,0.8276,1.0000,0.6000,0.7500
Ex 371,0.8000,1.0000,0.8889,0.8387,0.8387,0.8387,1.0000,0.6667,0.8000
Ex 372,0.6667,0.5714,0.6154,0.2333,0.5000,0.3182,0.5000,0.1250,0.2000
Ex 373,0.3000,0.4286,0.3529,1.0000,0.2143,0.3529,0.0000,0.0000,0.0000
Ex 374,1.0000,0.8750,0.9333,0.7586,0.8148,0.7857,1.0000,0.8333,0.9091
Ex 375,1.0000,1.0000,1.0000,0.8857,0.8378,0.8611,1.0000,0.8333,0.9091
Ex 376,1.0000,0.5000,0.6667,0.7727,0.7727,0.7727,0.0000,0.0000,0.0000
Ex 377,1.0000,1.0000,1.0000,0.8000,0.5714,0.6667,1.0000,0.5000,0.6667
Ex 378,0.5000,0.4000,0.4444,0.5714,0.5714,0.5714,1.0000,0.1667,0.2857
Ex 379,1.0000,0.6000,0.7500,0.9474,0.8571,0.9000,1.0000,0.1667,0.2857
Ex 380,0.8000,1.0000,0.8889,0.9412,0.8889,0.9143,1.0000,0.6667,0.8000
Ex 381,1.0000,1.0000,1.0000,0.5833,0.7000,0.6364,1.0000,0.5000,0.6667
Ex 382,0.6667,0.6667,0.6667,0.8125,0.9286,0.8667,1.0000,0.3333,0.5000
Ex 383,0.6667,1.0000,0.8000,0.9500,0.8636,0.9048,1.0000,0.3333,0.5000
Ex 384,0.8333,0.8333,0.8333,0.9048,0.8261,0.8636,1.0000,0.3333,0.5000
Ex 385,0.2857,0.6667,0.4000,0.8750,0.7778,0.8235,1.0000,0.3333,0.5000
Ex 386,1.0000,1.0000,1.0000,0.8824,0.8824,0.8824,0.6667,1.0000,0.8000
Ex 387,1.0000,1.0000,1.0000,1.0000,0.8333,0.9091,1.0000,0.7500,0.8571
Ex 388,0.7143,0.7143,0.7143,0.6000,0.6818,0.6383,1.0000,0.5000,0.6667
Ex 389,0.6000,0.7500,0.6667,0.9286,0.8125,0.8667,1.0000,0.3333,0.5000
Ex 390,0.5714,0.8000,0.6667,0.8333,0.7143,0.7692,0.0000,0.0000,0.0000
Ex 391,0.7500,1.0000,0.8571,0.7059,0.8000,0.7500,1.0000,0.3333,0.5000
Ex 392,0.5000,1.0000,0.6667,0.5000,0.6667,0.5714,0.6667,1.0000,0.8000
Ex 393,0.8333,1.0000,0.9091,0.7333,0.6875,0.7097,1.0000,0.5000,0.6667
Ex 394,1.0000,1.0000,1.0000,0.9130,0.8750,0.8936,0.0000,0.0000,0.0000
Ex 395,0.5000,1.0000,0.6667,0.6667,0.6667,0.6667,1.0000,0.5000,0.6667
Ex 396,0.3750,0.4286,0.4000,0.5000,0.7500,0.6000,0.0000,0.0000,0.0000
Ex 397,0.6667,1.0000,0.8000,0.4167,0.2778,0.3333,0.0000,0.0000,0.0000
Ex 398,0.8571,1.0000,0.9231,0.7368,0.7778,0.7568,1.0000,0.5000,0.6667
Ex 399,0.6250,0.8333,0.7143,0.8333,0.8333,0.8333,1.0000,0.6667,0.8000
Ex 400,0.4000,0.6667,0.5000,0.8500,0.8095,0.8293,1.0000,0.4000,0.5714
Ex 401,0.8000,1.0000,0.8889,1.0000,0.7778,0.8750,1.0000,0.4000,0.5714
Ex 402,0.8750,0.7778,0.8235,0.7812,0.7812,0.7812,0.0000,0.0000,0.0000
Ex 403,0.6667,0.6667,0.6667,0.9583,0.8846,0.9200,1.0000,0.1667,0.2857
Ex 404,0.8000,0.8000,0.8000,0.8235,0.7000,0.7568,1.0000,0.2500,0.4000
Ex 405,0.8333,0.6250,0.7143,0.8824,0.6818,0.7692,1.0000,0.1250,0.2222
Ex 406,0.8571,1.0000,0.9231,0.8169,0.8169,0.8169,0.6667,0.4444,0.5333
Ex 407,1.0000,1.0000,1.0000,0.9091,0.7692,0.8333,1.0000,0.5000,0.6667
Ex 408,1.0000,1.0000,1.0000,1.0000,0.8667,0.9286,1.0000,0.5000,0.6667
Ex 409,1.0000,1.0000,1.0000,0.8095,0.7727,0.7907,1.0000,1.0000,1.0000
Ex 410,0.6250,0.6250,0.6250,1.0000,1.0000,1.0000,1.0000,0.3333,0.5000
Ex 411,0.2222,0.6667,0.3333,0.9286,0.7647,0.8387,0.0000,0.0000,0.0000
Ex 412,0.7500,0.7500,0.7500,0.8750,0.5385,0.6667,1.0000,0.3333,0.5000
Ex 413,0.6000,0.7500,0.6667,0.8000,0.7500,0.7742,1.0000,0.3333,0.5000
Ex 414,1.0000,1.0000,1.0000,1.0000,0.8077,0.8936,0.0000,0.0000,0.0000
Ex 415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 416,0.8333,0.5000,0.6250,0.9545,0.8077,0.8750,0.6667,0.1538,0.2500
Ex 417,1.0000,0.6250,0.7692,0.6129,0.7308,0.6667,0.0000,0.0000,0.0000
Ex 418,0.5000,0.7500,0.6000,1.0000,0.9048,0.9500,0.0000,0.0000,0.0000
Ex 419,0.6250,1.0000,0.7692,0.7000,0.6364,0.6667,0.6667,0.5000,0.5714
Ex 420,0.8889,0.6667,0.7619,0.6923,0.8491,0.7627,1.0000,0.4667,0.6364
Ex 421,0.6000,1.0000,0.7500,0.5714,0.6154,0.5926,1.0000,0.3333,0.5000
Ex 422,1.0000,1.0000,1.0000,0.9375,0.9375,0.9375,0.7500,0.7500,0.7500
Ex 423,0.6250,0.7143,0.6667,0.8529,0.7838,0.8169,0.0000,0.0000,0.0000
Ex 424,0.6000,0.7500,0.6667,0.9474,0.8182,0.8780,0.0000,0.0000,0.0000
Ex 425,1.0000,1.0000,1.0000,0.7500,0.7500,0.7500,0.0000,0.0000,0.0000
Ex 426,0.6667,0.8000,0.7273,0.6667,0.7500,0.7059,0.0000,0.0000,0.0000
Ex 427,0.8333,0.8333,0.8333,0.9167,0.8462,0.8800,0.7500,0.5000,0.6000
Ex 428,0.4286,0.6000,0.5000,0.6667,0.3636,0.4706,0.0000,0.0000,0.0000
Ex 429,0.6667,1.0000,0.8000,0.8824,0.9375,0.9091,1.0000,1.0000,1.0000
Ex 430,0.5000,0.5000,0.5000,0.6667,0.6400,0.6531,0.0000,0.0000,0.0000
Ex 431,0.8333,0.8333,0.8333,0.6957,0.7619,0.7273,0.0000,0.0000,0.0000
Ex 432,0.8333,1.0000,0.9091,0.9444,0.7083,0.8095,1.0000,0.5000,0.6667
Ex 433,0.5000,0.7500,0.6000,0.7778,0.7000,0.7368,1.0000,0.2500,0.4000
Ex 434,0.8000,0.8000,0.8000,0.7895,0.6818,0.7317,0.0000,0.0000,0.0000
Ex 435,0.7143,0.8333,0.7692,0.8929,0.7576,0.8197,0.0000,0.0000,0.0000
Ex 436,0.3333,0.1111,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 437,0.8333,1.0000,0.9091,0.6800,0.6800,0.6800,1.0000,0.6667,0.8000
Ex 438,0.8333,0.8333,0.8333,0.8571,0.6429,0.7347,0.0000,0.0000,0.0000
Ex 439,0.8000,0.8000,0.8000,0.5882,0.5263,0.5556,1.0000,0.2500,0.4000
Ex 440,0.3333,0.5000,0.4000,0.5417,0.5909,0.5652,0.6667,0.2857,0.4000
Ex 441,0.2000,0.6667,0.3077,0.7500,0.6667,0.7059,0.0000,0.0000,0.0000
Ex 442,0.5714,0.5714,0.5714,0.6957,0.6957,0.6957,0.0000,0.0000,0.0000
Ex 443,0.2500,0.2857,0.2667,0.5455,0.5714,0.5581,0.0000,0.0000,0.0000
Ex 444,0.8000,0.8000,0.8000,0.9000,0.8182,0.8571,0.0000,0.0000,0.0000
Ex 445,0.7778,0.5385,0.6364,0.6296,0.4857,0.5484,1.0000,0.2222,0.3636
Ex 446,0.7778,0.7778,0.7778,0.6667,0.5909,0.6265,1.0000,0.1818,0.3077
Ex 447,0.3636,0.8000,0.5000,0.6667,0.6897,0.6780,1.0000,0.2500,0.4000
Ex 448,0.6667,0.2222,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 449,1.0000,0.8333,0.9091,0.7037,0.6786,0.6909,0.7500,0.6000,0.6667
Ex 450,0.8333,1.0000,0.9091,0.6818,0.6522,0.6667,1.0000,0.6667,0.8000
Ex 451,0.7500,0.6000,0.6667,0.9444,0.8500,0.8947,0.0000,0.0000,0.0000
Ex 452,0.7500,1.0000,0.8571,0.5455,0.5217,0.5333,1.0000,1.0000,1.0000
Ex 453,0.5000,0.6667,0.5714,0.7143,0.5000,0.5882,1.0000,0.5000,0.6667
Ex 454,0.7143,0.7143,0.7143,0.5217,0.6667,0.5854,0.0000,0.0000,0.0000
Ex 455,0.5000,0.7500,0.6000,0.3077,0.5000,0.3810,0.0000,0.0000,0.0000
Ex 456,0.7143,0.7143,0.7143,0.7083,0.7727,0.7391,0.0000,0.0000,0.0000
Ex 457,1.0000,1.0000,1.0000,1.0000,0.8929,0.9434,1.0000,0.5000,0.6667
Ex 458,1.0000,0.8000,0.8889,0.8800,0.9565,0.9167,1.0000,0.5000,0.6667
Ex 459,0.8000,1.0000,0.8889,1.0000,0.7500,0.8571,1.0000,1.0000,1.0000
Ex 460,0.6667,0.6667,0.6667,0.8750,0.7000,0.7778,1.0000,1.0000,1.0000
Ex 461,1.0000,0.8333,0.9091,0.8889,0.8571,0.8727,1.0000,0.2000,0.3333
Ex 462,0.7500,0.7500,0.7500,0.8095,0.8095,0.8095,1.0000,0.3333,0.5000
Ex 463,0.6000,1.0000,0.7500,0.9231,0.6316,0.7500,0.0000,0.0000,0.0000
Ex 464,0.7500,0.7500,0.7500,1.0000,0.6923,0.8182,1.0000,0.4000,0.5714
Ex 465,0.7500,1.0000,0.8571,0.7857,0.6875,0.7333,1.0000,0.5000,0.6667
Ex 466,1.0000,1.0000,1.0000,0.9444,0.8947,0.9189,1.0000,0.5000,0.6667
Ex 467,0.8750,0.7778,0.8235,0.8696,0.8000,0.8333,0.0000,0.0000,0.0000
Ex 468,0.7500,1.0000,0.8571,0.4667,0.3333,0.3889,0.5000,0.5000,0.5000
Ex 469,1.0000,1.0000,1.0000,0.7692,0.7692,0.7692,1.0000,0.5000,0.6667
Ex 470,0.8571,0.8571,0.8571,0.5357,0.5556,0.5455,0.0000,0.0000,0.0000
Ex 471,0.7500,1.0000,0.8571,0.7500,0.7059,0.7273,0.5000,0.5000,0.5000
Ex 472,0.4000,0.6667,0.5000,0.7143,0.5000,0.5882,0.0000,0.0000,0.0000
Ex 473,1.0000,1.0000,1.0000,0.9524,0.9091,0.9302,1.0000,0.5000,0.6667
Ex 474,0.4286,0.7500,0.5455,1.0000,0.4444,0.6154,0.0000,0.0000,0.0000
Ex 475,1.0000,0.8000,0.8889,0.7895,0.7500,0.7692,1.0000,0.5000,0.6667
Ex 476,0.7778,0.6364,0.7000,0.8485,0.9032,0.8750,0.0000,0.0000,0.0000
Ex 477,0.3333,1.0000,0.5000,0.6667,0.7500,0.7059,0.0000,0.0000,0.0000
Ex 478,0.8333,1.0000,0.9091,0.7826,0.7500,0.7660,1.0000,0.6000,0.7500
Ex 479,0.5000,1.0000,0.6667,0.7500,0.5294,0.6207,0.6667,0.6667,0.6667
Ex 480,0.6000,1.0000,0.7500,0.8125,0.7647,0.7879,0.0000,0.0000,0.0000
Ex 481,0.4444,0.6667,0.5333,0.5556,0.5000,0.5263,0.0000,0.0000,0.0000
Ex 482,0.7143,1.0000,0.8333,0.6923,0.6923,0.6923,1.0000,0.5000,0.6667
Ex 483,0.8333,1.0000,0.9091,0.9444,0.8500,0.8947,1.0000,0.5000,0.6667
Ex 484,0.8000,0.8000,0.8000,0.9091,0.7692,0.8333,1.0000,0.4000,0.5714
Ex 485,0.1429,0.1667,0.1538,0.4000,0.5000,0.4444,0.0000,0.0000,0.0000
Ex 486,0.3333,0.6667,0.4444,1.0000,0.3333,0.5000,0.0000,0.0000,0.0000
Ex 487,0.3333,0.5000,0.4000,0.3000,0.2727,0.2857,0.0000,0.0000,0.0000
Ex 488,0.6667,1.0000,0.8000,0.6842,0.5417,0.6047,1.0000,0.6667,0.8000
Ex 489,0.2000,0.2500,0.2222,1.0000,0.5000,0.6667,0.0000,0.0000,0.0000
Ex 490,0.7143,0.7143,0.7143,0.9000,0.8182,0.8571,0.6667,0.2857,0.4000
Ex 491,0.8333,1.0000,0.9091,0.6000,0.4737,0.5294,0.6667,1.0000,0.8000
Ex 492,0.7500,1.0000,0.8571,0.5000,0.4545,0.4762,1.0000,0.6667,0.8000
Ex 493,1.0000,1.0000,1.0000,0.9200,0.9200,0.9200,0.0000,0.0000,0.0000
Ex 494,0.8000,0.8000,0.8000,0.8667,0.8667,0.8667,0.3333,0.2000,0.2500
Ex 495,0.6667,0.8571,0.7500,0.8235,0.8235,0.8235,1.0000,0.1667,0.2857
Ex 496,0.7500,0.7500,0.7500,0.6857,0.8276,0.7500,1.0000,0.2500,0.4000
Ex 497,0.7500,1.0000,0.8571,0.9091,0.6667,0.7692,1.0000,0.5000,0.6667
Ex 498,0.3750,0.6000,0.4615,1.0000,0.5000,0.6667,0.0000,0.0000,0.0000
Ex 499,1.0000,0.8000,0.8889,0.8125,0.6842,0.7429,1.0000,0.5000,0.6667
Ex 500,0.8571,1.0000,0.9231,1.0000,0.5769,0.7317,1.0000,0.2000,0.3333
AVERAGE,0.666,0.7799,0.7015,0.7342,0.6682,0.6913,0.5306,0.3096,0.3687
