Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 367,0.7500,1.0000,0.8571,0.9444,0.8947,0.9189,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 368,1.0000,0.5000,0.6667,0.3333,0.6667,0.4444,0.2000,0.1111,0.1429,0,0.0000,0,0
Ex 370,0.7143,1.0000,0.8333,0.5263,0.4762,0.5000,0.6000,0.6000,0.6000,0,0.0000,0,0
Ex 371,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1,1.0000,1,1
Ex 372,1.0000,0.4286,0.6000,0.5455,0.5000,0.5217,0.3333,0.1250,0.1818,0,0.3333,0,0
Ex 373,0.6250,0.7143,0.6667,0.5556,0.5556,0.5556,0.3333,0.1429,0.2000,0,0.2000,0,0
Ex 375,0.7500,0.8571,0.8000,0.7941,0.8710,0.8308,1.0000,0.8333,0.9091,0,0.0000,0,0
Ex 376,1.0000,0.5833,0.7368,0.9091,0.8333,0.8696,0.2857,0.2000,0.2353,0,0.4286,0,0
Ex 378,0.5000,0.4000,0.4444,0.7500,0.8571,0.8000,1.0000,0.1667,0.2857,0,0.0000,0,0
Ex 379,1.0000,0.6000,0.7500,0.9500,0.9048,0.9268,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 380,1.0000,1.0000,1.0000,0.9412,0.8889,0.9143,1.0000,1.0000,1.0000,1,0.5000,1,0
Ex 381,1.0000,0.6667,0.8000,0.6667,0.5000,0.5714,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 382,0.7500,1.0000,0.8571,0.7368,0.7778,0.7568,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 383,0.6667,1.0000,0.8000,0.9474,0.8182,0.8780,1.0000,1.0000,1.0000,0,0.2500,1,0
Ex 384,0.6250,0.8333,0.7143,0.7308,0.8261,0.7755,1.0000,0.8333,0.9091,0,0.0000,0,0
Ex 385,0.7500,1.0000,0.8571,0.6667,0.6250,0.6452,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 386,1.0000,1.0000,1.0000,1.0000,0.8824,0.9375,0.5000,1.0000,0.6667,1,0.6667,0,0
Ex 387,0.7143,1.0000,0.8333,0.8261,0.7917,0.8085,1.0000,1.0000,1.0000,0,0.4000,1,0
Ex 388,1.0000,0.7143,0.8333,0.2667,0.4286,0.3288,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 389,1.0000,0.7500,0.8571,0.8667,0.8125,0.8387,0.5000,0.3333,0.4000,0,0.6667,0,0
Ex 390,0.5714,0.8000,0.6667,0.4211,0.5714,0.4848,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 392,0.5000,1.0000,0.6667,0.6897,0.9524,0.8000,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 393,0.5000,1.0000,0.6667,0.2571,0.5625,0.3529,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 394,0.5000,1.0000,0.6667,0.6765,0.9583,0.7931,0.5000,0.5000,0.5000,0,0.0000,0,0
Ex 395,0.2857,0.6667,0.4000,0.4000,0.5714,0.4706,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 396,0.5000,0.5714,0.5333,0.6190,0.8125,0.7027,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 397,0.6667,1.0000,0.8000,0.8182,0.5000,0.6207,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 398,0.6000,1.0000,0.7500,0.5625,0.8571,0.6792,1.0000,0.7500,0.8571,0,0.0000,0,0
Ex 399,0.7143,0.8333,0.7692,0.7500,0.9600,0.8421,0.8000,0.6667,0.7273,0,0.2000,0,0
Ex 400,0.8333,0.8333,0.8333,0.7407,0.8000,0.7692,1.0000,0.8000,0.8889,0,0.2000,0,0
Ex 401,0.8000,1.0000,0.8889,0.8333,0.7407,0.7843,1.0000,0.8000,0.8889,0,0.0000,0,0
Ex 402,0.8182,1.0000,0.9000,0.6522,0.8108,0.7229,0.2000,0.3333,0.2500,0,0.0000,0,0
Ex 404,0.7500,0.6000,0.6667,0.7059,0.7500,0.7273,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 405,0.8333,0.6250,0.7143,0.8095,0.7727,0.7907,0.3333,0.2500,0.2857,0,0.4000,0,0
Ex 406,0.8500,0.9444,0.8947,0.5495,0.7463,0.6329,0.4000,0.6667,0.5000,0,0.0588,0,0
Ex 408,0.8000,1.0000,0.8889,0.5294,0.6000,0.5625,1.0000,0.7500,0.8571,0,0.0000,0,0
Ex 409,1.0000,0.8333,0.9091,0.6800,0.8947,0.7727,0.8000,0.6667,0.7273,0,0.2000,0,0
Ex 410,0.7778,0.8750,0.8235,0.5085,0.9091,0.6522,0.3333,0.6667,0.4444,0,0.0000,0,0
Ex 412,1.0000,0.7500,0.8571,1.0000,0.9231,0.9600,0.5000,0.3333,0.4000,0,0.6667,0,0
Ex 414,0.8571,1.0000,0.9231,0.7727,0.6538,0.7083,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 415,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,1.0000,0,0
Ex 416,0.8750,0.7000,0.7778,0.8857,0.8158,0.8493,0.7143,0.3846,0.5000,0,0.2857,0,0
Ex 417,1.0000,0.6250,0.7692,0.8519,0.8846,0.8679,0.3750,0.3750,0.3750,0,0.2000,0,0
Ex 418,0.8000,1.0000,0.8889,0.9000,0.9310,0.9153,0.4000,1.0000,0.5714,0,0.2500,0,0
Ex 420,0.6667,0.8333,0.7407,0.7660,0.5714,0.6545,1.0000,0.4667,0.6364,0,0.0000,0,0
Ex 421,0.7500,1.0000,0.8571,0.6154,0.6154,0.6154,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 422,1.0000,1.0000,1.0000,0.7750,0.9688,0.8611,0.5714,1.0000,0.7273,1,0.0000,0,0
Ex 424,0.6667,1.0000,0.8000,1.0000,0.6667,0.8000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 426,0.6667,0.4000,0.5000,0.6429,1.0000,0.7826,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 427,0.7500,0.5000,0.6000,0.4211,0.4211,0.4211,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 428,0.6000,0.6000,0.6000,0.3529,0.7500,0.4800,0.5000,0.2500,0.3333,0,0.0000,0,0
Ex 429,0.6000,0.7500,0.6667,0.8333,0.8333,0.8333,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 431,0.5714,0.6667,0.6154,0.6667,0.7059,0.6857,1.0000,0.5000,0.6667,0,0.2500,0,0
Ex 432,1.0000,0.8000,0.8889,1.0000,0.8095,0.8947,0.7500,0.5000,0.6000,0,0.2500,0,0
Ex 433,1.0000,1.0000,1.0000,0.6667,0.5833,0.6222,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 436,0.3333,0.3333,0.3333,0.5185,0.6667,0.5833,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 437,1.0000,0.8000,0.8889,0.8000,0.8000,0.8000,0.2500,0.3333,0.2857,0,0.2500,0,0
Ex 438,0.8333,0.8333,0.8333,0.7826,0.6429,0.7059,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 439,0.4286,0.6000,0.5000,0.3750,0.7500,0.5000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 441,0.7500,1.0000,0.8571,0.7273,0.6154,0.6667,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 446,0.6000,0.6667,0.6316,0.5789,0.5946,0.5867,1.0000,0.1818,0.3077,0,0.1667,0,0
Ex 448,0.5000,0.6667,0.5714,0.5714,0.6667,0.6154,1.0000,0.4444,0.6154,0,0.0000,0,0
Ex 449,0.8571,1.0000,0.9231,0.6389,0.7667,0.6970,0.2000,0.2000,0.2000,0,0.0000,0,0
Ex 450,0.8333,1.0000,0.9091,0.8846,1.0000,0.9388,0.8571,1.0000,0.9231,0,0.8000,0,0
Ex 451,0.4286,0.6000,0.5000,0.8235,0.8235,0.8235,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 452,1.0000,1.0000,1.0000,0.7143,0.6522,0.6818,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 455,0.6667,1.0000,0.8000,0.4000,0.3636,0.3810,0.6000,1.0000,0.7500,0,0.0000,0,0
Ex 456,0.8750,1.0000,0.9333,0.7879,0.8387,0.8125,0.6667,0.6667,0.6667,0,0.1429,0,0
Ex 458,1.0000,0.8000,0.8889,0.9130,0.9130,0.9130,1.0000,0.7500,0.8571,0,0.2500,0,0
Ex 459,1.0000,0.7500,0.8571,1.0000,0.6923,0.8182,0.6000,0.6000,0.6000,0,0.0000,0,0
Ex 460,1.0000,1.0000,1.0000,1.0000,0.9286,0.9630,0.5000,1.0000,0.6667,1,0.6667,0,0
Ex 461,1.0000,0.8333,0.9091,0.9310,0.9643,0.9474,0.7500,0.6000,0.6667,0,0.6000,0,0
Ex 462,0.7500,0.7500,0.7500,0.7619,0.7619,0.7619,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 464,1.0000,0.7500,0.8571,1.0000,0.6923,0.8182,0.7500,0.6000,0.6667,0,0.0000,0,0
Ex 465,1.0000,1.0000,1.0000,0.6471,0.6875,0.6667,0.6667,1.0000,0.8000,1,0.3333,0,0
Ex 466,0.4000,1.0000,0.5714,0.5909,0.6842,0.6341,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 467,0.8889,0.8889,0.8889,0.8182,0.9643,0.8852,0.8571,0.6667,0.7500,0,0.5000,0,0
Ex 468,0.4286,1.0000,0.6000,0.5185,0.6667,0.5833,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 471,0.7500,1.0000,0.8571,0.8235,0.8235,0.8235,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 472,0.3000,1.0000,0.4615,0.5000,0.4667,0.4828,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 474,0.5000,0.7500,0.6000,0.6000,0.6667,0.6316,0.0000,0.0000,0.0000,0,0.3333,0,0
Ex 475,1.0000,0.8000,0.8889,0.9444,0.8500,0.8947,0.4000,0.5000,0.4444,0,0.7500,0,0
Ex 476,0.6667,0.9091,0.7692,0.5319,0.6250,0.5747,0.5714,0.5714,0.5714,0,0.1000,0,0
Ex 477,1.0000,1.0000,1.0000,0.7000,0.8750,0.7778,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 478,1.0000,1.0000,1.0000,0.8261,0.7917,0.8085,0.8000,0.8000,0.8000,1,0.2000,0,0
Ex 479,0.4286,1.0000,0.6000,1.0000,0.7059,0.8276,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 480,0.4286,1.0000,0.6000,0.7895,0.8824,0.8333,0.0000,0.0000,0.0000,0,0.6667,0,0
Ex 481,0.3750,0.5000,0.4286,0.3158,1.0000,0.4800,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 482,1.0000,1.0000,1.0000,0.8929,0.9615,0.9259,0.8000,1.0000,0.8889,1,0.6000,0,0
Ex 483,1.0000,0.8000,0.8889,1.0000,0.8750,0.9333,0.6667,0.5000,0.5714,0,0.5000,0,0
Ex 485,0.8000,0.6667,0.7273,0.5556,0.6250,0.5882,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 486,0.5000,0.6667,0.5714,0.6364,0.7778,0.7000,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 487,0.5000,0.5000,0.5000,0.2727,0.2727,0.2727,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 490,0.7500,0.8571,0.8000,0.7297,0.7500,0.7397,0.7143,0.7143,0.7143,0,0.1667,0,0
Ex 491,0.5000,0.6000,0.5455,0.5000,0.6364,0.5600,0.0000,0.0000,0.0000,0,0.3333,0,0
Ex 493,1.0000,1.0000,1.0000,0.9167,0.8800,0.8980,0.8000,1.0000,0.8889,1,0.4000,0,0
Ex 495,0.8571,0.8571,0.8571,0.8788,0.8529,0.8657,0.8000,0.6667,0.7273,0,0.1667,0,0
Ex 496,0.6667,1.0000,0.8000,0.6250,0.7812,0.6944,0.8000,1.0000,0.8889,0,0.2500,0,0
Ex 499,1.0000,0.8000,0.8889,0.7500,0.7895,0.7692,0.6667,0.5000,0.5714,0,0.0000,0,0
Ex 500,1.0000,1.0000,1.0000,1.0000,0.8077,0.8936,1.0000,1.0000,1.0000,1,0.6667,1,0
AVERAGE,0.7637,0.8177,0.7679,0.7058,0.7324,0.7089,0.6345,0.5716,0.5793,0.1979,0.1834,0.2353,0.0053
