Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 281,0.9450,0.5670,0.7088,0.7875,0.4500,0.5728,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 282,0.9450,0.5670,0.7088,0.7364,0.6750,0.7043,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 283,0.9450,0.9450,0.9450,0.9000,0.6600,0.7616,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 284,0.2363,0.2363,0.2363,0.5400,0.9000,0.6750,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 285,0.6300,0.6300,0.6300,0.7500,0.5625,0.6429,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 286,0.9450,0.7088,0.8100,0.9000,0.6923,0.7826,0.4500,0.3000,0.3600,0,0.0000,0,0
Ex 287,0.7088,0.5670,0.6300,0.8250,0.6600,0.7333,0.4500,0.2250,0.3000,0,0.3333,0,0
Ex 288,0.7088,0.5670,0.6300,0.5000,0.6923,0.5807,0.4500,0.2250,0.3000,0,0.3333,0,0
Ex 289,0.5670,0.9450,0.7088,0.7500,0.7500,0.7500,0.6000,0.9000,0.7200,0,0.0000,0,0
Ex 290,0.6300,0.9450,0.7560,0.7714,0.6000,0.6750,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 291,0.7560,0.9450,0.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 292,0.7088,0.9450,0.8100,0.5728,0.5728,0.5728,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 293,0.9450,0.9450,0.9450,0.6882,0.6882,0.6882,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 294,0.9450,0.9450,0.9450,0.9000,0.7650,0.8270,0.9000,0.9000,0.9000,1,0.2500,1,0
Ex 295,0.7088,0.9450,0.8100,0.7800,0.7313,0.7548,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 296,0.6300,0.6300,0.6300,0.8471,0.7200,0.7784,0.6000,0.3000,0.4000,0,0.0000,0,0
Ex 297,0.4725,0.5670,0.5154,0.6000,0.6000,0.6000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 298,0.7088,0.9450,0.8100,0.9000,0.6923,0.7826,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 299,0.9450,0.9450,0.9450,0.9000,0.8000,0.8471,0.9000,0.9000,0.9000,1,0.6667,1,0
Ex 300,0.6300,0.4725,0.5400,0.3857,0.6000,0.4695,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 301,0.5670,0.7088,0.6300,0.4695,0.5684,0.5143,0.9000,0.3000,0.4500,0,0.0000,0,0
Ex 302,0.6750,0.9450,0.7875,0.7594,0.7594,0.7594,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 303,0.8100,0.9450,0.8723,0.8069,0.7091,0.7548,0.7200,0.7200,0.7200,0,0.3333,0,0
Ex 304,0.9450,0.6300,0.7560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 305,0.9450,0.9450,0.9450,0.6300,0.7411,0.6811,0.5400,0.9000,0.6750,1,0.2500,0,0
Ex 306,0.9450,0.5154,0.6671,0.4091,0.3971,0.4030,0.3600,0.2571,0.3000,0,0.0000,0,0
Ex 307,0.9450,0.9450,0.9450,0.6146,0.5361,0.5728,0.1800,0.9000,0.3000,1,0.0000,0,0
Ex 308,0.9450,0.7560,0.8400,0.8572,0.7500,0.8000,0.6750,0.5400,0.6000,0,0.0000,0,0
Ex 309,0.4725,0.5670,0.5154,0.6882,0.6882,0.6882,0.4500,0.1800,0.2571,0,0.0000,0,0
Ex 310,0.9450,0.9450,0.9450,0.9000,0.7800,0.8357,0.9000,0.9000,0.9000,1,0.5000,1,0
Ex 311,0.4725,0.9450,0.6300,0.9000,0.8471,0.8727,0.9000,0.9000,0.9000,0,0.6667,1,0
Ex 312,0.9450,0.9450,0.9450,0.7714,0.6000,0.6750,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 313,0.6750,0.6750,0.6750,0.6600,0.7616,0.7071,0.4500,0.1500,0.2250,0,0.4000,0,0
Ex 314,0.7088,0.7088,0.7088,0.7616,0.8250,0.7920,0.9000,0.3600,0.5143,0,0.0000,0,0
Ex 315,0.6300,0.4725,0.5400,0.3600,0.4154,0.3857,0.9000,0.2250,0.3600,0,0.0000,0,0
Ex 316,0.6300,0.7560,0.6873,0.5478,0.8400,0.6631,0.9000,0.4500,0.6000,0,0.0000,0,0
Ex 317,0.6300,0.9450,0.7560,0.8250,0.8250,0.8250,0.9000,0.9000,0.9000,0,0.5000,1,0
Ex 318,0.7088,0.9450,0.8100,0.9000,0.6750,0.7714,0.6000,0.9000,0.7200,0,0.6667,0,0
Ex 319,0.9450,0.9450,0.9450,0.9000,0.6300,0.7411,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 320,0.7875,0.9450,0.8591,0.9000,0.7500,0.8182,0.9000,0.9000,0.9000,0,0.4000,1,0
Ex 321,0.3375,0.9450,0.4974,0.4385,0.6577,0.5261,0.4500,0.6750,0.5400,0,0.0000,0,0
Ex 322,0.9450,0.6750,0.7875,0.8052,0.7286,0.7650,0.9000,0.3857,0.5400,0,0.2000,0,0
Ex 323,0.9450,0.9450,0.9450,0.7875,0.6300,0.7000,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 324,0.2363,0.9450,0.3780,0.5400,0.5400,0.5400,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 325,0.4725,0.9450,0.6300,0.6750,0.7714,0.7200,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 326,0.6300,0.6300,0.6300,0.8308,0.6750,0.7448,0.4500,0.4500,0.4500,0,0.0000,0,0
Ex 327,0.9450,0.9450,0.9450,0.7942,0.6136,0.6923,0.6750,0.6750,0.6750,1,0.2500,0,0
Ex 328,0.7875,0.7875,0.7875,0.7244,0.8027,0.7616,0.4500,0.4500,0.4500,0,0.2000,0,0
Ex 329,0.6300,0.9450,0.7560,0.7942,0.9000,0.8438,0.9000,0.9000,0.9000,0,0.5000,1,0
Ex 330,0.9450,0.5670,0.7088,0.8400,0.5728,0.6811,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 331,0.7088,0.7088,0.7088,0.5571,0.6500,0.6000,0.6000,0.9000,0.7200,0,0.0000,0,0
Ex 332,0.7875,0.6750,0.7269,0.9000,0.4000,0.5539,0.4500,0.1286,0.2000,0,0.0000,0,0
Ex 333,0.5670,0.4725,0.5154,0.7313,0.4680,0.5707,0.6000,0.2571,0.3600,0,0.3333,0,0
Ex 334,0.9450,0.9450,0.9450,0.9000,0.7800,0.8357,0.9000,0.9000,0.9000,1,0.6667,1,0
Ex 335,0.3780,0.9450,0.5400,0.9000,0.7500,0.8182,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 336,0.9450,0.9450,0.9450,0.8455,0.8455,0.8455,0.9000,0.9000,0.9000,1,0.4000,1,0
Ex 337,0.9450,0.9450,0.9450,0.8400,0.7411,0.7875,0.9000,0.9000,0.9000,1,0.6000,1,0
Ex 338,0.5250,0.9450,0.6750,0.8100,0.7839,0.7967,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 339,0.4725,0.6300,0.5400,0.6000,0.7714,0.6750,0.9000,0.4500,0.6000,0,0.5000,0,0
Ex 340,0.9450,0.5250,0.6750,0.5870,0.8438,0.6923,0.2250,0.1125,0.1500,0,0.2000,0,0
Ex 341,0.6300,0.6300,0.6300,0.6000,0.6000,0.6000,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 342,0.9450,0.6300,0.7560,0.9000,0.4500,0.6000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 343,0.6300,0.7560,0.6873,0.6000,0.6353,0.6171,0.9000,0.6750,0.7714,0,0.2500,0,0
Ex 344,0.6615,0.8269,0.7350,0.5625,0.5625,0.5625,0.4500,0.2250,0.3000,0,0.1429,0,0
Ex 345,0.9450,0.7088,0.8100,0.6429,0.8182,0.7200,0.3375,0.3857,0.3600,0,0.1667,0,0
Ex 346,0.3150,0.9450,0.4725,0.3272,0.3272,0.3272,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 347,0.6615,0.5513,0.6014,0.5210,0.6000,0.5577,0.2250,0.0818,0.1200,0,0.1429,0,0
Ex 348,0.3780,0.9450,0.5400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 349,0.4725,0.6300,0.5400,0.9000,0.9000,0.9000,0.0000,0.0000,0.0000,0,1.0000,0,0
Ex 350,0.5513,0.9450,0.6963,0.8438,0.6923,0.7606,0.9000,0.7200,0.8000,0,0.1429,0,0
Ex 351,0.5906,0.7875,0.6750,0.1688,0.2250,0.1929,0.4500,0.3600,0.4000,0,0.0000,0,0
Ex 352,0.9450,0.9450,0.9450,0.7875,0.7269,0.7560,0.9000,0.9000,0.9000,1,0.4000,1,0
Ex 353,0.4725,0.5670,0.5154,0.5400,0.6750,0.6000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 354,0.4725,0.6300,0.5400,0.6429,0.6429,0.6429,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 355,0.7560,0.7560,0.7560,0.8400,0.7000,0.7637,0.6750,0.5400,0.6000,0,0.2500,0,0
Ex 356,0.4725,0.9450,0.6300,0.7875,0.6300,0.7000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 357,0.7088,0.8100,0.7560,0.7800,0.7548,0.7673,0.9000,0.6000,0.7200,0,0.1667,0,0
Ex 358,0.1575,0.9450,0.2700,0.8100,0.4050,0.5400,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 359,0.9450,0.9450,0.9450,0.7106,0.8438,0.7714,0.5400,0.9000,0.6750,1,0.0000,0,0
Ex 360,0.4725,0.9450,0.6300,0.3937,0.3937,0.3937,0.4500,0.4500,0.4500,0,0.0000,0,0
Ex 361,0.7560,0.9450,0.8400,0.5586,0.6750,0.6113,0.6000,0.9000,0.7200,0,0.2500,0,0
Ex 362,0.9450,0.9450,0.9450,0.8527,0.8527,0.8527,0.9000,0.9000,0.9000,1,0.3333,1,0
Ex 363,0.4725,0.9450,0.6300,0.8690,0.7875,0.8262,0.0000,0.0000,0.0000,0,0.2500,0,0
Ex 364,0.7560,0.9450,0.8400,0.7616,0.7616,0.7616,0.9000,0.9000,0.9000,0,0.2500,1,0
Ex 365,0.9450,0.9450,0.9450,0.9000,0.7500,0.8182,0.9000,0.9000,0.9000,1,0.2500,1,0
Ex 366,0.9450,0.7088,0.8100,0.9000,0.7616,0.8250,0.0000,0.0000,0.0000,0,0.3333,0,0
Ex 367,0.7088,0.9450,0.8100,0.9000,0.7579,0.8229,0.9000,0.9000,0.9000,0,0.3333,1,0
Ex 368,0.7560,0.4725,0.5816,0.7500,0.6000,0.6666,0.1800,0.1000,0.1286,0,0.2500,0,0
Ex 369,0.2577,0.7088,0.3780,0.4714,0.6188,0.5351,0.4500,0.3000,0.3600,0,0.0000,0,0
Ex 370,0.6300,0.7560,0.6873,0.6923,0.5000,0.5807,0.4500,0.3600,0.4000,0,0.2500,0,0
Ex 371,0.7560,0.9450,0.8400,0.6600,0.6387,0.6492,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 372,0.9450,0.4050,0.5670,0.4846,0.5250,0.5040,0.1800,0.1125,0.1384,0,0.3333,0,0
Ex 373,0.3436,0.5400,0.4200,0.0000,0.0000,0.0000,0.3000,0.1286,0.1800,0,0.0000,0,0
Ex 374,0.8269,0.8269,0.8269,0.0000,0.0000,0.0000,0.7500,0.7500,0.7500,0,0.0000,0,0
Ex 375,0.9450,0.9450,0.9450,0.8743,0.8270,0.8500,0.7200,0.6000,0.6546,1,0.7143,0,0
Ex 376,0.9450,0.5513,0.6963,0.7435,0.7125,0.7277,0.3000,0.1800,0.2250,0,0.1429,0,0
Ex 377,0.9450,0.9450,0.9450,0.9000,0.6429,0.7500,0.9000,0.9000,0.9000,1,0.6667,1,0
Ex 378,0.4725,0.3780,0.4200,0.6429,0.6429,0.6429,0.9000,0.1500,0.2571,0,0.0000,0,0
Ex 379,0.9450,0.5670,0.7088,0.8527,0.7714,0.8100,0.9000,0.3000,0.4500,0,0.3333,0,0
Ex 380,0.9450,0.9450,0.9450,0.8471,0.8000,0.8229,0.9000,0.9000,0.9000,1,0.2500,1,0
Ex 381,0.9450,0.9450,0.9450,0.5143,0.7200,0.6000,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 382,0.9450,0.9450,0.9450,0.0000,0.0000,0.0000,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 383,0.6300,0.9450,0.7560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 384,0.5670,0.4725,0.5154,0.8438,0.7942,0.8182,0.3000,0.1500,0.2000,0,0.0000,0,0
Ex 385,0.5670,0.9450,0.7088,0.6882,0.7313,0.7091,0.6750,0.9000,0.7714,0,0.0000,0,0
Ex 387,0.7875,0.9450,0.8591,0.9000,0.7500,0.8182,0.9000,0.9000,0.9000,0,0.2000,1,0
Ex 388,0.9450,0.6750,0.7875,0.8036,0.8036,0.8036,0.4500,0.3000,0.3600,0,0.4000,0,0
Ex 389,0.5670,0.7088,0.6300,0.9000,0.7313,0.8069,0.9000,0.3000,0.4500,0,0.0000,0,0
Ex 390,0.7875,0.9450,0.8591,0.5850,0.7313,0.6500,0.0000,0.0000,0.0000,0,0.2000,0,0
Ex 391,0.7088,0.9450,0.8100,0.7411,0.8400,0.7875,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 392,0.4725,0.7088,0.5670,0.6652,0.8500,0.7464,0.4500,0.4500,0.4500,0,0.0000,0,0
Ex 393,0.6750,0.9450,0.7875,0.4305,0.6188,0.5077,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 394,0.7088,0.7088,0.7088,0.8500,0.8052,0.8270,0.9000,0.4500,0.6000,0,0.3333,0,0
Ex 395,0.3780,0.6300,0.4725,0.6300,0.9000,0.7411,0.9000,0.4500,0.6000,0,0.0000,0,0
Ex 396,0.7560,0.5400,0.6300,0.6857,0.9000,0.7784,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 397,0.3436,0.9450,0.5040,0.7364,0.4500,0.5586,0.9000,0.6000,0.7200,0,0.2500,0,0
Ex 398,0.7088,0.9450,0.8100,0.9000,0.7286,0.8052,0.9000,0.6750,0.7714,0,0.3333,0,0
Ex 399,0.7875,0.7875,0.7875,0.8280,0.8280,0.8280,0.7200,0.6000,0.6546,0,0.4000,0,0
Ex 400,0.4200,0.6300,0.5040,0.8100,0.7714,0.7902,0.6000,0.3600,0.4500,0,0.5000,0,0
Ex 401,0.7560,0.9450,0.8400,0.9000,0.7333,0.8082,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 402,0.9450,0.8400,0.8895,0.7759,0.6429,0.7032,0.0000,0.0000,0.0000,0,0.2500,0,0
Ex 403,0.7875,0.7875,0.7875,0.0000,0.0000,0.0000,0.9000,0.6000,0.7200,0,0.0000,0,0
Ex 404,0.7560,0.7560,0.7560,0.8471,0.7200,0.7784,0.9000,0.4500,0.6000,0,0.2500,0,0
Ex 405,0.7875,0.5906,0.6750,0.8471,0.6546,0.7385,0.6000,0.2250,0.3272,0,0.0000,0,0
Ex 406,0.7302,0.8925,0.8033,0.8045,0.7696,0.7867,0.3272,0.4000,0.3600,0,0.2941,0,0
Ex 407,0.9450,0.9450,0.9450,0.9000,0.7616,0.8250,0.9000,0.9000,0.9000,1,0.3333,1,0
Ex 408,0.9450,0.9450,0.9450,0.9000,0.7200,0.8000,0.9000,0.9000,0.9000,1,0.2500,1,0
Ex 409,0.9450,0.7875,0.8591,0.6857,0.7579,0.7200,0.7200,0.6000,0.6546,0,0.2000,0,0
Ex 410,0.9450,0.9450,0.9450,0.8757,0.8757,0.8757,0.9000,0.9000,0.9000,1,0.8750,1,0
Ex 411,0.2835,0.9450,0.4362,0.8000,0.5333,0.6400,0.9000,0.4500,0.6000,0,0.3333,0,0
Ex 412,0.5670,0.7088,0.6300,0.9000,0.6231,0.7364,0.9000,0.3000,0.4500,0,0.0000,0,0
Ex 413,0.7088,0.7088,0.7088,0.6188,0.6188,0.6188,0.3000,0.3000,0.3000,0,0.3333,0,0
Ex 414,0.8100,0.9450,0.8723,0.8000,0.5539,0.6546,0.9000,0.7500,0.8182,0,0.0000,0,0
Ex 415,0.6300,0.6300,0.6300,0.9000,0.9000,0.9000,0.0000,0.0000,0.0000,0,1.0000,0,0
Ex 416,0.9450,0.6615,0.7782,0.8743,0.8052,0.8384,0.9000,0.3461,0.5000,0,0.7143,0,0
Ex 417,0.9450,0.5906,0.7269,0.7500,0.8654,0.8036,0.5400,0.3375,0.4154,0,0.6000,0,0
Ex 418,0.7088,0.7088,0.7088,0.8527,0.7714,0.8100,0.0000,0.0000,0.0000,0,0.6667,0,0
Ex 419,0.5250,0.9450,0.6750,0.6818,0.6818,0.6818,0.6750,0.6750,0.6750,0,0.0000,0,0
Ex 420,0.7560,0.6300,0.6873,0.8018,0.8320,0.8167,0.7875,0.4200,0.5478,0,0.2500,0,0
Ex 421,0.9450,0.9450,0.9450,0.6750,0.7269,0.7000,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 422,0.9450,0.9450,0.9450,0.8438,0.8438,0.8438,0.6000,0.9000,0.7200,1,0.4000,0,0
Ex 423,0.6750,0.6750,0.6750,0.6000,0.6811,0.6380,0.2250,0.1500,0.1800,0,0.0000,0,0
Ex 424,0.6300,0.9450,0.7560,0.7667,0.6900,0.7263,0.9000,0.9000,0.9000,0,0.2500,1,0
Ex 425,0.9450,0.9450,0.9450,0.7846,0.7650,0.7747,0.7000,0.9000,0.7875,1,0.2857,0,0
Ex 426,0.6750,0.9450,0.7875,0.7269,0.9000,0.8042,0.9000,0.9000,0.9000,0,0.2000,1,0
Ex 427,0.5906,0.7875,0.6750,0.7269,0.7000,0.7133,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 428,0.5400,0.7560,0.6300,0.5143,0.5143,0.5143,0.4500,0.2250,0.3000,0,0.0000,0,0
Ex 429,0.5400,0.9450,0.6873,0.7579,0.9000,0.8229,0.9000,0.9000,0.9000,0,0.5000,1,0
Ex 430,0.6300,0.6300,0.6300,0.8654,0.7759,0.8182,0.9000,0.3857,0.5400,0,0.0000,0,0
Ex 431,0.6300,0.6300,0.6300,0.5870,0.7942,0.6750,0.5400,0.4500,0.4909,0,0.2500,0,0
Ex 432,0.7875,0.9450,0.8591,0.7772,0.7125,0.7435,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 433,0.6300,0.9450,0.7560,0.9000,0.7125,0.7953,0.9000,0.9000,0.9000,0,0.2500,1,0
Ex 434,0.9450,0.9450,0.9450,0.8679,0.8100,0.8379,0.9000,0.9000,0.9000,1,0.2000,1,0
Ex 435,0.9450,0.7875,0.8591,0.7411,0.7637,0.7522,0.4500,0.5400,0.4909,0,0.0000,0,0
Ex 436,0.7088,0.6300,0.6671,0.4500,0.4500,0.4500,0.1800,0.1125,0.1384,0,0.0000,0,0
Ex 437,0.9450,0.9450,0.9450,0.7920,0.7920,0.7920,0.6750,0.9000,0.7714,1,0.2000,0,0
Ex 438,0.9450,0.6300,0.7560,0.8000,0.6857,0.7385,0.9000,0.3600,0.5143,0,0.2500,0,0
Ex 439,0.4200,0.7560,0.5400,0.4500,0.3706,0.4064,0.6000,0.4500,0.5143,0,0.0000,0,0
Ex 440,0.4200,0.6300,0.5040,0.6882,0.8069,0.7429,0.7200,0.5143,0.6000,0,0.0000,0,0
Ex 441,0.4725,0.9450,0.6300,0.6188,0.7616,0.6827,0.6000,0.9000,0.7200,0,0.0000,0,0
Ex 442,0.6300,0.5400,0.5816,0.6000,0.6261,0.6128,0.9000,0.2700,0.4154,0,0.0000,0,0
Ex 443,0.3544,0.4050,0.3780,0.7000,0.4846,0.5728,0.0000,0.0000,0.0000,0,0.3333,0,0
Ex 444,0.9450,0.9450,0.9450,0.8000,0.7714,0.7854,0.3000,0.1800,0.2250,1,0.0000,0,0
Ex 445,0.6543,0.6543,0.6543,0.5837,0.5539,0.5684,0.9000,0.3000,0.4500,0,0.1111,0,0
Ex 446,0.7088,0.6300,0.6671,0.7364,0.6567,0.6943,0.9000,0.2454,0.3857,0,0.1667,0,0
Ex 447,0.6750,0.9450,0.7875,0.7147,0.7364,0.7254,0.9000,0.6750,0.7714,0,0.2000,0,0
Ex 448,0.4725,0.7350,0.5752,0.6692,0.7909,0.7250,0.9000,0.6000,0.7200,0,0.2857,0,0
Ex 449,0.9450,0.7875,0.8591,0.7961,0.7393,0.7667,0.6750,0.5400,0.6000,0,0.2000,0,0
Ex 450,0.7875,0.9450,0.8591,0.7364,0.7043,0.7200,0.9000,0.7500,0.8182,0,0.0000,0,0
Ex 451,0.7560,0.7560,0.7560,0.7616,0.7920,0.7764,0.4500,0.2250,0.3000,0,0.2500,0,0
Ex 452,0.7088,0.9450,0.8100,0.5728,0.5478,0.5600,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 453,0.4725,0.6300,0.5400,0.7875,0.6300,0.7000,0.9000,0.4500,0.6000,0,0.0000,0,0
Ex 454,0.6750,0.6750,0.6750,0.7106,0.7500,0.7297,0.4500,0.3000,0.3600,0,0.2000,0,0
Ex 455,0.7560,0.9450,0.8400,0.4500,0.3272,0.3790,0.3000,0.3000,0.3000,0,0.2500,0,0
Ex 456,0.5513,0.9450,0.6963,0.8679,0.7839,0.8238,0.9000,0.4500,0.6000,0,0.2857,0,0
Ex 457,0.8269,0.9450,0.8820,0.9000,0.8036,0.8491,0.9000,0.9000,0.9000,0,0.5714,1,0
Ex 458,0.9450,0.7560,0.8400,0.7920,0.8609,0.8250,0.9000,0.6750,0.7714,0,0.2500,0,0
Ex 459,0.9450,0.7088,0.8100,0.9000,0.6923,0.7826,0.5400,0.5400,0.5400,0,0.0000,0,0
Ex 460,0.5670,0.9450,0.7088,0.8357,0.8357,0.8357,0.9000,0.9000,0.9000,0,0.6667,1,0
Ex 461,0.9450,0.6300,0.7560,0.7616,0.7920,0.7764,0.3000,0.1800,0.2250,0,0.0000,0,0
Ex 462,0.9450,0.7088,0.8100,0.7286,0.7286,0.7286,0.4500,0.3000,0.3600,0,0.0000,0,0
Ex 463,0.7088,0.9450,0.8100,0.8357,0.6158,0.7091,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 464,0.9450,0.7088,0.8100,0.9000,0.8308,0.8640,0.6750,0.5400,0.6000,0,0.6667,0,0
Ex 465,0.9450,0.9450,0.9450,0.7800,0.7313,0.7548,0.6000,0.9000,0.7200,1,0.0000,0,0
Ex 466,0.9450,0.9450,0.9450,0.8500,0.8052,0.8270,0.9000,0.9000,0.9000,1,0.2500,1,0
Ex 467,0.9450,0.7350,0.8269,0.7393,0.8280,0.7811,0.6429,0.5000,0.5625,0,0.4286,0,0
Ex 468,0.7088,0.9450,0.8100,0.5625,0.4286,0.4864,0.6000,0.9000,0.7200,0,0.0000,0,0
Ex 469,0.6750,0.9450,0.7875,0.8143,0.6577,0.7277,0.6750,0.6750,0.6750,0,0.0000,0,0
Ex 470,0.8100,0.8100,0.8100,0.0000,0.0000,0.0000,0.7500,0.6429,0.6923,0,0.0000,0,0
Ex 471,0.7088,0.9450,0.8100,0.7875,0.7411,0.7637,0.4500,0.4500,0.4500,0,0.0000,0,0
Ex 472,0.5670,0.9450,0.7088,0.7616,0.6600,0.7071,0.9000,0.9000,0.9000,0,0.3333,1,0
Ex 473,0.9450,0.9450,0.9450,0.8572,0.8182,0.8372,0.6000,0.9000,0.7200,1,0.2500,0,0
