Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 271,0.5953,0.9922,0.7442,0.9000,0.6600,0.7615,0.6135,0.9202,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 272,0.8505,0.9922,0.9159,0.7150,0.6434,0.6774,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 273,0.6615,0.9922,0.7938,0.9900,0.8663,0.9240,0.9202,0.9202,0.9202,0.0000,0.5500,1.0000,0.0000
Ex 274,0.7442,0.7442,0.7442,0.9900,0.6093,0.7543,0.4601,0.3066,0.3680,0.0000,0.0000,0.0000,0.0000
Ex 275,0.7442,0.9922,0.8505,0.8378,0.6406,0.7260,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 276,0.9922,0.7938,0.8820,0.6406,0.4735,0.5446,0.6902,0.5522,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 277,0.9922,0.7088,0.8269,0.8337,0.7200,0.7727,0.3066,0.3066,0.3066,0.0000,0.0000,0.0000,0.0000
Ex 278,0.5953,0.9922,0.7442,0.9138,0.6252,0.7426,0.6135,0.9202,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 279,0.4961,0.9922,0.6615,0.9900,0.3960,0.5657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 280,0.7938,0.5670,0.6615,0.7426,0.5241,0.6144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 281,0.6615,0.6615,0.6615,0.9900,0.6600,0.7920,0.9202,0.4601,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 282,0.9922,0.5953,0.7442,0.9900,0.9074,0.9469,0.0000,0.0000,0.0000,0.0000,0.7333,0.0000,0.0000
Ex 283,0.5953,0.9922,0.7442,0.9900,0.7260,0.8378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 284,0.3969,0.4961,0.4410,0.4950,0.5940,0.5399,0.9202,0.3066,0.4601,0.0000,0.0000,0.0000,0.0000
Ex 285,0.6615,0.6615,0.6615,0.7426,0.3713,0.4950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 286,0.7442,0.7442,0.7442,0.9900,0.8378,0.9074,0.4601,0.3066,0.3680,0.0000,0.7333,0.0000,0.0000
Ex 287,0.4961,0.3969,0.4410,0.9900,0.6300,0.7700,0.9202,0.2301,0.3680,0.0000,0.0000,0.0000,0.0000
Ex 288,0.9922,0.9922,0.9922,0.9900,0.4537,0.6223,0.4601,0.9202,0.6135,1.0000,0.0000,0.0000,0.0000
Ex 289,0.9922,0.9922,0.9922,0.9000,0.8250,0.8608,0.6135,0.9202,0.7363,1.0000,0.0000,0.0000,0.0000
Ex 290,0.6615,0.9922,0.7938,0.8800,0.8800,0.8800,0.9202,0.9202,0.9202,0.0000,0.5500,1.0000,0.0000
Ex 291,0.9922,0.9922,0.9922,0.8250,0.5211,0.6387,0.5522,0.9202,0.6902,1.0000,0.0000,0.0000,0.0000
Ex 292,0.5953,0.9922,0.7442,0.4501,0.4501,0.4501,0.9202,0.9202,0.9202,0.0000,0.3667,1.0000,0.0000
Ex 293,0.7442,0.7442,0.7442,0.8910,0.6364,0.7426,0.9202,0.6135,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 294,0.9922,0.9922,0.9922,0.9900,0.5446,0.7025,0.6902,0.9202,0.7889,1.0000,0.0000,0.0000,0.0000
Ex 295,0.5953,0.9922,0.7442,0.9900,0.6806,0.8067,0.4601,0.9202,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 296,0.7938,0.6615,0.7217,0.9319,0.7920,0.8562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 297,0.7938,0.7938,0.7938,0.6600,0.5399,0.5940,0.3066,0.2301,0.2630,0.0000,0.2750,0.0000,0.0000
Ex 298,0.7442,0.9922,0.8505,0.9900,0.6093,0.7543,0.6135,0.6135,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 299,0.9922,0.9922,0.9922,0.9900,0.8067,0.8890,0.9202,0.9202,0.9202,1.0000,0.3667,1.0000,0.0000
Ex 300,0.6615,0.4961,0.5670,0.6930,0.7700,0.7295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 301,0.7442,0.7442,0.7442,0.9319,0.8337,0.8800,0.9202,0.6135,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 302,0.9922,0.9922,0.9922,0.9000,0.6187,0.7332,0.5259,0.9202,0.6693,1.0000,0.0000,0.0000,0.0000
Ex 303,0.9922,0.9922,0.9922,0.9138,0.7200,0.8054,0.5751,0.9202,0.7079,1.0000,0.1833,0.0000,0.0000
Ex 304,0.9922,0.9922,0.9922,0.9900,0.9900,0.9900,0.6135,0.9202,0.7363,1.0000,1.0000,0.0000,0.0000
Ex 305,0.9922,0.9922,0.9922,0.9282,0.8736,0.9000,0.6902,0.9202,0.7889,1.0000,0.5500,0.0000,0.0000
Ex 306,0.9922,0.3608,0.5292,0.9900,0.6600,0.7920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 307,0.9922,0.9922,0.9922,0.9533,0.5477,0.6956,0.1842,0.9202,0.3066,1.0000,0.0000,0.0000,0.0000
Ex 308,0.9922,0.7938,0.8820,0.9900,0.7013,0.8210,0.6902,0.5522,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 309,0.4961,0.5953,0.5412,0.6300,0.4076,0.4950,0.4601,0.1842,0.2630,0.0000,0.0000,0.0000,0.0000
Ex 310,0.9922,0.9922,0.9922,0.9900,0.7260,0.8378,0.9202,0.9202,0.9202,1.0000,0.0000,1.0000,0.0000
Ex 311,0.7442,0.9922,0.8505,0.9900,0.8736,0.9282,0.9202,0.6135,0.7363,0.0000,0.7333,0.0000,0.0000
Ex 312,0.9922,0.9922,0.9922,0.8663,0.7700,0.8153,0.9202,0.9202,0.9202,1.0000,0.3667,1.0000,0.0000
Ex 313,0.8269,0.7088,0.7632,0.4076,0.5330,0.4620,0.6135,0.3066,0.4090,0.0000,0.0000,0.0000,0.0000
Ex 314,0.7442,0.7442,0.7442,0.9900,0.6600,0.7920,0.6135,0.3680,0.4601,0.0000,0.3667,0.0000,0.0000
Ex 315,0.5953,0.7442,0.6615,0.7426,0.4950,0.5940,0.9202,0.4601,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 316,0.9922,0.9922,0.9922,0.7650,0.8416,0.8014,0.6135,0.9202,0.7363,1.0000,0.2200,0.0000,0.0000
Ex 317,0.6615,0.9922,0.7938,0.9900,0.6600,0.7920,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 318,0.7442,0.9922,0.8505,0.9900,0.6600,0.7920,0.4601,0.9202,0.6135,0.0000,0.7333,0.0000,0.0000
Ex 319,0.4961,0.9922,0.6615,0.9900,0.5940,0.7426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 320,0.9922,0.9922,0.9922,0.9900,0.7426,0.8486,0.7363,0.9202,0.8181,1.0000,0.2200,0.0000,0.0000
Ex 321,0.8269,0.9922,0.9021,0.6336,0.6093,0.6211,0.7363,0.9202,0.8181,0.0000,0.0000,0.0000,0.0000
Ex 322,0.9922,0.7088,0.8269,0.9074,0.5186,0.6600,0.6902,0.3943,0.5020,0.0000,0.0000,0.0000,0.0000
Ex 323,0.9922,0.9922,0.9922,0.7920,0.7920,0.7920,0.6135,0.9202,0.7363,1.0000,0.0000,0.0000,0.0000
Ex 324,0.3969,0.9922,0.5670,0.1980,0.0990,0.1320,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 325,0.9922,0.9922,0.9922,0.9900,0.8486,0.9138,0.9202,0.9202,0.9202,1.0000,0.5500,1.0000,0.0000
Ex 326,0.7442,0.9922,0.8505,0.8580,0.6774,0.7570,0.6135,0.9202,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 327,0.9922,0.9922,0.9922,0.9900,0.6300,0.7700,0.9202,0.6902,0.7889,1.0000,0.2750,0.0000,0.0000
Ex 328,0.9922,0.8269,0.9021,0.8875,0.6956,0.7801,0.5522,0.6902,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 329,0.7938,0.9922,0.8820,0.9138,0.7920,0.8486,0.9202,0.9202,0.9202,0.0000,0.2750,1.0000,0.0000
Ex 330,0.9922,0.3969,0.5670,0.8910,0.4689,0.6144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 331,0.7442,0.7442,0.7442,0.6930,0.3850,0.4950,0.6135,0.9202,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 332,0.8269,0.7088,0.7632,0.9138,0.6600,0.7664,0.6902,0.3943,0.5020,0.0000,0.2200,0.0000,0.0000
Ex 333,0.7442,0.4961,0.5953,0.9319,0.6336,0.7543,0.6135,0.2630,0.3680,0.0000,0.0000,0.0000,0.0000
Ex 334,0.9922,0.9922,0.9922,0.9900,0.4620,0.6300,0.9202,0.9202,0.9202,1.0000,0.0000,1.0000,0.0000
Ex 335,0.4961,0.9922,0.6615,0.7700,0.5776,0.6600,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 336,0.9922,0.9922,0.9922,0.9301,0.9301,0.9301,0.9202,0.9202,0.9202,1.0000,0.4400,1.0000,0.0000
Ex 337,0.7938,0.7938,0.7938,0.7071,0.7615,0.7332,0.9202,0.5522,0.6902,0.0000,0.5500,0.0000,0.0000
Ex 338,0.8269,0.9922,0.9021,0.9900,0.7345,0.8433,0.6575,0.9202,0.7670,0.0000,0.0000,0.0000,0.0000
Ex 339,0.4961,0.6615,0.5670,0.3960,0.5657,0.4659,0.9202,0.4601,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 340,0.9922,0.6615,0.7938,0.7650,0.8416,0.8014,0.5522,0.3451,0.4247,0.0000,0.3667,0.0000,0.0000
Ex 341,0.4961,0.6615,0.5670,0.7426,0.6600,0.6989,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 342,0.9922,0.9922,0.9922,0.9900,0.5940,0.7426,0.6135,0.9202,0.7363,1.0000,0.0000,0.0000,0.0000
Ex 343,0.9922,0.7938,0.8820,0.7779,0.7260,0.7509,0.6135,0.4601,0.5259,0.0000,0.0000,0.0000,0.0000
Ex 344,0.6615,0.4961,0.5670,0.6600,0.4400,0.5280,0.6135,0.2301,0.3346,0.0000,0.0000,0.0000,0.0000
Ex 345,0.9922,0.6201,0.7632,0.9193,0.6774,0.7801,0.4601,0.3943,0.4247,0.0000,0.4400,0.0000,0.0000
Ex 346,0.3308,0.9922,0.4961,0.4950,0.3600,0.4170,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 347,0.7718,0.5789,0.6615,0.5776,0.6300,0.6026,0.3066,0.0836,0.1316,0.0000,0.0000,0.0000,0.0000
Ex 348,0.3969,0.9922,0.5670,0.4243,0.4243,0.4243,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 349,0.9922,0.9922,0.9922,0.9406,0.8179,0.8749,0.6135,0.9202,0.7363,1.0000,0.3667,0.0000,0.0000
Ex 350,0.7442,0.8505,0.7938,0.9900,0.7280,0.8390,0.3066,0.1842,0.2301,0.0000,0.0000,0.0000,0.0000
Ex 351,0.8269,0.9922,0.9021,0.5732,0.9074,0.7025,0.5522,0.5522,0.5522,0.0000,0.2200,0.0000,0.0000
Ex 352,0.9922,0.9922,0.9922,0.8910,0.6855,0.7747,0.7363,0.9202,0.8181,1.0000,0.2200,0.0000,0.0000
Ex 353,0.5953,0.5953,0.5953,0.8378,0.6806,0.7509,0.0000,0.0000,0.0000,0.0000,0.3667,0.0000,0.0000
Ex 354,0.4961,0.6615,0.5670,0.5500,0.7071,0.6187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 355,0.9922,0.7938,0.8820,0.9900,0.7150,0.8302,0.6902,0.5522,0.6135,0.0000,0.5500,0.0000,0.0000
Ex 356,0.4961,0.9922,0.6615,0.9900,0.3960,0.5657,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 357,0.9922,0.8505,0.9159,0.9900,0.6068,0.7524,0.6135,0.6135,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 358,0.3969,0.9922,0.5670,0.7426,0.4456,0.5568,0.4601,0.9202,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 359,0.7442,0.9922,0.8505,0.7426,0.5568,0.6364,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 360,0.7442,0.9922,0.8505,0.7150,0.8045,0.7570,0.4601,0.4601,0.4601,0.0000,0.0000,0.0000,0.0000
Ex 361,0.6615,0.9922,0.7938,0.6989,0.4950,0.5795,0.4601,0.9202,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 362,0.9922,0.9922,0.9922,0.9319,0.8337,0.8800,0.9202,0.9202,0.9202,1.0000,0.0000,1.0000,0.0000
Ex 363,0.7938,0.9922,0.8820,0.9900,0.8354,0.9062,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 364,0.9922,0.9922,0.9922,0.8250,0.7615,0.7920,0.9202,0.9202,0.9202,1.0000,0.2750,1.0000,0.0000
Ex 365,0.9922,0.9922,0.9922,0.9900,0.5500,0.7071,0.9202,0.9202,0.9202,1.0000,0.0000,1.0000,0.0000
Ex 366,0.9922,0.9922,0.9922,0.8663,0.8153,0.8401,0.4601,0.9202,0.6135,1.0000,0.2750,0.0000,0.0000
Ex 367,0.7442,0.9922,0.8505,0.9900,0.6252,0.7664,0.4601,0.9202,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 368,0.9922,0.6201,0.7632,0.6600,0.3300,0.4400,0.3066,0.2045,0.2455,0.0000,0.0000,0.0000,0.0000
Ex 369,0.4961,0.7442,0.5953,0.7779,0.6806,0.7260,0.0000,0.0000,0.0000,0.0000,0.3667,0.0000,0.0000
Ex 370,0.6615,0.7938,0.7217,0.9000,0.5500,0.6827,0.6902,0.5522,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 371,0.7938,0.9922,0.8820,0.9900,0.9261,0.9570,0.6902,0.9202,0.7889,0.0000,0.8250,0.0000,0.0000
Ex 372,0.5953,0.4253,0.4961,0.3300,0.4126,0.3668,0.2301,0.1150,0.1535,0.0000,0.0000,0.0000,0.0000
Ex 373,0.5953,0.4253,0.4961,0.7920,0.5657,0.6600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 374,0.9922,0.8682,0.9261,0.7816,0.5500,0.6456,0.6135,0.6135,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 375,0.9922,0.9922,0.9922,0.9051,0.8562,0.8800,0.9202,0.9202,0.9202,1.0000,0.6286,1.0000,0.0000
Ex 376,0.9922,0.5789,0.7311,0.7837,0.7837,0.7837,0.2630,0.1842,0.2164,0.0000,0.3143,0.0000,0.0000
Ex 377,0.9922,0.9922,0.9922,0.6187,0.7071,0.6600,0.9202,0.9202,0.9202,1.0000,0.0000,1.0000,0.0000
Ex 378,0.6615,0.3969,0.4961,0.8250,0.7071,0.7615,0.9202,0.1535,0.2630,0.0000,0.0000,0.0000,0.0000
Ex 379,0.9922,0.5953,0.7442,0.9900,0.8014,0.8858,0.9202,0.3066,0.4601,0.0000,0.3667,0.0000,0.0000
Ex 380,0.9922,0.9922,0.9922,0.8153,0.7700,0.7920,0.6902,0.9202,0.7889,1.0000,0.2750,0.0000,0.0000
Ex 381,0.9922,0.9922,0.9922,0.5776,0.6930,0.6300,0.6135,0.9202,0.7363,1.0000,0.0000,0.0000,0.0000
Ex 382,0.9922,0.9922,0.9922,0.9240,0.7700,0.8401,0.9202,0.9202,0.9202,1.0000,0.0000,1.0000,0.0000
Ex 383,0.6615,0.9922,0.7938,0.9900,0.7650,0.8630,0.6902,0.9202,0.7889,0.0000,0.0000,0.0000,0.0000
Ex 384,0.9922,0.8269,0.9021,0.8957,0.8179,0.8550,0.9202,0.7670,0.8366,0.0000,0.0000,0.0000,0.0000
Ex 385,0.7442,0.9922,0.8505,0.5330,0.4331,0.4779,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 386,0.9922,0.9922,0.9922,0.9900,0.6406,0.7779,0.9202,0.9202,0.9202,1.0000,0.0000,1.0000,0.0000
Ex 387,0.9922,0.9922,0.9922,0.9487,0.9487,0.9487,0.7363,0.9202,0.8181,1.0000,0.6600,0.0000,0.0000
Ex 388,0.9922,0.7088,0.8269,0.9900,0.7779,0.8712,0.4601,0.3066,0.3680,0.0000,0.0000,0.0000,0.0000
Ex 389,0.9922,0.9922,0.9922,0.9900,0.7920,0.8800,0.6902,0.9202,0.7889,1.0000,0.2750,0.0000,0.0000
Ex 390,0.9922,0.9922,0.9922,0.7920,0.4950,0.6093,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000
Ex 391,0.9922,0.9922,0.9922,0.9900,0.9240,0.9558,0.6902,0.9202,0.7889,1.0000,0.7333,0.0000,0.0000
Ex 392,0.7442,0.7442,0.7442,0.7150,0.7150,0.7150,0.4601,0.4601,0.4601,0.0000,0.0000,0.0000,0.0000
Ex 393,0.8269,0.9922,0.9021,0.7200,0.4950,0.5867,0.3066,0.9202,0.4601,0.0000,0.4400,0.0000,0.0000
Ex 394,0.9922,0.9922,0.9922,0.9379,0.7426,0.8289,0.3680,0.9202,0.5259,1.0000,0.0000,0.0000,0.0000
Ex 395,0.5953,0.9922,0.7442,0.9074,0.9074,0.9074,0.9202,0.9202,0.9202,0.0000,0.7333,1.0000,0.0000
Ex 396,0.7938,0.5670,0.6615,0.8663,0.8663,0.8663,0.0000,0.0000,0.0000,0.0000,0.5500,0.0000,0.0000
Ex 397,0.5670,0.9922,0.7217,0.6406,0.6050,0.6223,0.9202,0.9202,0.9202,0.0000,0.2750,1.0000,0.0000
Ex 398,0.8269,0.8269,0.8269,0.9900,0.8736,0.9282,0.7363,0.9202,0.8181,0.0000,0.6600,0.0000,0.0000
Ex 399,0.9922,0.8269,0.9021,0.9900,0.7524,0.8550,0.6135,0.6135,0.6135,0.0000,0.2200,0.0000,0.0000
Ex 400,0.8269,0.8269,0.8269,0.9430,0.7920,0.8608,0.6135,0.7363,0.6693,0.0000,0.2200,0.0000,0.0000
Ex 401,0.9922,0.9922,0.9922,0.9900,0.8067,0.8890,0.9202,0.9202,0.9202,1.0000,0.2750,1.0000,0.0000
Ex 402,0.9922,0.8820,0.9340,0.9108,0.6506,0.7590,0.2301,0.6135,0.3346,0.0000,0.2750,0.0000,0.0000
Ex 403,0.8269,0.8269,0.8269,0.9900,0.7664,0.8640,0.7363,0.6135,0.6693,0.0000,0.2200,0.0000,0.0000
Ex 404,0.7938,0.7938,0.7938,0.9240,0.6930,0.7920,0.6135,0.4601,0.5259,0.0000,0.0000,0.0000,0.0000
Ex 405,0.8269,0.6201,0.7088,0.8910,0.8100,0.8486,0.3680,0.2301,0.2832,0.0000,0.4400,0.0000,0.0000
Ex 406,0.8119,0.9922,0.8930,0.8800,0.8925,0.8862,0.3066,0.4090,0.3506,0.0000,0.4888,0.0000,0.0000
Ex 407,0.9922,0.9922,0.9922,0.8800,0.6093,0.7200,0.9202,0.9202,0.9202,1.0000,0.0000,1.0000,0.0000
Ex 408,0.9922,0.9922,0.9922,0.8663,0.9240,0.8941,0.9202,0.6902,0.7889,1.0000,0.2750,0.0000,0.0000
Ex 409,0.9922,0.6615,0.7938,0.7426,0.7426,0.7426,0.4601,0.3066,0.3680,0.0000,0.0000,0.0000,0.0000
Ex 410,0.9922,0.9922,0.9922,0.9579,0.8027,0.8736,0.3451,0.9202,0.5020,1.0000,0.2750,0.0000,0.0000
Ex 411,0.1985,0.6615,0.3052,0.9900,0.5824,0.7332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 412,0.9922,0.9922,0.9922,0.7426,0.8736,0.8027,0.4601,0.6135,0.5259,1.0000,0.0000,0.0000,0.0000
Ex 413,0.7442,0.7442,0.7442,0.9900,0.9282,0.9579,0.4601,0.3066,0.3680,0.0000,0.7333,0.0000,0.0000
Ex 414,0.9922,0.9922,0.9922,0.9900,0.5330,0.6930,0.9202,0.7670,0.8366,1.0000,0.0000,0.0000,0.0000
Ex 415,0.9922,0.9922,0.9922,0.9240,0.7700,0.8401,0.3066,0.9202,0.4601,1.0000,0.0000,0.0000,0.0000
Ex 416,0.9922,0.5953,0.7442,0.9558,0.8153,0.8800,0.5522,0.2124,0.3066,0.0000,0.1833,0.0000,0.0000
Ex 417,0.9922,0.6201,0.7632,0.9406,0.7235,0.8179,0.3680,0.2301,0.2832,0.0000,0.0000,0.0000,0.0000
Ex 418,0.7938,0.9922,0.8820,0.9406,0.6487,0.7677,0.4601,0.9202,0.6135,0.0000,0.0000,0.0000,0.0000
Ex 419,0.9922,0.9922,0.9922,0.8250,0.7500,0.7857,0.5522,0.6902,0.6135,1.0000,0.0000,0.0000,0.0000
Ex 420,0.9021,0.8269,0.8628,0.8394,0.6774,0.7498,0.6135,0.3680,0.4601,0.0000,0.2200,0.0000,0.0000
Ex 421,0.9922,0.9922,0.9922,0.9138,0.9138,0.9138,0.9202,0.9202,0.9202,1.0000,0.0000,1.0000,0.0000
Ex 422,0.9922,0.9922,0.9922,0.9301,0.9591,0.9442,0.6135,0.9202,0.7363,1.0000,0.6600,0.0000,0.0000
Ex 423,0.8269,0.7088,0.7632,0.7852,0.6154,0.6901,0.1842,0.1535,0.1672,0.0000,0.0000,0.0000,0.0000
Ex 424,0.9922,0.9922,0.9922,0.8608,0.6600,0.7472,0.7363,0.9202,0.8181,1.0000,0.0000,0.0000,0.0000
Ex 425,0.6615,0.8505,0.7442,0.9193,0.7150,0.8045,0.9202,0.5259,0.6693,0.0000,0.1833,0.0000,0.0000
Ex 426,0.9922,0.7938,0.8820,0.9282,0.7816,0.8486,0.7363,0.6135,0.6693,0.0000,0.2750,0.0000,0.0000
Ex 427,0.9922,0.8269,0.9021,0.9074,0.8378,0.8712,0.7363,0.6135,0.6693,0.0000,0.0000,0.0000,0.0000
Ex 428,0.5670,0.7938,0.6615,0.3713,0.4243,0.3960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 429,0.7938,0.9922,0.8820,0.9240,0.8663,0.8941,0.9202,0.9202,0.9202,0.0000,0.2750,1.0000,0.0000
Ex 430,0.6615,0.6615,0.6615,0.9900,0.7169,0.8316,0.9202,0.3943,0.5522,0.0000,0.0000,0.0000,0.0000
Ex 431,0.6615,0.6615,0.6615,0.7570,0.8045,0.7801,0.9202,0.4601,0.6135,0.0000,0.5500,0.0000,0.0000
Ex 432,0.8269,0.9922,0.9021,0.9282,0.6187,0.7426,0.6135,0.3066,0.4090,0.0000,0.2200,0.0000,0.0000
Ex 433,0.6615,0.9922,0.7938,0.9350,0.7013,0.8014,0.9202,0.9202,0.9202,0.0000,0.0000,1.0000,0.0000
Ex 434,0.9922,0.9922,0.9922,0.9533,0.8580,0.9033,0.5522,0.9202,0.6902,1.0000,0.0000,0.0000,0.0000
Ex 435,0.9922,0.8269,0.9021,0.9900,0.7200,0.8337,0.3680,0.3680,0.3680,0.0000,0.2200,0.0000,0.0000
Ex 436,0.8505,0.6615,0.7442,0.8550,0.4703,0.6068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 437,0.9922,0.9922,0.9922,0.9430,0.7920,0.8608,0.5522,0.9202,0.6902,1.0000,0.2200,0.0000,0.0000
Ex 438,0.9922,0.6615,0.7938,0.9319,0.7543,0.8337,0.9202,0.3680,0.5259,0.0000,0.0000,0.0000,0.0000
Ex 439,0.6615,0.7938,0.7217,0.5241,0.5241,0.5241,0.6135,0.4601,0.5259,0.0000,0.0000,0.0000,0.0000
Ex 440,0.4410,0.6615,0.5292,0.7920,0.6827,0.7332,0.4601,0.1316,0.2045,0.0000,0.0000,0.0000,0.0000
Ex 441,0.7442,0.9922,0.8505,0.7615,0.7615,0.7615,0.6135,0.9202,0.7363,0.0000,0.0000,0.0000,0.0000
Ex 442,0.5670,0.5670,0.5670,0.8153,0.6026,0.6930,0.9202,0.1842,0.3066,0.0000,0.0000,0.0000,0.0000
Ex 443,0.7442,0.4253,0.5412,0.8608,0.7615,0.8081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 444,0.9922,0.9922,0.9922,0.8800,0.8486,0.8640,0.7670,0.9202,0.8366,1.0000,0.0000,0.0000,0.0000
Ex 445,0.9922,0.6107,0.7560,0.6600,0.4282,0.5193,0.7889,0.3066,0.4418,0.0000,0.0000,0.0000,0.0000
