Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 314,1.0000,1.0000,1.0000,0.7857,0.6875,0.7333,0.9296,0.7437,0.8264,1,0.2500,0,0
Ex 315,0.5000,0.5000,0.5000,0.5000,0.5833,0.5385,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 316,0.6667,0.8000,0.7273,0.5000,0.9333,0.6512,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 317,0.6667,1.0000,0.8000,0.8462,0.9167,0.8800,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 318,1.0000,1.0000,1.0000,1.0000,0.7500,0.8571,0.9296,0.4647,0.6198,1,0.6667,0,0
Ex 319,1.0000,1.0000,1.0000,1.0000,0.6000,0.7500,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 320,0.7143,1.0000,0.8333,0.9474,0.7500,0.8372,0.9296,0.6972,0.7967,0,0.4000,0,0
Ex 321,0.5000,0.8000,0.6154,0.5357,0.6250,0.5769,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 322,1.0000,1.0000,1.0000,0.8333,0.7143,0.7692,0.9296,0.6640,0.7746,1,0.2857,0,0
Ex 323,1.0000,1.0000,1.0000,1.0000,0.8000,0.8889,0.9296,0.9296,0.9296,1,0.6667,1,0
Ex 324,0.2500,1.0000,0.4000,0.5000,0.7000,0.5833,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 325,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9296,0.9296,0.9296,1,1.0000,1,1
Ex 326,0.7500,1.0000,0.8571,1.0000,0.6842,0.8125,0.9296,0.9296,0.9296,0,0.3333,1,0
Ex 327,0.8000,1.0000,0.8889,1.0000,0.5455,0.7059,0.6198,0.4647,0.5312,0,0.2500,0,0
Ex 328,0.8333,0.8333,0.8333,0.8140,0.9459,0.8750,0.4647,0.4647,0.4647,0,0.0000,0,0
Ex 329,0.6000,0.7500,0.6667,0.6250,0.9091,0.7407,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 330,1.0000,0.8000,0.8889,0.9412,0.6667,0.7805,0.6198,0.4647,0.5312,0,0.2500,0,0
Ex 331,1.0000,1.0000,1.0000,0.7059,0.5455,0.6154,0.3098,0.4647,0.3718,1,0.0000,0,0
Ex 332,1.0000,0.8571,0.9231,0.9333,0.7000,0.8000,0.6972,0.3984,0.5071,0,0.0000,0,0
Ex 333,0.8000,0.6667,0.7273,0.8696,0.7143,0.7843,0.9296,0.5312,0.6761,0,0.0000,0,0
Ex 334,1.0000,1.0000,1.0000,1.0000,0.8667,0.9286,0.9296,0.9296,0.9296,1,0.6667,1,0
Ex 335,1.0000,1.0000,1.0000,0.8462,0.9167,0.8800,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 336,1.0000,1.0000,1.0000,0.9394,0.9394,0.9394,0.9296,0.9296,0.9296,1,0.4000,1,0
Ex 337,1.0000,1.0000,1.0000,0.7619,0.9412,0.8421,0.9296,0.9296,0.9296,1,0.2000,1,0
Ex 338,0.8333,1.0000,0.9091,0.9286,0.8387,0.8814,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 339,0.6667,0.6667,0.6667,0.4167,0.7143,0.5263,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 340,1.0000,0.7778,0.8750,0.7241,0.9130,0.8077,0.6198,0.4647,0.5312,0,0.1429,0,0
Ex 341,0.7500,1.0000,0.8571,0.8000,0.5714,0.6667,0.4647,0.9296,0.6198,0,0.0000,0,0
Ex 342,1.0000,1.0000,1.0000,0.8571,0.6000,0.7059,0.9296,0.9296,0.9296,1,0.3333,1,0
Ex 343,1.0000,0.8000,0.8889,0.7368,0.9333,0.8235,0.6198,0.4647,0.5312,0,0.5000,0,0
Ex 344,0.7143,0.6250,0.6667,0.5000,0.3636,0.4211,0.9296,0.1162,0.2065,0,0.0000,0,0
Ex 345,1.0000,0.7500,0.8571,0.8182,0.8571,0.8372,0.4647,0.3984,0.4290,0,0.5000,0,0
Ex 346,0.3333,1.0000,0.5000,0.5000,0.4545,0.4762,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 347,0.7500,1.0000,0.8571,0.4833,0.5800,0.5273,0.3718,0.3379,0.3541,0,0.0000,0,0
Ex 348,0.5000,1.0000,0.6667,0.8000,0.5714,0.6667,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 349,1.0000,1.0000,1.0000,0.9091,0.8696,0.8889,0.9296,0.9296,0.9296,1,0.3333,1,0
Ex 350,0.7500,0.8571,0.8000,1.0000,0.7647,0.8667,0.0000,0.0000,0.0000,0,0.1667,0,0
Ex 351,0.8000,0.8000,0.8000,0.5385,0.7778,0.6364,0.6972,0.5577,0.6198,0,0.2500,0,0
Ex 352,1.0000,1.0000,1.0000,0.8750,0.8077,0.8400,0.9296,0.9296,0.9296,1,0.4000,1,0
Ex 353,0.5000,0.8000,0.6154,0.5385,0.7368,0.6222,0.6198,0.4647,0.5312,0,0.0000,0,0
Ex 354,0.5000,0.6667,0.5714,0.7143,0.7143,0.7143,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 355,0.8333,1.0000,0.9091,0.7895,0.6818,0.7317,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 356,0.4000,1.0000,0.5714,0.7500,0.3000,0.4286,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 357,0.8571,0.8571,0.8571,0.8387,0.8387,0.8387,0.7437,0.6198,0.6761,0,0.1667,0,0
Ex 358,0.1818,1.0000,0.3077,0.5385,0.3500,0.4242,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 359,0.7500,1.0000,0.8571,0.7500,0.7500,0.7500,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 360,0.6000,1.0000,0.7500,0.3684,0.4375,0.4000,0.4647,0.4647,0.4647,0,0.0000,0,0
Ex 361,0.6667,1.0000,0.8000,0.6000,0.7500,0.6667,0.6198,0.9296,0.7437,0,0.0000,0,0
Ex 362,1.0000,1.0000,1.0000,0.9474,0.9474,0.9474,0.9296,0.9296,0.9296,1,0.3333,1,0
Ex 363,1.0000,1.0000,1.0000,0.9091,0.9375,0.9231,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 364,1.0000,1.0000,1.0000,0.8333,0.7692,0.8000,0.9296,0.9296,0.9296,1,0.2500,1,0
Ex 365,1.0000,1.0000,1.0000,0.8000,0.8889,0.8421,0.9296,0.9296,0.9296,1,0.2500,1,0
Ex 366,1.0000,0.7500,0.8571,0.9091,0.8333,0.8696,0.9296,0.9296,0.9296,0,0.6667,1,0
Ex 367,0.7500,1.0000,0.8571,1.0000,0.6316,0.7742,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 368,1.0000,1.0000,1.0000,0.8148,0.8800,0.8462,0.9296,0.9296,0.9296,1,0.2500,1,0
Ex 369,0.3750,0.7500,0.5000,0.4583,0.6875,0.5500,0.3098,0.3098,0.3098,0,0.0000,0,0
Ex 370,0.8333,1.0000,0.9091,0.9048,0.9048,0.9048,0.9296,0.7437,0.8264,0,0.4000,0,0
Ex 371,0.8000,1.0000,0.8889,1.0000,0.9355,0.9667,0.9296,0.9296,0.9296,0,0.7500,1,0
Ex 372,1.0000,0.4286,0.6000,0.3571,0.4167,0.3846,0.3098,0.1162,0.1690,0,0.0000,0,0
Ex 373,0.5556,0.7143,0.6250,0.6087,0.5185,0.5600,0.4647,0.1329,0.2065,0,0.0000,0,0
Ex 374,1.0000,1.0000,1.0000,0.6250,0.6452,0.6349,0.7967,0.9296,0.8581,1,0.1250,0,0
Ex 375,1.0000,1.0000,1.0000,0.8571,0.8108,0.8333,0.9296,0.9296,0.9296,1,0.1429,1,0
Ex 376,1.0000,0.5833,0.7368,0.8500,0.7083,0.7727,0.3718,0.1859,0.2479,0,0.1429,0,0
Ex 377,1.0000,1.0000,1.0000,0.8333,0.7143,0.7692,0.9296,0.9296,0.9296,1,0.3333,1,0
Ex 378,0.5000,0.4000,0.4444,0.8571,0.8571,0.8571,0.9296,0.1550,0.2655,0,0.0000,0,0
Ex 379,1.0000,0.6000,0.7500,0.9474,0.8571,0.9000,0.9296,0.3098,0.4647,0,0.3333,0,0
Ex 380,0.8000,1.0000,0.8889,1.0000,0.7778,0.8750,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 381,1.0000,1.0000,1.0000,0.5385,0.7000,0.6087,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 382,0.7500,1.0000,0.8571,0.8462,0.6111,0.7097,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 383,0.6667,1.0000,0.8000,0.9500,0.8636,0.9048,0.9296,0.9296,0.9296,0,0.2500,1,0
Ex 384,1.0000,0.8333,0.9091,0.8636,0.8261,0.8444,0.9296,0.7746,0.8450,0,0.2000,0,0
Ex 385,0.6000,1.0000,0.7500,0.7692,0.6250,0.6897,0.9296,0.6198,0.7437,0,0.3333,0,0
Ex 386,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6198,0.9296,0.7437,1,1.0000,0,0
Ex 387,1.0000,1.0000,1.0000,0.8571,1.0000,0.9231,0.9296,0.9296,0.9296,1,0.6000,1,0
Ex 388,1.0000,1.0000,1.0000,0.7059,0.7500,0.7273,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 389,0.7500,0.7500,0.7500,0.8750,0.8750,0.8750,0.9296,0.3098,0.4647,0,0.6667,0,0
Ex 390,1.0000,0.8000,0.8889,0.7333,0.7857,0.7586,0.0000,0.0000,0.0000,0,0.2500,0,0
Ex 391,0.7500,1.0000,0.8571,1.0000,0.8667,0.9286,0.9296,0.9296,0.9296,0,0.3333,1,0
Ex 392,0.6667,1.0000,0.8000,0.7692,0.9524,0.8511,0.6198,0.9296,0.7437,0,0.0000,0,0
Ex 393,0.8333,1.0000,0.9091,0.4231,0.6875,0.5238,0.4647,0.9296,0.6198,0,0.0000,0,0
Ex 394,1.0000,0.7500,0.8571,0.9474,0.9474,0.9474,0.9296,0.9296,0.9296,0,0.6667,1,0
Ex 395,0.5000,1.0000,0.6667,0.5263,0.8333,0.6452,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 396,1.0000,0.2857,0.4444,0.8000,1.0000,0.8889,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 397,0.4444,1.0000,0.6154,0.4800,0.6667,0.5581,0.9296,0.6198,0.7437,0,0.0000,0,0
Ex 398,1.0000,0.6667,0.8000,1.0000,0.8571,0.9231,0.9296,0.4647,0.6198,0,0.5000,0,0
Ex 399,1.0000,0.8333,0.9091,1.0000,0.8000,0.8889,0.9296,0.6198,0.7437,0,0.2000,0,0
Ex 400,0.5556,0.8333,0.6667,0.9091,0.8000,0.8511,0.9296,0.5577,0.6972,0,0.2000,0,0
Ex 401,1.0000,1.0000,1.0000,0.8846,0.8519,0.8679,0.9296,0.9296,0.9296,1,0.2500,1,0
Ex 402,1.0000,1.0000,1.0000,0.8158,0.8378,0.8267,0.2655,0.6198,0.3718,1,0.2222,0,0
Ex 403,0.8333,0.8333,0.8333,0.9355,0.9355,0.9355,0.9296,0.6198,0.7437,0,0.2000,0,0
Ex 404,0.6667,0.8000,0.7273,0.9375,0.7500,0.8333,0.9296,0.2324,0.3718,0,0.2500,0,0
Ex 405,0.8571,0.7500,0.8000,0.8261,0.7600,0.7917,0.6198,0.4647,0.5312,0,0.3333,0,0
Ex 407,1.0000,1.0000,1.0000,0.8750,0.5385,0.6667,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 408,1.0000,1.0000,1.0000,1.0000,0.9333,0.9655,0.9296,0.9296,0.9296,1,0.7500,1,0
Ex 409,1.0000,1.0000,1.0000,0.8421,0.7273,0.7805,0.9296,0.9296,0.9296,1,0.3333,1,0
Ex 410,1.0000,1.0000,1.0000,0.8780,0.9730,0.9231,0.3984,0.9296,0.5577,1,0.3750,0,0
Ex 411,0.3000,1.0000,0.4615,0.8947,0.6296,0.7391,0.9296,0.4647,0.6198,0,0.3333,0,0
Ex 412,0.5000,0.7500,0.6000,0.9167,0.8462,0.8800,0.9296,0.3098,0.4647,0,0.3333,0,0
Ex 413,0.8000,1.0000,0.8889,0.9474,0.8571,0.9000,0.9296,0.9296,0.9296,0,0.5000,1,0
Ex 414,1.0000,1.0000,1.0000,0.8667,0.5000,0.6341,0.9296,0.6198,0.7437,1,0.0000,0,0
Ex 415,0.6667,0.6667,0.6667,1.0000,0.9231,0.9600,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 416,1.0000,0.8000,0.8889,0.9429,0.7674,0.8462,0.8133,0.5006,0.6198,0,0.2500,0,0
Ex 417,1.0000,0.6250,0.7692,0.8462,0.8462,0.8462,0.3718,0.2324,0.2860,0,0.2000,0,0
Ex 418,0.7500,0.7500,0.7500,0.9500,0.9048,0.9268,0.0000,0.0000,0.0000,0,0.6667,0,0
Ex 419,0.6250,1.0000,0.7692,0.8571,0.7273,0.7869,0.6972,0.6972,0.6972,0,0.0000,0,0
Ex 420,0.7333,0.9167,0.8148,0.8333,0.6154,0.7080,0.9296,0.5577,0.6972,0,0.1818,0,0
Ex 421,1.0000,1.0000,1.0000,0.7200,0.6923,0.7059,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 422,1.0000,1.0000,1.0000,0.9394,0.9688,0.9538,0.6198,0.9296,0.7437,1,0.6000,0,0
Ex 423,0.5455,0.8571,0.6667,0.7561,0.7561,0.7561,0.3718,0.3098,0.3379,0,0.0000,0,0
Ex 424,0.6667,1.0000,0.8000,0.8800,0.7333,0.8000,0.9296,0.9296,0.9296,0,0.2500,1,0
Ex 425,1.0000,1.0000,1.0000,0.8095,0.8500,0.8293,0.6508,0.9296,0.7655,1,0.1429,0,0
Ex 426,0.8000,0.8000,0.8000,0.8889,0.8421,0.8649,0.9296,0.6198,0.7437,0,0.5000,0,0
Ex 427,1.0000,1.0000,1.0000,0.8571,0.6000,0.7059,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 428,0.5714,0.8000,0.6667,0.3158,0.4286,0.3636,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 429,0.8000,1.0000,0.8889,0.8421,1.0000,0.9143,0.9296,0.9296,0.9296,0,0.5000,1,0
Ex 430,0.6667,0.6667,0.6667,0.5652,0.4483,0.5000,0.9296,0.3984,0.5577,0,0.0000,0,0
Ex 431,0.8333,0.8333,0.8333,0.5938,0.9048,0.7170,0.6198,0.6198,0.6198,0,0.0000,0,0
Ex 432,0.8333,1.0000,0.9091,0.8824,0.6250,0.7317,0.9296,0.7746,0.8450,0,0.0000,0,0
Ex 433,0.6667,1.0000,0.8000,0.8182,0.7500,0.7826,0.9296,0.9296,0.9296,0,0.2500,1,0
Ex 434,1.0000,1.0000,1.0000,0.9630,0.8667,0.9123,0.6972,0.9296,0.7967,1,0.2000,0,0
Ex 435,0.6667,1.0000,0.8000,0.9310,0.7714,0.8438,0.6198,0.7437,0.6761,0,0.0000,0,0
Ex 436,0.8333,0.5556,0.6667,0.7407,0.6061,0.6667,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 437,1.0000,1.0000,1.0000,0.8261,0.7600,0.7917,0.9296,0.9296,0.9296,1,0.2000,1,0
Ex 438,0.8333,0.8333,0.8333,0.9524,0.7143,0.8163,0.9296,0.3718,0.5312,0,0.2000,0,0
Ex 439,0.5000,0.6000,0.5455,0.5238,0.7857,0.6286,0.4647,0.2324,0.3098,0,0.0000,0,0
Ex 440,0.4000,0.6667,0.5000,0.6970,0.7931,0.7419,0.7437,0.5312,0.6198,0,0.0000,0,0
Ex 441,1.0000,1.0000,1.0000,0.6471,0.8462,0.7333,0.6198,0.9296,0.7437,1,0.0000,0,0
Ex 442,0.5714,0.5714,0.5714,0.7368,0.6087,0.6667,0.9296,0.2788,0.4290,0,0.0000,0,0
Ex 443,0.7500,0.4286,0.5455,0.8571,0.9231,0.8889,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 444,1.0000,1.0000,1.0000,0.9091,0.7143,0.8000,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 445,0.8889,0.6154,0.7273,0.6316,0.6486,0.6400,0.6972,0.3098,0.4290,0,0.0000,0,0
Ex 446,0.7500,0.6667,0.7059,0.8065,0.6757,0.7353,0.9296,0.2535,0.3984,0,0.0000,0,0
Ex 447,1.0000,0.8000,0.8889,1.0000,0.8621,0.9259,0.9296,0.2324,0.3718,0,0.5000,0,0
Ex 448,0.7273,0.8889,0.8000,0.7692,0.7500,0.7595,0.9296,0.6198,0.7437,0,0.0000,0,0
Ex 449,1.0000,0.8333,0.9091,0.8846,0.8214,0.8519,0.5577,0.5577,0.5577,0,0.2000,0,0
Ex 450,0.8333,1.0000,0.9091,0.8462,0.9565,0.8980,0.9296,0.9296,0.9296,0,0.2000,1,0
Ex 451,0.8333,1.0000,0.9091,0.8846,0.8519,0.8679,0.9296,0.9296,0.9296,0,0.2000,1,0
Ex 452,1.0000,1.0000,1.0000,0.9524,0.8696,0.9091,0.9296,0.9296,0.9296,1,0.3333,1,0
Ex 453,0.5000,0.6667,0.5714,0.8571,0.6000,0.7059,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 454,0.8750,1.0000,0.9333,0.9130,0.8400,0.8750,0.7967,0.9296,0.8581,0,0.4286,0,0
Ex 455,1.0000,1.0000,1.0000,0.3333,0.5455,0.4138,0.3718,0.6198,0.4647,1,0.0000,0,0
Ex 456,1.0000,1.0000,1.0000,0.8485,0.9032,0.8750,0.9296,0.9296,0.9296,1,0.4286,1,0
Ex 457,1.0000,1.0000,1.0000,0.9091,0.7143,0.8000,0.9296,0.9296,0.9296,1,0.1429,1,0
Ex 458,1.0000,0.8000,0.8889,0.8333,0.8696,0.8511,0.9296,0.6972,0.7967,0,0.2500,0,0
Ex 459,1.0000,1.0000,1.0000,0.8889,0.5000,0.6400,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 460,0.6000,1.0000,0.7500,1.0000,0.7143,0.8333,0.3098,0.9296,0.4647,0,0.0000,0,0
Ex 461,1.0000,0.8333,0.9091,0.9286,0.9286,0.9286,0.6972,0.5577,0.6198,0,0.6000,0,0
Ex 462,0.7500,0.7500,0.7500,0.8095,0.8095,0.8095,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 463,0.7500,1.0000,0.8571,0.7647,0.6842,0.7222,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 464,1.0000,0.7500,0.8571,1.0000,0.6923,0.8182,0.9296,0.3718,0.5312,0,0.0000,0,0
Ex 465,1.0000,1.0000,1.0000,0.8462,0.6875,0.7586,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 466,1.0000,0.7500,0.8571,1.0000,0.8667,0.9286,0.9296,0.9296,0.9296,0,0.3333,1,0
Ex 467,0.8000,0.8889,0.8421,0.9048,0.6786,0.7755,0.9296,0.7231,0.8133,0,0.2500,0,0
Ex 468,0.7500,1.0000,0.8571,0.7692,0.4762,0.5882,0.4647,0.4647,0.4647,0,0.0000,0,0
Ex 469,1.0000,1.0000,1.0000,0.8095,0.6538,0.7234,0.6972,0.6972,0.6972,1,0.0000,0,0
Ex 470,1.0000,0.8571,0.9231,0.7778,0.7778,0.7778,0.9296,0.6640,0.7746,0,0.1667,0,0
Ex 471,0.7500,1.0000,0.8571,0.9333,0.8235,0.8750,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 472,0.6000,1.0000,0.7500,0.8182,0.6000,0.6923,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 473,1.0000,1.0000,1.0000,1.0000,0.8636,0.9268,0.4647,0.4647,0.4647,1,0.2500,0,0
