Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 374,1.0000,0.5000,0.6667,0.6923,0.5294,0.6000,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 375,1.0000,0.8571,0.9231,0.9286,0.8387,0.8814,0.9296,0.4647,0.6198,0,0.5000,0,0
Ex 376,1.0000,0.3333,0.5000,0.6875,0.6875,0.6875,0.4647,0.0929,0.1550,0,0.0000,0,0
Ex 377,1.0000,1.0000,1.0000,0.8333,0.7143,0.7692,0.9296,0.9296,0.9296,1,0.3333,1,0
Ex 378,0.6667,0.4000,0.5000,0.8333,0.7143,0.7692,0.9296,0.1550,0.2655,0,0.0000,0,0
Ex 379,1.0000,0.6000,0.7500,1.0000,0.7619,0.8649,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 380,1.0000,1.0000,1.0000,0.8235,0.7778,0.8000,0.9296,0.6198,0.7437,1,0.2500,0,0
Ex 381,1.0000,1.0000,1.0000,0.5000,0.5000,0.5000,0.9296,0.4647,0.6198,1,0.0000,0,0
Ex 382,0.7500,1.0000,0.8571,1.0000,0.3889,0.5600,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 383,0.6667,1.0000,0.8000,1.0000,0.8636,0.9268,0.9296,0.3098,0.4647,0,0.2500,0,0
Ex 384,1.0000,0.6667,0.8000,0.9474,0.9000,0.9231,0.9296,0.3098,0.4647,0,0.2500,0,0
Ex 385,0.6667,0.6667,0.6667,0.8333,0.3846,0.5263,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 386,1.0000,1.0000,1.0000,1.0000,0.6471,0.7857,0.0000,0.0000,0.0000,1,0.0000,0,0
Ex 387,1.0000,0.8000,0.8889,1.0000,0.6000,0.7500,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 388,1.0000,0.4286,0.6000,1.0000,0.7778,0.8750,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 389,1.0000,1.0000,1.0000,0.9231,0.6000,0.7273,0.9296,0.6198,0.7437,1,0.0000,0,0
Ex 390,1.0000,0.8000,0.8889,0.7500,0.4615,0.5714,0.4647,0.4647,0.4647,0,0.0000,0,0
Ex 391,1.0000,1.0000,1.0000,1.0000,0.7333,0.8462,0.9296,0.6198,0.7437,1,0.0000,0,0
Ex 392,0.7500,0.7500,0.7500,0.6471,0.6111,0.6286,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 393,0.6667,0.8000,0.7273,0.7778,0.5000,0.6087,0.9296,0.4647,0.6198,0,0.5000,0,0
Ex 394,1.0000,1.0000,1.0000,0.9444,0.7083,0.8095,0.4647,0.4647,0.4647,1,0.0000,0,0
Ex 395,0.7500,1.0000,0.8571,0.8750,0.5833,0.7000,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 396,1.0000,0.4286,0.6000,0.9167,0.9167,0.9167,0.0000,0.0000,0.0000,0,0.6667,0,0
Ex 397,0.6667,1.0000,0.8000,0.6923,0.5000,0.5806,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 398,1.0000,0.6667,0.8000,0.7692,0.8333,0.8000,0.9296,0.4647,0.6198,0,0.2500,0,0
Ex 399,1.0000,0.6667,0.8000,0.9375,0.7500,0.8333,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 400,0.7500,0.5000,0.6000,1.0000,0.7778,0.8750,0.9296,0.1859,0.3098,0,0.3333,0,0
Ex 401,1.0000,1.0000,1.0000,0.9444,0.6296,0.7556,0.9296,0.3718,0.5312,1,0.0000,0,0
Ex 402,1.0000,0.4444,0.6154,1.0000,0.6818,0.8108,0.4647,0.3098,0.3718,0,0.0000,0,0
Ex 403,0.7500,0.5000,0.6000,1.0000,0.8000,0.8889,0.9296,0.1550,0.2655,0,0.3333,0,0
Ex 404,0.7500,0.6000,0.6667,0.9091,0.6250,0.7407,0.9296,0.2324,0.3718,0,0.0000,0,0
Ex 405,1.0000,0.5000,0.6667,0.9091,0.5556,0.6897,0.4647,0.1162,0.1859,0,0.0000,0,0
Ex 407,1.0000,1.0000,1.0000,0.9000,0.6923,0.7826,0.9296,0.9296,0.9296,1,0.0000,1,0
Ex 408,1.0000,1.0000,1.0000,0.9333,0.9333,0.9333,0.9296,0.4647,0.6198,1,0.5000,0,0
Ex 409,1.0000,0.6667,0.8000,0.7500,0.4286,0.5455,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 410,1.0000,0.5000,0.6667,0.9333,0.7368,0.8235,0.4647,0.3098,0.3718,0,0.0000,0,0
Ex 411,0.2500,0.3333,0.2857,1.0000,0.3750,0.5455,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 412,1.0000,1.0000,1.0000,1.0000,0.5882,0.7407,0.4647,0.3098,0.3718,1,0.0000,0,0
Ex 413,0.7500,0.7500,0.7500,0.9167,0.6875,0.7857,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 414,1.0000,0.5000,0.6667,1.0000,0.5000,0.6667,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 415,0.6667,0.6667,0.6667,1.0000,0.8462,0.9167,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 416,1.0000,0.6000,0.7500,1.0000,0.7714,0.8710,0.6198,0.1430,0.2324,0,0.1667,0,0
Ex 417,1.0000,0.5000,0.6667,0.9000,0.7500,0.8182,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 418,0.7500,0.7500,0.7500,1.0000,0.5417,0.7027,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 419,1.0000,0.6000,0.7500,0.8182,0.4737,0.6000,0.4647,0.2324,0.3098,0,0.0000,0,0
Ex 420,0.6667,0.3333,0.4444,0.8800,0.6875,0.7719,0.9296,0.1239,0.2187,0,0.0000,0,0
Ex 421,0.7500,1.0000,0.8571,0.9545,0.8077,0.8750,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 422,1.0000,1.0000,1.0000,0.9677,0.9375,0.9524,0.6198,0.4647,0.5312,1,0.4000,0,0
Ex 423,1.0000,0.8571,0.9231,0.7000,0.6829,0.6914,0.3098,0.1550,0.2065,0,0.1667,0,0
Ex 424,1.0000,1.0000,1.0000,1.0000,0.5333,0.6957,0.9296,0.4647,0.6198,1,0.0000,0,0
Ex 425,1.0000,0.8571,0.9231,0.8929,0.7353,0.8065,0.9296,0.3984,0.5577,0,0.1667,0,0
Ex 426,1.0000,0.8000,0.8889,1.0000,0.6842,0.8125,0.9296,0.3098,0.4647,0,0.2500,0,0
Ex 427,1.0000,0.6667,0.8000,0.8333,0.6818,0.7500,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 428,0.6667,0.8000,0.7273,0.3636,0.2857,0.3200,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 429,1.0000,1.0000,1.0000,0.9231,0.7500,0.8276,0.9296,0.6198,0.7437,1,0.2500,0,0
Ex 430,0.5000,0.3333,0.4000,0.9412,0.8000,0.8649,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 431,0.6667,0.6667,0.6667,0.7857,0.6875,0.7333,0.9296,0.1550,0.2655,0,0.2500,0,0
Ex 432,0.8333,1.0000,0.9091,0.7895,0.6250,0.6977,0.9296,0.3098,0.4647,0,0.2000,0,0
Ex 433,0.6667,0.5000,0.5714,1.0000,0.7692,0.8696,0.9296,0.2324,0.3718,0,0.0000,0,0
Ex 434,1.0000,0.8000,0.8889,1.0000,0.6667,0.8000,0.9296,0.6198,0.7437,0,0.0000,0,0
Ex 435,0.8333,0.8333,0.8333,0.9048,0.6552,0.7600,0.4647,0.1859,0.2655,0,0.0000,0,0
Ex 436,1.0000,0.4444,0.6154,0.8333,0.3571,0.5000,0.4647,0.1162,0.1859,0,0.0000,0,0
Ex 437,1.0000,0.8000,0.8889,1.0000,0.7895,0.8824,0.9296,0.6198,0.7437,0,0.2500,0,0
Ex 438,1.0000,0.6667,0.8000,1.0000,0.4348,0.6061,0.9296,0.1859,0.3098,0,0.0000,0,0
Ex 439,0.6667,0.8000,0.7273,0.7647,0.6842,0.7222,0.9296,0.2324,0.3718,0,0.0000,0,0
Ex 440,0.7500,0.5000,0.6000,0.9412,0.6667,0.7805,0.9296,0.1329,0.2324,0,0.0000,0,0
Ex 441,0.7500,1.0000,0.8571,0.5385,0.5385,0.5385,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 442,0.6667,0.5714,0.6154,0.7857,0.4783,0.5946,0.9296,0.0929,0.1690,0,0.0000,0,0
Ex 443,0.7500,0.4286,0.5455,0.8696,0.7692,0.8163,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 444,1.0000,0.8000,0.8889,0.8696,0.8696,0.8696,0.9296,0.3718,0.5312,0,0.0000,0,0
Ex 445,1.0000,0.3077,0.4706,0.5385,0.3684,0.4375,0.4647,0.0517,0.0929,0,0.0000,0,0
Ex 446,1.0000,0.4444,0.6154,1.0000,0.6667,0.8000,0.9296,0.1690,0.2860,0,0.0000,0,0
Ex 447,1.0000,0.8000,0.8889,0.9474,0.6667,0.7826,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 448,0.7500,0.6667,0.7059,1.0000,0.7586,0.8627,0.9296,0.2065,0.3379,0,0.3333,0,0
Ex 449,1.0000,0.6667,0.8000,1.0000,0.7826,0.8780,0.4647,0.1859,0.2655,0,0.2500,0,0
Ex 450,0.7500,0.6000,0.6667,0.6250,0.6250,0.6250,0.9296,0.1550,0.2655,0,0.0000,0,0
Ex 451,0.7500,0.6000,0.6667,1.0000,0.9000,0.9474,0.9296,0.2324,0.3718,0,0.3333,0,0
Ex 452,1.0000,1.0000,1.0000,1.0000,0.8261,0.9048,0.9296,0.4647,0.6198,1,0.0000,0,0
Ex 453,0.6667,0.6667,0.6667,0.7778,0.7000,0.7368,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 454,0.8333,0.7143,0.7692,0.7778,0.7778,0.7778,0.4647,0.1550,0.2324,0,0.2000,0,0
Ex 455,0.7500,0.7500,0.7500,0.5000,0.7143,0.5882,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 456,1.0000,0.8571,0.9231,0.9048,0.7037,0.7917,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 457,1.0000,0.5714,0.7273,1.0000,0.5000,0.6667,0.4647,0.1550,0.2324,0,0.0000,0,0
Ex 458,1.0000,0.6000,0.7500,0.8333,0.6667,0.7407,0.9296,0.4647,0.6198,0,0.3333,0,0
Ex 459,0.6667,0.5000,0.5714,1.0000,0.6667,0.8000,0.9296,0.1859,0.3098,0,0.0000,0,0
Ex 460,1.0000,1.0000,1.0000,1.0000,0.7143,0.8333,0.4647,0.9296,0.6198,1,0.0000,0,0
Ex 461,1.0000,0.5000,0.6667,0.8462,0.6471,0.7333,0.4647,0.1859,0.2655,0,0.0000,0,0
Ex 462,0.7500,0.7500,0.7500,0.8000,0.7619,0.7805,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 463,0.7500,1.0000,0.8571,0.9091,0.5263,0.6667,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 464,1.0000,0.7500,0.8571,0.6250,0.3846,0.4762,0.9296,0.3718,0.5312,0,0.0000,0,0
Ex 465,1.0000,1.0000,1.0000,1.0000,0.6875,0.8148,0.9296,0.4647,0.6198,1,0.3333,0,0
Ex 466,1.0000,0.7500,0.8571,1.0000,0.7500,0.8571,0.4647,0.4647,0.4647,0,0.0000,0,0
Ex 467,1.0000,0.3333,0.5000,1.0000,0.6364,0.7778,0.9296,0.2065,0.3379,0,0.0000,0,0
Ex 468,0.7500,1.0000,0.8571,0.9231,0.5714,0.7059,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 469,0.8333,1.0000,0.9091,1.0000,0.6538,0.7907,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 470,1.0000,0.5714,0.7273,0.8462,0.6111,0.7097,0.9296,0.2655,0.4131,0,0.0000,0,0
Ex 471,0.7500,1.0000,0.8571,1.0000,0.7059,0.8276,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 472,0.7500,1.0000,0.8571,0.5833,0.4667,0.5185,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 473,1.0000,1.0000,1.0000,1.0000,0.7727,0.8718,0.4647,0.4647,0.4647,1,0.0000,0,0
Ex 474,1.0000,1.0000,1.0000,0.8000,0.8571,0.8276,0.0000,0.0000,0.0000,1,0.7500,0,0
Ex 475,1.0000,0.8000,0.8889,0.9231,0.6000,0.7273,0.4647,0.2324,0.3098,0,0.0000,0,0
Ex 476,1.0000,0.3636,0.5333,0.4286,0.4000,0.4138,0.4647,0.1329,0.2065,0,0.0000,0,0
Ex 477,0.6667,1.0000,0.8000,0.6667,0.5000,0.5714,0.9296,0.9296,0.9296,0,0.0000,1,0
Ex 478,1.0000,0.8000,0.8889,0.8824,0.7500,0.8108,0.9296,0.3718,0.5312,0,0.2500,0,0
Ex 479,1.0000,1.0000,1.0000,0.6154,0.4706,0.5333,0.9296,0.6198,0.7437,1,0.0000,0,0
Ex 480,0.7500,1.0000,0.8571,0.9333,0.8235,0.8750,0.0000,0.0000,0.0000,0,0.3333,0,0
Ex 481,0.5000,0.5000,0.5000,0.5000,0.6667,0.5714,0.9296,0.2324,0.3718,0,0.0000,0,0
Ex 483,1.0000,0.8000,0.8889,0.9286,0.8125,0.8667,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 484,1.0000,0.8000,0.8889,0.7500,0.4000,0.5217,0.9296,0.3718,0.5312,0,0.0000,0,0
Ex 485,0.5000,0.3333,0.4000,0.7143,0.4545,0.5556,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 486,0.5000,0.6667,0.5714,0.8000,0.4444,0.5714,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 487,0.3333,0.5000,0.4000,0.2500,0.5000,0.3333,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 488,0.7500,0.7500,0.7500,0.8182,0.4737,0.6000,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 489,0.7500,0.7500,0.7500,0.5556,0.3846,0.4545,0.9296,0.3098,0.4647,0,0.0000,0,0
Ex 490,1.0000,0.5714,0.7273,1.0000,0.6786,0.8085,0.4647,0.1329,0.2065,0,0.2500,0,0
Ex 491,1.0000,0.6000,0.7500,0.5714,0.3333,0.4211,0.4647,0.4647,0.4647,0,0.0000,0,0
Ex 492,0.7500,1.0000,0.8571,0.5714,0.3636,0.4444,0.9296,0.3098,0.4647,0,0.3333,0,0
Ex 493,1.0000,0.6000,0.7500,0.7692,0.6250,0.6897,0.9296,0.4647,0.6198,0,0.0000,0,0
Ex 494,1.0000,0.8000,0.8889,0.8846,0.7667,0.8214,0.6198,0.3718,0.4647,0,0.0000,0,0
Ex 495,1.0000,0.8571,0.9231,0.8611,0.9118,0.8857,0.9296,0.4647,0.6198,0,0.1667,0,0
Ex 496,0.7500,0.7500,0.7500,0.9048,0.6552,0.7600,0.9296,0.2324,0.3718,0,0.0000,0,0
Ex 497,0.4000,0.6667,0.5000,0.8750,0.6364,0.7368,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 498,1.0000,0.8000,0.8889,0.9167,0.6111,0.7333,0.9296,0.6198,0.7437,0,0.2500,0,0
Ex 499,0.5000,0.4000,0.4444,0.7500,0.3750,0.5000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 500,1.0000,0.5000,0.6667,1.0000,0.5333,0.6957,0.9296,0.3718,0.5312,0,0.0000,0,0
AVERAGE,0.8499,0.7333,0.7638,0.8381,0.618,0.7018,0.6795,0.3245,0.4146,0.181,0.0775,0.0714,0.0
