Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 373,0.4050,0.8100,0.5400,0.7500,0.2903,0.4186,0.3600,0.2571,0.3000,0,0.0000,0,0
Ex 374,0.9450,0.9450,0.9450,0.7920,0.6387,0.7071,0.7714,0.9000,0.8308,1,0.1250,0,0
Ex 375,0.9450,0.9450,0.9450,0.8757,0.8757,0.8757,0.6429,0.7500,0.6923,1,0.8571,0,0
Ex 376,0.9450,0.5513,0.6963,0.8590,0.7875,0.8217,0.2250,0.1800,0.2000,0,0.5714,0,0
Ex 377,0.9450,0.9450,0.9450,0.4909,0.7714,0.6000,0.6000,0.9000,0.7200,1,0.0000,0,0
Ex 378,0.4725,0.3780,0.4200,0.9000,0.7714,0.8308,0.9000,0.1500,0.2571,0,0.5000,0,0
Ex 379,0.9450,0.5670,0.7088,0.9000,0.8143,0.8550,0.9000,0.3000,0.4500,0,0.3333,0,0
Ex 380,0.9450,0.9450,0.9450,0.8527,0.9000,0.8757,0.9000,0.9000,0.9000,1,0.7500,1,0
Ex 381,0.9450,0.9450,0.9450,0.7000,0.6300,0.6631,0.9000,0.9000,0.9000,1,0.3333,1,0
Ex 382,0.5670,0.9450,0.7088,0.8250,0.5500,0.6600,0.4500,0.9000,0.6000,0,0.0000,0,0
Ex 383,0.6300,0.9450,0.7560,0.9000,0.8590,0.8790,0.4500,0.6000,0.5143,0,0.7500,0,0
Ex 384,0.9450,0.6300,0.7560,0.7579,0.6857,0.7200,0.9000,0.4500,0.6000,0,0.2500,0,0
Ex 385,0.5670,0.9450,0.7088,0.7714,0.3375,0.4695,0.6000,0.6000,0.6000,0,0.0000,0,0
Ex 386,0.9450,0.9450,0.9450,0.9000,0.7942,0.8438,0.4500,0.9000,0.6000,1,0.6667,0,0
Ex 387,0.9450,0.9450,0.9450,0.9000,0.7125,0.7953,0.9000,0.9000,0.9000,1,0.4000,1,0
Ex 388,0.9450,0.6750,0.7875,0.8333,0.8036,0.8182,0.3600,0.3000,0.3272,0,0.6000,0,0
Ex 389,0.7088,0.7088,0.7088,0.8400,0.7875,0.8129,0.9000,0.3000,0.4500,0,0.6667,0,0
Ex 390,0.7875,0.9450,0.8591,0.6136,0.8438,0.7106,0.1500,0.4500,0.2250,0,0.2000,0,0
Ex 391,0.9450,0.9450,0.9450,0.9000,0.7800,0.8357,0.9000,0.9000,0.9000,1,0.3333,1,0
Ex 392,0.4725,0.7088,0.5670,0.8438,0.7500,0.7942,0.3000,0.4500,0.3600,0,0.0000,0,0
Ex 393,0.4296,0.9450,0.5906,0.6000,0.4500,0.5143,0.4500,0.4500,0.4500,0,0.0000,0,0
Ex 394,0.9450,0.9450,0.9450,0.9000,0.8625,0.8808,0.6000,0.9000,0.7200,1,0.7500,0,0
Ex 395,0.3544,0.9450,0.5154,0.6750,0.6750,0.6750,0.4500,0.4500,0.4500,0,0.3333,0,0
Ex 396,0.5400,0.5400,0.5400,0.6158,0.7313,0.6686,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 397,0.5400,0.9450,0.6873,0.7200,0.6000,0.6546,0.9000,0.9000,0.9000,0,0.0000,1,0
Ex 398,0.9450,0.7875,0.8591,0.9000,0.9000,0.9000,0.4500,0.2250,0.3000,0,1.0000,0,0
Ex 399,0.9450,0.7875,0.8591,0.9000,0.7920,0.8426,0.6750,0.4500,0.5400,0,0.4000,0,0
Ex 400,0.7875,0.7875,0.7875,0.8590,0.7560,0.8042,0.9000,0.7200,0.8000,0,0.4000,0,0
Ex 401,0.7560,0.9450,0.8400,0.9000,0.8333,0.8654,0.9000,0.1800,0.3000,0,0.7500,0,0
Ex 402,0.9450,0.8400,0.8895,0.7800,0.6686,0.7200,0.2000,0.6000,0.3000,0,0.2500,0,0
Ex 403,0.7875,0.7875,0.7875,0.9000,0.9000,0.9000,0.6750,0.4500,0.5400,0,1.0000,0,0
Ex 404,0.9450,0.9450,0.9450,0.9000,0.5760,0.7025,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 405,0.7875,0.5906,0.6750,0.7714,0.7364,0.7535,0.3000,0.2250,0.2571,0,0.6000,0,0
Ex 406,0.9450,0.9450,0.9450,0.8384,0.8619,0.8500,0.1800,0.2000,0.1895,1,0.7222,0,0
Ex 407,0.9450,0.9450,0.9450,0.9000,0.8308,0.8640,0.9000,0.9000,0.9000,1,0.6667,1,0
Ex 408,0.9450,0.9450,0.9450,0.9000,0.6600,0.7616,0.9000,0.6750,0.7714,1,0.5000,0,0
Ex 409,0.9450,0.7875,0.8591,0.7650,0.8052,0.7846,0.7200,0.6000,0.6546,0,0.4000,0,0
Ex 410,0.8269,0.8269,0.8269,0.8455,0.8455,0.8455,0.2000,0.6000,0.3000,0,0.5714,0,0
Ex 411,0.2700,0.6300,0.3780,0.9000,0.7411,0.8129,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 412,0.7088,0.7088,0.7088,0.9000,0.8308,0.8640,0.9000,0.3000,0.4500,0,0.6667,0,0
Ex 413,0.7088,0.7088,0.7088,0.9000,0.9000,0.9000,0.4500,0.3000,0.3600,0,1.0000,0,0
Ex 414,0.9450,0.9450,0.9450,0.8550,0.6577,0.7435,0.9000,0.9000,0.9000,1,0.5000,1,0
Ex 415,0.6300,0.6300,0.6300,0.9000,0.9000,0.9000,0.0000,0.0000,0.0000,0,1.0000,0,0
Ex 416,0.9450,0.6615,0.7782,0.9000,0.7106,0.7942,0.7200,0.2769,0.4000,0,0.2857,0,0
Ex 417,0.9450,0.5906,0.7269,0.8625,0.7961,0.8280,0.4500,0.3375,0.3857,0,0.4000,0,0
Ex 418,0.4725,0.4725,0.4725,0.8438,0.7500,0.7942,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 419,0.4296,0.9450,0.5906,0.9000,0.4363,0.5878,0.9000,0.4500,0.6000,0,0.0000,0,0
Ex 420,0.7088,0.9450,0.8100,0.6300,0.3761,0.4711,0.8000,0.4800,0.6000,0,0.0000,0,0
Ex 421,0.9450,0.9450,0.9450,0.6480,0.6231,0.6353,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 422,0.9450,0.9450,0.9450,0.8719,0.8719,0.8719,0.6000,0.9000,0.7200,1,0.8000,0,0
Ex 423,0.4725,0.9450,0.6300,0.6750,0.3522,0.4629,0.4500,0.4500,0.4500,0,0.0000,0,0
Ex 424,0.9450,0.9450,0.9450,0.9000,0.9000,0.9000,0.6000,0.4500,0.5143,1,1.0000,0,0
Ex 425,0.8269,0.9450,0.8820,0.7594,0.6075,0.6750,0.7000,0.9000,0.7875,0,0.0000,0,0
Ex 426,0.7875,0.9450,0.8591,0.7579,0.6857,0.7200,0.9000,0.9000,0.9000,0,0.2000,1,0
Ex 427,0.9450,0.4725,0.6300,0.9000,0.8052,0.8500,0.0000,0.0000,0.0000,0,0.3333,0,0
Ex 428,0.4200,0.7560,0.5400,0.3706,0.4500,0.4064,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 429,0.7560,0.9450,0.8400,0.8400,0.7875,0.8129,0.9000,0.9000,0.9000,0,0.5000,1,0
Ex 430,0.6300,0.6300,0.6300,0.5870,0.4655,0.5192,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 431,0.9450,0.7875,0.8591,0.6000,0.7714,0.6750,0.6750,0.4500,0.5400,0,0.0000,0,0
Ex 432,0.9450,0.9450,0.9450,0.8527,0.6750,0.7535,0.9000,0.7500,0.8182,1,0.2000,0,0
Ex 433,0.9450,0.9450,0.9450,0.7772,0.7125,0.7435,0.7200,0.9000,0.8000,1,0.2500,0,0
Ex 434,0.9450,0.7560,0.8400,0.9000,0.9000,0.9000,0.2250,0.3000,0.2571,0,1.0000,0,0
Ex 435,0.9450,0.7875,0.8591,0.9000,0.7091,0.7933,0.4500,0.5400,0.4909,0,0.2000,0,0
Ex 436,0.6615,0.7350,0.6963,0.5400,0.3857,0.4500,0.1000,0.1125,0.1058,0,0.0000,0,0
Ex 437,0.9450,0.9450,0.9450,0.9000,0.9000,0.9000,0.6750,0.9000,0.7714,1,1.0000,0,0
Ex 438,0.7875,0.7875,0.7875,0.8052,0.5464,0.6511,0.9000,0.3600,0.5143,0,0.4000,0,0
Ex 439,0.4050,0.5670,0.4725,0.5000,0.3750,0.4286,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 440,0.4296,0.7875,0.5559,0.8100,0.7364,0.7714,0.6000,0.2571,0.3600,0,0.0000,0,0
Ex 441,0.7088,0.9450,0.8100,0.9000,0.7616,0.8250,0.9000,0.4500,0.6000,0,0.3333,0,0
Ex 442,0.6300,0.5400,0.5816,0.4500,0.3130,0.3693,0.9000,0.2700,0.4154,0,0.0000,0,0
Ex 443,0.6300,0.5400,0.5816,0.9000,0.8052,0.8500,0.2000,0.2250,0.2118,0,0.0000,0,0
Ex 444,0.9450,0.9450,0.9450,0.8679,0.8679,0.8679,0.7500,0.9000,0.8182,1,0.8000,0,0
Ex 445,0.8269,0.5088,0.6300,0.4909,0.5225,0.5062,0.6429,0.2500,0.3600,0,0.2857,0,0
Ex 446,0.7088,0.6300,0.6671,0.8250,0.5210,0.6387,0.9000,0.3272,0.4800,0,0.0000,0,0
Ex 447,0.5250,0.9450,0.6750,0.9000,0.5728,0.7000,0.6750,0.6750,0.6750,0,0.0000,0,0
Ex 448,0.5315,0.9450,0.6804,0.7875,0.4396,0.5642,0.4500,0.3000,0.3600,0,0.0000,0,0
Ex 449,0.9450,0.6300,0.7560,0.7772,0.7125,0.7435,0.1500,0.1800,0.1636,0,0.2500,0,0
Ex 450,0.9450,0.9450,0.9450,0.7500,0.7826,0.7660,0.9000,0.7500,0.8182,1,0.4000,0,0
Ex 451,0.5400,0.7560,0.6300,0.9000,0.8280,0.8625,0.6000,0.4500,0.5143,0,0.5000,0,0
Ex 452,0.9450,0.9450,0.9450,0.5850,0.5087,0.5442,0.9000,0.9000,0.9000,1,0.0000,1,0
Ex 453,0.4725,0.6300,0.5400,0.7875,0.6300,0.7000,0.9000,0.4500,0.6000,0,0.0000,0,0
Ex 454,0.7875,0.6750,0.7269,0.7411,0.7000,0.7200,0.1800,0.1500,0.1636,0,0.2000,0,0
Ex 455,0.7560,0.9450,0.8400,0.2571,0.3272,0.2880,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 456,0.9450,0.9450,0.9450,0.6968,0.6968,0.6968,0.6429,0.7500,0.6923,1,0.4286,0,0
Ex 457,0.9450,0.9450,0.9450,0.8280,0.7393,0.7811,0.7714,0.9000,0.8308,1,0.5714,0,0
Ex 458,0.9450,0.7560,0.8400,0.8217,0.8217,0.8217,0.9000,0.6750,0.7714,0,0.2500,0,0
Ex 459,0.9450,0.9450,0.9450,0.4909,0.3375,0.4000,0.5400,0.5400,0.5400,1,0.0000,0,0
Ex 460,0.5670,0.9450,0.7088,0.7616,0.7071,0.7333,0.4500,0.9000,0.6000,0,0.3333,0,0
Ex 461,0.9450,0.6300,0.7560,0.7714,0.8640,0.8151,0.3000,0.1800,0.2250,0,0.7500,0,0
Ex 462,0.5670,0.7088,0.6300,0.8100,0.7714,0.7902,0.9000,0.3000,0.4500,0,0.0000,0,0
Ex 463,0.7088,0.9450,0.8100,0.8308,0.5684,0.6750,0.6000,0.9000,0.7200,0,0.3333,0,0
Ex 464,0.9450,0.7088,0.8100,0.9000,0.6231,0.7364,0.6750,0.5400,0.6000,0,0.0000,0,0
Ex 465,0.9450,0.9450,0.9450,0.5539,0.4500,0.4965,0.6000,0.9000,0.7200,1,0.0000,0,0
Ex 466,0.7088,0.7088,0.7088,0.9000,0.7800,0.8357,0.9000,0.9000,0.9000,0,0.6667,1,0
Ex 467,0.9450,0.7350,0.8269,0.8182,0.7200,0.7660,0.7500,0.5000,0.6000,0,0.2857,0,0
Ex 468,0.7088,0.9450,0.8100,0.6600,0.4714,0.5500,0.9000,0.9000,0.9000,0,0.3333,1,0
Ex 469,0.9450,0.9450,0.9450,0.9000,0.6923,0.7826,0.6750,0.6750,0.6750,1,0.2000,0,0
Ex 470,0.8100,0.8100,0.8100,0.6652,0.5666,0.6120,0.7200,0.5143,0.6000,0,0.1667,0,0
Ex 471,0.7088,0.9450,0.8100,0.8438,0.7942,0.8182,0.6000,0.9000,0.7200,0,0.0000,0,0
Ex 472,0.7088,0.9450,0.8100,0.5062,0.5400,0.5225,0.4500,0.9000,0.6000,0,0.0000,0,0
