Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1
Ex 322,1.0000,0.8571,0.9231,0.4500,0.7200,0.5538,0.8000,0.5714,0.6667
Ex 323,0.2857,0.6667,0.4000,0.3077,1.0000,0.4706,0.0000,0.0000,0.0000
Ex 324,0.1111,0.5000,0.1818,0.5000,0.7500,0.6000,0.0000,0.0000,0.0000
Ex 325,0.3333,1.0000,0.5000,0.6250,0.7143,0.6667,0.0000,0.0000,0.0000
Ex 326,0.3750,1.0000,0.5455,0.5789,0.5789,0.5789,1.0000,0.5000,0.6667
Ex 327,0.5714,1.0000,0.7273,0.5143,0.8182,0.6316,0.5000,0.2500,0.3333
Ex 329,0.5000,0.7500,0.6000,0.4091,0.8182,0.5455,1.0000,0.3333,0.5000
Ex 330,0.5714,0.8000,0.6667,0.4400,0.4583,0.4490,0.6667,0.5000,0.5714
Ex 331,0.4000,1.0000,0.5714,0.4000,0.4545,0.4255,0.5000,0.5000,0.5000
Ex 332,0.7778,1.0000,0.8750,0.4643,0.5652,0.5098,1.0000,0.2857,0.4444
Ex 333,0.3333,0.6667,0.4444,0.7143,0.5357,0.6122,1.0000,0.5714,0.7273
Ex 334,0.7500,1.0000,0.8571,0.5000,0.8000,0.6154,1.0000,0.6667,0.8000
Ex 335,0.4000,1.0000,0.5714,0.3636,0.3333,0.3478,0.0000,0.0000,0.0000
Ex 336,1.0000,1.0000,1.0000,0.8286,0.8788,0.8529,1.0000,0.7500,0.8571
Ex 337,0.4286,0.6000,0.5000,0.3158,0.6667,0.4286,0.0000,0.0000,0.0000
Ex 338,0.6250,1.0000,0.7692,0.6486,0.7742,0.7059,1.0000,0.4000,0.5714
Ex 339,0.4000,0.6667,0.5000,0.3636,0.5714,0.4444,0.0000,0.0000,0.0000
Ex 340,0.6923,1.0000,0.8182,0.4681,0.7586,0.5789,0.6667,0.5000,0.5714
Ex 341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 342,0.5000,0.6667,0.5714,0.5556,0.7143,0.6250,1.0000,0.5000,0.6667
Ex 343,0.4286,0.6000,0.5000,0.5385,0.5385,0.5385,1.0000,0.2500,0.4000
Ex 344,0.3571,0.6250,0.4545,0.3824,0.5909,0.4643,0.0000,0.0000,0.0000
Ex 345,0.8889,1.0000,0.9412,0.5000,0.7692,0.6061,1.0000,0.2857,0.4444
Ex 346,0.1818,1.0000,0.3077,0.3000,0.5455,0.3871,1.0000,1.0000,1.0000
Ex 347,0.6471,0.9167,0.7586,0.4615,0.5000,0.4800,0.3333,0.0909,0.1429
Ex 348,0.2857,1.0000,0.4444,0.2500,0.4286,0.3158,0.0000,0.0000,0.0000
Ex 349,0.3333,1.0000,0.5000,0.4348,0.4348,0.4348,0.0000,0.0000,0.0000
Ex 350,0.5385,1.0000,0.7000,0.7436,0.7436,0.7436,1.0000,0.6000,0.7500
Ex 351,0.6667,0.8000,0.7273,0.2273,0.5556,0.3226,0.5000,0.2000,0.2857
Ex 352,0.4167,1.0000,0.5882,0.5455,0.6923,0.6102,1.0000,0.2500,0.4000
Ex 353,0.2143,0.6000,0.3158,0.3333,0.4375,0.3784,0.0000,0.0000,0.0000
Ex 354,0.4000,0.6667,0.5000,0.2857,0.5714,0.3810,0.0000,0.0000,0.0000
Ex 355,0.3636,0.8000,0.5000,0.4545,0.7143,0.5556,1.0000,0.4000,0.5714
Ex 356,0.1111,0.5000,0.1818,0.5000,0.6000,0.5455,0.0000,0.0000,0.0000
Ex 357,0.3077,0.5714,0.4000,0.4444,0.3478,0.3902,1.0000,0.1667,0.2857
Ex 358,0.1667,1.0000,0.2857,0.1111,0.1000,0.1053,0.0000,0.0000,0.0000
Ex 359,0.4286,1.0000,0.6000,0.3750,0.5625,0.4500,0.6667,0.6667,0.6667
Ex 360,0.2857,0.6667,0.4000,0.1667,0.1818,0.1739,0.0000,0.0000,0.0000
Ex 361,0.3000,0.7500,0.4286,0.5333,0.8000,0.6400,0.5000,0.5000,0.5000
Ex 362,0.7500,1.0000,0.8571,0.5789,0.5789,0.5789,1.0000,0.6667,0.8000
Ex 363,0.2222,0.5000,0.3077,1.0000,0.6667,0.8000,0.0000,0.0000,0.0000
Ex 364,0.6667,1.0000,0.8000,0.7500,0.9231,0.8276,1.0000,0.6667,0.8000
Ex 365,0.6667,1.0000,0.8000,0.7727,0.9444,0.8500,1.0000,1.0000,1.0000
Ex 366,0.6667,1.0000,0.8000,0.5238,0.6471,0.5789,1.0000,0.5000,0.6667
Ex 367,0.4286,1.0000,0.6000,0.8667,0.6842,0.7647,1.0000,1.0000,1.0000
Ex 368,0.6667,0.7500,0.7059,0.4571,0.8421,0.5926,1.0000,0.1111,0.2000
Ex 369,0.3000,0.7500,0.4286,0.4583,0.6875,0.5500,0.0000,0.0000,0.0000
Ex 370,0.3077,0.8000,0.4444,0.2857,0.5333,0.3721,1.0000,0.6000,0.7500
Ex 371,0.6667,1.0000,0.8000,0.6207,0.5806,0.6000,1.0000,0.6667,0.8000
Ex 372,0.6000,0.4286,0.5000,0.1667,0.3333,0.2222,0.0000,0.0000,0.0000
Ex 373,0.3636,0.5714,0.4444,0.2692,0.3500,0.3043,0.0000,0.0000,0.0000
Ex 374,0.6250,0.6250,0.6250,0.5417,0.7647,0.6341,0.6667,0.3333,0.4444
Ex 375,0.2857,0.5714,0.3810,0.2812,0.4737,0.3529,0.0000,0.0000,0.0000
Ex 376,1.0000,0.7500,0.8571,0.4655,0.9000,0.6136,0.6667,0.4000,0.5000
Ex 377,0.3333,0.3333,0.3333,0.5000,1.0000,0.6667,0.0000,0.0000,0.0000
Ex 378,0.5000,0.4000,0.4444,0.4000,0.5714,0.4706,1.0000,0.1667,0.2857
Ex 379,0.7500,0.6000,0.6667,0.9333,0.6667,0.7778,0.0000,0.0000,0.0000
Ex 380,0.5000,1.0000,0.6667,0.6364,0.7778,0.7000,1.0000,0.6667,0.8000
Ex 381,0.7500,1.0000,0.8571,0.3750,0.6000,0.4615,1.0000,0.5000,0.6667
Ex 382,0.2500,0.6667,0.3636,0.6000,0.4286,0.5000,1.0000,0.3333,0.5000
Ex 383,0.3750,0.7500,0.5000,0.7059,0.6667,0.6857,0.0000,0.0000,0.0000
Ex 384,0.4167,0.8333,0.5556,0.4839,0.6522,0.5556,1.0000,0.8333,0.9091
Ex 385,0.2222,0.6667,0.3333,0.5000,0.5556,0.5263,0.0000,0.0000,0.0000
Ex 386,0.7500,1.0000,0.8571,0.8667,0.7647,0.8125,0.5000,0.5000,0.5000
Ex 387,0.5556,1.0000,0.7143,0.7600,0.7917,0.7755,1.0000,0.5000,0.6667
Ex 388,0.5000,0.7143,0.5882,0.4615,0.7200,0.5625,0.6667,0.3333,0.4444
Ex 389,0.7500,0.7500,0.7500,0.8824,0.9375,0.9091,1.0000,0.3333,0.5000
Ex 390,0.4444,0.8000,0.5714,0.2727,0.4286,0.3333,0.0000,0.0000,0.0000
Ex 391,0.7500,1.0000,0.8571,0.6842,0.8667,0.7647,0.0000,0.0000,0.0000
Ex 392,0.2857,1.0000,0.4444,0.3846,0.7143,0.5000,0.6667,1.0000,0.8000
Ex 393,0.4545,1.0000,0.6250,0.3077,0.5000,0.3810,0.0000,0.0000,0.0000
Ex 394,0.5714,1.0000,0.7273,0.6538,0.7083,0.6800,1.0000,0.5000,0.6667
Ex 395,0.2222,0.6667,0.3333,0.6667,0.8571,0.7500,0.0000,0.0000,0.0000
Ex 396,0.2500,0.4286,0.3158,0.4118,0.5833,0.4828,0.0000,0.0000,0.0000
Ex 397,0.2000,0.7500,0.3158,0.2593,0.5833,0.3590,1.0000,0.6667,0.8000
Ex 398,0.7500,1.0000,0.8571,0.4839,0.8333,0.6122,1.0000,0.5000,0.6667
Ex 399,0.6250,0.8333,0.7143,0.5143,0.7500,0.6102,0.8333,0.8333,0.8333
Ex 400,0.6250,0.8333,0.7143,0.5000,0.8400,0.6269,1.0000,0.4000,0.5714
Ex 401,0.8000,1.0000,0.8889,0.7241,0.7778,0.7500,1.0000,0.4000,0.5714
Ex 402,0.8889,0.8889,0.8889,0.4912,0.8235,0.6154,0.3333,0.3333,0.3333
Ex 403,0.6667,0.6667,0.6667,0.9259,0.9615,0.9434,1.0000,0.1667,0.2857
Ex 404,0.4444,0.8000,0.5714,0.3333,0.4500,0.3830,1.0000,0.2500,0.4000
Ex 405,0.8571,0.7500,0.8000,0.7308,0.7600,0.7451,1.0000,0.1250,0.2222
Ex 407,0.6000,1.0000,0.7500,0.8667,1.0000,0.9286,0.0000,0.0000,0.0000
Ex 408,0.8000,1.0000,0.8889,0.2917,0.4667,0.3590,1.0000,0.2500,0.4000
Ex 409,0.6667,1.0000,0.8000,0.6071,0.7727,0.6800,1.0000,1.0000,1.0000
Ex 410,0.7500,0.7500,0.7500,0.4800,0.8276,0.6076,0.6667,0.6667,0.6667
Ex 411,0.1667,0.6667,0.2667,0.6111,0.6471,0.6286,0.0000,0.0000,0.0000
Ex 412,0.3333,0.7500,0.4615,0.5294,0.6923,0.6000,1.0000,0.3333,0.5000
Ex 413,0.4286,0.7500,0.5455,0.4211,0.5000,0.4571,0.5000,0.3333,0.4000
Ex 414,0.7500,1.0000,0.8571,0.5926,0.6154,0.6038,1.0000,0.6667,0.8000
Ex 415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 416,0.7000,0.7000,0.7000,0.5833,0.6176,0.6000,0.7500,0.2308,0.3529
Ex 417,0.6250,0.6250,0.6250,0.5405,0.7692,0.6349,0.5000,0.2500,0.3333
Ex 418,0.3750,0.7500,0.5000,0.8421,0.7619,0.8000,0.0000,0.0000,0.0000
Ex 419,0.5000,1.0000,0.6667,0.6774,0.6364,0.6562,0.6667,0.5000,0.5714
Ex 420,0.8182,0.7500,0.7826,0.8772,0.9091,0.8929,0.8750,0.4667,0.6087
Ex 421,0.2222,0.6667,0.3333,0.4211,0.4444,0.4324,1.0000,0.3333,0.5000
Ex 422,0.8333,1.0000,0.9091,0.6000,0.8438,0.7013,0.7500,0.7500,0.7500
Ex 423,0.5000,0.7143,0.5882,0.4898,0.6486,0.5581,0.0000,0.0000,0.0000
Ex 425,0.7000,1.0000,0.8235,0.7838,0.7250,0.7532,0.6667,0.5714,0.6154
Ex 426,0.6250,1.0000,0.7692,0.4516,0.6667,0.5385,1.0000,0.5000,0.6667
Ex 427,0.7143,0.8333,0.7692,0.5938,0.7037,0.6441,1.0000,0.3333,0.5000
Ex 428,0.4000,0.8000,0.5333,0.2632,0.3571,0.3030,0.0000,0.0000,0.0000
Ex 429,0.3333,1.0000,0.5000,0.6500,0.8125,0.7222,1.0000,0.6667,0.8000
Ex 430,0.5000,0.5000,0.5000,0.5714,0.6400,0.6038,1.0000,0.1429,0.2500
Ex 432,0.8333,1.0000,0.9091,0.6364,0.5833,0.6087,1.0000,0.6667,0.8000
Ex 435,0.5556,0.8333,0.6667,0.6471,0.6667,0.6567,0.3333,0.2000,0.2500
Ex 436,0.4545,0.5556,0.5000,0.2778,0.2941,0.2857,0.0000,0.0000,0.0000
Ex 437,0.6250,1.0000,0.7692,0.4706,0.6400,0.5424,0.5000,0.3333,0.4000
Ex 438,0.4000,0.6667,0.5000,0.5185,0.6667,0.5833,1.0000,0.2000,0.3333
Ex 439,0.4000,0.8000,0.5333,0.3333,0.4737,0.3913,1.0000,0.2500,0.4000
Ex 440,0.3636,0.6667,0.4706,0.4857,0.6538,0.5574,0.6667,0.2857,0.4000
Ex 441,0.3000,1.0000,0.4615,0.3200,0.6154,0.4211,1.0000,0.5000,0.6667
Ex 442,0.3000,0.4286,0.3529,0.5385,0.5385,0.5385,0.0000,0.0000,0.0000
Ex 443,0.0909,0.1429,0.1111,0.1667,0.0667,0.0952,0.0000,0.0000,0.0000
Ex 444,0.5000,0.8000,0.6154,0.6452,0.9091,0.7547,1.0000,0.2000,0.3333
Ex 445,0.7273,0.6154,0.6667,0.4222,0.5135,0.4634,1.0000,0.3333,0.5000
Ex 446,0.6250,0.5556,0.5882,0.7241,0.6562,0.6885,1.0000,0.0909,0.1667
Ex 447,0.3077,0.8000,0.4444,0.4783,0.3793,0.4231,1.0000,0.2500,0.4000
Ex 448,0.5000,0.6667,0.5714,0.6053,0.6970,0.6479,1.0000,0.3333,0.5000
Ex 449,0.8571,1.0000,0.9231,0.4750,0.6333,0.5429,0.8333,1.0000,0.9091
Ex 450,0.5000,1.0000,0.6667,0.2973,0.4783,0.3667,1.0000,0.8333,0.9091
Ex 451,0.5000,1.0000,0.6667,0.5926,0.5926,0.5926,1.0000,0.5000,0.6667
Ex 452,0.5000,1.0000,0.6667,0.4167,0.4348,0.4255,1.0000,1.0000,1.0000
Ex 453,0.5000,0.6667,0.5714,0.5000,0.5000,0.5000,1.0000,0.5000,0.6667
Ex 454,0.5000,0.7143,0.5882,0.4286,0.5000,0.4615,0.0000,0.0000,0.0000
Ex 455,0.8000,1.0000,0.8889,0.3158,0.5455,0.4000,0.0000,0.0000,0.0000
Ex 456,0.6000,0.8571,0.7059,0.5484,0.6538,0.5965,1.0000,0.1667,0.2857
Ex 457,0.7778,1.0000,0.8750,0.4048,0.6071,0.4857,1.0000,0.1667,0.2857
Ex 458,0.5556,1.0000,0.7143,0.7143,0.7692,0.7407,0.6667,0.5000,0.5714
Ex 459,0.6667,1.0000,0.8000,0.2000,0.3125,0.2439,1.0000,0.6000,0.7500
Ex 460,0.4000,0.6667,0.5000,0.7273,0.8000,0.7619,1.0000,1.0000,1.0000
Ex 461,0.5556,0.8333,0.6667,0.6667,0.8571,0.7500,1.0000,0.6000,0.7500
Ex 462,0.7500,0.7500,0.7500,0.7727,0.8095,0.7907,1.0000,0.3333,0.5000
Ex 463,0.7500,1.0000,0.8571,0.4074,0.5789,0.4783,0.6667,1.0000,0.8000
Ex 464,0.7500,0.7500,0.7500,0.4762,0.7692,0.5882,0.6667,0.4000,0.5000
Ex 465,0.7500,1.0000,0.8571,0.3500,0.4375,0.3889,1.0000,0.5000,0.6667
Ex 466,0.4286,0.7500,0.5455,0.5652,0.8667,0.6842,1.0000,0.5000,0.6667
Ex 467,0.6429,1.0000,0.7826,0.4444,0.6452,0.5263,1.0000,0.5556,0.7143
Ex 468,0.2727,1.0000,0.4286,0.2000,0.2857,0.2353,0.0000,0.0000,0.0000
Ex 469,0.4167,1.0000,0.5882,0.6471,0.8462,0.7333,0.3333,0.2500,0.2857
Ex 470,0.7778,1.0000,0.8750,0.3235,0.3667,0.3438,1.0000,0.1429,0.2500
Ex 471,0.3750,1.0000,0.5455,0.3333,0.6471,0.4400,1.0000,0.5000,0.6667
Ex 472,0.4286,1.0000,0.6000,0.5263,0.6667,0.5882,0.0000,0.0000,0.0000
Ex 473,0.3636,1.0000,0.5333,0.7037,0.8636,0.7755,1.0000,0.5000,0.6667
Ex 474,0.3000,0.7500,0.4286,0.2778,0.5556,0.3704,0.0000,0.0000,0.0000
Ex 475,0.5000,0.8000,0.6154,0.8235,0.7000,0.7568,0.6667,0.5000,0.5714
Ex 476,0.7143,0.9091,0.8000,0.4746,0.7000,0.5657,1.0000,0.5714,0.7273
Ex 477,0.1538,1.0000,0.2667,0.3500,0.8750,0.5000,0.0000,0.0000,0.0000
Ex 478,0.7143,1.0000,0.8333,0.5278,0.7917,0.6333,1.0000,0.4000,0.5714
Ex 479,0.3000,1.0000,0.4615,0.7500,0.7059,0.7273,1.0000,0.6667,0.8000
Ex 480,0.3333,1.0000,0.5000,0.7222,0.7647,0.7429,0.0000,0.0000,0.0000
Ex 481,0.3077,0.6667,0.4211,0.2222,0.7500,0.3429,0.0000,0.0000,0.0000
Ex 482,0.6250,1.0000,0.7692,0.6154,0.6154,0.6154,0.6667,0.5000,0.5714
Ex 483,0.8333,1.0000,0.9091,0.5161,0.8000,0.6275,1.0000,0.5000,0.6667
Ex 484,0.5714,0.8000,0.6667,0.3571,0.3846,0.3704,1.0000,0.4000,0.5714
Ex 485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 486,0.2000,0.6667,0.3077,0.6667,0.4444,0.5333,0.0000,0.0000,0.0000
Ex 487,0.4000,1.0000,0.5714,0.2941,0.3846,0.3333,1.0000,1.0000,1.0000
Ex 488,0.5000,1.0000,0.6667,0.4474,0.7083,0.5484,0.6667,0.6667,0.6667
Ex 489,0.1667,0.2500,0.2000,0.6667,1.0000,0.8000,0.0000,0.0000,0.0000
Ex 490,0.4167,0.7143,0.5263,0.6786,0.5758,0.6230,0.5000,0.1429,0.2222
Ex 491,0.4167,1.0000,0.5882,0.3333,0.6316,0.4364,0.5000,1.0000,0.6667
Ex 492,0.5000,1.0000,0.6667,0.1111,0.2727,0.1579,0.7500,1.0000,0.8571
Ex 493,0.8333,1.0000,0.9091,0.7857,0.8800,0.8302,1.0000,0.5000,0.6667
Ex 494,0.8000,0.8000,0.8000,0.6923,0.9000,0.7826,0.3333,0.2000,0.2500
Ex 495,0.6000,0.8571,0.7059,0.7179,0.8235,0.7671,1.0000,0.1667,0.2857
Ex 496,0.3333,1.0000,0.5000,0.5143,0.5625,0.5373,1.0000,0.5000,0.6667
Ex 497,0.3750,1.0000,0.5455,0.5556,0.6667,0.6061,1.0000,0.5000,0.6667
Ex 498,0.3750,0.6000,0.4615,0.6250,0.7143,0.6667,0.0000,0.0000,0.0000
Ex 499,0.4000,0.8000,0.5333,0.5833,0.7368,0.6512,1.0000,0.5000,0.6667
Ex 500,0.8333,0.8333,0.8333,0.8421,0.9412,0.8889,1.0000,0.2000,0.3333
AVERAGE,0.4811,0.7926,0.5787,0.5085,0.6338,0.5545,0.5875,0.3309,0.3972
