Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1
Ex 395,0.6000,1.0000,0.7500,0.9167,0.9167,0.9167,0.0000,0.0000,0.0000
Ex 396,0.6000,0.4286,0.5000,0.7500,0.7500,0.7500,0.0000,0.0000,0.0000
Ex 397,0.5714,1.0000,0.7273,0.4118,0.3889,0.4000,1.0000,0.6667,0.8000
Ex 398,0.8333,0.8333,0.8333,0.7333,0.7857,0.7586,1.0000,0.5000,0.6667
Ex 399,0.8000,0.6667,0.7273,1.0000,0.7143,0.8333,1.0000,0.3333,0.5000
Ex 400,0.6667,0.6667,0.6667,1.0000,0.7619,0.8649,0.6667,0.4000,0.5000
Ex 401,1.0000,1.0000,1.0000,1.0000,0.8148,0.8980,1.0000,0.4000,0.5714
Ex 402,0.8750,0.7778,0.8235,0.9565,0.6875,0.8000,1.0000,0.3333,0.5000
Ex 403,0.6667,0.6667,0.6667,1.0000,0.8077,0.8936,1.0000,0.1667,0.2857
Ex 404,0.8000,0.8000,0.8000,0.7333,0.5500,0.6286,1.0000,0.2500,0.4000
Ex 405,0.8333,0.6250,0.7143,0.9500,0.8636,0.9048,0.0000,0.0000,0.0000
Ex 406,0.8182,1.0000,0.9000,0.8333,0.8451,0.8392,0.7500,0.3333,0.4615
Ex 407,1.0000,1.0000,1.0000,0.8889,0.6154,0.7273,0.0000,0.0000,0.0000
Ex 408,1.0000,1.0000,1.0000,0.8750,0.9333,0.9032,1.0000,0.2500,0.4000
Ex 409,1.0000,0.6667,0.8000,0.6250,0.6250,0.6250,1.0000,0.3333,0.5000
Ex 410,0.8750,0.8750,0.8750,0.9643,0.8182,0.8852,0.6000,1.0000,0.7500
Ex 411,0.2000,0.6667,0.3077,0.9000,0.5294,0.6667,0.0000,0.0000,0.0000
Ex 412,1.0000,1.0000,1.0000,0.6500,0.7647,0.7027,0.5000,0.3333,0.4000
Ex 413,0.7500,0.7500,0.7500,1.0000,0.9375,0.9677,1.0000,0.3333,0.5000
Ex 414,1.0000,1.0000,1.0000,1.0000,0.5385,0.7000,1.0000,0.6667,0.8000
Ex 415,0.6667,0.6667,0.6667,0.8000,0.7273,0.7619,0.0000,0.0000,0.0000
Ex 416,0.8333,0.5000,0.6250,0.9524,0.8000,0.8696,0.6667,0.1538,0.2500
Ex 417,1.0000,0.6250,0.7692,0.9000,0.6923,0.7826,0.5000,0.1250,0.2000
Ex 418,0.6000,0.7500,0.6667,0.9375,0.7143,0.8108,0.0000,0.0000,0.0000
Ex 419,0.8000,0.8000,0.8000,0.8800,0.7857,0.8302,0.5000,0.2500,0.3333
Ex 420,0.8571,1.0000,0.9231,0.8113,0.6418,0.7167,1.0000,0.6000,0.7500
Ex 421,1.0000,1.0000,1.0000,0.5385,0.5385,0.5385,1.0000,1.0000,1.0000
Ex 422,1.0000,1.0000,1.0000,0.9394,0.9688,0.9538,0.7500,0.7500,0.7500
Ex 423,0.8333,0.7143,0.7692,0.7931,0.6216,0.6970,0.0000,0.0000,0.0000
Ex 424,1.0000,1.0000,1.0000,0.7826,0.6000,0.6792,1.0000,0.7500,0.8571
Ex 425,0.6667,0.8571,0.7500,0.7857,0.6111,0.6875,1.0000,0.1429,0.2500
Ex 426,0.7500,0.6000,0.6667,0.8333,0.7143,0.7692,1.0000,0.1667,0.2857
Ex 427,1.0000,0.8333,0.9091,0.7917,0.7308,0.7600,1.0000,0.6667,0.8000
Ex 428,0.5714,0.8000,0.6667,0.3125,0.3571,0.3333,0.0000,0.0000,0.0000
Ex 429,0.8000,1.0000,0.8889,0.8667,0.8125,0.8387,1.0000,0.6667,0.8000
Ex 430,0.5000,0.5000,0.5000,0.7895,0.6000,0.6818,1.0000,0.1429,0.2500
Ex 431,0.6667,0.6667,0.6667,0.7059,0.7500,0.7273,1.0000,0.1667,0.2857
Ex 432,0.8333,1.0000,0.9091,0.9375,0.6250,0.7500,1.0000,0.1667,0.2857
Ex 433,0.5000,0.7500,0.6000,0.9375,0.7500,0.8333,1.0000,0.2500,0.4000
Ex 434,0.8000,0.8000,0.8000,0.8333,0.6818,0.7500,0.0000,0.0000,0.0000
Ex 435,1.0000,1.0000,1.0000,0.8519,0.6571,0.7419,1.0000,0.6000,0.7500
Ex 436,0.8571,0.6667,0.7500,0.6818,0.3750,0.4839,0.0000,0.0000,0.0000
Ex 437,1.0000,1.0000,1.0000,0.9524,0.8000,0.8696,1.0000,0.3333,0.5000
Ex 438,1.0000,0.6667,0.8000,0.9412,0.7619,0.8421,1.0000,0.2000,0.3333
Ex 439,0.6667,0.8000,0.7273,0.4118,0.4118,0.4118,1.0000,0.2500,0.4000
Ex 440,0.3333,0.5000,0.4000,0.7059,0.5455,0.6154,0.5000,0.1429,0.2222
Ex 441,0.7500,1.0000,0.8571,0.6154,0.6154,0.6154,1.0000,0.5000,0.6667
Ex 442,0.5714,0.5714,0.5714,0.8235,0.6087,0.7000,0.0000,0.0000,0.0000
Ex 443,0.2500,0.1429,0.1818,0.7692,0.6667,0.7143,0.0000,0.0000,0.0000
Ex 444,0.8000,0.8000,0.8000,0.9000,0.8182,0.8571,1.0000,0.2000,0.3333
Ex 445,0.8750,0.5385,0.6667,0.6190,0.3714,0.4643,1.0000,0.1111,0.2000
Ex 446,0.6250,0.5556,0.5882,0.8636,0.5938,0.7037,1.0000,0.0909,0.1667
Ex 447,0.4444,0.8000,0.5714,0.9375,0.5172,0.6667,0.5000,0.2500,0.3333
Ex 448,0.6250,0.5556,0.5882,0.7895,0.5172,0.6250,1.0000,0.1111,0.2000
Ex 449,0.8571,1.0000,0.9231,0.8462,0.7333,0.7857,0.7500,0.6000,0.6667
Ex 450,0.8333,1.0000,0.9091,0.7727,0.7391,0.7556,1.0000,0.6667,0.8000
Ex 451,0.5714,0.8000,0.6667,0.8462,0.8800,0.8627,0.5000,0.2500,0.3333
Ex 452,1.0000,1.0000,1.0000,0.8421,0.6957,0.7619,1.0000,1.0000,1.0000
Ex 453,0.5000,0.6667,0.5714,0.8333,0.5000,0.6250,1.0000,0.5000,0.6667
Ex 454,0.8333,0.7143,0.7692,0.7059,0.6667,0.6857,0.0000,0.0000,0.0000
Ex 455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 456,0.6250,0.7143,0.6667,0.8500,0.7727,0.8095,1.0000,0.1667,0.2857
Ex 457,1.0000,1.0000,1.0000,1.0000,0.8571,0.9231,1.0000,0.1667,0.2857
Ex 458,1.0000,0.8000,0.8889,0.8421,0.6957,0.7619,1.0000,0.5000,0.6667
Ex 459,0.8000,1.0000,0.8889,0.9286,0.8125,0.8667,1.0000,0.6000,0.7500
Ex 460,0.5000,0.6667,0.5714,1.0000,0.7000,0.8235,1.0000,1.0000,1.0000
Ex 461,1.0000,0.6667,0.8000,0.8261,0.7600,0.7917,1.0000,0.2000,0.3333
Ex 462,1.0000,0.7500,0.8571,0.7895,0.7143,0.7500,1.0000,0.3333,0.5000
Ex 463,0.7500,1.0000,0.8571,0.7692,0.5263,0.6250,1.0000,1.0000,1.0000
Ex 464,1.0000,0.7500,0.8571,1.0000,0.6154,0.7619,1.0000,0.4000,0.5714
Ex 465,1.0000,1.0000,1.0000,0.8462,0.6875,0.7586,1.0000,0.5000,0.6667
Ex 466,0.7500,0.7500,0.7500,0.9286,0.8667,0.8966,1.0000,0.5000,0.6667
Ex 467,1.0000,0.8889,0.9412,0.8125,0.9286,0.8667,1.0000,0.4444,0.6154
Ex 468,0.7500,1.0000,0.8571,0.4615,0.2857,0.3529,0.5000,0.5000,0.5000
Ex 469,0.8333,1.0000,0.9091,0.9500,0.7308,0.8261,0.6667,0.5000,0.5714
Ex 470,0.7500,0.8571,0.8000,0.5556,0.5556,0.5556,1.0000,0.1429,0.2500
Ex 471,0.7500,1.0000,0.8571,1.0000,0.7059,0.8276,0.5000,0.5000,0.5000
Ex 472,0.6000,1.0000,0.7500,0.8000,0.5333,0.6400,0.0000,0.0000,0.0000
Ex 473,1.0000,1.0000,1.0000,0.9444,0.7727,0.8500,1.0000,0.5000,0.6667
Ex 474,0.6000,0.7500,0.6667,0.7273,0.8889,0.8000,1.0000,0.3333,0.5000
Ex 475,1.0000,1.0000,1.0000,0.7500,0.5000,0.6000,1.0000,0.7500,0.8571
Ex 476,0.9091,0.9091,0.9091,0.7333,0.8250,0.7765,1.0000,0.1429,0.2500
Ex 477,0.6667,1.0000,0.8000,0.5714,0.5000,0.5333,0.0000,0.0000,0.0000
Ex 478,1.0000,1.0000,1.0000,0.7500,0.5000,0.6000,1.0000,0.6000,0.7500
Ex 479,0.5000,1.0000,0.6667,0.6429,0.5294,0.5806,1.0000,1.0000,1.0000
Ex 480,0.6000,1.0000,0.7500,1.0000,0.8824,0.9375,0.0000,0.0000,0.0000
Ex 481,0.5000,0.5000,0.5000,0.7143,0.8333,0.7692,0.0000,0.0000,0.0000
Ex 482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 483,0.8000,0.8000,0.8000,0.9375,0.8824,0.9091,1.0000,0.2500,0.4000
Ex 484,0.7500,0.6000,0.6667,1.0000,0.7273,0.8421,0.0000,0.0000,0.0000
Ex 485,0.1667,0.1667,0.1667,0.5000,0.2500,0.3333,0.0000,0.0000,0.0000
Ex 486,0.4000,0.6667,0.5000,0.5714,0.4444,0.5000,1.0000,0.3333,0.5000
Ex 487,0.5000,1.0000,0.6667,0.1250,0.0769,0.0952,1.0000,1.0000,1.0000
Ex 488,0.6667,1.0000,0.8000,0.7692,0.4167,0.5405,1.0000,0.6667,0.8000
Ex 489,0.2000,0.2500,0.2222,0.6667,1.0000,0.8000,0.0000,0.0000,0.0000
Ex 490,0.7143,0.7143,0.7143,1.0000,0.6970,0.8214,0.6667,0.2857,0.4000
Ex 491,0.7143,1.0000,0.8333,0.5714,0.4211,0.4848,0.0000,0.0000,0.0000
Ex 492,0.6000,1.0000,0.7500,0.3333,0.3636,0.3478,0.6667,0.6667,0.6667
Ex 493,1.0000,0.8000,0.8889,0.8235,0.6667,0.7368,1.0000,0.5000,0.6667
Ex 494,1.0000,0.8000,0.8889,0.7857,0.7333,0.7586,0.3333,0.2000,0.2500
Ex 495,0.8571,0.8571,0.8571,0.8286,0.8529,0.8406,1.0000,0.1667,0.2857
Ex 496,0.6000,0.7500,0.6667,0.9200,0.7931,0.8519,1.0000,0.2500,0.4000
Ex 497,0.7500,1.0000,0.8571,0.7273,0.5333,0.6154,0.0000,0.0000,0.0000
Ex 498,0.4286,0.6000,0.5000,0.8571,0.4286,0.5714,0.0000,0.0000,0.0000
Ex 499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 500,0.8333,0.8333,0.8333,1.0000,1.0000,1.0000,1.0000,0.2000,0.3333
AVERAGE,0.7261,0.7765,0.7366,0.7647,0.6228,0.6787,0.5971,0.3078,0.377
