Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1
Ex 306,0.9167,1.0000,0.9565,0.9149,0.7544,0.8269,0.0000,0.0000,0.0000
Ex 307,0.3333,0.3333,0.3333,0.8462,0.7857,0.8148,0.0000,0.0000,0.0000
Ex 308,0.7500,0.6000,0.6667,0.8667,0.7222,0.7879,0.0000,0.0000,0.0000
Ex 309,0.4286,0.6000,0.5000,0.8462,0.6471,0.7333,0.0000,0.0000,0.0000
Ex 310,1.0000,1.0000,1.0000,1.0000,0.8667,0.9286,0.0000,0.0000,0.0000
Ex 311,0.5000,1.0000,0.6667,0.9412,0.9412,0.9412,1.0000,0.3333,0.5000
Ex 312,1.0000,1.0000,1.0000,0.8750,0.7778,0.8235,0.0000,0.0000,0.0000
Ex 313,0.5556,0.7143,0.6250,0.4348,0.6667,0.5263,1.0000,0.3333,0.5000
Ex 314,1.0000,1.0000,1.0000,0.4706,0.5000,0.4848,1.0000,0.6000,0.7500
Ex 315,0.5000,0.5000,0.5000,0.4667,0.5833,0.5185,0.0000,0.0000,0.0000
Ex 316,0.6667,0.8000,0.7273,0.5385,0.9333,0.6829,1.0000,0.5000,0.6667
Ex 317,0.3333,0.5000,0.4000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 318,1.0000,1.0000,1.0000,0.7778,0.5833,0.6667,1.0000,0.5000,0.6667
Ex 319,1.0000,1.0000,1.0000,0.8750,0.7000,0.7778,1.0000,1.0000,1.0000
Ex 320,0.7143,1.0000,0.8333,0.8571,0.7500,0.8000,0.0000,0.0000,0.0000
Ex 321,0.0769,0.2000,0.1111,0.4286,0.5000,0.4615,0.0000,0.0000,0.0000
Ex 322,1.0000,0.7143,0.8333,0.8889,0.7619,0.8205,0.5000,0.1429,0.2222
Ex 323,0.6667,0.6667,0.6667,0.3750,0.7500,0.5000,0.0000,0.0000,0.0000
Ex 324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Ex 325,0.6667,1.0000,0.8000,0.7500,0.8571,0.8000,0.0000,0.0000,0.0000
Ex 326,0.7500,1.0000,0.8571,0.9231,0.6316,0.7500,1.0000,0.5000,0.6667
Ex 327,0.8000,1.0000,0.8889,0.8667,0.5909,0.7027,1.0000,0.2500,0.4000
Ex 328,0.6667,0.6667,0.6667,0.7500,0.8438,0.7941,1.0000,0.2500,0.4000
Ex 329,0.7500,0.7500,0.7500,0.6429,0.8182,0.7200,1.0000,0.3333,0.5000
Ex 330,1.0000,0.8000,0.8889,0.6667,0.5000,0.5714,0.6667,0.5000,0.5714
Ex 331,0.6000,0.7500,0.6667,0.3529,0.3750,0.3636,0.0000,0.0000,0.0000
Ex 332,0.8333,0.7143,0.7692,0.8235,0.7778,0.8000,1.0000,0.2857,0.4444
Ex 333,0.5000,0.5000,0.5000,0.7600,0.7600,0.7600,1.0000,0.2857,0.4444
Ex 334,0.7500,1.0000,0.8571,1.0000,0.8667,0.9286,1.0000,0.6667,0.8000
Ex 335,0.5000,1.0000,0.6667,0.9167,0.9167,0.9167,0.0000,0.0000,0.0000
Ex 336,1.0000,1.0000,1.0000,0.9062,0.8788,0.8923,1.0000,0.7500,0.8571
Ex 337,0.8000,0.8000,0.8000,0.5238,0.8462,0.6471,0.0000,0.0000,0.0000
Ex 338,0.7143,1.0000,0.8333,0.8438,0.8710,0.8571,1.0000,0.4000,0.5714
Ex 339,0.5000,0.6667,0.5714,0.2667,0.5714,0.3636,0.0000,0.0000,0.0000
Ex 340,1.0000,0.6667,0.8000,0.5600,0.7000,0.6222,0.6667,0.2500,0.3636
Ex 341,0.2500,0.3333,0.2857,0.5000,0.2000,0.2857,0.0000,0.0000,0.0000
Ex 342,1.0000,1.0000,1.0000,0.6667,0.6000,0.6316,1.0000,1.0000,1.0000
Ex 343,0.7500,0.6000,0.6667,0.7222,1.0000,0.8387,1.0000,0.2500,0.4000
Ex 344,0.6667,0.5000,0.5714,0.6875,0.6471,0.6667,0.0000,0.0000,0.0000
Ex 345,1.0000,0.5000,0.6667,0.8750,0.8750,0.8750,0.0000,0.0000,0.0000
Ex 346,0.4000,1.0000,0.5714,0.4000,0.3636,0.3810,1.0000,1.0000,1.0000
Ex 347,0.7143,0.8333,0.7692,0.5366,0.5500,0.5432,0.0000,0.0000,0.0000
Ex 348,0.2500,0.5000,0.3333,0.3333,0.5000,0.4000,0.0000,0.0000,0.0000
Ex 349,1.0000,1.0000,1.0000,0.5238,0.4783,0.5000,1.0000,1.0000,1.0000
Ex 350,0.8750,1.0000,0.9333,0.9655,0.7179,0.8235,1.0000,0.4000,0.5714
Ex 351,0.6667,0.8000,0.7273,0.3750,0.6667,0.4800,1.0000,0.2000,0.3333
Ex 352,1.0000,1.0000,1.0000,0.8400,0.8077,0.8235,1.0000,0.5000,0.6667
Ex 353,0.6000,0.6000,0.6000,0.4167,0.6250,0.5000,0.0000,0.0000,0.0000
Ex 354,0.5000,0.6667,0.5714,0.5556,0.7143,0.6250,0.0000,0.0000,0.0000
Ex 355,0.6667,0.8000,0.7273,0.5714,0.5714,0.5714,1.0000,0.2000,0.3333
Ex 356,0.4000,1.0000,0.5714,0.8333,0.5000,0.6250,1.0000,1.0000,1.0000
Ex 357,0.3000,0.4286,0.3529,0.7222,0.7222,0.7222,1.0000,0.1667,0.2857
Ex 358,0.1000,0.5000,0.1667,0.3333,0.6667,0.4444,0.0000,0.0000,0.0000
Ex 359,0.7500,1.0000,0.8571,0.4706,0.5000,0.4848,1.0000,0.6667,0.8000
Ex 360,0.3333,0.6667,0.4444,0.1176,0.1818,0.1429,0.0000,0.0000,0.0000
Ex 361,0.3333,0.7500,0.4615,0.6818,0.7500,0.7143,0.0000,0.0000,0.0000
Ex 362,1.0000,1.0000,1.0000,0.7895,0.7895,0.7895,1.0000,0.6667,0.8000
Ex 363,0.5000,0.5000,0.5000,0.9474,0.8571,0.9000,0.0000,0.0000,0.0000
Ex 364,1.0000,1.0000,1.0000,0.8462,0.8462,0.8462,1.0000,0.6667,0.8000
Ex 365,1.0000,1.0000,1.0000,0.6957,0.8889,0.7805,1.0000,1.0000,1.0000
Ex 366,1.0000,1.0000,1.0000,1.0000,0.9412,0.9697,1.0000,0.5000,0.6667
Ex 367,0.7500,1.0000,0.8571,1.0000,0.8947,0.9444,1.0000,1.0000,1.0000
Ex 368,1.0000,0.8750,0.9333,0.5238,0.4783,0.5000,1.0000,0.6667,0.8000
Ex 369,0.3333,0.7500,0.4615,0.4091,0.5625,0.4737,0.0000,0.0000,0.0000
Ex 370,0.6667,0.8000,0.7273,0.7333,0.7333,0.7333,1.0000,0.6000,0.7500
Ex 371,0.8000,1.0000,0.8889,0.7857,0.7097,0.7458,1.0000,0.6667,0.8000
Ex 372,0.6667,0.2857,0.4000,0.1818,0.4000,0.2500,0.0000,0.0000,0.0000
Ex 373,0.4444,0.5714,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000
Ex 374,0.7500,0.7500,0.7500,0.6957,0.7619,0.7273,1.0000,0.5000,0.6667
Ex 375,1.0000,1.0000,1.0000,0.8000,0.8649,0.8312,1.0000,0.8333,0.9091
Ex 376,1.0000,0.5833,0.7368,0.6923,0.7500,0.7200,0.0000,0.0000,0.0000
Ex 377,1.0000,1.0000,1.0000,0.3000,0.4286,0.3529,1.0000,0.5000,0.6667
Ex 378,0.5000,0.4000,0.4444,0.5714,0.5714,0.5714,1.0000,0.1667,0.2857
Ex 379,1.0000,0.6000,0.7500,0.9444,0.8095,0.8718,0.0000,0.0000,0.0000
Ex 380,0.8000,1.0000,0.8889,0.9474,1.0000,0.9730,1.0000,0.6667,0.8000
Ex 381,1.0000,1.0000,1.0000,0.4000,0.6000,0.4800,1.0000,0.5000,0.6667
Ex 382,0.6667,0.6667,0.6667,0.8571,0.8571,0.8571,1.0000,0.3333,0.5000
Ex 383,0.6667,1.0000,0.8000,0.9375,0.6818,0.7895,1.0000,0.3333,0.5000
Ex 384,1.0000,0.8333,0.9091,0.7500,0.6522,0.6977,1.0000,0.8333,0.9091
Ex 385,0.4000,0.6667,0.5000,0.6667,0.6667,0.6667,1.0000,0.3333,0.5000
Ex 386,1.0000,1.0000,1.0000,0.8824,0.8824,0.8824,1.0000,1.0000,1.0000
Ex 387,1.0000,1.0000,1.0000,1.0000,0.7917,0.8837,1.0000,0.7500,0.8571
Ex 388,0.8333,0.7143,0.7692,0.5455,0.8182,0.6545,1.0000,0.1667,0.2857
Ex 389,0.7500,0.7500,0.7500,0.8667,0.8125,0.8387,1.0000,0.3333,0.5000
Ex 390,1.0000,0.8000,0.8889,0.6667,0.8571,0.7500,0.0000,0.0000,0.0000
Ex 391,0.6000,1.0000,0.7500,0.9167,0.7333,0.8148,0.0000,0.0000,0.0000
Ex 392,0.5714,1.0000,0.7273,0.4688,0.7143,0.5660,0.6667,1.0000,0.8000
Ex 393,0.8333,1.0000,0.9091,0.4400,0.6875,0.5366,0.0000,0.0000,0.0000
Ex 394,1.0000,1.0000,1.0000,0.9167,0.9167,0.9167,1.0000,0.5000,0.6667
Ex 395,0.4000,0.6667,0.5000,0.4286,0.8571,0.5714,0.0000,0.0000,0.0000
Ex 396,0.6000,0.4286,0.5000,0.8000,1.0000,0.8889,0.0000,0.0000,0.0000
Ex 397,0.4000,1.0000,0.5714,0.3462,0.5000,0.4091,1.0000,0.6667,0.8000
Ex 398,1.0000,1.0000,1.0000,0.6842,0.7222,0.7027,1.0000,0.2500,0.4000
Ex 399,0.8000,0.6667,0.7273,0.9375,0.7143,0.8108,1.0000,0.3333,0.5000
Ex 400,0.8000,0.6667,0.7273,0.8824,0.7143,0.7895,1.0000,0.4000,0.5714
Ex 401,1.0000,1.0000,1.0000,0.8519,0.8519,0.8519,1.0000,0.2000,0.3333
Ex 402,0.8750,0.7778,0.8235,0.9062,0.9062,0.9062,0.5000,0.3333,0.4000
Ex 403,0.6667,0.6667,0.6667,0.9600,0.9231,0.9412,0.0000,0.0000,0.0000
Ex 404,0.5714,0.8000,0.6667,0.8235,0.7000,0.7568,1.0000,0.2500,0.4000
Ex 405,0.8333,0.6250,0.7143,0.9500,0.8636,0.9048,1.0000,0.1250,0.2222
Ex 406,0.9000,1.0000,0.9474,0.7436,0.8169,0.7785,0.6667,0.2222,0.3333
Ex 407,1.0000,1.0000,1.0000,0.8889,0.6154,0.7273,0.0000,0.0000,0.0000
Ex 408,1.0000,1.0000,1.0000,0.5714,0.8000,0.6667,1.0000,0.2500,0.4000
Ex 409,1.0000,1.0000,1.0000,0.7600,0.8636,0.8085,1.0000,0.8333,0.9091
Ex 410,0.7500,0.7500,0.7500,0.8286,1.0000,0.9062,1.0000,0.6667,0.8000
Ex 411,0.2222,0.6667,0.3333,0.8125,0.7647,0.7879,0.0000,0.0000,0.0000
Ex 412,0.7500,0.7500,0.7500,0.3529,0.4615,0.4000,1.0000,0.3333,0.5000
Ex 413,0.7500,0.7500,0.7500,0.8125,0.8125,0.8125,1.0000,0.3333,0.5000
Ex 414,1.0000,1.0000,1.0000,0.6667,0.4615,0.5455,1.0000,0.3333,0.5000
Ex 415,0.2500,0.3333,0.2857,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000
Ex 416,0.8571,0.6000,0.7059,0.8696,0.6897,0.7692,0.7500,0.2308,0.3529
Ex 417,1.0000,0.6250,0.7692,0.6364,0.8077,0.7119,0.5000,0.2500,0.3333
Ex 418,0.7500,0.7500,0.7500,0.9000,0.8571,0.8780,0.0000,0.0000,0.0000
Ex 419,0.7143,1.0000,0.8333,0.8000,0.7273,0.7619,0.6667,0.5000,0.5714
Ex 420,0.8889,0.6667,0.7619,0.8163,0.7547,0.7843,1.0000,0.3333,0.5000
Ex 421,0.6667,0.6667,0.6667,0.5789,0.6111,0.5946,1.0000,0.3333,0.5000
Ex 422,1.0000,1.0000,1.0000,0.9091,0.9375,0.9231,0.5000,0.2500,0.3333
Ex 423,0.5556,0.7143,0.6250,0.6667,0.6486,0.6575,1.0000,0.1667,0.2857
Ex 424,0.4444,1.0000,0.6154,0.8889,0.5333,0.6667,1.0000,0.5000,0.6667
Ex 425,1.0000,1.0000,1.0000,0.7805,0.8000,0.7901,0.6000,0.4286,0.5000
Ex 426,0.6667,0.8000,0.7273,0.6250,0.6250,0.6250,1.0000,0.3333,0.5000
Ex 427,0.8000,0.6667,0.7273,0.8824,0.6522,0.7500,1.0000,0.3333,0.5000
Ex 428,0.4286,0.6000,0.5000,0.2857,0.3636,0.3200,0.0000,0.0000,0.0000
Ex 429,0.5714,1.0000,0.7273,0.8889,1.0000,0.9412,1.0000,0.6667,0.8000
Ex 430,0.5000,0.5000,0.5000,0.7917,0.7600,0.7755,1.0000,0.1429,0.2500
Ex 431,0.8333,0.8333,0.8333,0.4286,0.7143,0.5357,1.0000,0.1667,0.2857
Ex 432,0.8333,1.0000,0.9091,0.9333,0.5833,0.7179,1.0000,0.3333,0.5000
Ex 433,0.6000,0.7500,0.6667,0.8421,0.8000,0.8205,0.0000,0.0000,0.0000
Ex 434,0.8000,0.8000,0.8000,0.7895,0.6818,0.7317,0.0000,0.0000,0.0000
Ex 435,1.0000,1.0000,1.0000,0.8108,0.8571,0.8333,1.0000,0.6000,0.7500
Ex 436,0.6250,0.5556,0.5882,0.6071,0.5000,0.5484,1.0000,0.1250,0.2222
Ex 437,1.0000,1.0000,1.0000,0.6364,0.5600,0.5957,1.0000,0.3333,0.5000
Ex 438,0.6667,0.6667,0.6667,0.8750,0.6667,0.7568,1.0000,0.2000,0.3333
Ex 439,0.5000,0.6000,0.5455,0.4118,0.5000,0.4516,1.0000,0.2500,0.4000
Ex 440,0.4286,0.5000,0.4615,0.5769,0.6818,0.6250,1.0000,0.2857,0.4444
Ex 441,0.6000,1.0000,0.7500,0.4118,0.5385,0.4667,1.0000,0.5000,0.6667
Ex 442,0.4286,0.4286,0.4286,0.4615,0.4615,0.4615,0.0000,0.0000,0.0000
Ex 443,0.2500,0.2857,0.2667,0.6667,0.6667,0.6667,0.0000,0.0000,0.0000
Ex 444,0.8000,0.8000,0.8000,0.9000,0.8182,0.8571,1.0000,0.2000,0.3333
Ex 445,0.6667,0.4615,0.5455,0.4483,0.5652,0.5000,0.0000,0.0000,0.0000
Ex 446,0.7500,0.6667,0.7059,0.6944,0.6757,0.6849,1.0000,0.0909,0.1667
Ex 447,0.8333,1.0000,0.9091,0.6970,0.6970,0.6970,1.0000,0.7500,0.8571
Ex 448,0.5000,0.5556,0.5263,0.6897,0.7407,0.7143,1.0000,0.2222,0.3636
Ex 449,1.0000,0.8333,0.9091,0.6818,0.5357,0.6000,0.7500,0.6000,0.6667
Ex 450,0.8333,1.0000,0.9091,0.5000,0.5652,0.5306,1.0000,0.5000,0.6667
Ex 451,0.7500,0.6000,0.6667,0.9444,0.8500,0.8947,1.0000,0.2500,0.4000
Ex 452,1.0000,1.0000,1.0000,0.5652,0.5652,0.5652,1.0000,1.0000,1.0000
Ex 453,0.5000,0.6667,0.5714,0.7143,0.5000,0.5882,1.0000,0.5000,0.6667
Ex 454,0.7143,0.7143,0.7143,0.4762,0.5556,0.5128,0.0000,0.0000,0.0000
Ex 455,1.0000,1.0000,1.0000,0.3000,0.5455,0.3871,0.0000,0.0000,0.0000
Ex 456,0.7143,0.7143,0.7143,0.7083,0.7727,0.7391,1.0000,0.1667,0.2857
Ex 457,1.0000,0.8571,0.9231,0.6786,0.7600,0.7170,0.0000,0.0000,0.0000
Ex 458,1.0000,0.8000,0.8889,0.8696,0.8696,0.8696,1.0000,0.5000,0.6667
Ex 459,1.0000,1.0000,1.0000,0.9231,0.7500,0.8276,1.0000,0.2000,0.3333
Ex 460,0.4000,0.6667,0.5000,0.7273,0.8000,0.7619,1.0000,1.0000,1.0000
Ex 461,0.7143,0.8333,0.7692,0.8182,0.9643,0.8852,1.0000,0.6000,0.7500
Ex 462,0.7500,0.7500,0.7500,0.8421,0.7619,0.8000,1.0000,0.3333,0.5000
Ex 463,0.7500,1.0000,0.8571,0.7647,0.6842,0.7222,1.0000,1.0000,1.0000
Ex 464,1.0000,0.7500,0.8571,1.0000,0.4615,0.6316,1.0000,0.2000,0.3333
Ex 465,1.0000,1.0000,1.0000,0.6154,0.5000,0.5517,1.0000,0.5000,0.6667
Ex 466,0.6000,0.7500,0.6667,0.9231,0.8000,0.8571,1.0000,0.5000,0.6667
Ex 467,0.8889,0.8889,0.8889,0.5714,0.5714,0.5714,1.0000,0.5556,0.7143
Ex 468,0.7500,1.0000,0.8571,0.5000,0.3333,0.4000,0.5000,0.5000,0.5000
Ex 469,1.0000,1.0000,1.0000,0.8000,0.7692,0.7843,1.0000,0.5000,0.6667
Ex 470,0.8571,0.8571,0.8571,0.5862,0.6296,0.6071,1.0000,0.1429,0.2500
Ex 471,0.7500,1.0000,0.8571,0.8235,0.8235,0.8235,1.0000,0.5000,0.6667
Ex 472,0.4000,0.6667,0.5000,0.7143,0.5000,0.5882,0.0000,0.0000,0.0000
Ex 473,1.0000,1.0000,1.0000,0.9474,0.8182,0.8780,1.0000,0.5000,0.6667
Ex 474,0.5000,0.7500,0.6000,0.4615,0.6667,0.5455,0.0000,0.0000,0.0000
Ex 475,1.0000,0.8000,0.8889,0.8889,0.8000,0.8421,1.0000,0.5000,0.6667
Ex 476,0.7143,0.9091,0.8000,0.6122,0.7500,0.6742,1.0000,0.2857,0.4444
Ex 477,0.5000,1.0000,0.6667,0.7500,0.7500,0.7500,0.0000,0.0000,0.0000
Ex 478,1.0000,1.0000,1.0000,0.7917,0.7917,0.7917,1.0000,0.4000,0.5714
Ex 479,0.3750,1.0000,0.5455,0.6154,0.4706,0.5333,1.0000,0.6667,0.8000
Ex 480,0.6000,1.0000,0.7500,0.8235,0.8235,0.8235,0.0000,0.0000,0.0000
Ex 481,0.4286,0.5000,0.4615,0.3571,0.7143,0.4762,0.0000,0.0000,0.0000
Ex 482,0.7143,1.0000,0.8333,0.7083,0.6538,0.6800,1.0000,0.5000,0.6667
Ex 483,0.8333,1.0000,0.9091,0.9167,0.5500,0.6875,1.0000,0.2500,0.4000
Ex 484,0.8000,0.8000,0.8000,0.7692,0.7692,0.7692,1.0000,0.4000,0.5714
Ex 485,0.1250,0.1667,0.1429,0.8571,0.8571,0.8571,0.0000,0.0000,0.0000
Ex 486,0.4000,0.6667,0.5000,0.8571,0.6667,0.7500,0.0000,0.0000,0.0000
Ex 487,1.0000,1.0000,1.0000,0.2000,0.2308,0.2143,1.0000,1.0000,1.0000
Ex 488,0.7500,0.7500,0.7500,0.7222,0.6190,0.6667,1.0000,0.3333,0.5000
Ex 489,0.2000,0.2500,0.2222,0.4000,1.0000,0.5714,0.0000,0.0000,0.0000
Ex 490,0.7143,0.7143,0.7143,0.8276,0.7273,0.7742,0.6667,0.2857,0.4000
Ex 491,0.8333,1.0000,0.9091,0.4762,0.5263,0.5000,0.0000,0.0000,0.0000
Ex 492,1.0000,1.0000,1.0000,0.2500,0.3636,0.2963,0.7500,1.0000,0.8571
Ex 493,1.0000,1.0000,1.0000,0.8846,0.9200,0.9020,1.0000,0.2500,0.4000
Ex 494,1.0000,0.8000,0.8889,0.8333,0.8333,0.8333,0.3333,0.2000,0.2500
Ex 495,0.8571,0.8571,0.8571,0.8387,0.7647,0.8000,1.0000,0.1667,0.2857
Ex 496,0.6667,1.0000,0.8000,0.6512,0.8750,0.7467,1.0000,0.5000,0.6667
Ex 497,0.6000,1.0000,0.7500,0.7857,0.7333,0.7586,1.0000,0.5000,0.6667
Ex 498,0.5000,0.6000,0.5455,0.7692,0.7143,0.7407,0.0000,0.0000,0.0000
Ex 499,1.0000,0.8000,0.8889,1.0000,0.7895,0.8824,1.0000,0.5000,0.6667
Ex 500,0.8333,0.8333,0.8333,0.6923,0.5294,0.6000,1.0000,0.2000,0.3333
AVERAGE,0.7193,0.7847,0.7359,0.6956,0.6972,0.6866,0.6174,0.3046,0.3841
