Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 275,1.0000,1.0000,1.0000,0.8125,0.7647,0.7879,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 276,1.0000,1.0000,1.0000,0.6842,0.4815,0.5652,0.8000,0.8000,0.8000,1,0.0000,0,0
Ex 277,1.0000,0.7143,0.8333,0.7778,0.6667,0.7179,0.5000,0.3333,0.4000,0,0.2000,0,0
Ex 278,0.6667,0.6667,0.6667,0.9231,0.8571,0.8889,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 279,0.6667,1.0000,0.8000,1.0000,0.9000,0.9474,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 280,1.0000,0.2857,0.4444,0.6250,0.5556,0.5882,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 281,1.0000,1.0000,1.0000,0.4667,0.5000,0.4828,1.0000,0.5000,0.6667,1,0.0000,0,0
Ex 282,1.0000,0.6000,0.7500,0.5000,0.6000,0.5455,1.0000,0.5000,0.6667,0,0.3333,0,0
Ex 283,0.6000,1.0000,0.7500,1.0000,0.7333,0.8462,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 284,0.6667,0.5000,0.5714,0.3333,0.4000,0.3636,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 285,0.6667,0.6667,0.6667,0.2857,0.2000,0.2353,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 286,0.5000,0.5000,0.5000,1.0000,0.6667,0.8000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 287,0.7500,0.6000,0.6667,0.7059,0.8571,0.7742,1.0000,0.2500,0.4000,0,0.3333,0,0
Ex 288,1.0000,0.6000,0.7500,0.8000,0.6154,0.6957,0.5000,0.2500,0.3333,0,0.0000,0,0
Ex 289,1.0000,1.0000,1.0000,0.7000,0.5833,0.6364,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 290,0.6667,1.0000,0.8000,0.8889,0.8889,0.8889,1.0000,1.0000,1.0000,0,0.5000,1,0
Ex 291,0.6667,0.5000,0.5714,0.5714,0.4444,0.5000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 292,0.6667,0.6667,0.6667,0.2500,0.2500,0.2500,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 293,0.7500,0.7500,0.7500,0.6667,0.4615,0.5455,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 294,0.7500,0.7500,0.7500,0.8462,0.7857,0.8148,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 295,0.3333,0.3333,0.3333,1.0000,0.8571,0.9231,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 296,0.8000,0.6667,0.7273,0.7778,0.7000,0.7368,0.0000,0.0000,0.0000,0,0.2500,0,0
Ex 297,0.6667,0.4000,0.5000,0.3333,0.5000,0.4000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 298,1.0000,1.0000,1.0000,1.0000,0.6923,0.8182,1.0000,0.6667,0.8000,1,0.0000,0,0
Ex 299,1.0000,1.0000,1.0000,0.9091,0.7407,0.8163,1.0000,0.5000,0.6667,1,0.0000,0,0
Ex 300,0.8000,1.0000,0.8889,0.6429,0.5625,0.6000,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 301,0.6667,0.5000,0.5714,0.8667,0.8667,0.8667,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 302,1.0000,0.6000,0.7500,0.7143,0.5263,0.6061,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 303,1.0000,0.5000,0.6667,0.7692,0.6667,0.7143,0.5000,0.2000,0.2857,0,0.0000,0,0
Ex 304,0.6667,0.6667,0.6667,0.6667,0.4444,0.5333,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 305,1.0000,0.5000,0.6667,1.0000,0.7273,0.8421,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 306,1.0000,0.2727,0.4286,0.5500,0.7333,0.6286,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 307,1.0000,0.6667,0.8000,0.9524,0.5714,0.7143,0.5000,1.0000,0.6667,0,0.0000,0,0
Ex 308,1.0000,0.6000,0.7500,1.0000,0.8333,0.9091,0.5000,0.2000,0.2857,0,0.3333,0,0
Ex 309,0.7500,0.6000,0.6667,0.7273,0.4706,0.5714,1.0000,0.2000,0.3333,0,0.0000,0,0
Ex 310,0.6667,1.0000,0.8000,1.0000,0.6667,0.8000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 311,0.6667,0.6667,0.6667,0.9091,0.6667,0.7692,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 312,1.0000,0.6667,0.8000,0.4000,0.8000,0.5333,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 313,0.7143,0.7143,0.7143,0.4737,0.6923,0.5625,0.6667,0.3333,0.4444,0,0.2000,0,0
Ex 314,0.6667,0.5000,0.5714,0.8571,0.6667,0.7500,1.0000,0.2000,0.3333,0,0.0000,0,0
Ex 315,0.6667,0.5000,0.5714,0.5714,0.3333,0.4211,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 316,1.0000,0.6000,0.7500,0.8750,0.5385,0.6667,0.5000,0.2500,0.3333,0,0.0000,0,0
Ex 317,0.6667,1.0000,0.8000,0.8333,0.4167,0.5556,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 318,0.6667,0.6667,0.6667,0.6667,0.5000,0.5714,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 319,0.3333,1.0000,0.5000,1.0000,0.5000,0.6667,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 320,1.0000,0.6000,0.7500,1.0000,0.8125,0.8966,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 321,0.5000,0.4000,0.4444,0.5000,0.3636,0.4211,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 322,1.0000,0.5714,0.7273,0.8235,0.7778,0.8000,1.0000,0.2857,0.4444,0,0.0000,0,0
Ex 323,1.0000,1.0000,1.0000,0.3333,0.5000,0.4000,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 324,0.6667,1.0000,0.8000,0.5714,0.4000,0.4706,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 325,0.6667,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0,1.0000,1,0
Ex 326,1.0000,1.0000,1.0000,0.7857,0.5789,0.6667,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 327,0.6667,0.5000,0.5714,0.8571,0.6000,0.7059,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 328,1.0000,0.5000,0.6667,0.9048,0.7037,0.7917,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 329,0.3333,0.2500,0.2857,1.0000,0.7500,0.8571,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 330,1.0000,0.6000,0.7500,0.7692,0.4762,0.5882,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 331,1.0000,0.7500,0.8571,0.6667,0.3333,0.4444,0.5000,0.5000,0.5000,0,0.0000,0,0
Ex 332,1.0000,0.5714,0.7273,0.6471,0.6875,0.6667,1.0000,0.2857,0.4444,0,0.0000,0,0
Ex 333,0.6667,0.3333,0.4444,0.5714,0.2000,0.2963,1.0000,0.1429,0.2500,0,0.0000,0,0
Ex 334,0.6667,0.6667,0.6667,0.8000,0.7273,0.7619,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 335,0.6667,1.0000,0.8000,0.7857,0.9167,0.8462,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 336,1.0000,0.6000,0.7500,1.0000,0.8095,0.8947,1.0000,0.5000,0.6667,0,0.3333,0,0
Ex 337,0.7500,0.6000,0.6667,0.6923,0.8182,0.7500,1.0000,0.2000,0.3333,0,0.0000,0,0
Ex 338,1.0000,0.6000,0.7500,0.6875,0.5500,0.6111,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 339,0.6667,0.6667,0.6667,0.2000,0.2857,0.2353,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 340,0.7500,0.3333,0.4615,0.5000,0.4615,0.4800,0.5000,0.1250,0.2000,0,0.0000,0,0
Ex 341,0.6667,0.6667,0.6667,0.5556,0.5556,0.5556,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 342,1.0000,1.0000,1.0000,0.4118,0.7000,0.5185,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 343,1.0000,0.8000,0.8889,0.5789,0.7333,0.6471,0.5000,0.2500,0.3333,0,0.0000,0,0
Ex 344,1.0000,0.3750,0.5455,0.6000,0.4000,0.4800,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 345,1.0000,0.3750,0.5455,1.0000,0.8000,0.8889,0.5000,0.1429,0.2222,0,0.3333,0,0
Ex 346,0.6667,1.0000,0.8000,0.5455,0.5455,0.5455,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 347,1.0000,0.3333,0.5000,0.5000,0.4286,0.4615,0.5000,0.0909,0.1538,0,0.0000,0,0
Ex 348,0.3333,0.5000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 349,1.0000,0.6667,0.8000,1.0000,0.8571,0.9231,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 350,1.0000,0.4286,0.6000,0.8182,0.6000,0.6923,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 351,0.5000,0.4000,0.4444,0.5714,0.8000,0.6667,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 352,1.0000,0.6000,0.7500,1.0000,0.8750,0.9333,1.0000,0.5000,0.6667,0,0.6667,0,0
Ex 353,0.5000,0.2000,0.2857,1.0000,0.5455,0.7059,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 354,0.3333,0.3333,0.3333,0.5000,0.3333,0.4000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 355,1.0000,0.6000,0.7500,0.8462,0.6875,0.7586,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 356,0.4000,1.0000,0.5714,0.8333,0.5000,0.6250,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 357,1.0000,0.4286,0.6000,0.5833,0.4667,0.5185,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 358,0.5000,1.0000,0.6667,0.1429,0.0500,0.0741,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 359,0.5000,0.3333,0.4000,0.8000,0.5714,0.6667,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 360,0.5000,0.6667,0.5714,0.3000,0.2500,0.2727,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 361,1.0000,1.0000,1.0000,0.5000,0.4167,0.4545,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 362,0.7500,1.0000,0.8571,0.9474,0.9474,0.9474,1.0000,0.3333,0.5000,0,0.3333,0,0
Ex 363,0.6667,0.5000,0.5714,1.0000,0.8667,0.9286,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 364,1.0000,0.7500,0.8571,0.7500,0.8182,0.7826,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 365,1.0000,0.7500,0.8571,0.7778,0.5385,0.6364,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 366,1.0000,0.7500,0.8571,0.5333,0.6667,0.5926,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 367,0.6667,0.6667,0.6667,0.8000,0.8000,0.8000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 368,1.0000,0.5000,0.6667,0.6429,0.6429,0.6429,1.0000,0.2222,0.3636,0,0.0000,0,0
Ex 369,1.0000,0.7500,0.8571,0.6154,0.5714,0.5926,1.0000,0.6667,0.8000,0,0.3333,0,0
Ex 370,1.0000,0.8000,0.8889,0.8667,0.7222,0.7879,0.5000,0.2000,0.2857,0,0.0000,0,0
Ex 371,1.0000,1.0000,1.0000,1.0000,0.7097,0.8302,0.3333,0.3333,0.3333,1,0.0000,0,0
Ex 372,0.6667,0.2857,0.4000,0.2857,0.2000,0.2353,1.0000,0.1250,0.2222,0,0.0000,0,0
Ex 373,1.0000,0.2857,0.4444,0.7143,0.3846,0.5000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 374,1.0000,0.3750,0.5455,0.4545,0.5556,0.5000,0.5000,0.1667,0.2500,0,0.0000,0,0
Ex 375,1.0000,0.4286,0.6000,0.9333,0.8750,0.9032,1.0000,0.3333,0.5000,0,0.3333,0,0
Ex 376,1.0000,0.2500,0.4000,0.5333,0.7273,0.6154,0.5000,0.1000,0.1667,0,0.0000,0,0
Ex 377,1.0000,1.0000,1.0000,0.5455,0.8571,0.6667,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 378,0.6667,0.4000,0.5000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0,1.0000,0,0
Ex 379,1.0000,0.6000,0.7500,0.8947,0.6296,0.7391,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 380,1.0000,1.0000,1.0000,0.8235,0.7778,0.8000,1.0000,0.6667,0.8000,1,0.2500,0,0
Ex 381,1.0000,1.0000,1.0000,0.3077,0.4000,0.3478,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 382,1.0000,1.0000,1.0000,0.7273,0.4444,0.5517,1.0000,0.6667,0.8000,1,0.0000,0,0
Ex 383,0.6667,0.5000,0.5714,0.7000,0.6364,0.6667,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 384,1.0000,0.5000,0.6667,0.7692,0.5882,0.6667,1.0000,0.3333,0.5000,0,0.3333,0,0
Ex 385,0.6667,0.6667,0.6667,1.0000,0.4615,0.6316,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 386,1.0000,0.6667,0.8000,1.0000,0.8333,0.9091,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 387,1.0000,0.8000,0.8889,0.7895,0.7500,0.7692,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 388,1.0000,0.4286,0.6000,0.6000,1.0000,0.7500,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 389,0.6667,0.5000,0.5714,0.6667,0.8000,0.7273,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 390,1.0000,0.8000,0.8889,0.5000,0.6923,0.5806,0.5000,0.5000,0.5000,0,0.0000,0,0
Ex 391,0.7500,1.0000,0.8571,0.9167,0.7333,0.8148,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 392,1.0000,0.7500,0.8571,0.5000,0.5000,0.5000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 393,1.0000,0.6000,0.7500,0.4706,0.6667,0.5517,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 394,0.6667,0.5000,0.5714,0.9091,0.8333,0.8696,0.0000,0.0000,0.0000,0,0.5000,0,0
Ex 395,0.6667,0.6667,0.6667,1.0000,0.7778,0.8750,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 396,1.0000,0.4286,0.6000,0.5500,0.9167,0.6875,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 397,1.0000,0.7500,0.8571,0.6364,0.5000,0.5600,1.0000,0.6667,0.8000,0,0.3333,0,0
Ex 398,1.0000,0.5000,0.6667,0.5385,1.0000,0.7000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 399,0.6667,0.3333,0.4444,1.0000,0.8000,0.8889,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 400,0.3333,0.1667,0.2222,0.8571,1.0000,0.9231,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 401,0.6667,0.5000,0.5714,0.8125,0.8667,0.8387,1.0000,0.2000,0.3333,0,0.0000,0,0
Ex 402,0.7500,0.3333,0.4615,0.8000,0.6154,0.6957,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 403,1.0000,0.5000,0.6667,1.0000,0.8500,0.9189,1.0000,0.3333,0.5000,0,0.3333,0,0
Ex 404,1.0000,0.6000,0.7500,0.6667,0.6667,0.6667,0.5000,0.2500,0.3333,0,0.0000,0,0
Ex 405,1.0000,0.3750,0.5455,0.6667,0.6154,0.6400,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 407,1.0000,1.0000,1.0000,0.7333,0.8462,0.7857,1.0000,1.0000,1.0000,1,0.3333,1,0
Ex 408,1.0000,0.7500,0.8571,0.8333,0.7692,0.8000,1.0000,0.5000,0.6667,0,0.3333,0,0
Ex 409,1.0000,0.6667,0.8000,0.7857,0.7333,0.7586,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 410,0.7500,0.3750,0.5000,0.5263,0.5882,0.5556,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 411,0.6667,0.6667,0.6667,0.8571,0.3333,0.4800,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 412,1.0000,0.7500,0.8571,0.9231,0.9231,0.9231,0.5000,0.3333,0.4000,0,0.3333,0,0
Ex 413,0.8000,1.0000,0.8889,0.6667,0.6667,0.6667,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 414,1.0000,1.0000,1.0000,1.0000,0.6538,0.7907,1.0000,1.0000,1.0000,1,0.3333,1,0
Ex 415,0.6667,0.6667,0.6667,0.8889,0.6154,0.7273,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 416,0.6667,0.2000,0.3077,1.0000,0.9286,0.9630,1.0000,0.0769,0.1429,0,0.5000,0,0
Ex 417,1.0000,0.5000,0.6667,0.9286,0.6500,0.7647,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 418,1.0000,0.7500,0.8571,0.8889,0.6667,0.7619,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 419,1.0000,0.6000,0.7500,0.9167,0.5500,0.6875,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 420,1.0000,0.3333,0.5000,0.8235,0.7368,0.7778,1.0000,0.1333,0.2353,0,0.0000,0,0
Ex 421,0.3333,0.3333,0.3333,1.0000,0.8182,0.9000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 422,1.0000,0.6000,0.7500,0.9333,0.7368,0.8235,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 423,1.0000,0.4286,0.6000,0.6875,0.5238,0.5946,0.5000,0.1667,0.2500,0,0.0000,0,0
Ex 424,1.0000,0.7500,0.8571,1.0000,0.5238,0.6875,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 425,1.0000,0.5714,0.7273,0.5714,0.4800,0.5217,0.5000,0.1429,0.2222,0,0.0000,0,0
Ex 426,1.0000,0.6000,0.7500,0.9091,0.7143,0.8000,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 427,1.0000,0.6667,0.8000,0.8333,0.7895,0.8108,1.0000,0.5000,0.6667,0,0.5000,0,0
Ex 428,0.6667,0.4000,0.5000,0.1429,0.2000,0.1667,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 429,1.0000,0.7500,0.8571,0.9000,0.6923,0.7826,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 430,0.6667,0.3333,0.4444,0.6923,0.6000,0.6429,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 431,0.7500,0.5000,0.6000,0.5455,0.5000,0.5217,1.0000,0.1667,0.2857,0,0.0000,0,0
Ex 432,1.0000,0.8000,0.8889,0.6471,0.5789,0.6111,1.0000,0.3333,0.5000,0,0.2500,0,0
Ex 433,1.0000,0.7500,0.8571,0.8421,0.8000,0.8205,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 434,1.0000,0.6000,0.7500,1.0000,0.8333,0.9091,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 435,0.6250,0.8333,0.7143,0.9444,0.5862,0.7234,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 436,1.0000,0.2222,0.3636,0.7273,0.5333,0.6154,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 437,1.0000,0.6000,0.7500,0.8462,0.7857,0.8148,1.0000,0.6667,0.8000,0,0.3333,0,0
Ex 438,1.0000,0.6667,0.8000,0.7143,0.4762,0.5714,0.6667,0.2000,0.3077,0,0.0000,0,0
Ex 439,0.6667,0.4000,0.5000,0.4286,0.3333,0.3750,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 440,0.6667,0.3333,0.4444,0.9000,0.4500,0.6000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 441,0.7500,1.0000,0.8571,0.8462,0.8462,0.8462,1.0000,0.5000,0.6667,0,0.3333,0,0
Ex 442,1.0000,0.5714,0.7273,0.7000,0.6087,0.6512,1.0000,0.3000,0.4615,0,0.0000,0,0
Ex 443,0.3333,0.1429,0.2000,0.7143,0.8333,0.7692,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 444,1.0000,0.6000,0.7500,0.8750,0.8235,0.8485,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 445,1.0000,0.3077,0.4706,0.3158,0.2857,0.3000,1.0000,0.1111,0.2000,0,0.0000,0,0
Ex 446,1.0000,0.3333,0.5000,0.6923,0.6000,0.6429,0.5000,0.0909,0.1538,0,0.0000,0,0
Ex 447,1.0000,0.6000,0.7500,0.8235,0.6667,0.7368,0.5000,0.2500,0.3333,0,0.0000,0,0
Ex 448,1.0000,0.3333,0.5000,0.8333,0.7692,0.8000,0.5000,0.1111,0.1818,0,0.0000,0,0
Ex 449,1.0000,0.5000,0.6667,0.8667,0.6842,0.7647,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 450,1.0000,0.6000,0.7500,0.4118,0.4375,0.4242,0.5000,0.1667,0.2500,0,0.0000,0,0
Ex 451,1.0000,0.6000,0.7500,0.6000,0.6923,0.6429,0.5000,0.2500,0.3333,0,0.3333,0,0
Ex 452,0.5000,0.6667,0.5714,0.9231,0.7500,0.8276,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 453,0.6667,0.6667,0.6667,0.6250,0.5000,0.5556,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 454,0.7500,0.4286,0.5455,0.7500,0.8182,0.7826,1.0000,0.1667,0.2857,0,0.0000,0,0
Ex 455,0.8000,1.0000,0.8889,0.5333,0.7273,0.6154,0.3333,0.3333,0.3333,0,0.0000,0,0
Ex 456,1.0000,0.4286,0.6000,0.9091,0.8333,0.8696,1.0000,0.3333,0.5000,0,0.3333,0,0
Ex 457,1.0000,0.4286,0.6000,1.0000,0.5000,0.6667,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 458,1.0000,0.6000,0.7500,0.9167,0.7333,0.8148,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 459,1.0000,0.7500,0.8571,0.6875,0.8462,0.7586,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 460,1.0000,1.0000,1.0000,0.8462,0.7857,0.8148,0.5000,1.0000,0.6667,1,0.0000,0,0
Ex 461,1.0000,0.5000,0.6667,0.7333,0.7857,0.7586,0.5000,0.2000,0.2857,0,0.0000,0,0
Ex 462,0.6667,0.5000,0.5714,0.7857,0.9167,0.8462,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 463,0.5000,0.6667,0.5714,0.8889,0.5333,0.6667,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 464,1.0000,0.7500,0.8571,0.5500,0.8462,0.6667,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 465,1.0000,1.0000,1.0000,0.8125,0.8125,0.8125,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 466,0.6667,0.5000,0.5714,0.7143,0.5000,0.5882,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 467,1.0000,0.4444,0.6154,0.7222,0.9286,0.8125,1.0000,0.3333,0.5000,0,0.2500,0,0
Ex 468,0.7500,1.0000,0.8571,0.6000,0.4286,0.5000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 469,1.0000,0.8000,0.8889,0.6667,0.7273,0.6957,1.0000,0.5000,0.6667,0,0.2500,0,0
Ex 470,1.0000,0.4286,0.6000,0.9167,0.7857,0.8462,1.0000,0.2857,0.4444,0,0.0000,0,0
Ex 471,0.7500,1.0000,0.8571,0.8571,0.7059,0.7742,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 472,0.6667,0.6667,0.6667,0.8750,0.7000,0.7778,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 473,1.0000,0.7500,0.8571,0.8667,0.7647,0.8125,1.0000,1.0000,1.0000,0,0.3333,1,0
