Exercise,Ent_P,Ent_R,Ent_F1,Attr_P,Attr_R,Attr_F1,Rel_P,Rel_R,Rel_F1,Ent_AllCorrect,Attr_AllCorrect,Rel_AllCorrect,Full_AllCorrect
Ex 304,0.5000,1.0000,0.6667,0.3529,0.4286,0.3871,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 305,0.8000,1.0000,0.8889,0.4800,0.7059,0.5714,0.7500,1.0000,0.8571,0,0.0000,0,0
Ex 306,0.9091,0.9091,0.9091,0.7200,0.6792,0.6990,0.6667,0.8571,0.7500,0,0.1000,0,0
Ex 308,0.6667,0.8000,0.7273,0.9091,0.8333,0.8696,0.7500,0.6000,0.6667,0,0.2500,0,0
Ex 309,0.3077,0.8000,0.4444,0.5185,0.6667,0.5833,1.0000,0.2000,0.3333,0,0.0000,0,0
Ex 310,0.6667,1.0000,0.8000,1.0000,0.9333,0.9655,1.0000,1.0000,1.0000,0,0.5000,1,0
Ex 311,0.3000,1.0000,0.4615,0.4667,0.8235,0.5957,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 312,0.7500,1.0000,0.8571,0.6667,0.8889,0.7619,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 313,0.4615,0.8571,0.6000,0.2791,0.7059,0.4000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 314,0.5714,1.0000,0.7273,0.7143,0.6250,0.6667,1.0000,0.6000,0.7500,0,0.2500,0,0
Ex 315,0.3333,0.7500,0.4615,0.3684,0.3889,0.3784,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 316,0.8333,1.0000,0.9091,0.6429,0.9000,0.7500,0.7500,0.7500,0.7500,0,0.0000,0,0
Ex 317,0.4000,1.0000,0.5714,0.3846,0.4167,0.4000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 318,0.5000,1.0000,0.6667,0.4091,0.7500,0.5294,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 319,0.2500,1.0000,0.4000,0.8571,0.6000,0.7059,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 320,0.8333,1.0000,0.9091,0.6897,0.8333,0.7547,1.0000,0.7500,0.8571,0,0.2000,0,0
Ex 321,0.2105,0.8000,0.3333,0.5357,0.6250,0.5769,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 322,1.0000,0.8571,0.9231,0.5000,0.8000,0.6154,0.6667,0.5714,0.6154,0,0.0000,0,0
Ex 323,0.4286,1.0000,0.6000,0.4737,0.9000,0.6207,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 324,0.2222,1.0000,0.3636,0.4167,0.5000,0.4545,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 325,0.4000,1.0000,0.5714,0.7500,0.8571,0.8000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 326,0.3750,1.0000,0.5455,0.7368,0.7368,0.7368,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 327,0.5714,1.0000,0.7273,0.5429,0.8636,0.6667,0.6667,0.5000,0.5714,0,0.0000,0,0
Ex 329,0.5000,0.7500,0.6000,0.4545,0.9091,0.6061,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 330,0.5714,0.8000,0.6667,0.6000,0.6250,0.6122,0.6667,0.5000,0.5714,0,0.0000,0,0
Ex 331,0.4000,1.0000,0.5714,0.6400,0.7273,0.6809,0.3333,0.5000,0.4000,0,0.0000,0,0
Ex 332,0.7778,1.0000,0.8750,0.6207,0.7826,0.6923,0.6667,0.5714,0.6154,0,0.0000,0,0
Ex 333,0.3333,0.6667,0.4444,0.8095,0.6071,0.6939,1.0000,0.5714,0.7273,0,0.2500,0,0
Ex 334,0.7500,1.0000,0.8571,0.5417,0.8667,0.6667,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 335,0.4000,1.0000,0.5714,0.4545,0.4167,0.4348,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 336,1.0000,1.0000,1.0000,0.8571,0.9091,0.8824,1.0000,1.0000,1.0000,1,0.2000,1,0
Ex 337,0.7143,1.0000,0.8333,0.4643,0.7647,0.5778,1.0000,0.8000,0.8889,0,0.0000,0,0
Ex 338,0.6250,1.0000,0.7692,0.7568,0.9032,0.8235,1.0000,0.8000,0.8889,0,0.0000,0,0
Ex 339,0.4000,0.6667,0.5000,0.5455,0.8571,0.6667,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 340,0.8000,0.8889,0.8421,0.5333,0.9600,0.6857,0.6250,0.6250,0.6250,0,0.0000,0,0
Ex 341,0.5000,0.6667,0.5714,0.3529,0.6667,0.4615,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 342,0.7500,1.0000,0.8571,0.7500,0.9000,0.8182,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 343,0.7143,1.0000,0.8333,0.4400,0.5789,0.5000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 344,0.3571,0.6250,0.4545,0.4688,0.6818,0.5556,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 345,1.0000,1.0000,1.0000,0.5476,0.8846,0.6765,0.7500,0.4286,0.5455,1,0.1250,0,0
Ex 346,0.1818,1.0000,0.3077,0.3500,0.6364,0.4516,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 347,0.7059,1.0000,0.8276,0.5167,0.6200,0.5636,0.4000,0.3636,0.3810,0,0.2500,0,0
Ex 348,0.2857,1.0000,0.4444,0.3333,0.5714,0.4211,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 349,0.3333,1.0000,0.5000,0.7391,0.7391,0.7391,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 350,0.5385,1.0000,0.7000,0.7692,0.7692,0.7692,1.0000,0.6000,0.7500,0,0.0000,0,0
Ex 351,0.6667,0.8000,0.7273,0.3636,0.8889,0.5161,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 352,0.4167,1.0000,0.5882,0.6061,0.7692,0.6780,1.0000,0.7500,0.8571,0,0.0000,0,0
Ex 353,0.3077,0.8000,0.4444,0.4783,0.5789,0.5238,0.5000,0.2500,0.3333,0,0.0000,0,0
Ex 354,0.4000,0.6667,0.5000,0.4286,0.8571,0.5714,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 355,0.4545,1.0000,0.6250,0.5185,0.6364,0.5714,1.0000,0.6000,0.7500,0,0.0000,0,0
Ex 356,0.2222,1.0000,0.3636,0.4000,0.4000,0.4000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 357,0.4615,0.8571,0.6000,0.6333,0.6129,0.6230,0.7500,0.5000,0.6000,0,0.1667,0,0
Ex 358,0.1667,1.0000,0.2857,0.4444,0.4000,0.4211,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 359,0.4286,1.0000,0.6000,0.5417,0.8125,0.6500,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 360,0.4286,1.0000,0.6000,0.3333,0.3125,0.3226,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 361,0.5714,1.0000,0.7273,0.6471,0.9167,0.7586,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 362,1.0000,1.0000,1.0000,0.6316,0.6316,0.6316,1.0000,1.0000,1.0000,1,0.0000,1,0
Ex 363,0.4444,1.0000,0.6154,0.7692,0.6250,0.6897,0.6667,0.5000,0.5714,0,0.0000,0,0
Ex 364,0.6667,1.0000,0.8000,0.7500,0.9231,0.8276,1.0000,0.6667,0.8000,0,0.2500,0,0
Ex 365,0.6667,1.0000,0.8000,0.7727,0.9444,0.8500,1.0000,1.0000,1.0000,0,0.2500,1,0
Ex 366,0.6000,0.7500,0.6667,0.4667,0.5833,0.5185,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 367,0.4286,1.0000,0.6000,0.8667,0.6842,0.7647,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 368,0.7778,0.8750,0.8235,0.5122,0.9545,0.6667,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 369,0.3000,0.7500,0.4286,0.5000,0.7500,0.6000,0.3333,0.3333,0.3333,0,0.0000,0,0
Ex 370,0.3846,1.0000,0.5556,0.4474,0.8095,0.5763,1.0000,0.8000,0.8889,0,0.0000,0,0
Ex 371,0.6667,1.0000,0.8000,0.7241,0.6774,0.7000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 372,0.6000,0.4286,0.5000,0.2500,0.5000,0.3333,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 373,0.3636,0.5714,0.4444,0.4231,0.5500,0.4783,0.5000,0.1429,0.2222,0,0.0000,0,0
Ex 374,0.8750,0.8750,0.8750,0.4762,0.7407,0.5797,0.6250,0.8333,0.7143,0,0.0000,0,0
Ex 375,0.5000,1.0000,0.6667,0.5439,0.8378,0.6596,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 376,1.0000,0.7500,0.8571,0.5263,1.0000,0.6897,0.6667,0.6000,0.6316,0,0.0000,0,0
Ex 377,0.5000,0.6667,0.5714,0.8000,0.6667,0.7273,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 378,0.5000,0.4000,0.4444,0.6000,0.8571,0.7059,1.0000,0.1667,0.2857,0,0.0000,0,0
Ex 379,0.7500,0.6000,0.6667,0.9333,0.6667,0.7778,0.6667,0.3333,0.4444,0,0.0000,0,0
Ex 380,0.5000,1.0000,0.6667,0.6818,0.8333,0.7500,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 381,0.7500,1.0000,0.8571,0.4375,0.7000,0.5385,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 382,0.5000,1.0000,0.6667,0.5625,0.5000,0.5294,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 383,0.5000,1.0000,0.6667,0.7727,0.7727,0.7727,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 384,0.4167,0.8333,0.5556,0.5484,0.7391,0.6296,1.0000,0.8333,0.9091,0,0.0000,0,0
Ex 385,0.3333,1.0000,0.5000,0.5789,0.6875,0.6286,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 386,0.7500,1.0000,0.8571,1.0000,0.8824,0.9375,1.0000,0.5000,0.6667,0,0.6667,0,0
Ex 387,0.5556,1.0000,0.7143,0.8000,0.8333,0.8163,1.0000,0.7500,0.8571,0,0.2000,0,0
Ex 388,0.7000,1.0000,0.8235,0.4545,0.7812,0.5747,0.8333,0.8333,0.8333,0,0.0000,0,0
Ex 389,0.7500,0.7500,0.7500,0.8824,0.9375,0.9091,1.0000,0.3333,0.5000,0,0.6667,0,0
Ex 390,0.5556,1.0000,0.7143,0.3846,0.6250,0.4762,0.3333,0.5000,0.4000,0,0.0000,0,0
Ex 391,0.7500,1.0000,0.8571,0.7895,1.0000,0.8824,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 392,0.2857,1.0000,0.4444,0.4872,0.9048,0.6333,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 393,0.4545,1.0000,0.6250,0.3462,0.5625,0.4286,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 394,0.5714,1.0000,0.7273,0.7692,0.8333,0.8000,0.5000,0.5000,0.5000,0,0.2500,0,0
Ex 395,0.2500,0.6667,0.3636,0.6667,0.8571,0.7500,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 396,0.6250,0.7143,0.6667,0.4194,0.5652,0.4815,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 397,0.2667,1.0000,0.4211,0.4000,0.7778,0.5283,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 398,0.7500,1.0000,0.8571,0.5484,0.9444,0.6939,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 399,0.7500,1.0000,0.8571,0.6000,0.8571,0.7059,0.8571,1.0000,0.9231,0,0.0000,0,0
Ex 400,0.6250,0.8333,0.7143,0.5946,0.8800,0.7097,1.0000,0.8000,0.8889,0,0.0000,0,0
Ex 401,0.8000,1.0000,0.8889,0.7931,0.8519,0.8214,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 402,1.0000,1.0000,1.0000,0.5082,0.8378,0.6327,0.2222,0.6667,0.3333,1,0.0000,0,0
Ex 403,0.8333,0.8333,0.8333,0.9091,0.9677,0.9375,0.8000,0.6667,0.7273,0,0.6000,0,0
Ex 404,0.4444,0.8000,0.5714,0.4815,0.6500,0.5532,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 405,0.8571,0.7500,0.8000,0.7826,0.7200,0.7500,0.5714,0.5000,0.5333,0,0.0000,0,0
Ex 407,0.6000,1.0000,0.7500,0.8667,1.0000,0.9286,1.0000,1.0000,1.0000,0,0.3333,1,0
Ex 408,0.8000,1.0000,0.8889,0.3333,0.5333,0.4103,1.0000,0.7500,0.8571,0,0.0000,0,0
Ex 409,0.6667,1.0000,0.8000,0.7143,0.9091,0.8000,1.0000,1.0000,1.0000,0,0.1667,1,0
Ex 410,1.0000,1.0000,1.0000,0.5152,0.9189,0.6602,0.3000,1.0000,0.4615,1,0.0000,0,0
Ex 411,0.2500,1.0000,0.4000,0.5455,0.4444,0.4898,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 412,0.4444,1.0000,0.6154,0.4615,0.7059,0.5581,0.5000,0.3333,0.4000,0,0.0000,0,0
Ex 413,0.5714,1.0000,0.7273,0.6538,0.8095,0.7234,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 414,0.7500,1.0000,0.8571,0.6667,0.6923,0.6792,1.0000,0.8333,0.9091,0,0.0000,0,0
Ex 415,0.2857,0.6667,0.4000,0.7857,0.8462,0.8148,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 416,0.8000,0.8000,0.8000,0.7391,0.7907,0.7640,0.8333,0.3846,0.5263,0,0.1250,0,0
Ex 417,0.8750,0.8750,0.8750,0.6000,0.9000,0.7200,0.5000,0.6250,0.5556,0,0.0000,0,0
Ex 418,0.3750,0.7500,0.5000,0.8421,0.7619,0.8000,0.0000,0.0000,0.0000,0,0.3333,0,0
Ex 419,0.5000,1.0000,0.6667,0.7097,0.6667,0.6875,0.7500,0.7500,0.7500,0,0.0000,0,0
Ex 420,0.8182,0.7500,0.7826,0.9107,0.9273,0.9189,0.9000,0.6000,0.7200,0,0.4444,0,0
Ex 421,0.3333,1.0000,0.5000,0.5333,0.6154,0.5714,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 422,0.8333,1.0000,0.9091,0.6667,0.9375,0.7792,0.6667,1.0000,0.8000,0,0.0000,0,0
Ex 423,0.5556,0.7143,0.6250,0.5957,0.7568,0.6667,0.6667,0.3333,0.4444,0,0.0000,0,0
Ex 425,0.7000,1.0000,0.8235,0.8649,0.8000,0.8312,0.7500,0.8571,0.8000,0,0.2857,0,0
Ex 426,0.6250,1.0000,0.7692,0.5588,0.9048,0.6909,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 428,0.4545,1.0000,0.6250,0.3636,0.4706,0.4103,0.6667,0.5000,0.5714,0,0.0000,0,0
Ex 429,0.3333,1.0000,0.5000,0.7000,0.8750,0.7778,1.0000,1.0000,1.0000,0,0.2500,1,0
Ex 430,0.6667,0.6667,0.6667,0.5882,0.6897,0.6349,1.0000,0.2857,0.4444,0,0.0000,0,0
Ex 432,0.8333,1.0000,0.9091,0.7273,0.6667,0.6957,1.0000,0.8333,0.9091,0,0.0000,0,0
Ex 435,0.5556,0.8333,0.6667,0.7941,0.8182,0.8060,0.4000,0.4000,0.4000,0,0.0000,0,0
Ex 436,0.5455,0.6667,0.6000,0.3721,0.4444,0.4051,0.3333,0.2500,0.2857,0,0.0000,0,0
Ex 438,0.5000,0.8333,0.6250,0.6875,0.7857,0.7333,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 439,0.5000,1.0000,0.6667,0.4375,0.6364,0.5185,0.7500,0.7500,0.7500,0,0.0000,0,0
Ex 440,0.4545,0.8333,0.5882,0.6047,0.7879,0.6842,0.8000,0.5714,0.6667,0,0.0000,0,0
Ex 441,0.3000,1.0000,0.4615,0.4000,0.7692,0.5263,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 442,0.5000,0.7143,0.5882,0.5385,0.4242,0.4746,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 443,0.2727,0.4286,0.3333,0.4286,0.3462,0.3830,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 444,0.6250,1.0000,0.7692,0.6341,0.9286,0.7536,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 445,0.7273,0.6154,0.6667,0.5778,0.7027,0.6341,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 446,0.7500,0.6667,0.7059,0.8056,0.7632,0.7838,0.6000,0.2727,0.3750,0,0.1667,0,0
Ex 447,0.3846,1.0000,0.5556,0.7308,0.5758,0.6441,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 448,0.8000,0.8889,0.8421,0.6346,0.8462,0.7253,1.0000,0.7778,0.8750,0,0.0000,0,0
Ex 449,0.8571,1.0000,0.9231,0.6000,0.8000,0.6857,0.8333,1.0000,0.9091,0,0.1667,0,0
Ex 450,0.5000,1.0000,0.6667,0.4595,0.7391,0.5667,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 451,0.5000,1.0000,0.6667,0.8519,0.8519,0.8519,0.6667,0.5000,0.5714,0,0.0000,0,0
Ex 452,0.5000,1.0000,0.6667,0.5000,0.5217,0.5106,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 453,0.5000,0.6667,0.5714,0.6000,0.6000,0.6000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 454,0.5000,0.7143,0.5882,0.6667,0.7778,0.7179,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 455,0.8000,1.0000,0.8889,0.3158,0.5455,0.4000,0.5000,0.6667,0.5714,0,0.0000,0,0
Ex 456,0.7000,1.0000,0.8235,0.7838,0.9355,0.8529,0.6000,0.5000,0.5455,0,0.1429,0,0
Ex 457,0.7778,1.0000,0.8750,0.5238,0.7857,0.6286,0.6000,0.5000,0.5455,0,0.0000,0,0
Ex 458,0.5556,1.0000,0.7143,0.8571,0.9231,0.8889,0.8000,1.0000,0.8889,0,0.0000,0,0
Ex 459,0.6667,1.0000,0.8000,0.5909,0.8125,0.6842,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 460,0.6000,1.0000,0.7500,0.8667,0.9286,0.8966,0.5000,1.0000,0.6667,0,0.3333,0,0
Ex 461,0.6667,1.0000,0.8000,0.6829,0.9032,0.7778,1.0000,1.0000,1.0000,0,0.1667,1,0
Ex 462,0.7500,0.7500,0.7500,0.8182,0.8571,0.8372,1.0000,0.3333,0.5000,0,0.0000,0,0
Ex 463,0.7500,1.0000,0.8571,0.5185,0.7368,0.6087,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 464,0.7500,0.7500,0.7500,0.5238,0.8462,0.6471,1.0000,0.4000,0.5714,0,0.0000,0,0
Ex 465,0.7500,1.0000,0.8571,0.5000,0.6250,0.5556,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 466,0.5714,1.0000,0.7273,0.6000,0.9474,0.7347,0.5000,0.5000,0.5000,0,0.0000,0,0
Ex 467,0.6429,1.0000,0.7826,0.5333,0.7742,0.6316,0.7778,0.7778,0.7778,0,0.0000,0,0
Ex 468,0.2727,1.0000,0.4286,0.3333,0.4762,0.3922,0.5000,0.5000,0.5000,0,0.0000,0,0
Ex 469,0.4167,1.0000,0.5882,0.7059,0.9231,0.8000,1.0000,0.5000,0.6667,0,0.0000,0,0
Ex 470,0.7778,1.0000,0.8750,0.5294,0.6000,0.5625,1.0000,0.7143,0.8333,0,0.0000,0,0
Ex 471,0.3750,1.0000,0.5455,0.4848,0.9412,0.6400,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 472,0.4286,1.0000,0.6000,0.5263,0.6667,0.5882,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 473,0.3636,1.0000,0.5333,0.7407,0.9091,0.8163,0.5000,0.5000,0.5000,0,0.2500,0,0
Ex 474,0.4000,1.0000,0.5714,0.3704,0.7143,0.4878,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 475,0.5000,0.8000,0.6154,0.8824,0.7500,0.8108,0.6667,0.5000,0.5714,0,0.2500,0,0
Ex 476,0.7143,0.9091,0.8000,0.5932,0.8750,0.7071,0.5714,0.5714,0.5714,0,0.0000,0,0
Ex 477,0.1538,1.0000,0.2667,0.3500,0.8750,0.5000,1.0000,1.0000,1.0000,0,0.0000,1,0
Ex 478,0.7143,1.0000,0.8333,0.6000,0.8750,0.7119,0.8000,0.8000,0.8000,0,0.0000,0,0
Ex 479,0.3000,1.0000,0.4615,0.7500,0.7059,0.7273,1.0000,0.6667,0.8000,0,0.0000,0,0
Ex 480,0.3333,1.0000,0.5000,0.7778,0.8235,0.8000,0.0000,0.0000,0.0000,0,0.0000,0,0
Ex 481,0.3077,0.6667,0.4211,0.2593,0.8750,0.4000,1.0000,0.2500,0.4000,0,0.0000,0,0
Ex 482,0.6250,1.0000,0.7692,0.8462,0.8462,0.8462,1.0000,0.7500,0.8571,0,0.2000,0,0
Ex 483,0.8333,1.0000,0.9091,0.5806,0.9000,0.7059,1.0000,0.7500,0.8571,0,0.0000,0,0
