exercise_id,entity_1,entity_2,x_text,x_dep,x_type,x_cooccur,label
11,Farm,Operator,0.5422473549842834,0.25,0.5800480991601944,0.0,0
11,Farm,Maintenance Record,0.6617634296417236,0.25,0.5839657783508301,0.0,0
11,Equipment,Operator,0.7922901511192322,0.1,0.6455707103013992,0.4,0
11,Equipment,Maintenance Record,0.7922901511192322,0.125,0.6292902231216431,0.4,1
11,Operator,Maintenance Record,0.7922901511192322,0.5,0.584663525223732,0.6,1
12,Warehouse,Product,0.8820781111717224,0.333,0.610408827662468,0.667,0
12,Warehouse,Product Circulation Record,0.6197428107261658,0.25,0.6321084648370743,0.667,1
12,Product,Product Circulation Record,0.3734505772590637,0.5,0.6824811100959778,0.333,1
13,Weather Station,Meteorological Data,0.9190487861633301,0.25,0.7841757535934448,0.333,1
13,Weather Station,Subscription Data,0.7011981010437012,0.25,0.5935410931706429,0.333,1
13,Meteorological Data,Subscription Data,0.7123037576675415,0.167,0.7181074917316437,0.0,0
14,Irrigation System,Plot,0.8669761419296265,0.167,0.5622029602527618,0.75,0
14,Irrigation System,Irrigation Record,0.7662817239761353,0.25,0.8457284569740295,0.5,1
14,Plot,Irrigation Record,0.8187668323516846,0.25,0.5269026719033718,0.75,1
15,Plot,Pest and disease,0.871307909488678,0.25,0.5203036908060312,0.667,0
15,Plot,Employee,0.2222706377506256,0.25,0.5879300758242607,0.0,0
15,Plot,Monitoring record,0.7598645687103271,0.25,0.5480813384056091,0.5,1
15,Pest and disease,Employee,0.459453821182251,0.25,0.5775736644864082,0.167,0
15,Pest and disease,Monitoring record,0.7598645687103271,0.333,0.5271163675934076,0.667,1
15,Employee,Monitoring record,0.3912201225757599,0.25,0.5934135615825653,0.167,0
16,Farm,Plot,0.8864257335662842,0.25,0.6591281592845917,0.25,0
16,Farm,Planting Plan,0.8357753157615662,0.333,0.7051325738430023,0.5,1
16,Plot,Planting Plan,0.8864257335662842,0.2,0.5842851251363754,0.5,1
17,Worker,Workshop,0.472917377948761,0.25,0.6729503273963928,0.286,0
17,Worker,Raw material,0.6537621021270752,0.167,0.5881898105144501,0.143,0
17,Worker,Product,0.6537621021270752,0.111,0.6451896876096725,0.286,0
17,Worker,Product processing task,0.4311155676841736,0.25,0.6334983110427856,0.286,0
17,Worker,Worker processing product,0.39552849531173706,0.5,0.7997859716415405,0.286,1
17,Worker,Raw materials involved in product processing,0.4413919448852539,0.25,0.5293089114129543,0.429,0
17,Worker,Workshop raw material management,0.48816511034965515,0.25,0.5713120102882385,0.429,0
17,Workshop,Raw material,0.7299153208732605,0.2,0.6343979686498642,0.143,0
17,Workshop,Product,0.7930961847305298,0.111,0.6548842191696167,0.143,0
17,Workshop,Product processing task,0.5148876309394836,0.25,0.6467544436454773,0.143,0
17,Workshop,Worker processing product,0.5249955654144287,0.25,0.6642506420612335,0.286,0
17,Workshop,Raw materials involved in product processing,0.5135085582733154,0.25,0.5761450082063675,0.571,0
17,Workshop,Workshop raw material management,0.5073643326759338,0.5,0.8057247400283813,0.429,1
17,Raw material,Product,0.6537621021270752,0.25,0.6863882541656494,0.143,0
17,Raw material,Product processing task,0.3980700969696045,0.25,0.6481269747018814,0.143,0
17,Raw material,Worker processing product,0.41130274534225464,0.25,0.6364514231681824,0.143,0
17,Raw material,Raw materials involved in product processing,0.32626819610595703,1.0,0.8785839080810547,0.286,1
17,Raw material,Workshop raw material management,0.45266252756118774,0.5,0.8222377300262451,0.143,1
17,Product,Product processing task,0.42228958010673523,0.5,0.7827444076538086,0.429,1
17,Product,Worker processing product,0.45278266072273254,0.5,0.6990361213684082,0.429,0
17,Product,Raw materials involved in product processing,0.3963150382041931,0.5,0.655810222029686,0.571,0
17,Product,Workshop raw material management,0.5485790371894836,0.25,0.5794166252017021,0.429,0
17,Product processing task,Worker processing product,0.4706515073776245,0.167,0.8567141890525818,0.0,1
17,Product processing task,Raw materials involved in product processing,0.4695058763027191,0.25,0.7473269701004028,0.0,1
17,Product processing task,Workshop raw material management,0.620447039604187,0.25,0.6427311599254608,0.429,0
17,Worker processing product,Raw materials involved in product processing,0.46833816170692444,0.2,0.7331107258796692,0.429,0
17,Worker processing product,Workshop raw material management,0.5928056240081787,0.25,0.6872269809246063,0.571,0
17,Raw materials involved in product processing,Workshop raw material management,0.5488228797912598,1.0,0.7958410680294037,0.857,0
18,Equipment,Usage Record,0.8483679294586182,0.333,0.6111165881156921,0.75,1
18,Equipment,Maintenance Record,0.8483679294586182,0.333,0.6292902231216431,0.75,1
18,Usage Record,Maintenance Record,0.8483679294586182,0.5,0.7359983026981354,0.25,0
19,Customer,Order,0.9038798809051514,0.25,0.715308353304863,0.333,1
19,Customer,Dish,0.606315553188324,0.25,0.6655554175376892,0.0,0
19,Customer,Order Details,0.5979506373405457,0.25,0.6572862565517426,0.333,0
19,Order,Dish,0.700476884841919,0.333,0.6658435165882111,0.667,0
19,Order,Order Details,0.5590109825134277,0.5,0.8758178651332855,0.0,1
19,Dish,Order Details,0.7067639231681824,0.25,0.6259373426437378,0.667,1
20,Supplier,Ingredient,0.793573796749115,0.25,0.7091606110334396,0.5,0
20,Supplier,Purchase Record,0.5475404262542725,0.25,0.624556727707386,0.5,1
20,Ingredient,Purchase Record,0.5960484743118286,0.25,0.5013477886095643,0.5,1
21,Employee,Shift,0.892815113067627,0.25,0.6537103950977325,0.273,0
21,Employee,Schedule,0.892815113067627,0.5,0.6302400827407837,0.182,1
21,Shift,Schedule,0.892815113067627,0.167,0.6558060050010681,0.182,1
22,Document,Document Management Personnel,0.8374179601669312,0.5,0.815563440322876,1.0,0
22,Document,Approval Record,0.8477060794830322,0.25,0.6557968109846115,0.667,1
22,Document,Archiving Record,0.8477060794830322,0.25,0.6697971969842911,1.0,1
22,Document,Query Record,0.8477060794830322,0.25,0.6172954738140106,1.0,1
22,Document Management Personnel,Approval Record,0.7551863193511963,0.25,0.6126524284482002,0.667,1
22,Document Management Personnel,Archiving Record,0.7625910639762878,0.25,0.6376124769449234,1.0,1
22,Document Management Personnel,Query Record,0.7320927381515503,0.25,0.5895110368728638,1.0,1
22,Approval Record,Archiving Record,0.8477060794830322,0.25,0.6528175175189972,0.667,0
22,Approval Record,Query Record,0.8477060794830322,0.5,0.6829933226108551,0.667,0
22,Archiving Record,Query Record,0.8477060794830322,0.2,0.705783024430275,1.0,0
23,Donor,Recipient,0.8675842881202698,0.5,0.6706420034170151,0.667,0
23,Donor,Donated Item,0.8675842881202698,0.25,0.8106299042701721,0.667,0
23,Donor,Donation Record,0.8675842881202698,0.333,0.8004968166351318,1.0,1
23,Donor,Donation Record Details,0.6358762383460999,0.25,0.7649490535259247,1.0,0
23,Recipient,Donated Item,0.8675842881202698,0.333,0.6834395378828049,0.667,0
23,Recipient,Donation Record,0.8675842881202698,0.5,0.6412306129932404,0.667,1
23,Recipient,Donation Record Details,0.6088873147964478,0.25,0.6243743672966957,0.667,0
23,Donated Item,Donation Record,0.8675842881202698,0.5,0.8203132748603821,0.667,0
23,Donated Item,Donation Record Details,0.6441644430160522,0.25,0.7978599071502686,0.667,1
23,Donation Record,Donation Record Details,0.6397949457168579,0.5,0.9724484086036682,0.0,1
24,Agricultural and sideline products,Employee,0.6339837312698364,0.25,0.5268025379627943,0.25,0
24,Agricultural and sideline products,Department,0.6455395817756653,0.25,0.4975766846910119,0.25,0
24,Agricultural and sideline products,Purchase record,0.6685110330581665,0.25,0.5203688591718674,0.625,1
24,Agricultural and sideline products,Processing record,0.7331110835075378,0.25,0.47628792375326157,0.75,1
24,Agricultural and sideline products,Sales record,0.6597936749458313,0.25,0.45817454531788826,0.75,1
24,Employee,Department,0.6835779547691345,0.333,0.5478859320282936,0.125,1
24,Employee,Purchase record,0.47974997758865356,0.25,0.5494314506649971,0.125,1
24,Employee,Processing record,0.4807910919189453,0.25,0.5962586998939514,0.125,1
24,Employee,Sales record,0.4829206168651581,0.25,0.5491286851465702,0.125,1
24,Department,Purchase record,0.47614219784736633,0.25,0.5341160818934441,0.125,0
24,Department,Processing record,0.47422030568122864,0.25,0.5440734550356865,0.125,0
24,Department,Sales record,0.483290433883667,0.25,0.582834430038929,0.125,0
24,Purchase record,Processing record,0.5091347098350525,0.167,0.7504266500473022,0.0,0
24,Purchase record,Sales record,0.44566744565963745,0.167,0.6461987793445587,0.0,0
24,Processing record,Sales record,0.5440630912780762,0.167,0.6363178044557571,0.375,0
25,Tobacco products,Department,0.693983793258667,0.25,0.4892233032733202,0.0,0
25,Tobacco products,Employee,0.6885114908218384,0.25,0.5770223662257195,0.0,0
25,Tobacco products,Production Record,0.6955956220626831,0.25,0.47508343681693077,0.625,1
25,Tobacco products,Production Record Details,0.7128498554229736,0.25,0.5625988468527794,0.625,0
25,Department,Employee,0.5425533056259155,0.25,0.5478859320282936,0.125,1
25,Department,Production Record,0.5051180124282837,0.25,0.582834430038929,0.0,0
25,Department,Production Record Details,0.5128625631332397,0.25,0.530011648312211,0.0,0
25,Employee,Production Record,0.5215723514556885,0.25,0.5491286851465702,0.0,1
25,Employee,Production Record Details,0.5277102589607239,0.25,0.6082561388611794,0.0,1
25,Production Record,Production Record Details,0.403453528881073,0.5,0.6778416931629181,0.0,1
26,Textile,Department,0.6041769981384277,0.25,0.4946892838925123,0.0,0
26,Textile,Employee,0.636663019657135,0.25,0.485946798697114,0.0,0
26,Textile,Inventory,0.7874321937561035,0.25,0.5783228352665901,0.111,1
26,Textile,Production Relationship,0.5999438762664795,0.25,0.4767574816942215,0.222,1
26,Textile,Sales Relationship,0.6418594121932983,0.25,0.47682393342256546,0.111,1
26,Textile,Performance Evaluation,0.6921399235725403,0.25,0.5390828065574169,0.0,0
26,Department,Employee,0.3446139097213745,0.25,0.5478859320282936,0.0,1
26,Department,Inventory,0.45580917596817017,0.25,0.7360080744018329,0.0,0
26,Department,Production Relationship,0.41184866428375244,0.25,0.5182426646351814,0.0,0
26,Department,Sales Relationship,0.38532695174217224,0.25,0.5192799177020788,0.0,0
26,Department,Performance Evaluation,0.5265222787857056,0.333,0.5424083024263382,0.111,0
26,Employee,Inventory,0.5168104767799377,0.25,0.5414490811526775,0.0,0
26,Employee,Production Relationship,0.44884076714515686,0.25,0.5785908028483391,0.0,1
26,Employee,Sales Relationship,0.43528008460998535,0.25,0.6590034365653992,0.0,1
26,Employee,Performance Evaluation,0.5171583294868469,0.25,0.617602527141571,0.111,1
26,Inventory,Production Relationship,0.49226272106170654,0.25,0.5021685101091862,0.111,0
26,Inventory,Sales Relationship,0.4855969250202179,0.25,0.55563934892416,0.111,0
26,Inventory,Performance Evaluation,0.569111168384552,0.25,0.5265363771468401,0.0,0
26,Production Relationship,Sales Relationship,0.4009547233581543,0.167,0.49894095584750175,0.111,0
26,Production Relationship,Performance Evaluation,0.4902145266532898,0.25,0.7512609362602234,0.0,0
26,Sales Relationship,Performance Evaluation,0.45194506645202637,0.25,0.5481547079980373,0.0,0
27,Department,Employee,0.40973806381225586,0.25,0.5478859320282936,0.0,1
27,Department,Clothing,0.5198562145233154,0.25,0.521931529045105,0.0,0
27,Department,Production Record,0.5618043541908264,0.25,0.582834430038929,0.0,0
27,Department,Sales Record,0.5144363045692444,0.25,0.582834430038929,0.0,0
27,Employee,Clothing,0.5292622447013855,0.25,0.5937132835388184,0.0,0
27,Employee,Production Record,0.5822539925575256,0.25,0.5491286851465702,0.0,1
27,Employee,Sales Record,0.540291428565979,0.25,0.5491286851465702,0.0,1
27,Clothing,Production Record,0.6036320924758911,0.25,0.49425011593848467,0.25,1
27,Clothing,Sales Record,0.616370677947998,0.25,0.49425011593848467,0.125,1
27,Production Record,Sales Record,0.5278541445732117,0.167,1.0,0.125,0
28,Timber,Department,0.6047991514205933,0.25,0.5611028298735619,0.0,0
28,Timber,Employee,0.6101020574569702,0.25,0.6038076281547546,0.0,0
28,Timber,Timber Procurement,0.6076822280883789,0.5,0.55349300801754,0.25,1
28,Timber,Timber Processing,0.8375595808029175,0.333,0.5312536954879761,0.375,1
28,Department,Employee,0.41637182235717773,0.25,0.5478859320282936,0.0,1
28,Department,Timber Procurement,0.6602698564529419,0.25,0.5312201045453548,0.0,0
28,Department,Timber Processing,0.7344242334365845,0.25,0.5537140853703022,0.0,0
28,Employee,Timber Procurement,0.67475426197052,0.25,0.566534660756588,0.0,1
28,Employee,Timber Processing,0.7447179555892944,0.25,0.5654678344726562,0.0,1
28,Timber Procurement,Timber Processing,0.7231026887893677,0.25,0.5527421608567238,0.125,0
29,furniture,department,0.6177927255630493,0.25,0.6698532868690464,0.0,0
29,furniture,employee,0.6473803520202637,0.25,0.5910259410738945,0.0,0
29,furniture,production,0.8422878980636597,0.5,0.5040721269324422,0.25,0
29,furniture,sales,0.8422878980636597,0.25,0.5063443961553276,0.125,0
29,department,employee,0.4005788266658783,0.25,0.5478859320282936,0.0,1
29,department,production,0.4967469871044159,0.25,0.5189953055232763,0.0,0
29,department,sales,0.48968976736068726,0.25,0.5611028298735619,0.0,0
29,employee,production,0.5203573107719421,0.25,0.5475706085562706,0.0,0
29,employee,sales,0.5191835165023804,0.25,0.6038076281547546,0.0,0
29,production,sales,0.8422878980636597,0.333,0.5260995104908943,0.125,0
30,Raw Material Table,Product Table,0.40574121475219727,0.167,0.7753535509109497,0.2,1
30,Raw Material Table,Production Record Table,0.44976377487182617,0.167,0.7493294030427933,0.2,0
30,Raw Material Table,Inventory Record Table,0.5035018920898438,0.167,0.6988731622695923,0.1,0
30,Raw Material Table,Sales Record Table,0.4622160792350769,0.167,0.6857073158025742,0.1,0
30,Raw Material Table,Employee Department Table,0.49257928133010864,0.167,0.6427292823791504,0.0,0
30,Product Table,Production Record Table,0.5133045315742493,0.167,0.7743447721004486,0.6,1
30,Product Table,Inventory Record Table,0.5136083960533142,0.167,0.7802534103393555,0.4,1
30,Product Table,Sales Record Table,0.43832486867904663,0.167,0.798348993062973,0.4,1
30,Product Table,Employee Department Table,0.5040854811668396,0.167,0.7218576967716217,0.0,0
30,Production Record Table,Inventory Record Table,0.5445948839187622,0.143,0.8375421166419983,0.1,0
30,Production Record Table,Sales Record Table,0.48301321268081665,0.125,0.8510281145572662,0.1,0
30,Production Record Table,Employee Department Table,0.5601662397384644,0.167,0.7243354320526123,0.1,1
30,Inventory Record Table,Sales Record Table,0.47795867919921875,0.143,0.8147116005420685,0.1,0
30,Inventory Record Table,Employee Department Table,0.5474438667297363,0.167,0.6915133595466614,0.1,1
30,Sales Record Table,Employee Department Table,0.462555468082428,0.167,0.7597661018371582,0.1,1
31,Moving Team,Mover,0.5132520198822021,0.2,0.5599624216556549,0.2,1
31,Moving Team,Moving Task,0.5432306528091431,0.25,0.740907609462738,0.0,1
31,Mover,Moving Task,0.5716445446014404,0.25,0.4957897523418069,0.4,0
32,Rental Location,Vehicle,0.686729907989502,0.5,0.6489956378936768,0.6,1
32,Rental Location,Customer,0.7074760794639587,0.143,0.6142030358314514,0.6,0
32,Rental Location,Rental Task,0.7074760794639587,0.125,0.8728709816932678,0.2,0
32,Vehicle,Customer,0.6122868061065674,0.25,0.7178842425346375,0.2,0
32,Vehicle,Rental Task,0.7190783023834229,0.25,0.6494294852018356,0.6,1
32,Customer,Rental Task,0.6655789613723755,0.25,0.6284469366073608,0.6,1
33,Electronic Product,Sales Team,0.785054087638855,0.25,0.7025242149829865,0.333,0
33,Electronic Product,Sales Personnel,0.7668750286102295,0.25,0.6857710480690002,0.333,0
33,Electronic Product,Customer,0.701309323310852,0.25,0.6976152658462524,0.167,0
33,Electronic Product,Sales Task,0.7913256883621216,0.25,0.6865482479333878,0.333,0
33,Electronic Product,Sales Task Customer,0.7965525388717651,0.25,0.6189711689949036,0.333,0
33,Electronic Product,Sales Task Product,0.7704342007637024,0.167,0.7261466681957245,0.167,1
33,Sales Team,Sales Personnel,0.5906627178192139,0.25,0.8744245767593384,0.167,1
33,Sales Team,Customer,0.6122657060623169,0.25,0.7672938108444214,0.167,0
33,Sales Team,Sales Task,0.6315128803253174,0.25,0.8448048830032349,0.0,0
33,Sales Team,Sales Task Customer,0.5926809310913086,0.25,0.7892178893089294,0.0,0
33,Sales Team,Sales Task Product,0.6337916851043701,0.25,0.7836811244487762,0.0,0
33,Sales Personnel,Customer,0.5845295190811157,0.25,0.7662365734577179,0.167,0
33,Sales Personnel,Sales Task,0.6025644540786743,0.25,0.8412052094936371,0.0,0
33,Sales Personnel,Sales Task Customer,0.5748295783996582,0.25,0.8241311311721802,0.0,0
33,Sales Personnel,Sales Task Product,0.6209816932678223,0.25,0.7672808766365051,0.0,0
33,Customer,Sales Task,0.6854695677757263,0.25,0.7342383712530136,0.167,0
33,Customer,Sales Task Customer,0.5280189514160156,0.5,0.8302583694458008,0.167,1
33,Customer,Sales Task Product,0.6227536201477051,0.25,0.6763333231210709,0.167,0
33,Sales Task,Sales Task Customer,0.5791361331939697,0.5,0.8892430663108826,0.167,1
33,Sales Task,Sales Task Product,0.6096302270889282,0.5,0.9226930737495422,0.333,1
33,Sales Task Customer,Sales Task Product,0.560753583908081,0.25,0.8709589242935181,0.167,0
34,equipment,project,0.6248581409454346,0.2,0.5822800621390343,0.286,0
34,equipment,equipment usage record,0.7097662687301636,0.5,0.8012886047363281,0.286,1
34,project,equipment usage record,0.7097662687301636,0.25,0.5312781743705273,0.286,1
35,Customer,Project,0.9014074802398682,0.25,0.5774247124791145,0.545,0
35,Customer,Customer Project Relationship,0.5547775030136108,0.5,0.7644403278827667,0.545,1
35,Project,Customer Project Relationship,0.5838935971260071,0.5,0.6912397146224976,0.545,1
36,Contract,Project,0.8650407791137695,0.25,0.5783435255289078,0.545,1
36,Contract,Project Includes Contract,0.5589430928230286,0.5,0.7932424247264862,0.545,1
36,Contract,Contract Change Record,0.5777996778488159,0.5,0.7656083106994629,0.364,1
36,Project,Project Includes Contract,0.5621503591537476,0.333,0.6208605989813805,0.545,1
36,Project,Contract Change Record,0.5828857421875,0.25,0.4496585875749588,0.636,0
36,Project Includes Contract,Contract Change Record,0.6208821535110474,0.25,0.6418336629867554,0.273,0
37,Civil Engineering Project,Inspector,0.66167813539505,0.25,0.593335784971714,0.385,0
37,Civil Engineering Project,Project Quality Inspection,0.8905256986618042,0.2,0.6874754726886749,0.154,1
37,Inspector,Project Quality Inspection,0.6872345209121704,0.25,0.6741447150707245,0.385,1
38,Designer,Customer,0.5512388348579407,0.25,0.6924494504928589,0.0,0
38,Designer,Project,0.6403437852859497,0.2,0.6117451265454292,0.2,1
38,Customer,Project,0.4539806544780731,0.25,0.5774247124791145,0.0,1
39,Civil Engineering Project,Building,0.6308962106704712,0.25,0.7394059300422668,0.2,1
39,Civil Engineering Project,Sales Personnel,0.7058249711990356,0.25,0.5614326521754265,0.0,0
39,Civil Engineering Project,Project Manager,0.8517538905143738,0.143,0.66136834025383,0.2,1
39,Civil Engineering Project,Building Sale,0.6395314931869507,0.25,0.652928426861763,0.2,0
39,Building,Sales Personnel,0.6150000691413879,0.25,0.6255436986684799,0.2,0
39,Building,Project Manager,0.635382890701294,0.25,0.7163989245891571,0.2,0
39,Building,Building Sale,0.42750710248947144,0.5,0.8275847136974335,0.2,1
39,Sales Personnel,Project Manager,0.6291699409484863,0.25,0.6618078798055649,0.0,0
39,Sales Personnel,Building Sale,0.5314115285873413,1.0,0.6834045499563217,0.4,1
39,Project Manager,Building Sale,0.6577954292297363,0.25,0.6117524057626724,0.2,0
40,Property Information,Salesperson,0.8044158220291138,0.25,0.6102194115519524,0.267,0
40,Property Information,Customer Information,0.8044158220291138,0.143,0.7352218776941299,0.267,0
40,Property Information,Sales Contract,0.8044158220291138,0.167,0.6076470613479614,0.6,1
40,Property Information,Salesperson Sold Property,0.6725459694862366,0.333,0.74758680164814,0.333,0
40,Salesperson,Customer Information,0.8044158220291138,0.25,0.7274796813726425,0.267,0
40,Salesperson,Sales Contract,0.8044158220291138,0.2,0.7956027388572693,0.4,0
40,Salesperson,Salesperson Sold Property,0.6091717481613159,0.5,0.8304831385612488,0.2,1
40,Customer Information,Sales Contract,0.8044158220291138,0.167,0.6924097239971161,0.667,1
40,Customer Information,Salesperson Sold Property,0.7024105191230774,0.333,0.6278101354837418,0.6,0
40,Sales Contract,Salesperson Sold Property,0.6199709177017212,0.333,0.76450315117836,0.733,1
41,Community,Property Manager,0.6708475947380066,0.2,0.589151181280613,0.5,1
41,Community,Resident,0.5915509462356567,0.333,0.6840255856513977,0.333,1
41,Community,Repair Order,0.3975464105606079,0.25,0.5572499148547649,0.167,1
41,Community,Repair Staff,0.4103987514972687,0.25,0.5980119034647942,0.167,0
41,Community,Management,0.4948941171169281,0.25,0.6743755340576172,0.0,1
41,Community,Residence,0.4375764727592468,0.25,0.6400750577449799,0.0,1
41,Community,Execution,0.2776504158973694,0.25,0.6033844500780106,0.0,0
41,Property Manager,Resident,0.6192148923873901,0.25,0.6426019817590714,0.167,0
41,Property Manager,Repair Order,0.580429196357727,0.25,0.5816571116447449,0.167,0
41,Property Manager,Repair Staff,0.6105519533157349,0.25,0.6073803529143333,0.167,0
41,Property Manager,Management,0.6089270114898682,0.25,0.7284409403800964,0.167,1
41,Property Manager,Residence,0.6217620968818665,0.25,0.7116117179393768,0.0,0
41,Property Manager,Execution,0.5426869988441467,0.25,0.5530209615826607,0.0,0
41,Resident,Repair Order,0.36621958017349243,0.25,0.5853506028652191,0.167,1
41,Resident,Repair Staff,0.4117750823497772,0.25,0.6161005198955536,0.167,0
41,Resident,Management,0.4491425156593323,0.25,0.6139365583658218,0.0,0
41,Resident,Residence,0.3720799684524536,0.25,0.8744781315326691,0.0,1
41,Resident,Execution,0.24997924268245697,0.25,0.5670906156301498,0.0,0
41,Repair Order,Repair Staff,0.30671700835227966,0.25,0.8096287250518799,0.0,1
41,Repair Order,Management,0.3587014675140381,0.25,0.6061371713876724,0.0,0
41,Repair Order,Residence,0.3852669894695282,0.25,0.5638889893889427,0.0,0
41,Repair Order,Execution,0.1914127916097641,0.25,0.5754042267799377,0.0,1
41,Repair Staff,Management,0.3890132009983063,0.25,0.6844605356454849,0.0,0
41,Repair Staff,Residence,0.4337069094181061,0.25,0.5524329319596291,0.0,0
41,Repair Staff,Execution,0.2688942551612854,0.25,0.575358621776104,0.0,1
41,Management,Residence,0.5419970154762268,0.25,0.6064730733633041,0.0,0
41,Management,Execution,0.33975014090538025,0.25,0.6742392182350159,0.0,0
41,Residence,Execution,0.30210644006729126,0.25,0.5848995298147202,0.0,0
42,Community,Property Manager,0.6171211004257202,0.167,0.589151181280613,0.2,1
42,Community,Resident,0.36606013774871826,0.333,0.6840255856513977,0.4,1
42,Community,Maintenance Record,0.6106611490249634,0.25,0.5475935228168964,0.4,1
42,Community,Maintenance Personnel,0.6715587377548218,0.2,0.6104168519377708,0.3,0
42,Community,Building,0.7052522897720337,0.083,0.6809582710266113,0.1,0
42,Community,Worker handles maintenance records,0.6128042340278625,0.25,0.49714588839560747,0.3,0
42,Property Manager,Resident,0.5845338702201843,0.25,0.6426019817590714,0.1,0
42,Property Manager,Maintenance Record,0.7125973701477051,0.25,0.6686567068099976,0.2,0
